Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Emergency,Date,Time
620 DELAWARE ST SE,44.972559000000004,-93.229407,2,University,University of Minnesota,4,1,Westminster,02/12/2019,00:00
1318 6TH ST SE,44.982734,-93.23486,3,University,Marcy Holmes,4,1,Westminster,02/12/2019,00:00
606 DELAWARE ST SE,44.972476,-93.229854,2,University,University of Minnesota,4,1,Westminster,02/12/2019,00:00
612 DELAWARE ST SE,44.972547999999996,-93.229669,2,University,University of Minnesota,4,1,Westminster,02/12/2019,00:00
610 DELAWARE ST SE,44.972514000000004,-93.229811,2,University,University of Minnesota,4,1,Westminster,02/12/2019,00:00
305 WALNUT ST SE,44.973487,-93.22867,2,University,University of Minnesota,4,1,Westminster,02/12/2019,00:00
316 WALNUT ST SE,44.972994,-93.2288,2,University,University of Minnesota,4,1,Westminster,02/12/2019,00:00
320 WALNUT ST SE,44.972902000000005,-93.228732,2,University,University of Minnesota,4,1,Westminster,02/12/2019,00:00
306 32ND ST E,44.945032,-93.27244300000001,9,Powderhorn,Central,5,2,Westminster,02/13/2019,00:00
1786 BRYANT AVE S,44.965638,-93.29056,7,Calhoun Isle,Lowry Hill,3,2,Westminster,02/13/2019,00:00
4102 PILLSBURY AVE,44.91771,-93.28183,11,Southwest,Tangletown,5,2,Westminster,02/13/2019,00:00
2002 CLINTON AVE S,44.962324,-93.271693,10,Powderhorn,Whittier,3,2,Westminster,02/13/2019,00:00
2300 FAIRMOUNT ST SE,44.986163,-93.22032800000001,2,University,Como,4,2,Westminster,02/13/2019,00:00
724 2ND AVE SE,44.990809999999996,-93.249789,3,University,Marcy Holmes,2,2,Westminster,02/13/2019,00:00
3122 3RD ST N,45.012844,-93.28334,5,Near North,Hawthorne,1,2,Westminster,02/13/2019,00:00
1200 WINTER ST NE,44.993251,-93.235739,1,University,Como,2,2,Westminster,02/13/2019,00:00
700 5TH AVE N,44.983028999999995,-93.289658,5,Near North,Sumner - Glenwood,3,2,Westminster,02/13/2019,00:00
1804 BRYANT AVE S,44.965109000000005,-93.290527,7,Calhoun Isle,Lowry Hill,3,2,Westminster,02/13/2019,00:00
6 32ND ST E,44.944885,-93.277147,8,Powderhorn,Lyndale,5,2,Westminster,02/13/2019,00:00
1202 WINTER ST NE,44.993281,-93.235669,1,University,Como,2,2,Westminster,02/13/2019,00:00
10 32ND ST E,44.945028,-93.27699399999999,8,Powderhorn,Lyndale,5,2,Westminster,02/13/2019,00:00
1812 BRYANT AVE S,44.965009,-93.290531,7,Calhoun Isle,Lowry Hill,3,2,Westminster,02/13/2019,00:00
2106 XERXES AVE N,45.000799,-93.318259,5,Near North,Willard - Hay,1,2,Westminster,02/13/2019,00:00
2612 3RD AVE S,44.955052,-93.272924,10,Powderhorn,Whittier,3,2,Westminster,02/13/2019,00:00
1900 PILLSBURY AVE,44.964218,-93.280661,7,Central,Steven's Square - Loring Heights,3,2,Westminster,02/13/2019,00:00
328 32ND ST E,44.945003,-93.271866,9,Powderhorn,Central,5,2,Westminster,02/13/2019,00:00
2614 3RD AVE S,44.954889,-93.272785,10,Powderhorn,Whittier,3,2,Westminster,02/13/2019,00:00
1827 FAIRMOUNT ST SE,44.985991,-93.225677,2,University,Como,4,2,Westminster,02/13/2019,00:00
2612 GIRARD AVE N,45.006391,-93.296867,5,Near North,Jordan,1,2,Westminster,02/13/2019,00:00
706 5TH AVE N,44.982948,-93.289052,5,Near North,Sumner - Glenwood,3,2,Westminster,02/13/2019,00:00
2200 5TH AVE S,44.960956,-93.269029,6,Phillips,Ventura Village,3,2,Westminster,02/13/2019,00:00
2432 GRAND ST NE,45.013047,-93.270149,3,Northeast,Bottineau,2,2,Westminster,02/13/2019,00:00
340 32ND ST E,44.945007000000004,-93.270538,9,Powderhorn,Central,5,2,Westminster,02/13/2019,00:00
1906 PILLSBURY AVE,44.964079999999996,-93.28049,7,Central,Steven's Square - Loring Heights,3,2,Westminster,02/13/2019,00:00
3024 HUMBOLDT AVE S,44.947488,-93.30084599999999,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
2202 5TH AVE S,44.960586,-93.268567,6,Phillips,Phillips West,3,2,Westminster,02/13/2019,00:00
710 5TH AVE N,44.982953,-93.28998299999999,5,Near North,Sumner - Glenwood,3,2,Westminster,02/13/2019,00:00
2426 GRAND ST NE,45.012873,-93.270124,3,Northeast,Bottineau,2,2,Westminster,02/13/2019,00:00
342 32ND ST E,44.945014,-93.2706,9,Powderhorn,Central,5,2,Westminster,02/13/2019,00:00
2010 CLINTON AVE S,44.962199,-93.271697,10,Powderhorn,Whittier,3,2,Westminster,02/13/2019,00:00
4952 ELLIOT AVE S,44.912302000000004,-93.26122,11,Nokomis,Northrop,6,2,Westminster,02/13/2019,00:00
2204 5TH AVE S,44.960726,-93.268661,6,Phillips,Phillips West,3,2,Westminster,02/13/2019,00:00
1820 BRYANT AVE S,44.964897,-93.290513,7,Calhoun Isle,Lowry Hill,3,2,Westminster,02/13/2019,00:00
3012 KNOX AVE S,44.947549,-93.30450400000001,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
20 32ND ST W,44.944581,-93.279513,8,Powderhorn,Lyndale,5,2,Westminster,02/13/2019,00:00
2206 5TH AVE S,44.960508000000004,-93.268658,6,Phillips,Phillips West,3,2,Westminster,02/13/2019,00:00
3510 14TH AVE S,44.939165,-93.254983,9,Powderhorn,Powderhorn Park,6,2,Westminster,02/13/2019,00:00
3036 HUMBOLDT AVE S,44.94723,-93.300861,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
2710 GIRARD AVE N,45.008101,-93.29683399999999,5,Near North,Jordan,1,2,Westminster,02/13/2019,00:00
1920 PILLSBURY AVE,44.963353000000005,-93.280766,7,Central,Steven's Square - Loring Heights,3,2,Westminster,02/13/2019,00:00
2210 5TH AVE S,44.960488,-93.26863,6,Phillips,Phillips West,3,2,Westminster,02/13/2019,00:00
3010 KNOX AVE S,44.947886,-93.304606,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
3030 HUMBOLDT AVE S,44.947344,-93.300905,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
200 32ND ST W,44.944773,-93.28148900000001,8,Powderhorn,Lyndale,5,2,Westminster,02/13/2019,00:00
802 5TH AVE N,44.983090000000004,-93.289919,5,Near North,Sumner - Glenwood,3,2,Westminster,02/13/2019,00:00
648 32ND ST E,44.945023,-93.265485,9,Powderhorn,Central,5,2,Westminster,02/13/2019,00:00
3040 HUMBOLDT AVE S,44.946937,-93.300863,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
2642 3RD AVE S,44.954097,-93.272787,10,Powderhorn,Whittier,3,2,Westminster,02/13/2019,00:00
120 14TH ST W,44.968802000000004,-93.280789,7,Central,Loring Park,3,2,Westminster,02/13/2019,00:00
202 32ND ST W,44.944747,-93.281716,8,Powderhorn,Lyndale,5,2,Westminster,02/13/2019,00:00
2212 5TH AVE S,44.960398,-93.268751,6,Phillips,Phillips West,3,2,Westminster,02/13/2019,00:00
2802 GIRARD AVE N,45.008708,-93.296825,5,Near North,Jordan,1,2,Westminster,02/13/2019,00:00
3014 JAMES AVE S,44.948038000000004,-93.303438,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
3018 JAMES AVE S,44.94791,-93.303423,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
1706 COLFAX AVE S,44.967246,-93.291795,7,Calhoun Isle,Lowry Hill,3,2,Westminster,02/13/2019,00:00
214 32ND ST W,44.944879,-93.282188,8,Powderhorn,Lyndale,5,2,Westminster,02/13/2019,00:00
3514 14TH AVE S,44.939023,-93.255016,9,Powderhorn,Powderhorn Park,6,2,Westminster,02/13/2019,00:00
2026 QUEEN AVE S,44.96206,-93.309782,7,Calhoun Isle,Kenwood,3,2,Westminster,02/13/2019,00:00
810 5TH AVE N,44.982953,-93.28974699999999,5,Near North,Sumner - Glenwood,3,2,Westminster,02/13/2019,00:00
3020 JAMES AVE S,44.947776,-93.303531,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
1078 12TH AVE SE,44.990359999999995,-93.234573,2,University,Como,4,2,Westminster,02/13/2019,00:00
302 32ND ST W,44.944796999999994,-93.282986,8,Powderhorn,Lyndale,5,2,Westminster,02/13/2019,00:00
1904 PLEASANT AVE,44.96333,-93.283376,7,Central,Steven's Square - Loring Heights,3,2,Westminster,02/13/2019,00:00
3024 JAMES AVE S,44.947638,-93.303433,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
3524 14TH AVE S,44.938753999999996,-93.25503,9,Powderhorn,Powderhorn Park,6,2,Westminster,02/13/2019,00:00
1708 LYN PARK AVE N,44.996970000000005,-93.28622800000001,5,Near North,Near - North,1,2,Westminster,02/13/2019,00:00
3128 HUMBOLDT AVE S,44.94559,-93.30089100000001,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
2704 3RD AVE S,44.953592,-93.27301,10,Powderhorn,Whittier,3,2,Westminster,02/13/2019,00:00
1816 COLFAX AVE S,44.964991,-93.291794,7,Calhoun Isle,Lowry Hill,3,2,Westminster,02/13/2019,00:00
2706 3RD AVE S,44.953644,-93.272959,10,Powderhorn,Whittier,3,2,Westminster,02/13/2019,00:00
2316 5TH AVE S,44.959565999999995,-93.269026,6,Phillips,Phillips West,3,2,Westminster,02/13/2019,00:00
3220 4TH ST N,45.013870000000004,-93.28494,4,Camden,McKinley,1,2,Westminster,02/13/2019,00:00
3222 4TH ST N,45.013965,-93.284918,4,Camden,McKinley,1,2,Westminster,02/13/2019,00:00
314 32ND ST W,44.945,-93.28264899999999,8,Powderhorn,Lyndale,5,2,Westminster,02/13/2019,00:00
116 14TH ST W,44.968575,-93.280638,7,Central,Loring Park,3,2,Westminster,02/13/2019,00:00
318 32ND ST W,44.944771,-93.284099,8,Powderhorn,Lyndale,5,2,Westminster,02/13/2019,00:00
1042 12TH AVE SE,44.989197999999995,-93.234629,2,University,Como,4,2,Westminster,02/13/2019,00:00
3210 4TH ST N,45.013571999999996,-93.284909,4,Camden,McKinley,1,2,Westminster,02/13/2019,00:00
1910 COLFAX AVE S,44.964033,-93.29193000000001,7,Calhoun Isle,Lowry Hill,3,2,Westminster,02/13/2019,00:00
3538 14TH AVE S,44.938177,-93.255024,9,Powderhorn,Powderhorn Park,6,2,Westminster,02/13/2019,00:00
3240 HUMBOLDT AVE S,44.943502,-93.30109300000001,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
4548 LONGFELLOW AVE S,44.920190000000005,-93.246346,12,Nokomis,Ericsson,6,2,Westminster,02/13/2019,00:00
4832 13TH AVE S,44.914968,-93.256208,11,Nokomis,Northrop,6,2,Westminster,02/13/2019,00:00
2308 5TH AVE S,44.959103999999996,-93.269013,6,Phillips,Phillips West,3,2,Westminster,02/13/2019,00:00
4446 WENTWORTH AVE S,44.921706,-93.28054399999999,8,Southwest,King Field,5,2,Westminster,02/13/2019,00:00
3542 14TH AVE S,44.938159999999996,-93.254997,9,Powderhorn,Powderhorn Park,6,2,Westminster,02/13/2019,00:00
424 2ND AVE SE,44.976911,-93.29245999999999,7,Calhoun Isle,Bryn - Mawr,3,2,Westminster,02/13/2019,00:00
702 32ND ST E,44.944758,-93.264765,9,Powderhorn,Central,5,2,Westminster,02/13/2019,00:00
402 32ND ST W,44.944913,-93.284267,8,Powderhorn,Lyndale,5,2,Westminster,02/13/2019,00:00
3030 JAMES AVE S,44.946934999999996,-93.303552,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
1914 COLFAX AVE S,44.96394,-93.291942,7,Calhoun Isle,Lowry Hill,3,2,Westminster,02/13/2019,00:00
3426 HUMBOLDT AVE S,44.940474,-93.300866,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
1916 COLFAX AVE S,44.963719,-93.29193000000001,7,Calhoun Isle,Lowry Hill,3,2,Westminster,02/13/2019,00:00
504 32ND ST W,44.944809,-93.28585,8,Powderhorn,Lyndale,5,2,Westminster,02/13/2019,00:00
1034 12TH AVE SE,44.988963,-93.234628,2,University,Como,4,2,Westminster,02/13/2019,00:00
4406 LONGFELLOW AVE S,44.923204999999996,-93.246449,12,Nokomis,Ericsson,6,2,Westminster,02/13/2019,00:00
3424 HUMBOLDT AVE S,44.940468,-93.300928,10,Calhoun Isle,ECCO,5,2,Westminster,02/13/2019,00:00
1920 PLEASANT AVE,44.963019,-93.283286,7,Central,Steven's Square - Loring Heights,3,2,Westminster,02/13/2019,00:00
112 14TH ST W,44.968502,-93.27956999999999,7,Central,Loring Park,3,2,Westminster,02/13/2019,00:00
2102 CLINTON AVE S,44.961564,-93.271748,10,Powderhorn,Whittier,3,2,Westminster,02/13/2019,00:00
416 2ND AVE SE,44.987751,-93.252575,3,University,Marcy Holmes,4,2,Westminster,02/13/2019,00:00
2516 QUEEN AVE N,45.004559,-93.308254,5,Near North,Jordan,1,2,Westminster,02/13/2019,00:00
2814 GIRARD AVE N,45.009060999999996,-93.296832,5,Near North,Jordan,1,2,Westminster,02/13/2019,00:00
750 32ND ST E,44.944788,-93.262938,9,Powderhorn,Central,5,2,Westminster,02/13/2019,00:00
