Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Emergency,Date,Time
"1599 LaSalle ave,Minneapolis,MN",44.96607,-93.27889,7,Central,Loring Park,3,1,Upton,02/08/2019,00:06
"1700 Penn ave n,Minneapolis,MN",44.996584999999996,-93.307845,5,Near North,Willard - Hay,1,1,Upton,02/08/2019,00:08
"200 block of 13th ave,Minneapolis,MN",45.000911,-93.26615600000001,3,Northeast,Sheridan,2,1,Upton,02/08/2019,00:12
"2822 32ND ST E,Minneapolis,MN",44.944965,-93.231239,2,Longfellow,Longfellow,6,1,Upton,02/08/2019,00:12
"1400 lasalle Ave s,Minneapolis,MN",44.968778,-93.27933399999999,7,Central,Loring Park,3,1,Upton,02/08/2019,00:13
"3200 Penn Ave n,Minneapolis,MN",45.013599,-93.308079,4,Camden,Folwell,1,1,Upton,02/08/2019,00:16
"3700 BLOCK 44TH ST E,Minneapolis,MN",44.92277,-93.32653499999999,13,Southwest,Linden Hills,5,1,Upton,02/08/2019,00:16
"3800 fremont ave n,Minneapolis,MN",45.024124,-93.295248,4,Camden,Webber - Camden,1,1,Upton,02/08/2019,00:20
"2400 blaisdell Ave ,Minneapolis,MN",44.958876000000004,-93.280113,10,Powderhorn,Whittier,3,1,Upton,02/08/2019,00:21
"2221 E 31ST ST,Minneapolis,MN",44.946405,-93.23956700000001,9,Powderhorn,Corcoran,6,1,Upton,02/08/2019,00:21
"3600 fremont ave n,Minneapolis,MN",45.020581,-93.295278,4,Camden,Folwell,1,1,Upton,02/08/2019,00:22
"2400 blaisdell ,Minneapolis,MN",44.958876000000004,-93.280113,10,Powderhorn,Whittier,3,1,Upton,02/08/2019,00:22
"801 university ave SE,Minneapolis,MN",44.982941,-93.244461,3,University,Marcy Holmes,4,1,Upton,02/08/2019,00:23
"399 WALNUT ST SE,Minneapolis,MN",44.972551,-93.22868000000001,2,University,University of Minnesota,4,1,Upton,02/08/2019,00:23
"315 15TH ST W,Minneapolis,MN",44.967553,-93.283101,7,Central,Loring Park,3,1,Upton,02/08/2019,00:25
"2300 BLOCK OF PORTLAND AVE,Minneapolis,MN",44.959948,-93.268089,6,Phillips,Phillips West,3,1,Upton,02/08/2019,00:27
"369 17th Ave se ,Minneapolis,MN",44.97854,-93.231883,2,University,University of Minnesota,4,1,Upton,02/08/2019,00:28
"203 15th AVE S,Minneapolis,MN",44.972728000000004,-93.24804,6,University,Cedar Riverside,4,1,Upton,02/08/2019,00:30
"2900 block penn ave n ,Minneapolis,MN",45.009802,-93.30793100000001,5,Near North,Jordan,1,1,Upton,02/08/2019,00:31
"117 15TH ST W,Minneapolis,MN",44.967605,-93.280236,7,Central,Loring Park,3,1,Upton,02/08/2019,00:33
"3500 penn ave n ,Minneapolis,MN",45.018812,-93.307905,4,Camden,Folwell,1,1,Upton,02/08/2019,00:38
"1200-1299como ave se,Minneapolis,MN",44.98764,-93.23435500000001,2,University,Como,4,1,Upton,02/08/2019,00:40
"2729 32nd st e,Minneapolis,MN",44.944759999999995,-93.232822,9,Longfellow,Longfellow,6,1,Upton,02/08/2019,00:41
"2800 Block of Grand ave NE,Minneapolis,MN",44.951518,-93.284536,10,Powderhorn,Whittier,3,1,Upton,02/08/2019,00:43
"2300 Portland Avenue South,Minneapolis,MN",44.959948,-93.268089,6,Phillips,Phillips West,3,1,Upton,02/08/2019,00:44
"2683 Essex at se,Minneapolis,MN",44.970960999999996,-93.220022,2,University,Prospect Park - East River Road,4,1,Upton,02/08/2019,00:44
"1800 31st st e,Minneapolis,MN",44.946735,-93.248522,9,Powderhorn,Powderhorn Park,6,1,Upton,02/08/2019,00:45
"3300 FREMONT AVE N,Minneapolis,MN",45.015221999999994,-93.295175,4,Camden,Folwell,1,1,Upton,02/08/2019,00:50
"2800 block of Grand Ave NE,Minneapolis,MN",44.951518,-93.284536,10,Powderhorn,Whittier,3,1,Upton,02/08/2019,00:50
"3400 Penn Ave n ,Minneapolis,MN",45.016983,-93.307893,4,Camden,Folwell,1,1,Upton,02/08/2019,00:53
"2500 Block of grand ave NE,Minneapolis,MN",45.013163,-93.27013000000001,1,Northeast,Marshall Terrace,2,1,Upton,02/08/2019,00:55
"3953 3rd Avenue South,Minneapolis,MN",44.930774,-93.272441,8,Powderhorn,Bryant,5,1,Upton,02/08/2019,00:58
"3500 Penn Ave n,Minneapolis,MN",45.018812,-93.307905,4,Camden,Folwell,1,1,Upton,02/08/2019,00:59
"2800 Block of Grand ave NE,Minneapolis,MN",44.951518,-93.284536,10,Powderhorn,Whittier,3,1,Upton,02/08/2019,00:59
"129 27TH AVE SE,Minneapolis,MN",44.969971,-93.220763,2,University,Prospect Park - East River Road,4,1,Upton,02/08/2019,01:00
"2500 PORTLAND AV S,Minneapolis,MN",44.957144,-93.268045,6,Phillips,Phillips West,3,1,Upton,02/08/2019,01:00
"4146 3rd Avenue South,Minneapolis,MN",44.927304,-93.273078,8,Powderhorn,Bryant,5,1,Upton,02/08/2019,01:02
"18 15TH ST W,Minneapolis,MN",44.967978,-93.278765,7,Central,Loring Park,3,1,Upton,02/08/2019,01:04
"3300 bloomington,Minneapolis,MN",44.942788,-93.252764,9,Powderhorn,Powderhorn Park,6,1,Upton,02/08/2019,01:06
"2600 Portland Avenue South,Minneapolis,MN",44.9553,-93.268013,6,Phillips,Phillips West,3,1,Upton,02/08/2019,01:08
"1340 lasalle Ave s,Minneapolis,MN",44.970249,-93.279824,7,Central,Loring Park,3,1,Upton,02/08/2019,01:09
"1350 LaSalle ave ,Minneapolis,MN",44.969955,-93.279332,7,Central,Loring Park,3,1,Upton,02/08/2019,01:10
"3000 grand st ne,Minneapolis,MN",45.022402,-93.270606,1,Northeast,Marshall Terrace,2,1,Upton,02/08/2019,01:10
"2400 block of blaisdell Ave s,Minneapolis,MN",44.958876000000004,-93.280113,10,Powderhorn,Whittier,3,1,Upton,02/08/2019,01:14
"827 3RD ST N,Minneapolis,MN",44.988248999999996,-93.280086,3,Central,North Loop,1,1,Upton,02/08/2019,01:15
"141 27th Ave se ,Minneapolis,MN",44.97034,-93.220205,2,University,Prospect Park - East River Road,4,1,Upton,02/08/2019,01:15
"2499 blaisdell ave ,Minneapolis,MN",44.957355,-93.279625,10,Powderhorn,Whittier,3,1,Upton,02/08/2019,01:15
"3500 block penn ave n ,Minneapolis,MN",45.018812,-93.307905,4,Camden,Folwell,1,1,Upton,02/08/2019,01:16
"807 3rd st n,Minneapolis,MN",44.988096,-93.279871,3,Central,North Loop,1,1,Upton,02/08/2019,01:18
"3500 block penn ave n ,Minneapolis,MN",45.018812,-93.307905,4,Camden,Folwell,1,1,Upton,02/08/2019,01:19
"700 4th st n,Minneapolis,MN",44.985788,-93.278943,3,Central,North Loop,1,1,Upton,02/08/2019,01:21
"2301 31st Street East,Minneapolis,MN",44.960105,-93.22660400000001,2,Longfellow,Seward,4,1,Upton,02/08/2019,01:22
"2800 PARK AVE S,Minneapolis,MN",44.951733000000004,-93.265553,6,Phillips,Phillips West,3,1,Upton,02/08/2019,01:22
"5612 43rd Avenue South,Minneapolis,MN",44.901296,-93.21176899999999,12,Nokomis,Morris Park,6,1,Upton,02/08/2019,01:25
"2500 blk portland ave s,Minneapolis,MN",44.957144,-93.268045,6,Phillips,Phillips West,3,1,Upton,02/08/2019,01:29
"313-399 walnut st se,Minneapolis,MN",44.973608,-93.228685,2,University,University of Minnesota,4,1,Upton,02/08/2019,01:31
"2700 McKinley St Ne,Minneapolis,MN",45.017014,-93.228429,1,Northeast,Audubon Park,2,1,Upton,02/08/2019,01:38
"2600 BLAISDELL AV S,Minneapolis,MN",44.955521000000005,-93.279634,10,Powderhorn,Whittier,3,1,Upton,02/08/2019,01:39
"2500 Portland Avenue South,Minneapolis,MN",44.957144,-93.268045,6,Phillips,Phillips West,3,1,Upton,02/08/2019,01:39
"500 15TH ST E,Minneapolis,MN",44.968301000000004,-93.268698,7,Central,Elliot Park,3,1,Upton,02/08/2019,01:40
"600-649 delaware st se,Minneapolis,MN",44.972551,-93.22872199999999,2,University,University of Minnesota,4,1,Upton,02/08/2019,01:40
"3600 Penn Ave n ,Minneapolis,MN",45.020802,-93.30800500000001,4,Camden,Folwell,1,1,Upton,02/08/2019,01:43
"2314 2 2nd st no,Minneapolis,MN",44.987487,-93.25783100000001,3,University,Nicollet Island - East Bank,4,1,Upton,02/08/2019,01:45
"211 27TH AVE SE,Minneapolis,MN",44.971458,-93.21929399999999,2,University,Prospect Park - East River Road,4,1,Upton,02/08/2019,01:45
"3601 Penn Ave n ,Minneapolis,MN",45.020703999999995,-93.308736,4,Camden,Cleveland,1,1,Upton,02/08/2019,01:46
"2600-2699 BLAISDELL AVE,Minneapolis,MN",44.955521000000005,-93.279634,10,Powderhorn,Whittier,3,1,Upton,02/08/2019,01:48
"604 3RD ST N,Minneapolis,MN",44.98652,-93.27705,3,Central,North Loop,1,1,Upton,02/08/2019,01:49
"2499 blaisdell ave ,Minneapolis,MN",44.957355,-93.279625,10,Powderhorn,Whittier,3,1,Upton,02/08/2019,01:50
"3400 block penn ave n ,Minneapolis,MN",45.016983,-93.307893,4,Camden,Folwell,1,1,Upton,02/08/2019,01:52
"206 6th ave n,Minneapolis,MN",44.993840999999996,-93.261778,3,Northeast,St. Anthony West,2,1,Upton,02/08/2019,02:00
"4300 block penn ave n ,Minneapolis,MN",45.035032,-93.30856,4,Camden,Victory,1,1,Upton,02/08/2019,02:00
"1201 8th St se,Minneapolis,MN",44.985556,-93.235153,3,University,Marcy Holmes,4,1,Upton,02/08/2019,02:00
"208 6th ave n,Minneapolis,MN",44.987211,-93.27544300000001,3,Central,North Loop,1,1,Upton,02/08/2019,02:03
"3513 bloomington ave,Minneapolis,MN",44.93909,-93.252136,9,Powderhorn,Powderhorn Park,6,1,Upton,02/08/2019,02:05
"2700 McKinley St Ne,Minneapolis,MN",45.017014,-93.228429,1,Northeast,Audubon Park,2,1,Upton,02/08/2019,02:06
"2700 blaisdell ave,Minneapolis,MN",44.953632,-93.280025,10,Powderhorn,Whittier,3,1,Upton,02/08/2019,02:09
"322 penn av n,Minneapolis,MN",44.980838,-93.308113,5,Near North,Harrison,3,1,Upton,02/08/2019,02:14
"606 3RD ST N,Minneapolis,MN",44.986531,-93.277064,3,Central,North Loop,1,1,Upton,02/08/2019,02:15
"600 15TH ST E,Minneapolis,MN",44.968057,-93.267635,6,Central,Elliot Park,3,1,Upton,02/08/2019,02:15
"1700 lasalle Ave s,Minneapolis,MN",44.966364,-93.27933399999999,7,Central,Loring Park,3,1,Upton,02/08/2019,02:15
"1700 3rd Ave South,Minneapolis,MN",44.966071,-93.273127,6,Central,Steven's Square - Loring Heights,3,1,Upton,02/08/2019,02:17
"701 2nd st n,Minneapolis,MN",44.98839,-93.2761,3,Central,North Loop,1,1,Upton,02/08/2019,02:18
"2600 block of blaisdell Ave s,Minneapolis,MN",44.955521000000005,-93.279634,10,Powderhorn,Whittier,3,1,Upton,02/08/2019,02:19
"1331 8TH ST SE,Minneapolis,MN",44.984746,-93.232854,3,University,Marcy Holmes,4,1,Upton,02/08/2019,02:21
"2500 BLOCK OF PORTLAND AVE,Minneapolis,MN",44.957144,-93.268045,6,Phillips,Phillips West,3,1,Upton,02/08/2019,02:23
"2520 2nd st n,Minneapolis,MN",45.005719,-93.279901,5,Near North,Hawthorne,1,1,Upton,02/08/2019,02:31
"3832Bloomington,Minneapolis,MN",44.933134,-93.252686,8,Powderhorn,Bancroft,6,1,Upton,02/08/2019,02:32
"300 13TH AVE NE,Minneapolis,MN",45.000694,-93.26444000000001,3,Northeast,Sheridan,2,1,Upton,02/08/2019,02:37
"4524 41st st e,Minneapolis,MN",44.929010999999996,-93.208448,12,Longfellow,Hiawatha,6,1,Upton,02/08/2019,02:39
"300 PENN AVE N,Minneapolis,MN",44.979974,-93.307999,5,Near North,Harrison,3,1,Upton,02/08/2019,02:40
"701 2nd st n ,Minneapolis,MN",44.98839,-93.2761,3,Central,North Loop,1,1,Upton,02/08/2019,02:41
"4527 East 41st Street,Minneapolis,MN",44.928857,-93.208573,12,Longfellow,Hiawatha,6,1,Upton,02/08/2019,02:43
"2520 2nd st no,Minneapolis,MN",45.005719,-93.279901,5,Near North,Hawthorne,1,1,Upton,02/08/2019,02:46
"2499 blaisdell ave ,Minneapolis,MN",44.957355,-93.279625,10,Powderhorn,Whittier,3,1,Upton,02/08/2019,02:48
"600 15TH ST E,Minneapolis,MN",44.968057,-93.267635,6,Central,Elliot Park,3,1,Upton,02/08/2019,02:51
"417 8th St se,Minneapolis,MN",44.989976,-93.24570200000001,3,University,Marcy Holmes,4,1,Upton,02/08/2019,02:52
"3050 minnehaha ave,Minneapolis,MN",44.946735,-93.233625,9,Longfellow,Longfellow,6,1,Upton,02/08/2019,02:55
"20TH AVE S AND FRANKLIN AVE S,Minneapolis,MN",44.962702,-93.244076,6,Longfellow,Seward,4,1,Upton,02/08/2019,02:55
"2300 glenwood av n,Minneapolis,MN",44.980922,-93.30990600000001,5,Near North,Harrison,3,1,Upton,02/08/2019,03:00
"2700 BLOCK PORTLAND AVE,Minneapolis,MN",44.953722,-93.267703,6,Phillips,Phillips West,3,1,Upton,02/08/2019,03:02
"612 5th st n,Minneapolis,MN",44.98502,-93.279434,5,Central,North Loop,1,1,Upton,02/08/2019,03:03
"1900 3rd ave s,Minneapolis,MN",44.963758,-93.273119,6,Central,Steven's Square - Loring Heights,3,1,Upton,02/08/2019,03:08
"1400 44th ave n,Minneapolis,MN",45.035756,-93.298147,4,Camden,Webber - Camden,1,1,Upton,02/08/2019,03:11
"1700 lasalle Ave s,Minneapolis,MN",44.966364,-93.27933399999999,7,Central,Loring Park,3,1,Upton,02/08/2019,03:14
"1400 44th ave n,Minneapolis,MN",45.035756,-93.298147,4,Camden,Webber - Camden,1,1,Upton,02/08/2019,03:16
"2800 block of Portland Ave s,Minneapolis,MN",44.951772,-93.26814499999999,6,Phillips,Phillips West,3,1,Upton,02/08/2019,03:19
"1900 GLENWOOD AVE N,Minneapolis,MN",44.980958,-93.304712,5,Near North,Harrison,3,1,Upton,02/08/2019,03:20
"201 FRANKLIN AVE W,Minneapolis,MN",44.962465,-93.28201700000001,10,Powderhorn,Whittier,3,1,Upton,02/08/2019,03:22
"100 Franklin Ave E,Minneapolis,MN",44.962845,-93.276426,6,Central,Steven's Square - Loring Heights,3,1,Upton,02/08/2019,03:24
"20TH & Franklin,Minneapolis,MN",44.962702,-93.244076,6,Longfellow,Seward,4,1,Upton,02/08/2019,03:28
"20TH AVE S AND FRANKLIN AVE S,Minneapolis,MN",44.962702,-93.244076,6,Longfellow,Seward,4,1,Upton,02/08/2019,03:34
"3050 Minnehaha Avenue,Minneapolis,MN",44.946735,-93.233625,9,Longfellow,Longfellow,6,1,Upton,02/08/2019,03:39
"1300 GOLDEN VALLEY RD,Minneapolis,MN",44.998726,-93.29717600000001,5,Near North,Near - North,1,1,Upton,02/08/2019,03:40
"3653 Minnehaha Avenue South,Minneapolis,MN",44.936417999999996,-93.225075,12,Longfellow,Howe,6,1,Upton,02/08/2019,03:42
"3600 minnehaha ave,Minneapolis,MN",44.937605,-93.226764,12,Longfellow,Howe,6,1,Upton,02/08/2019,03:42
"20th ave so & Franklin ave e,Minneapolis,MN",44.962702,-93.244076,6,Longfellow,Seward,4,1,Upton,02/08/2019,03:55
"1999 3rd ave s ,Minneapolis,MN",44.962705,-93.272754,6,Central,Steven's Square - Loring Heights,3,1,Upton,02/08/2019,03:55
"1800 3RD AVE S,Minneapolis,MN",44.965052,-93.27299000000001,6,Central,Steven's Square - Loring Heights,3,1,Upton,02/08/2019,03:55
"FRANKLIN AVE & 20TH AVE S,Minneapolis,MN",44.962702,-93.244076,6,Longfellow,Seward,4,1,Upton,02/08/2019,04:00
"1900 GLENWOOD AVE N,Minneapolis,MN",44.980958,-93.304712,5,Near North,Harrison,3,1,Upton,02/08/2019,04:06
"100-123 FRANKLIN AVE,Minneapolis,MN",44.962845,-93.276426,6,Central,Steven's Square - Loring Heights,3,1,Upton,02/08/2019,04:08
"1925 3rd ave s ,Minneapolis,MN",44.963076,-93.272521,6,Central,Steven's Square - Loring Heights,3,1,Upton,02/08/2019,04:09
"700 2ND AVE N,Minneapolis,MN",44.978944,-93.288048,5,Near North,Harrison,3,1,Upton,02/08/2019,04:09
"9TH STS S / 20TH AVE S,Minneapolis,MN",44.963745,-93.2453,6,Longfellow,Seward,4,1,Upton,02/08/2019,04:09
"2800 block of Portland Ave s,Minneapolis,MN",44.951772,-93.26814499999999,6,Phillips,Phillips West,3,1,Upton,02/08/2019,04:20
"1800 glenwood av n,Minneapolis,MN",44.980996999999995,-93.303495,5,Near North,Harrison,3,1,Upton,02/08/2019,04:22
"100-123 FRAMKLIN AVE,Minneapolis,MN",44.962845,-93.276426,6,Central,Steven's Square - Loring Heights,3,1,Upton,02/08/2019,04:25
"2800 block of Portland Ave s,Minneapolis,MN",44.951772,-93.26814499999999,6,Phillips,Phillips West,3,1,Upton,02/08/2019,04:26
"1000 2nd Ave N,Minneapolis,MN",44.97937,-93.292342,5,Near North,Harrison,3,1,Upton,02/08/2019,04:31
"9TH STS S / 20TH AVE S,Minneapolis,MN",44.963745,-93.2453,6,Longfellow,Seward,4,1,Upton,02/08/2019,04:32
"2800 blk portland ave s,Minneapolis,MN",44.951772,-93.26814499999999,6,Phillips,Phillips West,3,1,Upton,02/08/2019,04:35
"20th ave so / Franklin ave e,Minneapolis,MN",44.962702,-93.244076,6,Longfellow,Seward,4,1,Upton,02/08/2019,04:36
"300 Fremont av n,Minneapolis,MN",44.980945,-93.295113,5,Near North,Sumner - Glenwood,3,1,Upton,02/08/2019,04:43
"100-123 FRAMKLIN AVE,Minneapolis,MN",44.962845,-93.276426,6,Central,Steven's Square - Loring Heights,3,1,Upton,02/08/2019,04:51
"220 BLK 9TH ST S,Minneapolis,MN",44.973562,-93.27053599999999,7,Central,Downtown West,3,1,Upton,02/08/2019,04:55
"1780 Bryant ave s,Minneapolis,MN",44.965804999999996,-93.290887,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,08:24
"422 2ND AVE SE,Minneapolis,MN",44.987427000000004,-93.252525,3,University,Marcy Holmes,4,2,Upton,02/08/2019,08:25
"3228 4th st n ,Minneapolis,MN",45.013921999999994,-93.284667,4,Camden,McKinley,1,2,Upton,02/08/2019,08:25
"120 14th st w,Minneapolis,MN",44.968938,-93.280491,7,Central,Loring Park,3,2,Upton,02/08/2019,08:27
