Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Emergency,Date,Time
2017 35TH AVE N,45.018676,-93.305217,4,Camden,Folwell,1,3,Upton,02/09/2019,00:00
2439 LOGAN AVE N,45.004699,-93.30324,5,Near North,Jordan,1,3,Upton,02/09/2019,00:00
3049 PILLSBURY AVE,44.946814,-93.281366,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
2539 17TH AVE S,44.956204,-93.250006,9,Phillips,East Phillips,3,3,Upton,02/09/2019,00:00
3145 CHOWEN AVE S,44.945401000000004,-93.324967,13,Calhoun Isle,West Calhoun,3,3,Upton,02/09/2019,00:00
2329 GARFIELD AVE S,44.959261,-93.286772,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
1097 23RD AVE SE,44.991026,-93.220277,1,University,Como,4,3,Upton,02/09/2019,00:00
3045 PILLSBURY AVE,44.946828000000004,-93.281357,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
2533 17TH AVE S,44.956162,-93.249894,9,Phillips,East Phillips,3,3,Upton,02/09/2019,00:00
919 RUSSELL AVE N,44.987677000000005,-93.31101899999999,5,Near North,Willard - Hay,1,3,Upton,02/09/2019,00:00
3139 CHOWEN AVE S,44.945504,-93.324877,13,Calhoun Isle,West Calhoun,3,3,Upton,02/09/2019,00:00
2401 GARFIELD AVE S,44.958933,-93.28676899999999,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
5013 6TH ST N,45.045232,-93.304727,4,Camden,Shingle Creek,1,3,Upton,02/09/2019,00:00
1429 JEFFERSON ST NE,45.00271,-93.254989,1,Northeast,Logan Park,2,3,Upton,02/09/2019,00:00
703 ELWOOD AVE N,44.985882000000004,-93.301389,5,Near North,Near - North,1,3,Upton,02/09/2019,00:00
917 RUSSELL AVE N,44.987513,-93.311139,5,Near North,Willard - Hay,1,3,Upton,02/09/2019,00:00
3021 33RD AVE S,44.947556,-93.22417800000001,2,Longfellow,Longfellow,6,3,Upton,02/09/2019,00:00
2521 LOGAN AVE N,45.005777,-93.303225,5,Near North,Jordan,1,3,Upton,02/09/2019,00:00
2945 BRYANT AVE N,45.010907,-93.290576,5,Near North,Hawthorne,1,3,Upton,02/09/2019,00:00
2943 BRYANT AVE N,45.010821,-93.290575,5,Near North,Hawthorne,1,3,Upton,02/09/2019,00:00
3301 22ND AVE S,44.942764000000004,-93.240404,9,Powderhorn,Corcoran,6,3,Upton,02/09/2019,00:00
2711 35TH AVE N,45.018693,-93.313572,4,Camden,Cleveland,1,3,Upton,02/09/2019,00:00
3135 CHOWEN AVE S,44.945652,-93.325185,13,Calhoun Isle,West Calhoun,3,3,Upton,02/09/2019,00:00
2419 GARFIELD AVE S,44.95857,-93.286721,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
2413 GARFIELD AVE S,44.958638,-93.28676800000001,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
1615 ELLIOT AVE,44.966985,-93.260924,6,Central,Elliot Park,3,3,Upton,02/09/2019,00:00
2951 11TH AVE S,44.948718,-93.258839,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
1075 23RD AVE SE,44.990443,-93.22029,1,University,Como,4,3,Upton,02/09/2019,00:00
3041 PILLSBURY AVE,44.947152,-93.281377,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
2315 17TH AVE S,44.959641999999995,-93.250016,6,Phillips,Ventura Village,3,3,Upton,02/09/2019,00:00
815 SPRING ST NE,44.995228999999995,-93.250174,3,Northeast,St. Anthony East,2,3,Upton,02/09/2019,00:00
3131 CHOWEN AVE S,44.945691,-93.325079,13,Calhoun Isle,West Calhoun,3,3,Upton,02/09/2019,00:00
2953 11TH AVE S,44.948646999999994,-93.258852,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
3035 PILLSBURY AVE,44.947262,-93.281363,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
3039 PILLSBURY AVE,44.947247999999995,-93.281362,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
3017 PILLSBURY AVE,44.947792,-93.281286,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
3025 32ND AVE S,44.947474,-93.225881,2,Longfellow,Longfellow,6,3,Upton,02/09/2019,00:00
3031 PILLSBURY AVE,44.947264000000004,-93.281355,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
701 NEWTON AVE N,44.985467,-93.305555,5,Near North,Near - North,1,3,Upton,02/09/2019,00:00
2105 16TH AVE S,44.961525,-93.250796,6,Phillips,Ventura Village,3,3,Upton,02/09/2019,00:00
901 RUSSELL AVE N,44.986963,-93.311079,5,Near North,Willard - Hay,1,3,Upton,02/09/2019,00:00
3015 PILLSBURY AVE,44.947677,-93.281503,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
3141 CHOWEN AVE S,44.94605,-93.325075,13,Calhoun Isle,West Calhoun,3,3,Upton,02/09/2019,00:00
2423 GARFIELD AVE S,44.958446,-93.28675799999999,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
1523 ELLIOT AVE,44.967240000000004,-93.261061,6,Central,Elliot Park,3,3,Upton,02/09/2019,00:00
2013 16TH AVE S,44.961951,-93.250886,6,Phillips,Ventura Village,3,3,Upton,02/09/2019,00:00
2811 36TH AVE N,45.02047,-93.315276,4,Camden,Cleveland,1,3,Upton,02/09/2019,00:00
3139 CHOWEN AVE S,44.945962,-93.32509499999999,13,Calhoun Isle,West Calhoun,3,3,Upton,02/09/2019,00:00
2431 GARFIELD AVE S,44.958110999999995,-93.286767,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
2941 11TH AVE S,44.948986,-93.25883499999999,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
3309 BRYANT AVE N,45.015355,-93.290614,4,Camden,McKinley,1,3,Upton,02/09/2019,00:00
1057 23RD AVE SE,44.989992,-93.220262,1,University,Como,4,3,Upton,02/09/2019,00:00
3127 CHOWEN AVE S,44.945972,-93.32495,13,Calhoun Isle,West Calhoun,3,3,Upton,02/09/2019,00:00
2429 GARFIELD AVE S,44.958196,-93.286778,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
2623 LOGAN AVE N,45.006729,-93.303213,5,Near North,Jordan,1,3,Upton,02/09/2019,00:00
2943 11TH AVE S,44.948925,-93.258859,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
1055 23RD AVE SE,44.989858,-93.220324,1,University,Como,4,3,Upton,02/09/2019,00:00
3311 BRYANT AVE N,45.015381,-93.290604,4,Camden,McKinley,1,3,Upton,02/09/2019,00:00
2201 16TH AVE S,44.96097,-93.251042,6,Phillips,Ventura Village,3,3,Upton,02/09/2019,00:00
3019 PILLSBURY AVE,44.947492,-93.281382,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
2809 36TH AVE N,45.020482,-93.315084,4,Camden,Cleveland,1,3,Upton,02/09/2019,00:00
3553 45TH AVE S,44.938196999999995,-93.20891999999999,12,Longfellow,Howe,6,3,Upton,02/09/2019,00:00
1521 ELLIOT AVE,44.967307,-93.261125,6,Central,Elliot Park,3,3,Upton,02/09/2019,00:00
3313 BRYANT AVE N,45.015408,-93.29061999999999,4,Camden,McKinley,1,3,Upton,02/09/2019,00:00
2457 GARFIELD AVE S,44.957403,-93.286766,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
1045 23RD AVE SE,44.989413,-93.220321,1,University,Como,4,3,Upton,02/09/2019,00:00
3319 BRYANT AVE N,45.015634999999996,-93.290603,4,Camden,McKinley,1,3,Upton,02/09/2019,00:00
2323 16TH AVE S,44.959539,-93.250941,6,Phillips,Ventura Village,3,3,Upton,02/09/2019,00:00
3015 PILLSBURY AVE,44.947902,-93.281388,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
3013 PILLSBURY AVE,44.947884,-93.281311,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
3119 CHOWEN AVE S,44.94623,-93.32515,13,Calhoun Isle,West Calhoun,3,3,Upton,02/09/2019,00:00
1505 ELLIOT AVE,44.967698,-93.260975,6,Central,Elliot Park,3,3,Upton,02/09/2019,00:00
3009 PILLSBURY AVE,44.947957,-93.281362,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
3013 PILLSBURY AVE,44.947944,-93.28136500000001,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
3129 HARRIET AVE S,44.945482,-93.285452,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
3001 PILLSBURY AVE,44.948221000000004,-93.281245,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
2647 LOGAN AVE N,45.007459999999995,-93.30323800000001,5,Near North,Jordan,1,3,Upton,02/09/2019,00:00
2929 11TH AVE S,44.949259999999995,-93.25884599999999,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
3347 BRYANT AVE N,45.016378,-93.290599,4,Camden,McKinley,1,3,Upton,02/09/2019,00:00
2413 16TH AVE S,44.958642,-93.251141,9,Phillips,East Phillips,3,3,Upton,02/09/2019,00:00
815 RUSSELL AVE N,44.986565,-93.31129399999999,5,Near North,Willard - Hay,1,3,Upton,02/09/2019,00:00
3111 CHOWEN AVE S,44.946343,-93.325039,13,Calhoun Isle,West Calhoun,3,3,Upton,02/09/2019,00:00
1503 ELLIOT AVE,44.967978,-93.260997,6,Central,Elliot Park,3,3,Upton,02/09/2019,00:00
2927 11TH AVE S,44.9494,-93.258845,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
809 RUSSELL AVE N,44.9865,-93.311226,5,Near North,Willard - Hay,1,3,Upton,02/09/2019,00:00
4131 MORRILL LA,44.92803,-93.207313,12,Longfellow,Hiawatha,6,3,Upton,02/09/2019,00:00
3109 CHOWEN AVE S,44.946502,-93.325129,13,Calhoun Isle,West Calhoun,3,3,Upton,02/09/2019,00:00
3123 HARRIET AVE S,44.945673,-93.285366,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
3127 HARRIET AVE S,44.945467,-93.285483,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
1103 SPRING ST NE,44.99518,-93.242731,3,Northeast,Beltrami,2,3,Upton,02/09/2019,00:00
2417 36TH AVE N,45.020452,-93.310339,4,Camden,Cleveland,1,3,Upton,02/09/2019,00:00
4905 HARRIET AVE S,44.913786,-93.285615,11,Southwest,Tangletown,5,3,Upton,02/09/2019,00:00
2611 KNOX AVE N,45.006335,-93.301936,5,Near North,Jordan,1,3,Upton,02/09/2019,00:00
1617 MADISON ST NE,45.004645000000004,-93.253747,1,Northeast,Logan Park,2,3,Upton,02/09/2019,00:00
727 RUSSELL AVE N,44.98618,-93.311255,5,Near North,Willard - Hay,1,3,Upton,02/09/2019,00:00
2839 16TH AVE S,44.950749,-93.251362,9,Phillips,East Phillips,3,3,Upton,02/09/2019,00:00
3121 HARRIET AVE S,44.945729,-93.285466,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
6033 WENTWORTH AVE S,44.892891999999996,-93.27928,11,Southwest,Windom,5,3,Upton,02/09/2019,00:00
801 21ST ST E,44.961883,-93.262322,6,Phillips,Ventura Village,3,3,Upton,02/09/2019,00:00
1407 10TH AVE S,44.968092999999996,-93.25961099999999,6,Central,Elliot Park,3,3,Upton,02/09/2019,00:00
895 23RD AVE SE,44.986662,-93.22036999999999,2,University,Como,4,3,Upton,02/09/2019,00:00
717 RUSSELL AVE N,44.985553,-93.311068,5,Near North,Willard - Hay,1,3,Upton,02/09/2019,00:00
917 OLIVER AVE N,44.987594,-93.30695,5,Near North,Near - North,1,3,Upton,02/09/2019,00:00
1215 SPRING ST NE,44.995108,-93.241876,3,Northeast,Beltrami,2,3,Upton,02/09/2019,00:00
6039 WENTWORTH AVE S,44.892903999999994,-93.279255,11,Southwest,Windom,5,3,Upton,02/09/2019,00:00
2305 36TH AVE N,45.020444,-93.308645,4,Camden,Cleveland,1,3,Upton,02/09/2019,00:00
6047 WENTWORTH AVE S,44.892501,-93.279354,11,Southwest,Windom,5,3,Upton,02/09/2019,00:00
2827 MORGAN AVE N,45.009394,-93.30451500000001,5,Near North,Jordan,1,3,Upton,02/09/2019,00:00
1715 MADISON ST NE,45.005798,-93.253782,1,Northeast,Logan Park,2,3,Upton,02/09/2019,00:00
913 OLIVER AVE N,44.987429,-93.307084,5,Near North,Near - North,1,3,Upton,02/09/2019,00:00
911 21ST ST E,44.961786,-93.260543,6,Phillips,Ventura Village,3,3,Upton,02/09/2019,00:00
1405 10TH AVE S,44.96873,-93.260002,6,Central,Elliot Park,3,3,Upton,02/09/2019,00:00
875 23RD AVE SE,44.985962,-93.220332,2,University,Como,4,3,Upton,02/09/2019,00:00
877 23RD AVE SE,44.98601,-93.220333,2,University,Como,4,3,Upton,02/09/2019,00:00
2923 16TH AVE S,44.949446,-93.251339,9,Phillips,East Phillips,3,3,Upton,02/09/2019,00:00
6049 WENTWORTH AVE S,44.892475,-93.279387,11,Southwest,Windom,5,3,Upton,02/09/2019,00:00
2925 16TH AVE S,44.949303,-93.251201,9,Phillips,East Phillips,3,3,Upton,02/09/2019,00:00
6049 WENTWORTH AVE S,44.892369,-93.279475,11,Southwest,Windom,5,3,Upton,02/09/2019,00:00
2549 11TH AVE S,44.955762,-93.258781,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
811 QUEEN AVE N,44.986533,-93.30972299999999,5,Near North,Willard - Hay,1,3,Upton,02/09/2019,00:00
2535 11TH AVE S,44.955991999999995,-93.25875,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
3501 44TH AVE S,44.939425,-93.210177,12,Longfellow,Howe,6,3,Upton,02/09/2019,00:00
2547 11TH AVE S,44.955749,-93.258781,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
867 23RD AVE SE,44.985726,-93.220362,2,University,Como,4,3,Upton,02/09/2019,00:00
229 12TH AVE NE,44.999818,-93.264786,3,Northeast,Sheridan,2,3,Upton,02/09/2019,00:00
1017 36TH AVE N,45.020319,-93.292923,4,Camden,McKinley,1,3,Upton,02/09/2019,00:00
1205 21ST ST E,44.961793,-93.257212,6,Phillips,Ventura Village,3,3,Upton,02/09/2019,00:00
2545 11TH AVE S,44.955787,-93.25878,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
3657 BRYANT AVE N,45.021941999999996,-93.29060600000001,4,Camden,McKinley,1,3,Upton,02/09/2019,00:00
2821 15TH AVE S,44.951227,-93.253847,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
865 23RD AVE SE,44.985661,-93.220349,2,University,Como,4,3,Upton,02/09/2019,00:00
1113 15TH ST E,44.968067,-93.257654,6,Central,Elliot Park,3,3,Upton,02/09/2019,00:00
2805 15TH AVE S,44.951607,-93.253901,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
617 OLIVER AVE N,44.985118,-93.307023,5,Near North,Near - North,1,3,Upton,02/09/2019,00:00
1311 21ST ST E,44.961908,-93.25577,6,Phillips,Ventura Village,3,3,Upton,02/09/2019,00:00
2537 11TH AVE S,44.955991,-93.258765,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
4015 BRYANT AVE N,45.028203999999995,-93.290657,4,Camden,Webber - Camden,1,3,Upton,02/09/2019,00:00
153 12TH AVE NE,44.999829,-93.266797,3,Northeast,Sheridan,2,3,Upton,02/09/2019,00:00
2529 11TH AVE S,44.956404,-93.258778,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
627 36TH AVE N,45.020307,-93.28758499999999,4,Camden,McKinley,1,3,Upton,02/09/2019,00:00
3011 44TH AVE S,44.947767,-93.21016800000001,2,Longfellow,Cooper,6,3,Upton,02/09/2019,00:00
1115 15TH ST E,44.967919,-93.25767900000001,6,Central,Elliot Park,3,3,Upton,02/09/2019,00:00
835 23RD AVE SE,44.984828,-93.220377,2,University,Como,4,3,Upton,02/09/2019,00:00
4017 BRYANT AVE N,45.028234000000005,-93.290653,4,Camden,Webber - Camden,1,3,Upton,02/09/2019,00:00
3021 HARRIET AVE S,44.947387,-93.285573,8,Powderhorn,Lyndale,5,3,Upton,02/09/2019,00:00
4139 BRYANT AVE N,45.030879999999996,-93.29068000000001,4,Camden,Webber - Camden,1,3,Upton,02/09/2019,00:00
2633 15TH AVE S,44.954477000000004,-93.253873,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
33 WENTWORTH CT E,44.891239,-93.279895,11,Southwest,Windom,5,3,Upton,02/09/2019,00:00
131 12TH AVE NE,44.999842,-93.267519,3,Northeast,Sheridan,2,3,Upton,02/09/2019,00:00
853 GERTRUDE BROWN PL,44.985011,-93.290924,5,Near North,Sumner - Glenwood,1,3,Upton,02/09/2019,00:00
2515 11TH AVE S,44.956882,-93.258752,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
865 24TH AVE SE,44.985631,-93.21905799999999,2,University,Como,4,3,Upton,02/09/2019,00:00
739 MADISON ST NE,44.997997999999995,-93.251183,3,Northeast,St. Anthony East,2,3,Upton,02/09/2019,00:00
5943 WASHBURN AVE S,44.895144,-93.317719,13,Southwest,Armatage,5,3,Upton,02/09/2019,00:00
31 WENTWORTH CT E,44.891606,-93.28019599999999,11,Southwest,Windom,5,3,Upton,02/09/2019,00:00
875 24TH AVE SE,44.985906,-93.21906,2,University,Como,4,3,Upton,02/09/2019,00:00
4225 BRYANT AVE N,45.032303000000006,-93.29064,4,Camden,Webber - Camden,1,3,Upton,02/09/2019,00:00
2535 15TH AVE S,44.955923999999996,-93.25372,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
1325 NEWTON AVE N,44.992321999999994,-93.305844,5,Near North,Willard - Hay,1,3,Upton,02/09/2019,00:00
31 WENTWORTH CT E,44.891579,-93.27994100000001,11,Southwest,Windom,5,3,Upton,02/09/2019,00:00
3017 37TH ST E,44.93456,-93.22761899999999,12,Longfellow,Howe,6,3,Upton,02/09/2019,00:00
2601 GARFIELD AVE S,44.955386,-93.28674699999999,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
2411 JEFFERSON ST NE,45.012321,-93.25532,1,Northeast,Holland,2,3,Upton,02/09/2019,00:00
817 22ND ST W,44.960888,-93.290222,10,Calhoun Isle,Lowry Hill East,3,3,Upton,02/09/2019,00:00
2603 GARFIELD AVE S,44.955395,-93.286752,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
1329 NEWTON AVE N,44.992497,-93.305719,5,Near North,Willard - Hay,1,3,Upton,02/09/2019,00:00
2607 GARFIELD AVE S,44.955302,-93.286757,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
841 GERTRUDE BROWN PL,44.985167,-93.290769,5,Near North,Sumner - Glenwood,1,3,Upton,02/09/2019,00:00
4031 COLFAX AVE N,45.028863,-93.291966,4,Camden,Webber - Camden,1,3,Upton,02/09/2019,00:00
813 22ND ST W,44.960877,-93.29001,10,Calhoun Isle,Lowry Hill East,3,3,Upton,02/09/2019,00:00
2609 GARFIELD AVE S,44.955212,-93.28675,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
503 22ND ST E,44.960865000000005,-93.268344,6,Phillips,Phillips West,3,3,Upton,02/09/2019,00:00
843 GERTRUDE BROWN PL,44.985126,-93.290778,5,Near North,Sumner - Glenwood,1,3,Upton,02/09/2019,00:00
841 25TH AVE SE,44.984996,-93.217824,2,University,Como,4,3,Upton,02/09/2019,00:00
3021 37TH ST E,44.935879,-93.227142,12,Longfellow,Howe,6,3,Upton,02/09/2019,00:00
2613 GARFIELD AVE S,44.95511,-93.28676800000001,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
3251 LOGAN AVE N,45.01482,-93.303206,4,Camden,Folwell,1,3,Upton,02/09/2019,00:00
4029 COLFAX AVE N,45.028755,-93.29196999999999,4,Camden,Webber - Camden,1,3,Upton,02/09/2019,00:00
2105 15TH AVE S,44.961718,-93.25359499999999,6,Phillips,Ventura Village,3,3,Upton,02/09/2019,00:00
2615 GARFIELD AVE S,44.955068,-93.286755,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
2617 GARFIELD AVE S,44.955014,-93.286759,10,Powderhorn,Whittier,3,3,Upton,02/09/2019,00:00
3227 LOGAN AVE N,45.013978,-93.303225,4,Camden,Folwell,1,3,Upton,02/09/2019,00:00
2409 12TH AVE S,44.958815,-93.25751,9,Phillips,Midtown Phillips,3,3,Upton,02/09/2019,00:00
2519 COLE AVE SE,44.984813,-93.216858,2,University,Como,4,3,Upton,02/09/2019,00:00
