Date,Time,Location,Latitude,Longitude,Ward,Community,Neighborhood,Emergency
02/04/2016,00:00,311 8th ave se,44.98296212536298,-93.24482227399892,3,University,Marcy Holmes,Polk
02/04/2016,00:00,1309 5th St NE,45.00104451126762,-93.26019116643762,3,Northeast,Sheridan,Polk
02/04/2016,00:00,2905 4th st n,45.0095867024648,-93.28496194373162,5,Near North,Hawthorne,Polk
02/04/2016,00:00,3901 dupont ave n,45.025834586456355,-93.29318925050275,4,Camden,Webber - Camden,Polk
02/04/2016,00:00,123 17th Street East,44.96624210721952,-93.2753393837099,6,Central,Steven's Square - Loring Heights,Polk
02/04/2016,00:00,3629 11th ave so,44.93721115917938,-93.25868154823578,9,Powderhorn,Powderhorn Park,Polk
02/04/2016,00:00,2927 bupont Ave n,45.0104051,-93.2933358,5,Near North,Hawthorne,Polk
02/04/2016,00:00,1315 5th st ne,45.001106248250714,-93.260191221402,3,Northeast,Sheridan,Polk
02/04/2016,00:00,927 18th ave se,44.985298542267806,-93.22698372847104,2,University,Como,Polk
02/04/2016,00:00,3309 Girard Ave South,44.942740482258465,-93.29700518557385,10,Calhoun Isle,South Uptown,Polk
02/04/2016,00:00,3219 GIRARD AVE N,45.01352181514649,-93.2969052981944,4,Camden,Folwell,Polk
02/04/2016,00:00,2827 5TH AVE S,44.95141930445319,-93.26894150773082,6,Phillips,Phillips West,Polk
02/04/2016,00:00,3815 11th ave s,44.93384849004691,-93.25865307088952,8,Powderhorn,Bancroft,Polk
02/04/2016,00:00,225 8th ave se,44.982105830585695,-93.2454886408455,3,University,Marcy Holmes,Polk
02/04/2016,00:00,3745 Oliver Ave n,45.02308439240933,-93.3070932901387,4,Camden,Folwell,Polk
02/04/2016,00:00,709 Humboldt ave n,44.985285424626944,-93.29822436201763,5,Near North,Near - North,Polk
02/04/2016,00:00,511 5th ave se,44.9866051104578,-93.24744194134797,3,University,Marcy Holmes,Polk
02/04/2016,00:00,3144 EMERSON AVE S,44.94575210988185,-93.29454063027086,10,Calhoun Isle,South Uptown,Polk
02/04/2016,00:00,3529 16th ave s,44.93900488876033,-93.25110922747817,9,Powderhorn,Powderhorn Park,Polk
02/04/2016,00:00,1455 33rd st w,44.94288368012097,-93.29993386209559,10,Calhoun Isle,ECCO,Polk
02/04/2016,00:00,1521 s 10th ave,44.9677549,-93.2592153,6,Central,Elliot Park,Polk
02/04/2016,00:00,2709 5TH AVE S,44.95353944757229,-93.26892107968114,6,Phillips,Phillips West,Polk
02/04/2016,00:00,3341 Oliver ave n,45.01578572212644,-93.30703726098544,4,Camden,Folwell,Polk
02/04/2016,00:00,3425 15th Ave s,44.940888608927146,-93.25366008939268,9,Powderhorn,Powderhorn Park,Polk
02/04/2016,00:00,3523 EMERSON AVE S,44.939073485332315,-93.29450739508826,10,Calhoun Isle,South Uptown,Polk
02/04/2016,00:00,809 e 30th st,45.01120179999999,-93.28936929999999,5,Near North,Hawthorne,Polk
02/04/2016,00:00,309 oak grove st,44.96687787554949,-93.28319952255644,7,Central,Loring Park,Polk
02/04/2016,00:00,1725 Irving ave s,44.96718957238415,-93.29939215373312,7,Calhoun Isle,Lowry Hill,Polk
02/04/2016,00:00,3119 N 4th st,45.012626,-93.28530800000001,5,Near North,Hawthorne,Polk
02/04/2016,00:00,2653 Oliver Ave N,45.00696685686208,-93.307000356188,5,Near North,Jordan,Polk
02/04/2016,00:00,817 Thomas ave n,44.98630075864838,-93.31343917543987,5,Near North,Willard - Hay,Polk
02/04/2016,00:00,813 6th ST SE,44.98575743485787,-93.24238864759047,3,University,Marcy Holmes,Polk
02/04/2016,00:00,1101 23RD AVE SE,44.99098629209312,-93.22030476537944,1,University,Como,Polk
02/04/2016,00:00,623 5th ave se,44.9876919850105,-93.24657854974993,3,University,Marcy Holmes,Polk
02/04/2016,00:00,321 18TH ST E,44.96517930245511,-93.27144490208723,6,Central,Steven's Square - Loring Heights,Polk
02/04/2016,00:00,717 9th ave se,44.98647638811565,-93.24042219005909,3,University,Marcy Holmes,Polk
02/04/2016,00:00,3117 elliot ave,44.946212057436675,-93.26132149104087,9,Powderhorn,Powderhorn Park,Polk
02/04/2016,00:00,815 6th St se,44.985750513167424,-93.24237139767716,3,University,Marcy Holmes,Polk
02/04/2016,00:00,3455 dupont ave s,44.94032898465267,-93.29322683173753,10,Calhoun Isle,South Uptown,Polk
02/04/2016,00:00,219 Oak Grove Street,44.966426609589405,-93.28137645613843,7,Central,Loring Park,Polk
02/04/2016,00:00,4047 Emerson Ave n,45.02852584307351,-93.29452178233535,4,Camden,Webber - Camden,Polk
02/04/2016,00:00,407 6th st se,44.98805873562768,-93.24816042721127,3,University,Marcy Holmes,Polk
02/04/2016,00:00,3203 Aldrich ave s,44.94464810239422,-93.28936893851073,10,Calhoun Isle,South Uptown,Polk
02/04/2016,00:00,403 6th st se,44.988083480131884,-93.2482222695533,3,University,Marcy Holmes,Polk
02/04/2016,00:00,1415 6th st se,44.98239659361929,-93.23396125945503,3,University,Marcy Holmes,Polk
02/04/2016,00:00,3749 10th ave so,44.93506543779912,-93.25992276978684,9,Powderhorn,Powderhorn Park,Polk
02/04/2016,00:00,2647 upton ave n,45.00688161309682,-93.3146545914065,4,Near North,Willard - Hay,Polk
02/04/2016,00:00,427 6TH Ave se,44.98520925298997,-93.24671741943496,3,University,Marcy Holmes,Polk
02/04/2016,00:00,2105 emerson av s,44.96177255073875,-93.29430511999077,7,Calhoun Isle,Lowry Hill,Polk
02/04/2016,00:00,357 18th st East,44.965179992064876,-93.27091350434289,6,Central,Steven's Square - Loring Heights,Polk
02/04/2016,00:00,815 13th ave SE,44.985101460530196,-93.23398704714295,3,University,Marcy Holmes,Polk
02/04/2016,00:00,315 6th st se,44.98857740812704,-93.24946601967751,3,University,Marcy Holmes,Polk
02/04/2016,00:00,3215 N 4th st,45.0137022,-93.28506929999999,4,Camden,McKinley,Polk
02/04/2016,00:00,1837 33rd st e,44.942892433232146,-93.24674323285517,9,Powderhorn,Corcoran,Polk
02/04/2016,00:00,4543 14TH AVE S,44.92072651248755,-93.25489383152701,11,Nokomis,Northrop,Polk
02/04/2016,00:00,805 18Th St e,44.96513562095175,-93.26248452593845,6,Phillips,Ventura Village,Polk
02/04/2016,00:00,1097 29RD AVE SE,44.977753,-93.2650108,3,Central,Downtown West,Polk
02/04/2016,00:00,1325 Girard Ave n,44.992245693993056,-93.29722667798113,5,Near North,Near - North,Polk
02/04/2016,00:00,805 18th ave s,44.99736733193864,-93.2896264678602,5,Near North,Near - North,Polk
02/04/2016,00:00,527 6TH ST SE,44.98731626300815,-93.24630187073129,3,University,Marcy Holmes,Polk
02/04/2016,00:00,2103 6th st n,45.000298855069666,-93.28652364707435,5,Near North,Hawthorne,Polk
02/04/2016,00:00,215 8th Ave se,44.9820109180778,-93.24556250468873,3,University,Marcy Holmes,Polk
02/04/2016,00:00,805 13th av se,44.98503503333379,-93.23404173544372,3,University,Marcy Holmes,Polk
02/04/2016,00:00,425 5th AVE SE,44.98574641793343,-93.24811471988559,3,University,Marcy Holmes,Polk
02/04/2016,00:00,535 Logan ave. n,44.98311915880421,-93.30330022492385,5,Near North,Harrison,Polk
02/04/2016,00:00,3225 GIRARD AVE S,44.9442511673697,-93.2969919626544,10,Calhoun Isle,South Uptown,Polk
02/04/2016,00:00,829 22nd Ave NE,45.009920123289085,-93.25038639778407,1,Northeast,Holland,Polk
02/04/2016,00:00,3549 elliot,44.93867525658192,-93.26122983946333,9,Powderhorn,Powderhorn Park,Polk
02/04/2016,00:00,813 13th Ave SE,44.98508817509707,-93.23399798480308,3,University,Marcy Holmes,Polk
02/04/2016,00:00,501 19th st e,44.96391096935818,-93.2689006287067,6,Phillips,Ventura Village,Polk
02/04/2016,00:00,3535 32st w,44.9745649,-93.2719959,7,Central,Downtown West,Polk
02/04/2016,00:00,1705 Adams St NE,45.00533957455812,-93.25622517608704,1,Northeast,Logan Park,Polk
02/04/2016,00:00,1405 6th St se,44.982449684793345,-93.23409345789399,3,University,Marcy Holmes,Polk
02/04/2016,00:00,207 7TH AVE SE,44.98251423424407,-93.2470393673665,3,University,Marcy Holmes,Polk
02/04/2016,00:00,4241 elliot ave s,44.92619211083204,-93.26119686495532,8,Nokomis,Northrop,Polk
02/04/2016,00:00,827 22nd Ave NE,45.00992008598165,-93.25042055995769,1,Northeast,Holland,Polk
02/04/2016,00:00,3607 32nd st w,44.944990713160486,-93.32521877481652,13,Calhoun Isle,West Calhoun,Polk
02/04/2016,00:00,3553 elliot,44.93860617340907,-93.26122896375135,9,Powderhorn,Powderhorn Park,Polk
02/04/2016,00:00,411 clifton av,44.9662619484432,-93.28444450962012,7,Central,Loring Park,Polk
02/04/2016,00:00,2809 girard ave n,45.008738884900026,-93.29689321987439,5,Near North,Jordan,Polk
02/04/2016,00:00,715 humboldt ave n,44.98535328021785,-93.29822458461948,5,Near North,Near - North,Polk
02/04/2016,00:00,813 22nd Ave NE,45.00991982482955,-93.25065969517296,1,Northeast,Holland,Polk
02/04/2016,00:00,1509 8th st se,44.98378061577114,-93.23098132959821,2,University,University of Minnesota,Polk
02/04/2016,00:00,2311 Jefferson St NE,45.011140440049445,-93.25551959460525,1,Northeast,Holland,Polk
02/04/2016,00:00,223 RIDGEWOOD AVE S,44.96377874965863,-93.28139346562295,7,Central,Steven's Square - Loring Heights,Polk
02/04/2016,00:00,407 OAK GROVE ST,44.967442332758395,-93.28513999964377,7,Central,Loring Park,Polk
02/04/2016,00:00,501 RIDGEWOOD AVE S,44.963424378699976,-93.28551179425853,7,Central,Steven's Square - Loring Heights,Polk
02/04/2016,00:00,3747 Oliver Ave n,45.02311916300806,-93.30709362050678,4,Camden,Folwell,Polk
02/04/2016,00:00,957 17TH AVE SE,44.98644366812,-93.22865508846104,2,University,Como,Polk
02/04/2016,00:00,825 22nd Ave NE,45.0099200486742,-93.2504547221313,1,Northeast,Holland,Polk
02/04/2016,00:00,325 7th ave se,44.983651844383324,-93.24611627421838,3,University,Marcy Holmes,Polk
02/04/2016,00:00,3133 22nd ave s,44.945946840182295,-93.24057367904585,9,Powderhorn,Corcoran,Polk
02/04/2016,00:00,1053 15th ave se,44.98939455954553,-93.23081922884113,1,University,Como,Polk
02/04/2016,00:00,2221 clinton ave s,44.960688085659974,-93.27143077476057,10,Powderhorn,Whittier,Polk
02/04/2016,00:00,2405 harriet ave s,44.95899497746905,-93.28542714031552,10,Powderhorn,Whittier,Polk
02/04/2016,00:00,807 22nd Ave NE,45.00991971290722,-93.2507621816938,1,Northeast,Holland,Polk
02/04/2016,00:00,3049 10th ave so,44.9474697023078,-93.26006438909398,9,Powderhorn,Powderhorn Park,Polk
02/04/2016,00:00,3141 22nd ave s,44.94580767793904,-93.24057325377001,9,Powderhorn,Corcoran,Polk
02/04/2016,00:00,705 Morgan Ave. N.,44.985391919811576,-93.30455177201476,5,Near North,Near - North,Polk
02/04/2016,00:00,1363 spruce pl,44.96919397423953,-93.28078206726909,7,Central,Loring Park,Polk
02/04/2016,00:00,401 oak grove st,44.9674077743134,-93.28502119492416,7,Central,Loring Park,Polk
02/04/2016,00:00,979 18th ave se,44.98709503389667,-93.22698814830336,2,University,Como,Polk
02/04/2016,00:00,1608 16TH AVE SE,44.99524906669583,-93.30081241221691,5,Near North,Willard - Hay,Polk
02/04/2016,00:00,1365 SPRUCE PL,44.969173421811924,-93.28078210205933,7,Central,Loring Park,Polk
02/04/2016,00:00,1513 brook ave se,44.986622910536774,-93.23012485048483,2,University,Como,Polk
02/04/2016,00:00,817 13th ave se,44.98511474596024,-93.23397610948278,3,University,Marcy Holmes,Polk
02/04/2016,00:00,525 8th ave SE,44.98506885117631,-93.24316981493726,3,University,Marcy Holmes,Polk
02/04/2016,00:00,4215 Emerson ave n,45.031849796950134,-93.29455794858605,4,Camden,Webber - Camden,Polk
02/04/2016,00:00,923 Logan Ave N,44.98718388403097,-93.30328705230288,5,Near North,Near - North,Polk
02/04/2016,00:00,687 23rd Ave NE,45.01112121890358,-93.25341693244269,1,Northeast,Holland,Polk
02/04/2016,00:00,4145 aldrich ave n,45.03033594658138,-93.28942033293386,4,Camden,Webber - Camden,Polk
02/04/2016,00:00,533 Logan ave n,44.98309260052079,-93.30330014265189,5,Near North,Harrison,Polk
02/04/2016,00:00,1021 16th ave se,44.988463721753114,-93.22955077962695,1,University,Como,Polk
02/04/2016,00:00,305 22nd st e,44.96086216668615,-93.27249025950468,10,Powderhorn,Whittier,Polk
02/04/2016,00:00,3819 Upton Ave N,45.02446081734785,-93.3147650358848,4,Camden,Victory,Polk
02/04/2016,00:00,1429 6th ST SE,44.98232226589302,-93.2337761816405,3,University,Marcy Holmes,Polk
02/04/2016,00:00,4223 Emerson ave n,45.0319999481231,-93.29455851280015,4,Camden,Webber - Camden,Polk
02/04/2016,00:00,4205 Bryant Ave n,45.03161064535561,-93.29070562131156,4,Camden,Webber - Camden,Polk
02/04/2016,00:00,205  E 14th st,44.9689138,-93.2764677,7,Central,Loring Park,Polk
02/04/2016,00:00,229 7th ave se,44.982719374326294,-93.24687494758558,3,University,Marcy Holmes,Polk
02/04/2016,00:00,685 23rd ave ne,45.01112126229028,-93.25370116747784,1,Northeast,Holland,Polk
02/04/2016,00:00,3107 15 ave so,44.94639078580608,-93.2537105897467,9,Powderhorn,Powderhorn Park,Polk
02/04/2016,00:00,2109 14th ave n,44.99302885434868,-93.30710061793911,5,Near North,Willard - Hay,Polk
02/04/2016,00:00,821 e 15TH st,44.9678153,-93.26187209999999,6,Central,Elliot Park,Polk
02/04/2016,00:00,729 23rd ave ne,45.01090789557231,-93.25198968892951,1,Northeast,Holland,Polk
02/04/2016,00:00,2123 pleasant av s,44.961602845297136,-93.28286376502899,10,Powderhorn,Whittier,Polk
02/04/2016,00:00,725 23rd Ave NE,45.01090785842292,-93.25204873202142,1,Northeast,Holland,Polk
02/04/2016,00:00,3821 BRYANT AVE N,45.02435007713355,-93.29064725253633,4,Camden,Webber - Camden,Polk
02/04/2016,00:00,807 13th ave se,44.98504831877923,-93.23403079778357,3,University,Marcy Holmes,Polk
02/04/2016,00:00,301 8th ave SE,44.98286746487818,-93.24489591713291,3,University,Marcy Holmes,Polk
02/04/2016,00:00,723 23rd Ave NE,45.01090783984823,-93.25207825356735,1,Northeast,Holland,Polk
02/04/2016,00:00,625 8th ave se,44.986049110197335,-93.24239073397352,3,University,Marcy Holmes,Polk
02/04/2016,00:00,2703 Sheridan north,45.00790192568435,-93.31210551381501,4,Near North,Jordan,Polk
02/04/2016,00:00,309 6th ave SE,44.9840680192265,-93.24761429526103,3,University,Marcy Holmes,Polk
02/04/2016,00:00,815 41st st e,44.92870501322291,-93.2622967898823,8,Powderhorn,Bancroft,Polk
02/04/2016,00:00,1117 Knox ave n,44.98910971584933,-93.301904862973,5,Near North,Near - North,Polk
02/04/2016,00:00,3723 Aldrich Ave South,44.935448544419955,-93.28944817482723,10,Southwest,East Harriet,Polk
02/04/2016,00:00,331 RIDGEWOOD AVE S,44.963683902502964,-93.28353384505664,7,Central,Steven's Square - Loring Heights,Polk
02/04/2016,00:00,3823 Upton north,45.024530444667604,-93.31476674066197,4,Camden,Victory,Polk
02/04/2016,00:00,225 RIDGEWOOD AVE S,44.96378848284588,-93.28143320067377,7,Central,Steven's Square - Loring Heights,Polk
02/04/2016,00:00,317 6th Ave SE,44.98414241370775,-93.24755620926243,3,University,Marcy Holmes,Polk
02/04/2016,00:00,2705 pillsbury ave s,44.953617213624014,-93.28126237914891,10,Powderhorn,Whittier,Polk
02/04/2016,00:00,425 6th st se,44.98794738522659,-93.2478821366722,3,University,Marcy Holmes,Polk
02/04/2016,00:00,1709 25th ave n,45.005015974647,-93.30222823828704,5,Near North,Jordan,Polk
02/04/2016,00:00,1005 24th ave se,44.988089624521756,-93.21906548916535,1,University,Como,Polk
02/04/2016,00:00,3745 Aldrich Ave South,44.93506552431728,-93.28945101287542,10,Southwest,East Harriet,Polk
02/04/2016,00:00,4131 QUEEN AVE N,45.03008528847993,-93.30978917618066,4,Camden,Victory,Polk
02/04/2016,00:00,4347 Girard ave n,45.034332271647756,-93.29709997297152,4,Camden,Webber - Camden,Polk
02/04/2016,00:00,4259 QUEEN AVE N,45.032530288313566,-93.30983920510369,4,Camden,Victory,Polk
02/04/2016,00:00,939 WEEKS AVE SE,44.987300812697995,-93.218165998176,2,University,Como,Polk
02/04/2016,00:00,3811 Upton Ave N,45.02432156245429,-93.31476162633047,4,Camden,Victory,Polk
02/04/2016,00:00,2531 4th st se,44.97426666051392,-93.22008771922867,2,University,Prospect Park - East River Road,Polk
02/04/2016,00:00,1703 Adams St NE,45.005313143519246,-93.25622503964694,1,Northeast,Logan Park,Polk
02/04/2016,00:00,839 25th ave se,44.98487455673994,-93.21783878971091,2,University,Como,Polk
02/04/2016,00:00,611 Jackson St NE,44.99531826935936,-93.24983097058464,3,Northeast,St. Anthony East,Polk
02/04/2016,00:00,4353 Girard ave n,45.03445353328275,-93.29710098478208,4,Camden,Webber - Camden,Polk
02/04/2016,00:00,3519 32nd Street West,44.94498360566261,-93.32371459178096,13,Calhoun Isle,West Calhoun,Polk
02/04/2016,00:00,229 clifton ave,44.965277320764486,-93.2834126038482,7,Central,Loring Park,Polk
02/04/2016,00:00,325 6TH AVE SE,44.984216808092484,-93.2474981232638,3,University,Marcy Holmes,Polk
02/04/2016,00:00,2805 Morgan ave n,45.00875017059306,-93.30447883822389,5,Near North,Jordan,Polk
02/04/2016,00:00,903 22ND AVE SE,44.98677053509871,-93.2216275593793,2,University,Como,Polk
02/04/2016,00:00,1091 16TH AVE SE,44.99059809264582,-93.22954068985996,1,University,Como,Polk
02/04/2016,00:00,3413 15th ave so,44.941096840737956,-93.25366288719555,9,Powderhorn,Powderhorn Park,Polk
02/04/2016,00:00,2655 Longfellow Avenue South,44.95455975463881,-93.24603712804115,9,Phillips,East Phillips,Polk
02/04/2016,00:00,1607 Morgan Ave.,44.995313735154305,-93.30450548876712,5,Near North,Willard - Hay,Polk
02/04/2016,00:00,3233 Girard Ave n,45.013765602407844,-93.29690509986224,4,Camden,Folwell,Polk
02/04/2016,00:00,2445 pillsbury,44.95830569707726,-93.28122552637791,10,Powderhorn,Whittier,Polk
02/04/2016,00:00,2423 illon Ave n,45.00399059999999,-93.3007774,5,Near North,Jordan,Polk
02/04/2016,00:00,3427 elliot,44.940868338132475,-93.26125634037791,9,Powderhorn,Powderhorn Park,Polk
02/04/2016,00:00,721 7th Ave se,44.98754405064563,-93.24303042966929,3,University,Marcy Holmes,Polk
02/04/2016,00:00,2209 28th Ave S,44.960852462205345,-93.23137536719334,6,Longfellow,Seward,Polk
02/04/2016,00:00,2123 guard ave s,44.9385815,-93.3028875,10,Calhoun Isle,ECCO,Polk
02/04/2016,00:00,3643 Bryant ave n,45.021108121865154,-93.29061726789598,4,Camden,McKinley,Polk
02/04/2016,00:00,2719 5TH AVE S,44.953367668959345,-93.2689227827327,6,Phillips,Phillips West,Polk
02/04/2016,00:00,2835 16th ave s,44.951281039116566,-93.25115371678216,9,Phillips,East Phillips,Polk
02/04/2016,00:00,843 23rd ave se,44.98495027229636,-93.22037631281596,2,University,Como,Polk
02/04/2016,00:00,519 8th Ave se,44.98501235758856,-93.2432146166883,3,University,Marcy Holmes,Polk
02/04/2016,00:00,3525 elliot Ave s,44.93908975387353,-93.26123509373507,9,Powderhorn,Powderhorn Park,Polk
02/04/2016,00:00,221 CLIFTON AVE,44.96523969357229,-93.2835484515292,7,Central,Loring Park,Polk
02/04/2016,00:00,Bryant and lyndale,44.9485068,-93.29014269999999,10,Calhoun Isle,Lowry Hill East,Polk
02/04/2016,00:00,3621 32nd Street West,44.94499140051443,-93.32537207815248,13,Calhoun Isle,West Calhoun,Polk
02/04/2016,00:00,3051 elliot ave,44.94743511954788,-93.26133759962718,9,Powderhorn,Powderhorn Park,Polk
02/04/2016,00:00,2719 24th ST E,44.95913004673281,-93.23271324737284,2,Longfellow,Seward,Polk
02/04/2016,00:00,2227 6th st n,45.00178848913904,-93.2865247860998,5,Near North,Hawthorne,Polk
02/04/2016,00:00,229 oak grove st,44.96645322646199,-93.28158721487291,7,Central,Loring Park,Polk
02/04/2016,00:00,2305 4th av n,44.98153918906466,-93.30980746069429,5,Near North,Harrison,Polk
02/04/2016,00:00,2506 Delaware st se,44.97236651194682,-93.22205706398638,2,University,Prospect Park - East River Road,Polk
02/04/2016,00:00,1225 james ave n,44.990535261581705,-93.30075452146471,5,Near North,Near - North,Polk
02/04/2016,00:00,941 18th ave se,44.985712614297974,-93.22698578229057,2,University,Como,Polk
02/04/2016,00:00,2619 California St NE,45.01533555732458,-93.26886583687731,1,Northeast,Marshall Terrace,Polk
02/04/2016,00:00,2119 girard ave s,44.96165821995545,-93.29685874822859,7,Calhoun Isle,Lowry Hill,Polk
02/04/2016,00:00,1503 8th st se,44.98383991096781,-93.23112979617359,2,University,University of Minnesota,Polk
