Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Emergency,Date,Time
5210 HAMPSHIRE DR,44.908215999999996,-93.270566,11,Nokomis,Page,5,2,Yale,02/21/2019,00:00
4736 WASHBURN AVE S,44.916740000000004,-93.317586,13,Southwest,Fulton,5,2,Yale,02/21/2019,00:00
3628 32ND ST W,44.945176000000004,-93.32615,13,Calhoun Isle,West Calhoun,3,2,Yale,02/21/2019,00:00
5018 EWING AVE S,44.911947999999995,-93.327793,13,Southwest,Fulton,5,2,Yale,02/21/2019,00:00
1810 7TH ST S,44.96748,-93.247247,6,University,Cedar Riverside,4,2,Yale,02/21/2019,00:00
5030 EWING AVE S,44.911682,-93.327802,13,Southwest,Fulton,5,2,Yale,02/21/2019,00:00
2816 COLFAX AVE S,44.951328000000004,-93.29196999999999,10,Calhoun Isle,Lowry Hill East,3,2,Yale,02/21/2019,00:00
2354 BENJAMIN ST NE,45.01299,-93.229448,1,Northeast,Windom Park,2,2,Yale,02/21/2019,00:00
5022 EWING AVE S,44.911832000000004,-93.327802,13,Southwest,Fulton,5,2,Yale,02/21/2019,00:00
5200 HAMPSHIRE DR,44.908806,-93.27000100000001,11,Nokomis,Page,5,2,Yale,02/21/2019,00:00
3526 43RD ST E,44.925114,-93.22060400000001,12,Longfellow,Hiawatha,6,2,Yale,02/21/2019,00:00
4650 6TH ST N,45.043449,-93.28553000000001,4,Camden,Lind - Bohanon,1,2,Yale,02/21/2019,00:00
2346 BENJAMIN ST NE,45.012886,-93.229442,1,Northeast,Windom Park,2,2,Yale,02/21/2019,00:00
2816 28TH AVE S,44.951078,-93.231511,2,Longfellow,Longfellow,4,2,Yale,02/21/2019,00:00
4216 IRVING AVE N,45.031892,-93.299607,4,Camden,Webber - Camden,1,2,Yale,02/21/2019,00:00
2350 BENJAMIN ST NE,45.012962,-93.229431,1,Northeast,Windom Park,2,2,Yale,02/21/2019,00:00
60 WILLIAMS AVE SE,44.969078,-93.21785200000001,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
1106 10TH AVE N,44.988165,-93.293249,5,Near North,Sumner - Glenwood,1,2,Yale,02/21/2019,00:00
3626 32ND ST W,44.945190999999994,-93.326236,13,Calhoun Isle,West Calhoun,3,2,Yale,02/21/2019,00:00
1108 10TH AVE N,44.988159,-93.29328199999999,5,Near North,Sumner - Glenwood,1,2,Yale,02/21/2019,00:00
4642 6TH ST N,45.034946000000005,-93.28676800000001,4,Camden,Camden Industrial,1,2,Yale,02/21/2019,00:00
904 24TH AVE S,44.963565,-93.23772199999999,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
2814 MORGAN AVE N,45.009147999999996,-93.30442,5,Near North,Jordan,1,2,Yale,02/21/2019,00:00
4832 VINCENT AVE S,44.915089,-93.31635,13,Southwest,Fulton,5,2,Yale,02/21/2019,00:00
3236 FILLMORE ST NE,45.026983,-93.242101,1,Northeast,Waite Park,2,2,Yale,02/21/2019,00:00
4836 VINCENT AVE S,44.914916999999996,-93.316311,13,Southwest,Fulton,5,2,Yale,02/21/2019,00:00
3030 13TH AVE S,44.947175,-93.256294,9,Powderhorn,Powderhorn Park,6,2,Yale,02/21/2019,00:00
2720 COLFAX AVE S,44.952905,-93.29203000000001,10,Calhoun Isle,Lowry Hill East,3,2,Yale,02/21/2019,00:00
2338 BENJAMIN ST NE,45.01265,-93.22946400000001,1,Northeast,Windom Park,2,2,Yale,02/21/2019,00:00
4220 IRVING AVE N,45.032024,-93.29960200000001,4,Camden,Webber - Camden,1,2,Yale,02/21/2019,00:00
4638 6TH ST N,45.034946000000005,-93.28676800000001,4,Camden,Camden Industrial,1,2,Yale,02/21/2019,00:00
3708 32ND ST W,44.945146,-93.32685,13,Calhoun Isle,West Calhoun,3,2,Yale,02/21/2019,00:00
52 WILLIAMS AVE SE,44.969413,-93.217061,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
740 27TH ST E,44.953689000000004,-93.262709,6,Phillips,Phillips West,3,2,Yale,02/21/2019,00:00
908 24TH AVE S,44.963453,-93.237701,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
2914 MORGAN AVE N,45.010121999999996,-93.304412,5,Near North,Jordan,1,2,Yale,02/21/2019,00:00
2446 GARFIELD AVE S,44.957707,-93.286799,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
738 27TH ST E,44.953802,-93.262849,6,Phillips,Phillips West,3,2,Yale,02/21/2019,00:00
914 24TH AVE S,44.963454999999996,-93.23782800000001,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
4704 EWING AVE S,44.917725,-93.32781700000001,13,Southwest,Fulton,5,2,Yale,02/21/2019,00:00
918 24TH AVE S,44.963404,-93.237963,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
736 27TH ST E,44.953689000000004,-93.262897,6,Phillips,Phillips West,3,2,Yale,02/21/2019,00:00
4550 6TH ST N,45.034946000000005,-93.28676800000001,4,Camden,Camden Industrial,1,2,Yale,02/21/2019,00:00
2922 28TH AVE S,44.948615000000004,-93.23172,2,Longfellow,Longfellow,4,2,Yale,02/21/2019,00:00
4522 45TH ST E,44.921531,-93.2084,12,Longfellow,Hiawatha,6,2,Yale,02/21/2019,00:00
2448 GARFIELD AVE S,44.957572,-93.28681800000001,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
2622 6TH ST S,44.967258,-93.233953,2,University,Cedar Riverside,4,2,Yale,02/21/2019,00:00
2450 GARFIELD AVE S,44.957562,-93.286813,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
734 27TH ST E,44.953738,-93.262977,6,Phillips,Phillips West,3,2,Yale,02/21/2019,00:00
4332 IRVING AVE N,45.034334,-93.29965,4,Camden,Webber - Camden,1,2,Yale,02/21/2019,00:00
4008 YORK AVE S,44.930355,-93.320295,13,Southwest,Linden Hills,5,2,Yale,02/21/2019,00:00
922 24TH AVE S,44.963271,-93.237895,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
2420 COLFAX AVE S,44.958201,-93.29190799999999,10,Calhoun Isle,Lowry Hill East,3,2,Yale,02/21/2019,00:00
2626 6TH ST S,44.967102000000004,-93.233225,2,University,Cedar Riverside,4,2,Yale,02/21/2019,00:00
730 27TH ST E,44.953899,-93.263184,6,Phillips,Phillips West,3,2,Yale,02/21/2019,00:00
2924 28TH AVE S,44.948982,-93.231785,2,Longfellow,Longfellow,4,2,Yale,02/21/2019,00:00
2504 GARFIELD AVE S,44.957085,-93.28678599999999,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
4352 IRVING AVE N,45.034799,-93.299631,4,Camden,Webber - Camden,1,2,Yale,02/21/2019,00:00
728 27TH ST E,44.953829999999996,-93.263452,6,Phillips,Phillips West,3,2,Yale,02/21/2019,00:00
4120 EWING AVE S,44.928020000000004,-93.3278,13,Southwest,Linden Hills,5,2,Yale,02/21/2019,00:00
3120 CHOWEN AVE S,44.946265999999994,-93.324949,13,Calhoun Isle,West Calhoun,3,2,Yale,02/21/2019,00:00
4630 ALDRICH AVE N,45.034946000000005,-93.28676800000001,4,Camden,Camden Industrial,1,2,Yale,02/21/2019,00:00
3310 31ST ST E,44.946868,-93.223959,2,Longfellow,Longfellow,6,2,Yale,02/21/2019,00:00
924 24TH AVE S,44.963127,-93.23769300000001,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
5008 OAKLAND AVE S,44.911522,-93.266563,11,Nokomis,Page,5,2,Yale,02/21/2019,00:00
2926 28TH AVE S,44.948611,-93.23179499999999,2,Longfellow,Longfellow,4,2,Yale,02/21/2019,00:00
926 24TH AVE S,44.963243,-93.23767600000001,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
332 22ND ST E,44.960896999999996,-93.270799,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
2212 COLFAX AVE S,44.960271999999996,-93.291814,10,Calhoun Isle,Lowry Hill East,3,2,Yale,02/21/2019,00:00
3744 MORGAN AVE N,45.023487,-93.30452,4,Camden,Folwell,1,2,Yale,02/21/2019,00:00
3312 31ST ST E,44.94686,-93.223877,2,Longfellow,Longfellow,6,2,Yale,02/21/2019,00:00
2516 GARFIELD AVE S,44.956789,-93.286785,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
4008 EWING AVE S,44.930248,-93.327792,13,Southwest,Linden Hills,5,2,Yale,02/21/2019,00:00
6012 SHERIDAN AVE S,44.894133000000004,-93.312172,13,Southwest,Armatage,5,2,Yale,02/21/2019,00:00
4630 ALDRICH AVE N,45.034946000000005,-93.28676800000001,4,Camden,Camden Industrial,1,2,Yale,02/21/2019,00:00
2648 TAYLOR ST NE,45.016754,-93.24384,1,Northeast,Audubon Park,2,2,Yale,02/21/2019,00:00
3618 GLENDALE TER,44.923343,-93.32612900000001,13,Southwest,Linden Hills,5,2,Yale,02/21/2019,00:00
3626 GLENDALE TER,44.923555,-93.326126,13,Southwest,Linden Hills,5,2,Yale,02/21/2019,00:00
2930 28TH AVE S,44.948608,-93.231348,2,Longfellow,Longfellow,4,2,Yale,02/21/2019,00:00
3106 14TH AVE S,44.946426,-93.255083,9,Powderhorn,Powderhorn Park,6,2,Yale,02/21/2019,00:00
2604 8TH ST S,44.965296,-93.23397800000001,2,University,Cedar Riverside,4,2,Yale,02/21/2019,00:00
32 WILLIAMS AVE SE,44.970152,-93.216714,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
2002 23RD AVE S,44.962589,-93.239306,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
10 BEDFORD ST SE,44.969353999999996,-93.208487,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
4358 JAMES AVE N,45.03519,-93.300919,4,Camden,Webber - Camden,1,2,Yale,02/21/2019,00:00
2104 COLFAX AVE S,44.961602,-93.29186899999999,10,Calhoun Isle,Lowry Hill East,3,2,Yale,02/21/2019,00:00
942 11TH AVE N,44.989644,-93.291816,5,Near North,Near - North,1,2,Yale,02/21/2019,00:00
2546 GARFIELD AVE S,44.955762,-93.286795,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
2 RIVER TERRACE COURT,44.956464000000004,-93.208722,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
3812 41ST AVE S,44.933814,-93.214116,12,Longfellow,Howe,6,2,Yale,02/21/2019,00:00
310 22ND ST E,44.96095,-93.272041,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
4346 JAMES AVE N,45.034846,-93.300896,4,Camden,Webber - Camden,1,2,Yale,02/21/2019,00:00
2918 31ST ST E,44.946905,-93.228957,2,Longfellow,Longfellow,6,2,Yale,02/21/2019,00:00
2016 23RD AVE S,44.962202000000005,-93.23934399999999,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
3108 14TH AVE S,44.946355,-93.25506700000001,9,Powderhorn,Powderhorn Park,6,2,Yale,02/21/2019,00:00
702 27TH ST E,44.953793,-93.26535,6,Phillips,Phillips West,3,2,Yale,02/21/2019,00:00
2552 GARFIELD AVE S,44.955731,-93.286803,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
3700 GLENDALE TER,44.923355,-93.326378,13,Southwest,Linden Hills,5,2,Yale,02/21/2019,00:00
4250 DREW AVE S,44.925529,-93.325514,13,Southwest,Linden Hills,5,2,Yale,02/21/2019,00:00
220 22ND ST E,44.960925,-93.273054,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
6 WILLIAMS AVE SE,44.970908,-93.21741,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
6 RIVER TERRACE COURT,44.956596000000005,-93.208669,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
612 27TH ST E,44.953744,-93.266795,6,Phillips,Phillips West,3,2,Yale,02/21/2019,00:00
318 19TH AVE NE,45.007438,-93.264494,3,Northeast,Bottineau,2,2,Yale,02/21/2019,00:00
3128 14TH AVE S,44.945755,-93.25508,9,Powderhorn,Powderhorn Park,6,2,Yale,02/21/2019,00:00
3120 ABBOTT AVE S,44.94625,-93.322887,13,Calhoun Isle,West Calhoun,3,2,Yale,02/21/2019,00:00
142 22ND ST E,44.960912,-93.27427800000001,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
3354 NEWTON AVE N,45.016723,-93.305724,4,Camden,Folwell,1,2,Yale,02/21/2019,00:00
2746 GARFIELD AVE S,44.95214,-93.28683199999999,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
1908 BENJAMIN ST NE,45.007984,-93.229525,1,Northeast,Windom Park,2,2,Yale,02/21/2019,00:00
132 22ND ST E,44.960929,-93.275503,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
10 RIVER TERRACE COURT,44.956596000000005,-93.208669,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
318 20TH AVE NE,45.008536,-93.265997,3,Northeast,Bottineau,2,2,Yale,02/21/2019,00:00
14 RIVER TERRACE COURT,44.956727,-93.208338,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
4250 DREW AVE S,44.924137,-93.32644300000001,13,Southwest,Linden Hills,5,2,Yale,02/21/2019,00:00
102 EMERALD ST SE,44.966336,-93.207787,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
3004 41ST AVE S,44.947990999999995,-93.21399,2,Longfellow,Cooper,6,2,Yale,02/21/2019,00:00
3100 CHOWEN AVE S,44.946521999999995,-93.323911,13,Calhoun Isle,West Calhoun,3,2,Yale,02/21/2019,00:00
3332 NEWTON AVE N,45.01592,-93.305734,4,Camden,Folwell,1,2,Yale,02/21/2019,00:00
3002 41ST AVE S,44.948073,-93.214004,2,Longfellow,Cooper,6,2,Yale,02/21/2019,00:00
5136 COLFAX AVE N,45.04465,-93.31479200000001,4,Camden,Shingle Creek,1,2,Yale,02/21/2019,00:00
4540 KNOX AVE N,45.03782,-93.30287299999999,4,Camden,Webber - Camden,1,2,Yale,02/21/2019,00:00
5100 COLFAX AVE N,45.04465,-93.31479200000001,4,Camden,Shingle Creek,1,2,Yale,02/21/2019,00:00
3312 NEWTON AVE N,45.015478,-93.305718,4,Camden,Folwell,1,2,Yale,02/21/2019,00:00
3508 POLK ST NE,45.031824,-93.244782,1,Northeast,Waite Park,2,2,Yale,02/21/2019,00:00
2 22ND ST W,44.960923,-93.278123,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
902 22ND AVE S,44.963778000000005,-93.241088,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
2126 RIVER TERRACE E,44.955785999999996,-93.2083,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
1220 12TH AVE N,44.990889,-93.296968,5,Near North,Near - North,1,2,Yale,02/21/2019,00:00
3218 NEWTON AVE N,45.013842,-93.30569799999999,4,Camden,Folwell,1,2,Yale,02/21/2019,00:00
4 22ND ST W,44.960951,-93.27815600000001,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
3128 14TH AVE S,44.945267,-93.25506999999999,9,Powderhorn,Powderhorn Park,6,2,Yale,02/21/2019,00:00
904 22ND AVE S,44.963719,-93.240988,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
2632 30TH AVE S,44.954518,-93.22849000000001,2,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
906 22ND AVE S,44.963694,-93.24093,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
108 EMERALD ST SE,44.965552,-93.207712,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
3164 CHOWEN AVE S,44.945368,-93.32503,13,Calhoun Isle,West Calhoun,3,2,Yale,02/21/2019,00:00
2120 RIVER TERRACE E,44.956012,-93.208449,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
6 22ND ST W,44.96094,-93.27821999999999,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
12 22ND ST W,44.960947999999995,-93.27846,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
1324 12TH AVE N,44.990878,-93.29777,5,Near North,Near - North,1,2,Yale,02/21/2019,00:00
2108 RIVER TERRACE E,44.956213,-93.208613,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
4422 COLFAX AVE N,45.034946000000005,-93.28676800000001,4,Camden,Camden Industrial,1,2,Yale,02/21/2019,00:00
4520 LOGAN AVE N,45.037378000000004,-93.304132,4,Camden,Webber - Camden,1,2,Yale,02/21/2019,00:00
114 EMERALD ST SE,44.965119,-93.207762,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
3110 NEWTON AVE N,45.012719,-93.305697,5,Near North,Jordan,1,2,Yale,02/21/2019,00:00
912 22ND AVE S,44.963614,-93.241045,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
2800 BRYANT AVE S,44.951752,-93.290653,10,Calhoun Isle,Lowry Hill East,3,2,Yale,02/21/2019,00:00
2910 9TH ST S,44.963334,-93.229451,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
4636 CHOWEN AVE S,44.918541999999995,-93.325466,13,Southwest,Linden Hills,5,2,Yale,02/21/2019,00:00
2750 EMERSON AVE S,44.952304,-93.294376,10,Calhoun Isle,Lowry Hill East,3,2,Yale,02/21/2019,00:00
2712 ESSEX ST SE,44.970265000000005,-93.219464,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
164 EMERALD ST SE,44.963368,-93.20775400000001,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
4216 57TH ST E,44.899949,-93.211837,12,Nokomis,Morris Park,6,2,Yale,02/21/2019,00:00
2630 DUPONT AVE N,45.006832,-93.29302,5,Near North,Hawthorne,1,2,Yale,02/21/2019,00:00
3022 NEWTON AVE N,45.012127,-93.305702,5,Near North,Jordan,1,2,Yale,02/21/2019,00:00
1300 15TH AVE N,44.994184999999995,-93.29741,5,Near North,Near - North,1,2,Yale,02/21/2019,00:00
4908 SHERIDAN AVE S,44.913894,-93.31254200000001,13,Southwest,Fulton,5,2,Yale,02/21/2019,00:00
2618 BRYANT AVE S,44.954899,-93.29064100000001,10,Calhoun Isle,Lowry Hill East,3,2,Yale,02/21/2019,00:00
2710 ESSEX ST SE,44.970273999999996,-93.21951999999999,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
918 22ND AVE S,44.963404,-93.241054,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
5336 CHOWEN AVE S,44.906033,-93.325231,13,Southwest,Fulton,5,2,Yale,02/21/2019,00:00
2514 POLK ST NE,45.013751,-93.245536,1,Northeast,Audubon Park,2,2,Yale,02/21/2019,00:00
2514 40TH ST W,44.930496000000005,-93.312467,13,Southwest,Linden Hills,5,2,Yale,02/21/2019,00:00
162 EMERALD ST SE,44.963403,-93.207753,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
820 MOUNT CUR AVE,44.96655,-93.290097,7,Calhoun Isle,Lowry Hill,3,2,Yale,02/21/2019,00:00
160 EMERALD ST SE,44.963466,-93.207763,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
2616 BRYANT AVE S,44.955032,-93.29060600000001,10,Calhoun Isle,Lowry Hill East,3,2,Yale,02/21/2019,00:00
4350 LOGAN AVE N,45.034769,-93.303467,4,Camden,Webber - Camden,1,2,Yale,02/21/2019,00:00
1404 53RD ST E,44.906894,-93.254795,11,Nokomis,Hale,6,2,Yale,02/21/2019,00:00
2736 EMERSON AVE S,44.952744,-93.29446999999999,10,Calhoun Isle,Lowry Hill East,3,2,Yale,02/21/2019,00:00
2702 ESSEX ST SE,44.970325,-93.2197,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
3000 NEWTON AVE N,45.011612,-93.305681,5,Near North,Jordan,1,2,Yale,02/21/2019,00:00
920 22ND AVE S,44.963072,-93.24090100000001,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
4318 LOGAN AVE N,45.034062,-93.303411,4,Camden,Webber - Camden,1,2,Yale,02/21/2019,00:00
3820 40TH ST W,44.930710999999995,-93.328702,13,Southwest,Linden Hills,5,2,Yale,02/21/2019,00:00
2614 BRYANT AVE S,44.955059000000006,-93.290645,10,Calhoun Isle,Lowry Hill East,3,2,Yale,02/21/2019,00:00
154 EMERALD ST SE,44.963761,-93.207747,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
4314 LOGAN AVE N,45.033939000000004,-93.30341999999999,4,Camden,Webber - Camden,1,2,Yale,02/21/2019,00:00
3826 40TH ST W,44.930671000000004,-93.328673,13,Southwest,Linden Hills,5,2,Yale,02/21/2019,00:00
918 30TH AVE S,44.963019,-93.22799599999999,2,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
2640 DUPONT AVE N,45.007181,-93.293001,5,Near North,Hawthorne,1,2,Yale,02/21/2019,00:00
2944 NEWTON AVE N,45.011041999999996,-93.305687,5,Near North,Jordan,1,2,Yale,02/21/2019,00:00
218 WARWICK ST SE,44.962231,-93.211515,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
18 22ND ST W,44.960939,-93.278991,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
2550 BRYANT AVE S,44.955956,-93.29059000000001,10,Calhoun Isle,Lowry Hill East,3,2,Yale,02/21/2019,00:00
2004 22ND AVE S,44.96236,-93.240844,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
1008 53RD ST E,44.907149,-93.25959399999999,11,Nokomis,Hale,6,2,Yale,02/21/2019,00:00
2902 TYLER ST NE,45.02069,-93.246137,1,Northeast,Audubon Park,2,2,Yale,02/21/2019,00:00
2644 EMERSON AVE S,44.954058,-93.294443,10,Calhoun Isle,Lowry Hill East,3,2,Yale,02/21/2019,00:00
146 EMERALD ST SE,44.963989,-93.20775400000001,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
2944 NEWTON AVE N,45.010749,-93.305684,5,Near North,Jordan,1,2,Yale,02/21/2019,00:00
20 22ND ST W,44.960910999999996,-93.279152,10,Powderhorn,Whittier,3,2,Yale,02/21/2019,00:00
2642 DUPONT AVE N,45.007287,-93.293064,5,Near North,Hawthorne,1,2,Yale,02/21/2019,00:00
2016 22ND AVE S,44.96195,-93.24104200000001,6,Longfellow,Seward,4,2,Yale,02/21/2019,00:00
2606 EMERSON AVE S,44.95514,-93.294635,10,Calhoun Isle,Lowry Hill East,3,2,Yale,02/21/2019,00:00
130 WARWICK ST SE,44.963334,-93.21165400000001,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
4358 MORGAN AVE N,45.035049,-93.304738,4,Camden,Webber - Camden,1,2,Yale,02/21/2019,00:00
130 26TH AVE SE,44.970988,-93.221458,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
138 EMERALD ST SE,44.96428,-93.207775,2,University,Prospect Park - East River Road,4,2,Yale,02/21/2019,00:00
2930 NEWTON AVE N,45.010515999999996,-93.305688,5,Near North,Jordan,1,2,Yale,02/21/2019,00:00
4750 EMERSON AVE N,45.04465,-93.31479200000001,4,Camden,Shingle Creek,1,2,Yale,02/21/2019,00:00
