Longitude,Latitude,Location,Ward,Neighborhood,Community,Day,Tow_Zone,Date,Time,Emergency
-93.26696453616327,44.965170755348524,627 18TH ST E,6,Ventura Village,Phillips,3,3,12/13/2016,00:00,Dana
-93.25951750245792,44.966410144103776,1008 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26067632917444,44.96641649987454,925 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26070327863295,44.96641649987454,923 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26082904277271,44.96641649987454,913 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26085599223127,44.966410144103776,911 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26088294168977,44.966410144103776,909 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26090989114832,44.966410144103776,907 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26093684060685,44.966410144103776,905 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26096379006536,44.966410144103776,903 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26099073952386,44.966410144103776,901 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26207770101765,44.96634658635747,829 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.262284313533,44.96633387479976,815 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26231126299152,44.96633387479976,813 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26233821245006,44.96633387479976,811 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26242804397846,44.96632751901985,805 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26438637129783,44.966308451675886,725 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26448518597908,44.966308451675886,721 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26458400066036,44.966308451675886,717 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26468281534159,44.966308451675886,713 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.26472773110581,44.966308451675886,711 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.2671891149843,44.966308451675886,615 17TH ST E,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.25512474071856,44.97080181381617,609 12TH AVE S,6,Elliot Park,Central,3,3,12/13/2016,00:00,Dana
-93.29563876003236,44.954727047300985,2645 FREMONT AVE S,10,Lowry Hill East,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.29563876003236,44.95348104894534,2713 FREMONT AVE S,10,Lowry Hill East,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.29565672633804,44.951859939162055,2803 FREMONT AVE S,10,Lowry Hill East,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.29565672633804,44.95178365051469,2807 FREMONT AVE S,10,Lowry Hill East,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.29565672633804,44.95142127805489,2827 FREMONT AVE S,10,Lowry Hill East,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.29565672633804,44.95134498882443,2831 FREMONT AVE S,10,Lowry Hill East,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.29565672633804,44.95123691224103,2837 FREMONT AVE S,10,Lowry Hill East,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.29565672633804,44.95119876751596,2839 FREMONT AVE S,10,Lowry Hill East,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.29566570949088,44.95112247798973,2843 FREMONT AVE S,10,Lowry Hill East,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.28445473474508,44.95370355063582,415 27TH ST W,10,Whittier,Powderhorn,3,3,12/13/2016,00:00,Dana
-93.25281607043837,44.94139473268532,1516 34TH ST E,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24977976477808,44.94138201559953,1708 34TH ST E,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24673447596491,44.941375657055566,1836 34TH ST E,9,Corcoran,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24590802590349,44.94136929851092,1856 34TH ST E,9,Corcoran,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24009592601524,44.941375657055566,2228 34TH ST E,9,Corcoran,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24601582373761,44.942971629492476,1852 33RD ST E,9,Corcoran,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24694108848024,44.942971629492476,1832 33RD ST E,9,Corcoran,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.26139498140171,44.91709360221122,4744 ELLIOT AVE,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.2614309140131,44.91304135392604,4950 ELLIOT AVE,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.2614309140131,44.913187672415845,4944 ELLIOT AVE,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.25885274914768,44.91600582107481,4802 11TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.25372336887536,44.921387274048044,4504 15TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.25372336887536,44.92128550183562,4510 15TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.25372336887536,44.92299016261377,4416 15TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.25370540256965,44.929814659758044,4038 15TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25370540256965,44.930259845752026,4012 15TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.2537143857225,44.93171621582324,3932 15TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.2537143857225,44.933312456754656,3844 15TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.2537143857225,44.93383392824113,3814 15TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.2537143857225,44.93390388137303,3810 15TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.2537143857225,44.934005631230924,3804 15TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.2537323520282,44.93706440216068,3636 15TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25375031833387,44.93904202387164,3526 15TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25375031833387,44.93908017667545,3524 15TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25379523409808,44.94426236359419,3224 15TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25381320040377,44.94566115596201,3148 15TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25381320040377,44.94576288498649,3142 15TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25383116670945,44.948102602792375,3012 15TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25127995130256,44.94821068527778,3006 16TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25127995130256,44.94817253854145,3008 16TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25127995130256,44.948140749575174,3010 16TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25127995130256,44.94803266695808,3016 16TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25127995130256,44.94793094195607,3022 16TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25127995130256,44.947892795033844,3024 16TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25127995130256,44.94772113357008,3034 16TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25127995130256,44.94758126088671,3042 16TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25127995130256,44.947511324417206,3046 16TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25127995130256,44.94740959849128,3052 16TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25127096814973,44.94622066336565,3116 16TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.2512440186912,44.942183186502895,3346 16TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25119011977414,44.9338911626281,3810 16TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25119011977414,44.93403106866723,3802 16TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25119011977414,44.93399927187008,3804 16TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25119011977414,44.933961115690266,3806 16TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25119011977414,44.93185612716086,3922 16TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25118113662128,44.92825648160536,4120 16TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25118113662128,44.92632937015957,4232 16TH AVE S,8,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.25118113662128,44.92292019618918,4420 16TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.25118113662128,44.922570362788065,4440 16TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.25118113662128,44.92250675648626,4444 16TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.25118113662128,44.922468592671386,4446 16TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.25118113662128,44.92239862561159,4450 16TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.24991451207069,44.920592173841094,4550 17TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.24991451207069,44.92080208136472,4538 17TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.24991451207069,44.92278026308436,4428 17TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.24991451207069,44.922850229679376,4424 17TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.24992349522353,44.931919723110745,3918 17TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24992349522353,44.93195788064687,3916 17TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24992349522353,44.93198967857428,3914 17TH AVE S,8,Bancroft,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24993247837635,44.93511214929499,3744 17TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24993247837635,44.93538559587589,3728 17TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24996841098772,44.9412230517895,3404 17TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24997739414057,44.94242480727941,3330 17TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25001332675191,44.94800087791432,3018 17TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.25001332675191,44.948280620895176,3002 17TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24873771904848,44.9480390247647,3016 18TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24873771904848,44.94807081378734,3014 18TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24873771904848,44.94810896059128,3012 18TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24873771904848,44.94810896059128,3012 18TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24873771904848,44.948248831988735,3004 18TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24873771904848,44.946296959407256,3112 18TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24872873589565,44.94577560110186,3142 18TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24870178643712,44.9411849004096,3406 18TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24869280328429,44.9392772990913,3512 18TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24869280328429,44.93924550519904,3514 18TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24869280328429,44.93917555857408,3518 18TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24869280328429,44.93914376462549,3520 18TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24868382013143,44.93691814447396,3644 18TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.24868382013143,44.936816399776525,3650 18TH AVE S,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,00:00,Dana
-93.28679035448377,44.962628335638826,2002 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.28301743029051,44.93529656689949,3733 PLEASANT AVE S,8,King Field,Southwest,3,5,12/13/2016,00:00,Dana
-93.24864788752008,44.92681274412149,4204 18TH AVE S,8,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28679035448377,44.96260926706532,2004 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.2486299212144,44.92302196550589,4414 18TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28301743029051,44.93497860514272,3751 PLEASANT AVE S,8,King Field,Southwest,3,5,12/13/2016,00:00,Dana
-93.28679035448377,44.96259019848545,2006 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.2486299212144,44.92049040022025,4556 18TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28302641344332,44.93404378738117,3801 PLEASANT AVE S,8,King Field,Southwest,3,5,12/13/2016,00:00,Dana
-93.28679035448377,44.96248849928583,2018 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.2486299212144,44.91951718086656,4608 18TH AVE S,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28302641344332,44.93393567822298,3807 PLEASANT AVE S,8,King Field,Southwest,3,5,12/13/2016,00:00,Dana
-93.28679035448377,44.962475786873206,2020 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.2509655409531,44.92335907507979,1610 44TH ST E,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28302641344332,44.93376397502404,3817 PLEASANT AVE S,8,King Field,Southwest,3,5,12/13/2016,00:00,Dana
-93.25101943987015,44.92335907507979,1606 44TH ST E,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28679035448377,44.96177659984072,2102 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.28302641344332,44.933624068334225,3825 PLEASANT AVE S,8,King Field,Southwest,3,5,12/13/2016,00:00,Dana
-93.23189430747124,44.92151448906005,2818 45TH ST E,12,Ericsson,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28679035448377,44.96176388727034,2104 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.28302641344332,44.93358591190512,3827 PLEASANT AVE S,8,King Field,Southwest,3,5,12/13/2016,00:00,Dana
-93.28679933763662,44.96084221841323,2202 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.22156368170387,44.92153993202864,3510 45TH ST E,12,Ericsson,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28302641344332,44.93317254896486,3851 PLEASANT AVE S,8,King Field,Southwest,3,5,12/13/2016,00:00,Dana
-93.2804931643421,44.9449808384768,3153 FINDLEY PL,8,Lyndale,Powderhorn,3,5,12/13/2016,00:00,Dana
-93.28679933763662,44.96086128757407,2200 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.25180995732016,44.91793963996985,1558 47TH ST E,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.2813196144035,44.94576288498649,3145 PILLSBURY AVE S,8,Lyndale,Powderhorn,3,5,12/13/2016,00:00,Dana
-93.28679933763662,44.9607214469141,2216 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.25184588993154,44.91793963996985,1556 47TH ST E,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.2813196144035,44.94579467526965,3143 PILLSBURY AVE S,8,Lyndale,Powderhorn,3,5,12/13/2016,00:00,Dana
-93.28680832078949,44.960009525542574,2300 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.25190877200144,44.91793963996985,1552 47TH ST E,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.2813196144035,44.94572473662343,3147 PILLSBURY AVE S,8,Lyndale,Powderhorn,3,5,12/13/2016,00:00,Dana
-93.28680832078949,44.95999045609865,2302 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.25210640136393,44.91793963996985,1540 47TH ST E,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.2813196144035,44.94576288498649,3145 PILLSBURY AVE S,8,Lyndale,Powderhorn,3,5,12/13/2016,00:00,Dana
-93.25741544469307,44.91613304800208,1204 48TH ST E,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28680832078949,44.959850613316185,2318 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.2813196144035,44.9459790585649,3133 PILLSBURY AVE S,8,Lyndale,Powderhorn,3,5,12/13/2016,00:00,Dana
-93.2624819428955,44.91433912231266,810 49TH ST E,11,Northrop,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28680832078949,44.95903061923303,2402 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.2813196144035,44.94601084872834,3131 PILLSBURY AVE S,8,Lyndale,Powderhorn,3,5,12/13/2016,00:00,Dana
-93.24974383216671,44.9125006084488,1706 50TH ST E,11,Hale,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28680832078949,44.95889077411118,2410 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.28680832078949,44.9588589910814,2412 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.32808590809476,44.919676204763505,3819 46TH ST W,13,Linden Hills,Southwest,3,5,12/13/2016,00:00,Dana
-93.25862817032663,44.91185170716006,1126 50TH ST E,11,Hale,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28681730394231,44.958414026815966,2438 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.32794217764929,44.92148904608017,3807 45TH ST W,13,Linden Hills,Southwest,3,5,12/13/2016,00:00,Dana
-93.25331014384464,44.910706569365864,1506 51ST ST E,11,Hale,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28682628709517,44.95538182130731,2606 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.3280499754834,44.92870167967657,3819 41ST ST W,13,Linden Hills,Southwest,3,5,12/13/2016,00:00,Dana
-93.25246572747757,44.91071293130553,1520 51ST ST E,11,Hale,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28682628709517,44.955343679337126,2608 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.32352246645144,44.94497448033143,3507 32ND ST W,13,West Calhoun,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.25239386225486,44.91071293130553,1522 51ST ST E,11,Hale,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28682628709517,44.9550004004645,2628 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.25233098018495,44.91071293130553,1526 51ST ST E,11,Hale,Nokomis,2,6,12/12/2016,00:00,Dana
-93.32362128113267,44.9449808384768,3513 32ND ST W,13,West Calhoun,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.28682628709517,44.954968615279824,2630 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.32539096224241,44.944993554765404,3623 32ND ST W,13,West Calhoun,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.25110927139856,44.90618941446,5334 CHATEAU PL,11,Hale,Nokomis,2,6,12/12/2016,00:00,Dana
-93.28683527024799,44.954727047300985,2644 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.32543587800659,44.944993554765404,3627 32ND ST W,13,West Calhoun,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.28686221970652,44.95181543746342,2802 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.32648690688904,44.944993554765404,3723 32ND ST W,13,West Calhoun,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.28686221970652,44.951745506152974,2806 GARFIELD AVE S,10,Whittier,Powderhorn,2,3,12/12/2016,00:00,Dana
-93.32628927752651,44.944993554765404,3705 32ND ST W,13,West Calhoun,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.29453383223291,44.94650677299878,3102 EMERSON AVE S,10,South Uptown,Calhoun Isle,2,5,12/12/2016,00:00,Dana
-93.3249957035174,44.94653220489715,3121 CHOWEN AVE S,13,West Calhoun,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.27142916312535,44.960702377706795,2219 CLINTON AVE S,10,Whittier,Powderhorn,3,3,12/13/2016,00:00,Dana
-93.32498672036456,44.946792881205866,3107 CHOWEN AVE S,13,West Calhoun,Calhoun Isle,3,3,12/13/2016,00:00,Dana
-93.27142916312535,44.96002859498018,2303 CLINTON AVE S,10,Whittier,Powderhorn,3,3,12/13/2016,00:00,Dana
-93.22127622081295,44.94678016531585,3529 31ST ST W,2,Longfellow,Longfellow,3,6,12/13/2016,00:00,Dana
-93.27142916312535,44.95988239579668,2321 CLINTON AVE S,10,Whittier,Powderhorn,3,3,12/13/2016,00:00,Dana
-93.31200606450905,44.993428516940504,1404 SHERIDAN AVE N,5,Willard - Hay,Near North,2,1,12/12/2016,00:00,Dana
-93.27143814627819,44.956754915350295,2531 CLINTON AVE S,10,Whittier,Powderhorn,3,3,12/13/2016,00:00,Dana
-93.31200606450905,44.99351745574658,1414 SHERIDAN AVE N,5,Willard - Hay,Near North,2,1,12/12/2016,00:00,Dana
-93.27143814627819,44.95672313113744,2533 CLINTON AVE S,10,Whittier,Powderhorn,3,3,12/13/2016,00:00,Dana
-93.31200606450905,44.994343309497054,1510 SHERIDAN AVE N,5,Willard - Hay,Near North,2,1,12/12/2016,00:00,Dana
-93.27143814627819,44.95665320580719,2537 CLINTON AVE S,10,Whittier,Powderhorn,3,3,12/13/2016,00:00,Dana
-93.31200606450905,44.995378786229466,1610 SHERIDAN AVE N,5,Willard - Hay,Near North,2,1,12/12/2016,00:00,Dana
-93.27143814627819,44.95658328039173,2541 CLINTON AVE S,10,Whittier,Powderhorn,3,3,12/13/2016,00:00,Dana
-93.31200606450905,44.99551854239217,1618 SHERIDAN AVE N,5,Willard - Hay,Near North,2,1,12/12/2016,00:00,Dana
-93.27272273713447,44.954784260861565,2641 3RD AVE S,10,Whittier,Powderhorn,3,3,12/13/2016,00:00,Dana
-93.31200606450905,44.99583616876712,1636 SHERIDAN AVE N,5,Willard - Hay,Near North,2,1,12/12/2016,00:00,Dana
