Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Emergency,Date,Time
"5400 block of Chicago ave,Minneapolis,MN",44.904984999999996,-93.263136,11,Nokomis,Page,5,1,Armatage,02/24/2019,23:34
"19 15th Street West ,Minneapolis,MN",44.967532,-93.278758,7,Central,Loring Park,3,1,Armatage,02/24/2019,23:34
"2800 DUPONT AVE S,Minneapolis,MN",44.951238000000004,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Armatage,02/24/2019,23:35
"3400 Chicago ave s,Minneapolis,MN",44.941224,-93.26294,9,Powderhorn,Central,5,1,Armatage,02/24/2019,23:38
"4528 3RD AVE S,Minneapolis,MN",44.920524,-93.27311800000001,8,Nokomis,Regina,5,1,Armatage,02/24/2019,23:38
"5341 CHICAGO AVE S,Minneapolis,MN",44.905758,-93.262252,11,Nokomis,Hale,6,1,Armatage,02/24/2019,23:39
"2840 DUPONT AVE S,Minneapolis,MN",44.950444,-93.2932,10,Calhoun Isle,Lowry Hill East,3,1,Armatage,02/24/2019,23:41
"3824 CHICAGO AVE S,Minneapolis,MN",44.933375,-93.26280200000001,8,Powderhorn,Bryant,5,1,Armatage,02/24/2019,23:42
"101 15TH ST W,Minneapolis,MN",44.96772,-93.280101,7,Central,Loring Park,3,1,Armatage,02/24/2019,23:43
"10 W 15TH ST ,Minneapolis,MN",44.968068,-93.278238,7,Central,Loring Park,3,1,Armatage,02/24/2019,23:44
"20 W 15TH ST ,Minneapolis,MN",44.967978,-93.278769,7,Central,Loring Park,3,1,Armatage,02/24/2019,23:47
"3900 LYNDALE AVE N ,Minneapolis,MN",45.025889,-93.287685,4,Camden,Webber - Camden,1,1,Armatage,02/24/2019,23:47
"702 CENTRAL AVE NE,Minneapolis,MN",44.99173,-93.250978,3,University,Nicollet Island - East Bank,2,1,Armatage,02/24/2019,23:48
"3902 LYNDALE AVE N ,Minneapolis,MN",45.025934,-93.28774399999999,4,Camden,Webber - Camden,1,1,Armatage,02/24/2019,23:50
"513 CENTRAL AVE NE,Minneapolis,MN",44.991702000000004,-93.250915,3,University,Marcy Holmes,2,1,Armatage,02/24/2019,23:50
"2023 UNIVERSITY AVE NE,Minneapolis,MN",45.009237,-93.262822,1,Northeast,Holland,2,1,Armatage,02/24/2019,23:58
"1808 UNIVERSITY AVE NE,Minneapolis,MN",45.00694,-93.263409,3,Northeast,Bottineau,2,1,Armatage,02/25/2019,00:00
"2820 DUPONT AVE S,Minneapolis,MN",44.951192,-93.29379899999999,10,Calhoun Isle,Lowry Hill East,3,1,Armatage,02/25/2019,00:00
"1299 COMO AVE SE,Minneapolis,MN",44.988046999999995,-93.232646,2,University,Como,4,1,Armatage,02/25/2019,00:03
"5200 BRYANT AVE N ,Minneapolis,MN",45.049456,-93.291165,4,Camden,Lind - Bohanon,1,1,Armatage,02/25/2019,00:03
"4700 BRYANT AVE N ,Minneapolis,MN",45.040422,-93.291175,4,Camden,Lind - Bohanon,1,1,Armatage,02/25/2019,00:03
"2142 COMO AVE SE,Minneapolis,MN",44.987689,-93.221694,2,University,Como,4,1,Armatage,02/25/2019,00:03
"10 15TH ST E,Minneapolis,MN",44.968303999999996,-93.27717,7,Central,Loring Park,3,1,Armatage,02/25/2019,00:04
"1808 university ave ne,Minneapolis,MN",45.00694,-93.263409,3,Northeast,Bottineau,2,1,Armatage,02/25/2019,00:08
"1731 university ave ne,Minneapolis,MN",45.006209000000005,-93.26283199999999,1,Northeast,Holland,2,1,Armatage,02/25/2019,00:09
"3600 Bloomington Ave,Minneapolis,MN",44.937615,-93.252725,9,Powderhorn,Powderhorn Park,6,1,Armatage,02/25/2019,00:09
"10 15TH ST E,Minneapolis,MN",44.968303999999996,-93.27717,7,Central,Loring Park,3,1,Armatage,02/25/2019,00:11
"45 UNIVERSITY AVE NE,Minneapolis,MN",44.988412,-93.25668,3,University,Nicollet Island - East Bank,2,1,Armatage,02/25/2019,00:11
"1095 18th Ave SE,Minneapolis,MN",44.990664,-93.22725200000001,1,University,Como,4,1,Armatage,02/25/2019,00:13
"500 East 15th Street,Minneapolis,MN",44.968301000000004,-93.268698,7,Central,Elliot Park,3,1,Armatage,02/25/2019,00:15
"2300 2nd st n,Minneapolis,MN",45.003058,-93.27931600000001,5,Near North,Hawthorne,1,1,Armatage,02/25/2019,00:18
"600 2nd st n,Minneapolis,MN",44.988062,-93.274558,3,Central,North Loop,1,1,Armatage,02/25/2019,00:19
"3117 CENTRAL AVE NE,Minneapolis,MN",45.024591,-93.246895,1,Northeast,Audubon Park,2,1,Armatage,02/25/2019,00:19
"500 15th Street East,Minneapolis,MN",44.968301000000004,-93.268698,7,Central,Elliot Park,3,1,Armatage,02/25/2019,00:21
"2500 2ND ST N ,Minneapolis,MN",45.00496,-93.27964300000001,5,Near North,Hawthorne,1,1,Armatage,02/25/2019,00:21
"1100 7th st no,Minneapolis,MN",44.97071,-93.256822,6,Central,Elliot Park,3,1,Armatage,02/25/2019,00:22
"400 2nd st n,Minneapolis,MN",44.986174,-93.272446,3,Central,North Loop,3,1,Armatage,02/25/2019,00:24
"3220 Bloomington Ave S,Minneapolis,MN",44.94401,-93.25274499999999,9,Powderhorn,Powderhorn Park,6,1,Armatage,02/25/2019,00:30
"3541 Bloomington Ave S,Minneapolis,MN",44.938326,-93.252096,9,Powderhorn,Powderhorn Park,6,1,Armatage,02/25/2019,00:33
"500 e 15th,Minneapolis,MN",44.968301000000004,-93.268698,7,Central,Elliot Park,3,1,Armatage,02/25/2019,00:34
"2600 2nd St N,Minneapolis,MN",45.00627,-93.27951,5,Near North,Hawthorne,1,1,Armatage,02/25/2019,00:34
"3000 4TH AVE S,Minneapolis,MN",44.948333,-93.270289,9,Powderhorn,Central,5,1,Armatage,02/25/2019,00:35
"516 E 15TH ST,Minneapolis,MN",44.968302,-93.26843199999999,7,Central,Elliot Park,3,1,Armatage,02/25/2019,00:35
"4300 BLOOMINGTON AVE S,Minneapolis,MN",44.925005,-93.252725,11,Nokomis,Northrop,6,1,Armatage,02/25/2019,00:35
"361 W 15TH ST ,Minneapolis,MN",44.967755,-93.284042,7,Central,Loring Park,3,1,Armatage,02/25/2019,00:36
"510 E 15TH ST,Minneapolis,MN",44.968302,-93.268487,7,Central,Elliot Park,3,1,Armatage,02/25/2019,00:38
"600 EAST 15TH STREET,Minneapolis,MN",44.968057,-93.267635,6,Central,Elliot Park,3,1,Armatage,02/25/2019,00:39
"122 3rd Ave.SE,Minneapolis,MN",44.984315,-93.25289699999999,3,University,Marcy Holmes,4,1,Armatage,02/25/2019,00:42
"600 E 15TH ST ,Minneapolis,MN",44.968057,-93.267635,6,Central,Elliot Park,3,1,Armatage,02/25/2019,00:45
"2400 block 2nd st n ,Minneapolis,MN",45.00393,-93.279416,5,Near North,Hawthorne,1,1,Armatage,02/25/2019,00:48
"93 grant st,Minneapolis,MN",44.969819,-93.27770100000001,7,Central,Loring Park,3,1,Armatage,02/25/2019,00:50
"2400 block 2nd st n ,Minneapolis,MN",45.00393,-93.279416,5,Near North,Hawthorne,1,1,Armatage,02/25/2019,00:50
"4300 BLOOMINGTON AVE S,Minneapolis,MN",44.925005,-93.252725,11,Nokomis,Northrop,6,1,Armatage,02/25/2019,00:50
"5100 BRYANT AVE N ,Minneapolis,MN",45.047684000000004,-93.291219,4,Camden,Lind - Bohanon,1,1,Armatage,02/25/2019,00:52
"500 UNIVERSITY AVE SE,Minneapolis,MN",44.984477000000005,-93.249027,3,University,Marcy Holmes,4,1,Armatage,02/25/2019,00:52
"4200 BLOOMINGTON AVE S,Minneapolis,MN",44.926606,-93.252843,8,Nokomis,Northrop,6,1,Armatage,02/25/2019,00:53
"13TH & COMO AVE SE,Minneapolis,MN",44.985263,-93.23304399999999,3,University,Marcy Holmes,4,1,Armatage,02/25/2019,00:54
"3300 2nd st n,Minneapolis,MN",45.014928999999995,-93.28085300000001,4,Camden,McKinley,1,1,Armatage,02/25/2019,01:03
"3300 2nd st n,Minneapolis,MN",45.014928999999995,-93.28085300000001,4,Camden,McKinley,1,1,Armatage,02/25/2019,01:05
"705 2nd st ne,Minneapolis,MN",44.995467,-93.26293000000001,3,Northeast,St. Anthony West,2,1,Armatage,02/25/2019,01:05
"705 2nd st ne,Minneapolis,MN",44.995467,-93.26293000000001,3,Northeast,St. Anthony West,2,1,Armatage,02/25/2019,01:07
"601 se main st,Minneapolis,MN",44.981962,-93.248136,3,University,Marcy Holmes,4,1,Armatage,02/25/2019,01:07
"4400 Bloomington ave,Minneapolis,MN",44.923145,-93.252764,11,Nokomis,Northrop,6,1,Armatage,02/25/2019,01:08
"705 2nd st ne,Minneapolis,MN",44.995467,-93.26293000000001,3,Northeast,St. Anthony West,2,1,Armatage,02/25/2019,01:08
"3000 4th ave s,Minneapolis,MN",44.948333,-93.270289,9,Powderhorn,Central,5,1,Armatage,02/25/2019,01:09
"1408 LASALLE AVE S,Minneapolis,MN",44.968692,-93.27933399999999,7,Central,Loring Park,3,1,Armatage,02/25/2019,01:12
"1421 LaSalle Avenue s,Minneapolis,MN",44.968092,-93.27902399999999,7,Central,Loring Park,3,1,Armatage,02/25/2019,01:12
"620 E 15TH ST,Minneapolis,MN",44.968323999999996,-93.266494,7,Central,Elliot Park,3,1,Armatage,02/25/2019,01:12
"705 2nd st ne,Minneapolis,MN",44.995467,-93.26293000000001,3,Northeast,St. Anthony West,2,1,Armatage,02/25/2019,01:12
"705 2nd st ne,Minneapolis,MN",44.995467,-93.26293000000001,3,Northeast,St. Anthony West,2,1,Armatage,02/25/2019,01:14
"623 e 15th,Minneapolis,MN",44.967884999999995,-93.266412,6,Central,Elliot Park,3,1,Armatage,02/25/2019,01:15
"3300 2ND ST N ,Minneapolis,MN",45.014928999999995,-93.28085300000001,4,Camden,McKinley,1,1,Armatage,02/25/2019,01:22
"2500 blk hennp ave,Minneapolis,MN",44.957183,-93.295935,7,Calhoun Isle,East Isles,3,1,Armatage,02/25/2019,01:23
"2600 PLYMOUTH AVE N ,Minneapolis,MN",44.991753,-93.31353,5,Near North,Willard - Hay,1,1,Armatage,02/25/2019,01:23
"6000 Nicollet ave s,Minneapolis,MN",44.893754,-93.27810600000001,11,Southwest,Windom,5,1,Armatage,02/25/2019,01:23
"2600 plymouth ave n ,Minneapolis,MN",44.991753,-93.31353,5,Near North,Willard - Hay,1,1,Armatage,02/25/2019,01:26
"2400 HENNEPIN AVE ,Minneapolis,MN",44.958967,-93.29468100000001,7,Calhoun Isle,East Isles,3,1,Armatage,02/25/2019,01:27
"401 UNIVERSITY AVE SE,Minneapolis,MN",44.985253,-93.25032399999999,3,University,Marcy Holmes,4,1,Armatage,02/25/2019,01:29
"1408 LASALLE AVE ,Minneapolis,MN",44.968692,-93.27933399999999,7,Central,Loring Park,3,1,Armatage,02/25/2019,01:32
"3515 BLOOMINGTON AVE S,Minneapolis,MN",44.939035,-93.252112,9,Powderhorn,Powderhorn Park,6,1,Armatage,02/25/2019,01:32
"500 UNIVERSITY AVE SE,Minneapolis,MN",44.984477000000005,-93.249027,3,University,Marcy Holmes,4,1,Armatage,02/25/2019,01:32
"3000 4TH AVE S,Minneapolis,MN",44.948333,-93.270289,9,Powderhorn,Central,5,1,Armatage,02/25/2019,01:34
"5101 BRYANT AVE N ,Minneapolis,MN",45.047703000000006,-93.291815,4,Camden,Lind - Bohanon,1,1,Armatage,02/25/2019,01:36
"601 UNIVERSITY AVE SE,Minneapolis,MN",44.984046,-93.247288,3,University,Marcy Holmes,4,1,Armatage,02/25/2019,01:36
"705 2ND ST NE,Minneapolis,MN",44.995467,-93.26293000000001,3,Northeast,St. Anthony West,2,1,Armatage,02/25/2019,01:38
"705 2ND ST NE,Minneapolis,MN",44.995467,-93.26293000000001,3,Northeast,St. Anthony West,2,1,Armatage,02/25/2019,01:40
"1423 LASALLE AVE ,Minneapolis,MN",44.968036,-93.27902399999999,7,Central,Loring Park,3,1,Armatage,02/25/2019,01:42
"1450 LASALLE AVE S,Minneapolis,MN",44.968242,-93.279335,7,Central,Loring Park,3,1,Armatage,02/25/2019,01:46
"1505 LASALLE AVE,Minneapolis,MN",44.967331,-93.27898499999999,7,Central,Loring Park,3,1,Armatage,02/25/2019,01:49
"3545 BLOOMINGTON AVE S,Minneapolis,MN",44.938216,-93.252096,9,Powderhorn,Powderhorn Park,6,1,Armatage,02/25/2019,01:50
"3200 MINNEHAHA AVE S,Minneapolis,MN",44.944599,-93.23192900000001,9,Longfellow,Longfellow,6,1,Armatage,02/25/2019,01:51
"600 4TH ST SE,Minneapolis,MN",44.984905,-93.246872,3,University,Marcy Holmes,4,1,Armatage,02/25/2019,01:53
"3300 2ND ST N ,Minneapolis,MN",45.014928999999995,-93.28085300000001,4,Camden,McKinley,1,1,Armatage,02/25/2019,01:56
"3100 4TH AVE S,Minneapolis,MN",44.946507000000004,-93.270646,9,Powderhorn,Central,5,1,Armatage,02/25/2019,01:58
"3200 MINNEHAHA AVE S,Minneapolis,MN",44.944599,-93.23192900000001,9,Longfellow,Longfellow,6,1,Armatage,02/25/2019,02:03
"2009 2ND ST NE,Minneapolis,MN",45.008921,-93.26592099999999,3,Northeast,Bottineau,2,1,Armatage,02/25/2019,02:05
"3500 MINNEHAHA AVE S,Minneapolis,MN",44.939407,-93.228061,12,Longfellow,Howe,6,1,Armatage,02/25/2019,02:05
"621 E 15TH ST ,Minneapolis,MN",44.967862,-93.266593,6,Central,Elliot Park,3,1,Armatage,02/25/2019,02:05
"1420 LASALLE AVE S,Minneapolis,MN",44.968563,-93.279335,7,Central,Loring Park,3,1,Armatage,02/25/2019,02:06
"1554 LASALLE AVE,Minneapolis,MN",44.966489,-93.27963299999999,7,Central,Loring Park,3,1,Armatage,02/25/2019,02:06
"1420 LASALLE AVE ,Minneapolis,MN",44.968563,-93.279335,7,Central,Loring Park,3,1,Armatage,02/25/2019,02:07
"3400 2ND ST N ,Minneapolis,MN",45.0167,-93.281018,4,Camden,McKinley,1,1,Armatage,02/25/2019,02:08
"1205 2ND ST NE,Minneapolis,MN",44.999946,-93.265895,3,Northeast,Sheridan,2,1,Armatage,02/25/2019,02:08
"5100 BRYANT AVE N ,Minneapolis,MN",45.047684000000004,-93.291219,4,Camden,Lind - Bohanon,1,1,Armatage,02/25/2019,02:10
"700 UNIVERSITY AVE SE,Minneapolis,MN",44.98304,-93.246128,3,University,Marcy Holmes,4,1,Armatage,02/25/2019,02:13
"20 2ND ST NE,Minneapolis,MN",44.987596999999994,-93.258916,3,University,Nicollet Island - East Bank,2,1,Armatage,02/25/2019,02:16
"3400 MINNEHAHA AVE S,Minneapolis,MN",44.941144,-93.229407,12,Longfellow,Howe,6,1,Armatage,02/25/2019,02:17
"201 UUNIVERSITY AVE SE,Minneapolis,MN",44.986224,-93.253434,3,University,Marcy Holmes,4,1,Armatage,02/25/2019,02:20
"203 2ND ST NE,Minneapolis,MN",44.989962,-93.259147,3,Northeast,St. Anthony West,2,1,Armatage,02/25/2019,02:21
"3700 PENN AVE N ,Minneapolis,MN",45.022425,-93.307887,4,Camden,Folwell,1,1,Armatage,02/25/2019,02:23
"1524 LASALLE AVE ,Minneapolis,MN",44.966848999999996,-93.279706,7,Central,Loring Park,3,1,Armatage,02/25/2019,02:25
"1502 LASALLE AVE,Minneapolis,MN",44.967407,-93.279635,7,Central,Loring Park,3,1,Armatage,02/25/2019,02:25
"640 E 15TH ST ,Minneapolis,MN",44.968325,-93.26609,7,Central,Elliot Park,3,1,Armatage,02/25/2019,02:27
"3000 MINNEHAHA AVE S,Minneapolis,MN",44.948122999999995,-93.234874,9,Longfellow,Longfellow,6,1,Armatage,02/25/2019,02:29
"1101 VAN WHITE MEMORIAL ,Minneapolis,MN",44.989251,-93.29346899999999,5,Near North,Near - North,1,1,Armatage,02/25/2019,02:30
"600 E 15TH ST ,Minneapolis,MN",44.968057,-93.267635,6,Central,Elliot Park,3,1,Armatage,02/25/2019,02:30
"1827 LASALLE AVE ,Minneapolis,MN",44.964608,-93.279055,7,Central,Steven's Square - Loring Heights,3,1,Armatage,02/25/2019,02:31
"601UNIVERSITY AVE SE,Minneapolis,MN",44.984046,-93.247288,3,University,Marcy Holmes,4,1,Armatage,02/25/2019,02:31
"6000 NICOLLET AVE S,Minneapolis,MN",44.893754,-93.27810600000001,11,Southwest,Windom,5,1,Armatage,02/25/2019,02:33
"601 UNIVERSITY AVE SE,Minneapolis,MN",44.984046,-93.247288,3,University,Marcy Holmes,4,1,Armatage,02/25/2019,02:35
"1420 LASALLE AVE S,Minneapolis,MN",44.968563,-93.279335,7,Central,Loring Park,3,1,Armatage,02/25/2019,02:41
"1423 LASALLE AVE,Minneapolis,MN",44.968036,-93.27902399999999,7,Central,Loring Park,3,1,Armatage,02/25/2019,02:50
"1102 Van White Memorial blvd,Minneapolis,MN",44.982240999999995,-93.294516,5,Near North,Sumner - Glenwood,3,1,Armatage,02/25/2019,02:50
"636 E 15TH ST ,Minneapolis,MN",44.968325,-93.26615699999999,7,Central,Elliot Park,3,1,Armatage,02/25/2019,02:51
"600 UNIVERSITY AVE SE,Minneapolis,MN",44.983581,-93.24761,3,University,Marcy Holmes,4,1,Armatage,02/25/2019,02:52
"3700 MINNEHAHA AVE S,Minneapolis,MN",44.935761,-93.225548,12,Longfellow,Howe,6,1,Armatage,02/25/2019,02:54
"3700 MINNEHAHA AVE S,Minneapolis,MN",44.935761,-93.225548,12,Longfellow,Howe,6,1,Armatage,02/25/2019,02:58
"3435 MINNEHAHA AVE S,Minneapolis,MN",44.940498999999996,-93.2281,12,Longfellow,Howe,6,1,Armatage,02/25/2019,02:58
"2131 BLAISDELL AVE S,Minneapolis,MN",44.961065000000005,-93.279111,10,Powderhorn,Whittier,3,1,Armatage,02/25/2019,03:00
"1100 van white memoral blvd,Minneapolis,MN",44.988817,-93.292063,5,Near North,Sumner - Glenwood,1,1,Armatage,02/25/2019,03:00
"3724 MINNEHAHA AVE S,Minneapolis,MN",44.935190999999996,-93.225077,12,Longfellow,Howe,6,1,Armatage,02/25/2019,03:01
"3000 SNELLING AVE S,Minneapolis,MN",44.948135,-93.236386,9,Longfellow,Longfellow,6,1,Armatage,02/25/2019,03:01
"1100 VAN WHITE MEMORIAL ,Minneapolis,MN",44.988817,-93.292063,5,Near North,Sumner - Glenwood,1,1,Armatage,02/25/2019,03:02
"3700 PENN AVE N ,Minneapolis,MN",45.022425,-93.307887,4,Camden,Folwell,1,1,Armatage,02/25/2019,03:03
"1123 WASHINGTON ST NE,Minneapolis,MN",44.99944,-93.257244,1,Northeast,Logan Park,2,1,Armatage,02/25/2019,03:06
"1103 Van White Memorial blvd,Minneapolis,MN",44.989346000000005,-93.293626,5,Near North,Near - North,1,1,Armatage,02/25/2019,03:10
"1123 WASHINGTON ST NE,Minneapolis,MN",44.99944,-93.257244,1,Northeast,Logan Park,2,1,Armatage,02/25/2019,03:10
"2115 BLAISDELL AVE S,Minneapolis,MN",44.961328,-93.279073,10,Powderhorn,Whittier,3,1,Armatage,02/25/2019,03:11
