Longitude,Latitude,Location,Ward,Neighborhood,Community,Day,Tow_Zone,Date,Time,Emergency
-93.29691436773581,44.951669217353505,2819 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.249330607136,44.96843124371021,1625 6TH ST S,6,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.26508705721945,45.03108175289258,3443 2 1/2 ST NE,1,Columbia Park,Northeast,3,2,01/13/2017,00:00,Jane
-93.26508705721945,45.031196027605574,3451 2 1/2 ST NE,1,Columbia Park,Northeast,3,2,01/13/2017,00:00,Jane
-93.25674170823,44.96375337025837,1913 13TH AVE S,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.30577175643722,45.01335371272665,3205 NEWTON AVE N,4,Folwell,Camden,3,1,01/13/2017,00:00,Jane
-93.25752324252718,44.94957123562922,2929 12TH AVE S,9,Midtown Phillips,Phillips,3,3,01/13/2017,00:00,Jane
-93.27889416313637,44.910452091201975,39 ELMWOOD PL W,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.25106435563437,44.95979976131079,2327 16TH AVE S,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.25674170823,44.96377879451464,1911 13TH AVE S,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.22572288146937,44.89985207492285,5737 BOSSEN TERR,11,Wenonah,Nokomis,3,6,01/13/2017,00:00,Jane
-93.29286296580445,45.00146421612981,1017 22ND AVE N,5,Hawthorne,Near North,3,1,01/13/2017,00:00,Jane
-93.30577175643722,45.01373474551926,3227 NEWTON AVE N,4,Folwell,Camden,3,1,01/13/2017,00:00,Jane
-93.29691436773581,44.9516946469646,2817 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.2833498069456,44.91201075227138,5013 GLADSTONE AVE S,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.22579474669209,44.899813896061794,5739 BOSSEN TERR,11,Wenonah,Nokomis,3,6,01/13/2017,00:00,Jane
-93.21922806196515,44.97382684945811,2600 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.29691436773581,44.951720076564435,2815 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.25106435563437,44.959850613316185,2321 16TH AVE S,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.2833228574871,44.911947134279664,5015 GLADSTONE AVE S,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.2895122497947,44.904757847633974,5417 ALDRICH AVE S,13,Kenny,Southwest,3,5,01/13/2017,00:00,Jane
-93.21909331467255,44.97386497914119,2607 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.29691436773581,44.95175186354835,2813 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.28326895857005,44.91188351621753,5017 GLADSTONE AVE S,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.25673272507713,44.965069060723465,1805 13TH AVE S,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.22586661191481,44.899782080324876,5741 BOSSEN TERR,11,Wenonah,Nokomis,3,6,01/13/2017,00:00,Jane
-93.30577175643722,45.01754493401085,3439 NEWTON AVE N,4,Folwell,Camden,3,1,01/13/2017,00:00,Jane
-93.29072497542823,44.95369719345664,907 27TH ST W,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.31367693093748,44.90096561388405,5633 THOMAS AVE S,13,Armatage,Southwest,3,5,01/13/2017,00:00,Jane
-93.25752324252718,44.94953944743757,2931 12TH AVE S,9,Midtown Phillips,Phillips,3,3,01/13/2017,00:00,Jane
-93.25106435563437,44.959869682806605,2319 16TH AVE S,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.28322404280584,44.91181989808497,5019 GLADSTONE AVE S,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.2262169548756,44.89961027504133,5751 BOSSEN TERR,11,Wenonah,Nokomis,3,6,01/13/2017,00:00,Jane
-93.25752324252718,44.949507659228296,2933 12TH AVE S,9,Midtown Phillips,Phillips,3,3,01/13/2017,00:00,Jane
-93.25106435563437,44.95988875229067,2317 16TH AVE S,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.28316116073593,44.911762641705465,5021 GLADSTONE AVE S,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.31367693093748,44.90144920123045,5605 THOMAS AVE S,13,Armatage,Southwest,3,5,01/13/2017,00:00,Jane
-93.28309827866606,44.911705385268924,5023 GLADSTONE AVE S,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.30711024621056,44.99629354765411,2111 17TH AVE N,5,Willard - Hay,Near North,3,1,01/13/2017,00:00,Jane
-93.25752324252718,44.94947587100143,2935 12TH AVE S,9,Midtown Phillips,Phillips,3,3,01/13/2017,00:00,Jane
-93.29691436773581,44.95320768854464,2729 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.23247821240592,44.94290804578181,2771 33RD ST E,9,Longfellow,Longfellow,3,6,01/13/2017,00:00,Jane
-93.28302641344332,44.91165449061077,5025 GLADSTONE AVE S,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.27802279731077,44.90512687715962,3 54TH ST E,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.29691436773581,44.95324583193453,2727 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.25105537248152,44.960708734109936,2221 16TH AVE S,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.30577175643722,45.017824337856254,3455 NEWTON AVE N,4,Folwell,Camden,3,1,01/13/2017,00:00,Jane
-93.28294556506776,44.91160359590754,5027 GLADSTONE AVE S,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.2187789043231,44.97373788009902,2631 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.25752324252718,44.94931057193789,2945 12TH AVE S,9,Midtown Phillips,Phillips,3,3,01/13/2017,00:00,Jane
-93.27797788154655,44.90513323971688,7 54TH ST E,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.29691436773581,44.95327761807339,2725 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.28287369984501,44.911552701159245,5029 GLADSTONE AVE S,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.21872500540606,44.9737188152184,2635 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.2779239826295,44.90513323971688,11 54TH ST E,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.22558813417673,44.95461262000872,2651 32ND AVE S,2,Seward,Longfellow,3,4,01/13/2017,00:00,Jane
-93.30061542670641,45.00229630714797,1601 22ND AVE N,5,Jordan,Near North,3,1,01/13/2017,00:00,Jane
-93.21869805594751,44.97370610529447,2637 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.277897033171,44.90513323971688,13 54TH ST E,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.29691436773581,44.9543329078893,2641 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.25395693084921,44.965119908058526,1801 15TH AVE S,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.24217103432156,45.0172337781239,2723 FILLMORE ST NE,1,Audubon Park,Northeast,3,2,01/13/2017,00:00,Jane
-93.21868008964184,44.97369339536771,2639 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.27787008371249,44.90513323971688,15 54TH ST E,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.29691436773581,44.95334754751696,2721 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.2510374061758,44.9616367614117,2121 16TH AVE S,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.31046994537319,45.03741095859418,4541 QUEEN AVE N,4,Victory,Camden,3,1,01/13/2017,00:00,Jane
-93.2510374061758,44.96161769250861,2123 16TH AVE S,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.21773685859353,44.973318451261285,2701 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.27777126903122,44.90513323971688,23 54TH ST E,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.29691436773581,44.95437105053133,2637 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.22557915102388,44.955089398887914,2625 32ND AVE S,2,Seward,Longfellow,3,4,01/13/2017,00:00,Jane
-93.217709909135,44.973305741248616,2703 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.29691436773581,44.95303604297638,2739 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.28367320044788,45.01845934152545,311 35TH AVE N,4,McKinley,Camden,3,1,01/13/2017,00:00,Jane
-93.2510374061758,44.96168761178896,2115 16TH AVE S,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.24217103432156,45.01872604096657,2805 FILLMORE ST NE,1,Audubon Park,Northeast,3,2,01/13/2017,00:00,Jane
-93.2764148129522,44.90513960227343,127 54TH ST E,11,Tangletown,Southwest,3,5,01/13/2017,00:00,Jane
-93.29691436773581,44.95307418648035,2737 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.25102842302297,44.96253934890817,2013 16TH AVE S,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.22035095607029,44.8992221204736,5741 36TH AVE S,12,Morris Park,Nokomis,3,6,01/13/2017,00:00,Jane
-93.30706533044636,45.02123422493133,3643 OLIVER AVE N,4,Folwell,Camden,3,1,01/13/2017,00:00,Jane
-93.31681205127904,44.998034095037326,2929 18TH AVE N,5,Willard - Hay,Near North,3,1,01/13/2017,00:00,Jane
-93.29691436773581,44.95310597271431,2735 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.25102842302297,44.962526636506816,2015 16TH AVE S,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.21768295967645,44.97329938624122,2705 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.29691436773581,44.9531441161718,2733 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.24715668414845,44.96769399550057,1805 6TH ST S,6,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.24957315226273,44.96853293237477,1603 6TH ST S,6,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.29691436773581,44.95355097814101,2709 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.24218001747442,45.02261209189249,3017 FILLMORE ST NE,1,Audubon Park,Northeast,3,2,01/13/2017,00:00,Jane
-93.2176649933708,44.973286676224326,2707 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.28534406687635,45.01845934152545,423 35TH AVE N,4,McKinley,Camden,3,1,01/13/2017,00:00,Jane
-93.30705634729351,45.020853242039344,3621 OLIVER AVE N,4,Folwell,Camden,3,1,01/13/2017,00:00,Jane
-93.21763804391226,44.97328032121485,2709 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.24721956621832,44.96769399550057,1801 6TH ST S,6,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.29691436773581,44.95351919215353,2711 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.28352048684957,45.00364287158878,307 24TH AVE N,5,Hawthorne,Near North,3,1,01/13/2017,00:00,Jane
-93.22159961431524,44.94769570219846,3043 35TH AVE S,2,Longfellow,Longfellow,3,6,01/13/2017,00:00,Jane
-93.31822240627514,44.997976924612686,2813 18TH AVE N,5,Willard - Hay,Near North,3,1,01/13/2017,00:00,Jane
-93.24353647355343,45.01222330052524,1115 24TH AVE NE,1,Windom Park,Northeast,3,2,01/13/2017,00:00,Jane
-93.21759312814804,44.9732612561821,2713 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.29691436773581,44.95334754751696,2721 GIRARD AVE S,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.28936851934921,44.965348720508544,805 SUMMIT AVE S,7,Lowry Hill,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.2440305469597,44.967700351129075,2001 6TH ST S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.21756617868955,44.97324854615676,2715 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.24399461434831,44.967700351129075,2003 6TH ST S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.31301217762724,45.03855356907833,4607 SHERIDAN AVE N,4,Victory,Camden,3,1,01/13/2017,00:00,Jane
-93.26696453616327,44.965170755348524,627 18TH ST E,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.30702939783501,45.01388080741757,3235 OLIVER AVE N,4,Folwell,Camden,3,1,01/13/2017,00:00,Jane
-93.217539229231,44.97324219114303,2717 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.21752126292532,44.97322948111345,2719 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.2438778333614,44.967700351129075,2011 6TH ST S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.30702939783501,45.013601384330215,3219 OLIVER AVE N,4,Folwell,Camden,3,1,01/13/2017,00:00,Jane
-93.24384190075004,44.967700351129075,2013 6TH ST S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.32389975887078,44.913550286197996,4941 BEARD AVE S,13,Fulton,Southwest,3,5,01/13/2017,00:00,Jane
-93.31824935573364,44.997976924612686,2811 18TH AVE N,5,Willard - Hay,Near North,3,1,01/13/2017,00:00,Jane
-93.24381495129153,44.967700351129075,2015 6TH ST S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.32389975887078,44.913582094315345,4939 BEARD AVE S,13,Fulton,Southwest,3,5,01/13/2017,00:00,Jane
-93.21649718350143,44.97281640361909,2805 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.24375206922159,44.967700351129075,2019 6TH ST S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.21647023404293,44.97281004855747,2807 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.21917416304814,44.965583887908906,825 THORNTON ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.25932885624826,44.96511355214411,1023 18TH ST E,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.30699346522364,45.006450229630566,2623 OLIVER AVE N,5,Jordan,Near North,3,1,01/13/2017,00:00,Jane
-93.24372511976307,44.967700351129075,2021 6TH ST S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.24368918715172,44.967700351129075,2023 6TH ST S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.29291686472149,45.004773453138256,1021 25TH AVE N,5,Hawthorne,Near North,3,1,01/13/2017,00:00,Jane
-93.21632650359743,44.97275285297127,2819 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.23157989712179,45.024116913314295,2031 31ST AVE NE,1,Waite Park,Northeast,3,2,01/13/2017,00:00,Jane
-93.21630853729178,44.97274014283325,2821 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.21628158783324,44.972733787763175,2823 4TH ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.29326720768229,44.96088035672857,1113 22ND ST W,7,East Isles,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.24550378402564,45.013874456908,2539 POLK ST NE,1,Audubon Park,Northeast,3,2,01/13/2017,00:00,Jane
-93.21108932549105,44.932422128639146,4331 39TH AVE S,12,Howe,Longfellow,3,6,01/13/2017,00:00,Jane
-93.21917416304814,44.966047864006526,803 THORNTON ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.29071599227541,44.95000355328797,905 29TH ST W,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.29074294173391,44.95000355328797,907 29TH ST W,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.3135511667977,44.92318097970231,4403 THOMAS AVE S,13,Linden Hills,Southwest,3,5,01/13/2017,00:00,Jane
-93.24550378402564,45.01384270434958,2537 POLK ST NE,1,Audubon Park,Northeast,3,2,01/13/2017,00:00,Jane
-93.31358709940909,44.92322550359845,4401 THOMAS AVE S,13,Linden Hills,Southwest,3,5,01/13/2017,00:00,Jane
-93.28368218360073,45.02026271354666,311 36TH AVE N,4,McKinley,Camden,3,1,01/13/2017,00:00,Jane
-93.21920111250665,44.96625124960597,801 THORNTON ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.2229021714772,44.93946806207521,3505 34TH AVE S,12,Howe,Longfellow,3,6,01/13/2017,00:00,Jane
-93.29078785749813,44.95000355328797,911 29TH ST W,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.23291838689512,44.96633387479976,719 27TH AVE S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.22288420517155,44.93702624801745,3637 34TH AVE S,12,Howe,Longfellow,3,6,01/13/2017,00:00,Jane
-93.23291838689512,44.966308451675886,721 27TH AVE S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.29084175641516,44.95000355328797,915 29TH ST W,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.24558463240123,44.96658174966705,1903 7TH ST S,6,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.3010556011956,44.956621421538,1633 26TH ST W,7,East Isles,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.2217613110664,44.965831766017,815 SUPERIOR ST,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.29822590805064,44.97939351483924,247 HUMBOLDT AVE N,5,Harrison,Near North,3,3,01/13/2017,00:00,Jane
-93.23291838689512,44.96628302854074,723 27TH AVE S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.29085972272085,44.95000355328797,917 29TH ST W,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.2297922497064,44.96389320352833,913 29TH AVE S,6,Seward,Longfellow,3,4,01/13/2017,00:00,Jane
-93.23291838689512,44.96623218223665,727 27TH AVE S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.29088667217937,44.95000355328797,919 29TH ST W,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.2454948008728,44.96658174966705,1909 7TH ST S,6,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.31916563732344,44.917882389687406,3121 47TH ST W,13,Fulton,Southwest,3,5,01/13/2017,00:00,Jane
-93.25362455419409,44.96370887778283,1513 19TH ST E,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.2490700957036,45.0150238876689,2601 JACKSON ST NE,1,Holland,Northeast,3,2,01/13/2017,00:00,Jane
-93.27158187672363,44.90450970575885,5433 CLINTON AVE S,11,Page,Nokomis,3,5,01/13/2017,00:00,Jane
-93.23420297775145,45.03045323789272,1831 34TH AVE NE,1,Waite Park,Northeast,3,2,01/13/2017,00:00,Jane
-93.24546785141428,44.96658174966705,1911 7TH ST S,6,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.2297922497064,44.96390591562688,911 29TH AVE S,6,Seward,Longfellow,3,4,01/13/2017,00:00,Jane
-93.22425862755621,44.94070164740323,3437 33RD AVE S,12,Howe,Longfellow,3,6,01/13/2017,00:00,Jane
-93.23291838689512,44.966206759067695,729 27TH AVE S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.29094057109641,44.95000355328797,923 29TH ST W,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.24906111255078,45.01390620944883,2541 JACKSON ST NE,1,Holland,Northeast,3,2,01/13/2017,00:00,Jane
-93.2297922497064,44.963918627722606,909 29TH AVE S,6,Seward,Longfellow,3,4,01/13/2017,00:00,Jane
-93.29841455426029,44.90623395152277,5337 HUMBOLDT AVE S,13,Lynnhurst,Southwest,3,5,01/13/2017,00:00,Jane
-93.23291838689512,44.96618133588749,731 27TH AVE S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.29095853740209,44.95000355328797,925 29TH ST W,10,Lowry Hill East,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.23379873587356,44.98233549525967,1427 6TH ST SE,3,Marcy Holmes,University,3,4,01/13/2017,00:00,Jane
-93.2297922497064,44.96396312003548,903 29TH AVE S,6,Seward,Longfellow,3,4,01/13/2017,00:00,Jane
-93.24906111255078,45.01383635383577,2537 JACKSON ST NE,1,Holland,Northeast,3,2,01/13/2017,00:00,Jane
-93.23291838689512,44.96638472101371,715 27TH AVE S,2,Cedar Riverside,University,3,4,01/13/2017,00:00,Jane
-93.23382568533209,44.98234184926565,1425 6TH ST SE,3,Marcy Holmes,University,3,4,01/13/2017,00:00,Jane
-93.22033298976463,44.971774164101866,2629 DELAWARE ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.23387958424915,44.98236726528261,1421 6TH ST SE,3,Marcy Holmes,University,3,4,01/13/2017,00:00,Jane
-93.24906111255078,45.01352517779704,2519 JACKSON ST NE,1,Holland,Northeast,3,2,01/13/2017,00:00,Jane
-93.26514993928934,44.9062975758383,5341 PARK AVE S,11,Page,Nokomis,3,5,01/13/2017,00:00,Jane
-93.2339334831662,44.982386327287905,1417 6TH ST SE,3,Marcy Holmes,University,3,4,01/13/2017,00:00,Jane
-93.22052163597428,44.971850426172196,2615 DELAWARE ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.32176176849457,44.919676204763505,3323 46TH ST W,13,Linden Hills,Southwest,3,5,01/13/2017,00:00,Jane
-93.30056152778934,45.00467182874309,1549 25TH AVE N,5,Jordan,Near North,3,1,01/13/2017,00:00,Jane
-93.32788827873226,44.9466021425596,3821 31ST ST W,13,West Calhoun,Calhoun Isle,3,3,01/13/2017,00:00,Jane
-93.22065638326693,44.97190126749609,2605 DELAWARE ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.22062943380843,44.971894912333056,2607 DELAWARE ST SE,2,Prospect Park - East River Road,University,3,4,01/13/2017,00:00,Jane
-93.32177973480024,44.919676204763505,3325 46TH ST W,13,Linden Hills,Southwest,3,5,01/13/2017,00:00,Jane
-93.25943665408235,44.96389320352833,1015 19TH ST E,6,Ventura Village,Phillips,3,3,01/13/2017,00:00,Jane
-93.2490700957036,45.012331262204846,2415 JACKSON ST NE,1,Holland,Northeast,3,2,01/13/2017,00:00,Jane
-93.23396043262473,44.98239903528793,1415 6TH ST SE,3,Marcy Holmes,University,3,4,01/13/2017,00:00,Jane
