Longitude,Latitude,Location,Ward,Neighborhood,Community,Day,Date,Time,Emergency,Tow_Zone
-93.23482281529749,44.98633837950817,907 12TH AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.28942241826624,45.03033896169665,4145 ALDRICH AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.23482281529749,44.98633837950817,905 12TH AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.30598735210543,45.03136109067706,4201 NEWTON AVE N,4,Victory,Camden,3,02/04/2016,00:00,Polk,-1
-93.23482281529749,44.98633837950817,901 12TH AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.25993072748864,45.03149441050266,3481 5TH ST NE,1,Columbia Park,Northeast,3,02/04/2016,00:00,Polk,-1
-93.22865138929556,44.9864463899722,957 17TH AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29070700912256,45.03160868439173,4205 BRYANT AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.24041931951756,44.986478157717016,717 9TH AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.299618296741,45.03179914036645,4225 IRVING AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.23335856138435,44.98659252145255,923 13TH AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29456078169143,45.03184992851933,4215 EMERSON AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.22426761070908,44.98659887498672,917 20TH AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.25992174433577,45.03198324720621,3501 5TH ST NE,1,Columbia Park,Northeast,3,02/04/2016,00:00,Polk,-1
-93.24744414503937,44.986605228520176,511 5TH AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.29456078169143,45.03200229270757,4223 EMERSON AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.23012462636153,44.986624289116364,1513 BROOK AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29199159997884,45.032008641206595,4225 COLFAX AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.21708108843609,44.986662410289725,901 WEEKS AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29199159997884,45.03204673218606,4227 COLFAX AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.21708108843609,44.986662410289725,901 WEEKS AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.24735431351094,44.98671959200221,523 5TH AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.26379348321032,45.03207847464957,3507 3RD ST NE,1,Columbia Park,Northeast,3,02/04/2016,00:00,Polk,-1
-93.24733634720526,44.98673865256037,525 5TH AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.30600531841112,45.032161004972316,4241 NEWTON AVE N,4,Victory,Camden,3,02/04/2016,00:00,Polk,-1
-93.22162656377377,44.9867704201432,903 22ND AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29712098025117,45.032180050414496,4235 GIRARD AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.21656006557131,44.986814894729605,911 26TH AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.30600531841112,45.03223718670304,4245 NEWTON AVE N,4,Victory,Camden,3,02/04/2016,00:00,Polk,-1
-93.21736854932705,44.986833955256074,907 WEEKS AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.26379348321032,45.03225623211989,3517 3RD ST NE,1,Columbia Park,Northeast,3,02/04/2016,00:00,Polk,-1
-93.28964699708729,44.986980085748385,817 LYNDALE PL,5,Sumner - Glenwood,Near North,3,02/04/2016,00:00,Polk,-1
-93.30600531841112,45.03231971679692,4249 NEWTON AVE N,4,Victory,Camden,3,02/04/2016,00:00,Polk,-1
-93.28965598024011,44.987037267144004,821 LYNDALE PL,5,Sumner - Glenwood,Near North,3,02/04/2016,00:00,Polk,-1
-93.29456078169143,45.0323387621863,4241 EMERSON AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.31109876607206,44.98708174152336,909 RUSSELL AVE N,5,Willard - Hay,Near North,3,02/04/2016,00:00,Polk,-1
-93.30600531841112,45.03235780756933,4251 NEWTON AVE N,4,Victory,Camden,3,02/04/2016,00:00,Polk,-1
-93.22698950601996,44.98709444848255,979 18TH AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.30600531841112,45.0323958983164,4253 NEWTON AVE N,4,Victory,Camden,3,02/04/2016,00:00,Polk,-1
-93.30600531841112,45.0323958983164,4253 NEWTON AVE N,4,Victory,Camden,3,02/04/2016,00:00,Polk,-1
-93.31109876607206,44.98714527629115,917 RUSSELL AVE N,5,Willard - Hay,Near North,3,02/04/2016,00:00,Polk,-1
-93.30600531841112,45.03244033748927,4255 NEWTON AVE N,4,Victory,Camden,3,02/04/2016,00:00,Polk,-1
-93.30579870589578,44.98715162976405,919 NEWTON AVE N,5,Near - North,Near North,3,02/04/2016,00:00,Polk,-1
-93.30971536053451,44.98715798323626,919 QUEEN AVE N,5,Willard - Hay,Near North,3,02/04/2016,00:00,Polk,-1
-93.30601430156393,45.03247842818141,4257 NEWTON AVE N,4,Victory,Camden,3,02/04/2016,00:00,Polk,-1
-93.28967394654579,44.98716433670776,829 LYNDALE PL,5,Sumner - Glenwood,Near North,3,02/04/2016,00:00,Polk,-1
-93.30984112467428,45.03252921573148,4259 QUEEN AVE N,4,Victory,Camden,3,02/04/2016,00:00,Polk,-1
-93.30328342310023,44.98718339711802,923 LOGAN AVE N,5,Near - North,Near North,3,02/04/2016,00:00,Polk,-1
-93.2554571173737,45.03297360487216,3567 MADISON PL NE,1,Columbia Park,Northeast,3,02/04/2016,00:00,Polk,-1
-93.2181680499299,44.98729775944655,939 WEEKS AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29964524619955,45.033494170619704,4305 IRVING AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.28968292969864,44.987304112902564,903 LYNDALE PL,5,Sumner - Glenwood,Near North,3,02/04/2016,00:00,Polk,-1
-93.30348105246273,45.03378619323416,4319 LOGAN AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.30348105246273,45.033868721094265,4323 LOGAN AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.24630328462852,44.98731681981245,527 6TH ST SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.21828483091684,44.98737400087214,947 WEEKS AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29710301394549,45.034332144559706,4347 GIRARD AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.24303341699431,44.987545543708926,721 7TH AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.29710301394549,45.03445276101057,4353 GIRARD AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.30225934367633,44.98767261214596,1721 OAK PARK AVE N,5,Near - North,Near North,3,02/04/2016,00:00,Polk,-1
-93.29710301394549,45.034490850363284,4355 GIRARD AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.29710301394549,45.0345352879094,4357 GIRARD AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.2465817623666,44.98769167238721,623 5TH AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.29710301394549,45.03457337720721,4359 GIRARD AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.2465817623666,44.98769167238721,623 5TH AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.26634469861723,45.03458607363417,3647 2ND ST NE,1,Columbia Park,Northeast,3,02/04/2016,00:00,Polk,-1
-93.28954818240605,44.98785686087929,941 LYNDALE PL,5,Sumner - Glenwood,Near North,3,02/04/2016,00:00,Polk,-1
-93.29710301394549,45.034617814689256,4361 GIRARD AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.25038163601843,44.987882274451195,521 3RD AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.29710301394549,45.03465590393211,4363 GIRARD AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.25038163601843,44.987882274451195,521 3RD AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.25710103434365,45.034681296746605,579 36 1/2 AVE NE,1,Columbia Park,Northeast,3,02/04/2016,00:00,Polk,-1
-93.24784838691721,44.987933101561225,427 6TH ST SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.29710301394549,45.03469399314963,4365 GIRARD AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.24788431952858,44.98794580833169,425 6TH ST SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.24292561916023,45.03500505414372,3659 TAYLOR ST NE,1,Waite Park,Northeast,3,02/04/2016,00:00,Polk,-1
-93.24803703312686,44.98800934214175,415 6TH ST SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.30164848928312,45.03706817099971,4519 JAMES AVE N,4,Webber - Camden,Camden,3,02/04/2016,00:00,Polk,-1
-93.24816279726663,44.988060169139096,407 6TH ST SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.31428778533069,45.0392645151976,4643 THOMAS AVE N,4,Victory,Camden,3,02/04/2016,00:00,Polk,-1
-93.21652413295996,44.98806652251061,1003 26TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29022191886914,45.04045152162011,4707 ALDRICH AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.24822567933654,44.988085582620876,403 6TH ST SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.29278211742887,45.04048960697993,4711 COLFAX AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.21906636521402,44.98809193598957,1005 24TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29021293571628,45.041143401703884,4747 ALDRICH AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.30454106449801,44.988168176358826,1027 MORGAN AVE N,5,Near - North,Near North,3,02/04/2016,00:00,Polk,-1
-93.29020395256345,45.0422542008524,4807 ALDRICH AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.31438660001194,45.04399969879829,4901 THOMAS AVE N,4,Shingle Creek,Camden,3,02/04/2016,00:00,Polk,-1
-93.21524852525651,44.988180883077185,1007 27TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29685148566591,45.04564359180158,1315 50TH AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.2308163291303,44.9882380632749,1013 15TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29797437977108,45.04637349053922,5037 GIRARD AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.2308163291303,44.98829524341559,1015 15TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.31822240627514,45.04639253125122,5033 WASHBURN AVE N,4,Shingle Creek,Camden,3,02/04/2016,00:00,Polk,-1
-93.2308163291303,44.9884667834954,1021 15TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29797437977108,45.04651312227997,5045 GIRARD AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.2295497045797,44.9884667834954,1021 16TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29410264089651,45.04658293802251,5049 DUPONT AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.24946535442862,44.98857478994893,315 6TH ST SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.31695578172452,45.046671794298895,5049 VINCENT AVE N,4,Shingle Creek,Camden,3,02/04/2016,00:00,Polk,-1
-93.29109328469471,44.9886319697537,1031 ALDRICH AVE N,5,Sumner - Glenwood,Near North,3,02/04/2016,00:00,Polk,-1
-93.31062265897148,45.046766997298974,5055 QUEEN AVE N,4,Shingle Creek,Camden,3,02/04/2016,00:00,Polk,-1
-93.24960010172123,44.9886319697537,305 6TH ST SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.24965400063827,44.98865102967594,301 6TH ST SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.28886546279013,45.04698279017925,5029 CAMDEN AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.22826511372341,44.98869550280322,1029 17TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.21523954210369,44.98877174236967,1027 27TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29797437977108,45.047649204229316,5105 GIRARD AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.23464315224064,44.98878444895423,1031 12TH AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.28900919323557,45.049686479033184,5219 CAMDEN AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.30578972274292,44.98892422119837,1115 NEWTON AVE N,5,Near - North,Near North,3,02/04/2016,00:00,Polk,-1
-93.29412959035506,45.04969282557029,5219 DUPONT AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.23464315224064,44.98895598756997,1037 12TH AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.28900919323557,45.04972455824523,5221 CAMDEN AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.22288420517155,44.98899410719264,1059 21ST AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29796539661824,45.04976898396057,5223 GIRARD AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.21523055895081,44.98906399310168,1037 27TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.29668080576195,45.049870528323204,5229 FREMONT AVE N,4,Lind - Bohanon,Camden,3,02/04/2016,00:00,Polk,-1
-93.23464315224064,44.98907669962145,1041 12TH AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.30687668423671,45.049927646947964,5229 NEWTON AVE N,4,Shingle Creek,Camden,3,02/04/2016,00:00,Polk,-1
-93.21904839890834,44.989083052880275,1039 24TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.30560107653324,45.050238625126504,5247 MORGAN AVE N,4,Shingle Creek,Camden,3,02/04/2016,00:00,Polk,-1
-93.30190900071553,44.98910846590853,1117 KNOX AVE N,5,Near - North,Near North,3,02/04/2016,00:00,Polk,-1
-93.30560107653324,45.05030843632196,5251 MORGAN AVE N,4,Shingle Creek,Camden,3,02/04/2016,00:00,Polk,-1
-93.22160859746808,44.98914023217801,1039 22ND AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.30688566738957,45.05031478279005,5251 NEWTON AVE N,4,Shingle Creek,Camden,3,02/04/2016,00:00,Polk,-1
-93.23335856138435,44.98919105817256,1045 13TH AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.31342540265793,44.98923553088081,1107 THOMAS AVE N,5,Willard - Hay,Near North,3,02/04/2016,00:00,Polk,-1
-93.2308163291303,44.98939436170005,1053 15TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.21650616665428,44.989508719617376,1049 26TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.22934309206434,44.98961037090789,1608 TALMAGE AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.23442755657247,44.989623077306526,1210 TALMAGE AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.22121333874307,44.989737434767505,2225 TALMAGE AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.22118638928455,44.989737434767505,2227 TALMAGE AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.21521259264514,44.989826379301654,1061 27TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.22826511372341,44.98994708952007,1069 17TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.22826511372341,44.99010591836749,1075 17TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.21776380805204,44.990118624656276,1069 25TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.22031502345892,44.99013768408417,1069 23RD AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.21649718350143,44.990245687389155,1073 26TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.21649718350143,44.990245687389155,1073 26TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.21521259264514,44.990290159279134,1077 27TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.25070502952072,44.99037274984036,705 2ND AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.25070502952072,44.99037274984036,705 2ND AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.25074096213207,44.99037910295552,703 2ND AVE SE,3,Marcy Holmes,University,3,02/04/2016,00:00,Polk,-1
-93.300750173999,44.99053793060579,1225 JAMES AVE N,5,Near - North,Near North,3,02/04/2016,00:00,Polk,-1
-93.22826511372341,44.99053793060579,1091 17TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.22954072142684,44.99059510845215,1091 16TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.3121497949545,44.99067134549188,1225 SHERIDAN AVE N,5,Willard - Hay,Near North,3,02/04/2016,00:00,Polk,-1
-93.23335856138435,44.99071581705157,1095 13TH AVE SE,2,Como,University,3,02/04/2016,00:00,Polk,-1
-93.22826511372341,44.99075393550385,1099 17TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.28996140743672,44.99079840699944,827 12TH AVE N,5,Near - North,Near North,3,02/04/2016,00:00,Polk,-1
-93.28987157590832,44.99079840699944,821 12TH AVE N,5,Near - North,Near North,3,02/04/2016,00:00,Polk,-1
-93.28963801393444,44.990804760067434,805 12TH AVE N,5,Near - North,Near North,3,02/04/2016,00:00,Polk,-1
-93.28963801393444,44.990804760067434,805 12TH AVE N,5,Near - North,Near North,3,02/04/2016,00:00,Polk,-1
-93.29815404282792,45.00789196411209,2709 HUMBOLDT AVE N,5,Jordan,Near North,3,02/04/2016,00:00,Polk,-1
-93.22030604030608,44.990880996828295,1097 23RD AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.31210487919027,45.00790466645728,2703 SHERIDAN AVE N,4,Jordan,Near North,3,02/04/2016,00:00,Polk,-1
-93.22030604030608,44.990988998732604,1101 23RD AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.31082927148684,45.007936422307914,2707 RUSSELL AVE N,4,Jordan,Near North,3,02/04/2016,00:00,Polk,-1
-93.2152036094923,44.99099535177947,1101 27TH AVE SE,1,Como,University,3,02/04/2016,00:00,Polk,-1
-93.24726448198255,45.00795547580983,943 19TH AVE NE,1,Windom Park,Northeast,3,02/04/2016,00:00,Polk,-1
-93.25841257465844,44.99101441091582,301 3RD AVE NE,3,St. Anthony West,Northeast,3,02/04/2016,00:00,Polk,-1
-93.24513547475915,45.00795547580983,1025 19TH AVE NE,1,Windom Park,Northeast,3,02/04/2016,00:00,Polk,-1
