Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Emergency,Date,Time
"4299 Thomas Ave n ,Minneapolis,MN",45.033374,-93.313643,4,Camden,Victory,1,1,Westminster,02/12/2019,22:38
"3200 block of Blaisdell Avenue so,Minneapolis,MN",44.944558,-93.280114,8,Powderhorn,Lyndale,5,1,Westminster,02/12/2019,22:41
"21st Ave and 9th st s,Minneapolis,MN",44.964017999999996,-93.24250699999999,6,Longfellow,Seward,4,1,Westminster,02/12/2019,22:41
"523 university ave se,Minneapolis,MN",44.984395,-93.247964,3,University,Marcy Holmes,4,1,Westminster,02/12/2019,22:44
"1998 Central ave ne,Minneapolis,MN",45.008882,-93.24736800000001,1,Northeast,Holland,2,1,Westminster,02/12/2019,22:46
"3400 Block of central ave Ne,Minneapolis,MN",45.029434,-93.247412,1,Northeast,Columbia Park,2,1,Westminster,02/12/2019,22:49
"717 university ave se,Minneapolis,MN",44.983287,-93.245131,3,University,Marcy Holmes,4,1,Westminster,02/12/2019,22:53
"3200 Blaisdell ave south,Minneapolis,MN",44.944558,-93.280114,8,Powderhorn,Lyndale,5,1,Westminster,02/12/2019,22:54
"507 UNIVERSITY AVE SE,Minneapolis,MN",44.984603,-93.248486,3,University,Marcy Holmes,4,1,Westminster,02/12/2019,22:54
"1049 7th st n,Minneapolis,MN",44.988667,-93.290328,5,Near North,Sumner - Glenwood,1,1,Westminster,02/12/2019,22:57
"3598 Bloomington ave s,Minneapolis,MN",44.937765,-93.25241199999999,9,Powderhorn,Powderhorn Park,6,1,Westminster,02/12/2019,22:58
"803 UNIVERSITY AVE SE,Minneapolis,MN",44.982960999999996,-93.244366,3,University,Marcy Holmes,4,1,Westminster,02/12/2019,22:59
"5100 Bloomington,Minneapolis,MN",44.910536,-93.252835,11,Nokomis,Hale,6,1,Westminster,02/12/2019,23:00
"3400 chicago,Minneapolis,MN",44.941224,-93.26294,9,Powderhorn,Central,5,1,Westminster,02/12/2019,23:02
"687 13th ave NE,Minneapolis,MN",45.001205999999996,-93.253233,1,Northeast,Logan Park,2,1,Westminster,02/12/2019,23:03
"625 2nd st N,Minneapolis,MN",44.987823999999996,-93.27524100000001,3,Central,North Loop,1,1,Westminster,02/12/2019,23:04
"619 2nd st n ,Minneapolis,MN",44.987801,-93.275235,3,Central,North Loop,1,1,Westminster,02/12/2019,23:04
"1899 University ave ne,Minneapolis,MN",45.007453000000005,-93.263092,1,Northeast,Holland,2,1,Westminster,02/12/2019,23:06
"414 13th ave NE,Minneapolis,MN",45.00074,-93.26098499999999,3,Northeast,Sheridan,2,1,Westminster,02/12/2019,23:10
"3100 blaisdell ave so,Minneapolis,MN",44.946574,-93.279706,8,Powderhorn,Lyndale,5,1,Westminster,02/12/2019,23:11
"509 13th ave ne,Minneapolis,MN",45.000913,-93.260148,3,Northeast,Sheridan,2,1,Westminster,02/12/2019,23:12
"3100 blaisdell ave so,Minneapolis,MN",44.946574,-93.279706,8,Powderhorn,Lyndale,5,1,Westminster,02/12/2019,23:13
"2737 Irving ave s ,Minneapolis,MN",44.952824,-93.30069,7,Calhoun Isle,East Isles,3,1,Westminster,02/12/2019,23:19
"3699 bloomington ave,Minneapolis,MN",44.935934,-93.252411,9,Powderhorn,Powderhorn Park,6,1,Westminster,02/12/2019,23:21
"2871 IRVING AVE S ,Minneapolis,MN",44.949748,-93.30171700000001,7,Calhoun Isle,East Isles,3,1,Westminster,02/12/2019,23:21
"98 4th ave n,Minneapolis,MN",44.987426,-93.270668,3,Central,North Loop,3,1,Westminster,02/12/2019,23:22
"2724 Irving Ave S,Minneapolis,MN",44.953351,-93.301214,7,Calhoun Isle,East Isles,3,1,Westminster,02/12/2019,23:24
"4101 THOMAS AVE N ,Minneapolis,MN",45.029676,-93.313889,4,Camden,Victory,1,1,Westminster,02/12/2019,23:24
"177 27th ave se,Minneapolis,MN",44.970796,-93.219833,2,University,Prospect Park - East River Road,4,1,Westminster,02/12/2019,23:25
"2513 IRVING AVE S,Minneapolis,MN",44.956818,-93.299396,7,Calhoun Isle,East Isles,3,1,Westminster,02/12/2019,23:26
"101 4th ave n,Minneapolis,MN",44.988078,-93.26948399999999,3,Central,North Loop,3,1,Westminster,02/12/2019,23:26
"2841 Irving Ave s,Minneapolis,MN",44.951186,-93.301776,7,Calhoun Isle,East Isles,3,1,Westminster,02/12/2019,23:27
"4199 thomas ave n,Minneapolis,MN",45.031304,-93.313603,4,Camden,Victory,1,1,Westminster,02/12/2019,23:29
"2101 EMERSON AVE N ,Minneapolis,MN",45.000415999999994,-93.294478,5,Near North,Jordan,1,1,Westminster,02/12/2019,23:32
"2832 Irving Ave s,Minneapolis,MN",44.951622,-93.302348,7,Calhoun Isle,East Isles,3,1,Westminster,02/12/2019,23:32
"2242 9TH ST S,Minneapolis,MN",44.963982,-93.239049,6,Longfellow,Seward,4,1,Westminster,02/12/2019,23:33
"5642 34 ave s,Minneapolis,MN",44.900518,-93.223326,11,Nokomis,Wenonah,6,1,Westminster,02/12/2019,23:36
"120 13th ave,Minneapolis,MN",45.00028,-93.268821,3,Northeast,Sheridan,2,1,Westminster,02/12/2019,23:36
"600 4th st n,Minneapolis,MN",44.98543,-93.278261,3,Central,North Loop,1,1,Westminster,02/12/2019,23:37
"1901 Emerson ave n ,Minneapolis,MN",44.998861,-93.294416,5,Near North,Near - North,1,1,Westminster,02/12/2019,23:38
"1313 como ave se,Minneapolis,MN",44.988021,-93.232415,2,University,Como,4,1,Westminster,02/12/2019,23:39
"2211 9th st s,Minneapolis,MN",44.963688,-93.23990500000001,6,Longfellow,Seward,4,1,Westminster,02/12/2019,23:40
"2724 IRVING AVE S,Minneapolis,MN",44.953351,-93.301214,7,Calhoun Isle,East Isles,3,1,Westminster,02/12/2019,23:43
"2857 Irving ave s ,Minneapolis,MN",44.950621000000005,-93.301796,7,Calhoun Isle,East Isles,3,1,Westminster,02/12/2019,23:43
"3800 blaisdell ave so,Minneapolis,MN",44.934104999999995,-93.279744,8,Southwest,King Field,5,1,Westminster,02/12/2019,23:44
"2217 9TH ST S,Minneapolis,MN",44.963689,-93.239958,6,Longfellow,Seward,4,1,Westminster,02/12/2019,23:44
"1512 como ave se,Minneapolis,MN",44.987685,-93.229763,2,University,Como,4,1,Westminster,02/12/2019,23:45
"143 13th ave ne,Minneapolis,MN",45.001252,-93.267222,3,Northeast,Sheridan,2,1,Westminster,02/12/2019,23:46
"609 oak st se,Minneapolis,MN",44.969891,-93.226506,2,University,Prospect Park - East River Road,4,1,Westminster,02/12/2019,23:48
"171 13th ave,Minneapolis,MN",45.001098999999996,-93.266674,3,Northeast,Sheridan,2,1,Westminster,02/12/2019,23:50
"2857 IRVING AVE S ,Minneapolis,MN",44.950621000000005,-93.301796,7,Calhoun Isle,East Isles,3,1,Westminster,02/12/2019,23:51
"901 3rd st n,Minneapolis,MN",44.988633,-93.281374,3,Central,North Loop,1,1,Westminster,02/12/2019,23:51
"3300 block of Blaisdell Avenue so,Minneapolis,MN",44.942774,-93.280074,8,Powderhorn,Lyndale,5,1,Westminster,02/12/2019,23:52
"600 4th st n,Minneapolis,MN",44.98543,-93.278261,3,Central,North Loop,1,1,Westminster,02/12/2019,23:52
"24TH AVE S & 9TH ST ,Minneapolis,MN",44.967234000000005,-93.23817199999999,2,University,Cedar Riverside,4,1,Westminster,02/12/2019,23:55
"3300 block of Blaisdell Avenue so,Minneapolis,MN",44.942774,-93.280074,8,Powderhorn,Lyndale,5,1,Westminster,02/12/2019,23:56
"2841 Irving av s ,Minneapolis,MN",44.951186,-93.301776,7,Calhoun Isle,East Isles,3,1,Westminster,02/12/2019,23:56
"2643 IRVING AVE S,Minneapolis,MN",44.954522999999995,-93.30000600000001,7,Calhoun Isle,East Isles,3,1,Westminster,02/12/2019,23:57
"4342 Chicago Avenue South,Minneapolis,MN",44.923811,-93.26288199999999,8,Nokomis,Regina,5,1,Westminster,02/12/2019,23:58
"998 4th st n,Minneapolis,MN",44.988683,-93.282878,5,Central,North Loop,1,1,Westminster,02/12/2019,23:58
"24TH AVE S & 9TH ST ,Minneapolis,MN",44.967234000000005,-93.23817199999999,2,University,Cedar Riverside,4,1,Westminster,02/13/2019,00:00
"2500 Monroe st ne,Minneapolis,MN",45.013465000000004,-93.252641,1,Northeast,Holland,2,1,Westminster,02/13/2019,00:01
"2845 Irving Ave S,Minneapolis,MN",44.95106,-93.30171700000001,7,Calhoun Isle,East Isles,3,1,Westminster,02/13/2019,00:03
"1720 Lowery ave ne,Minneapolis,MN",45.012673,-93.23561099999999,1,Northeast,Windom Park,2,1,Westminster,02/13/2019,00:05
"3432 31st Avenue South,Minneapolis,MN",44.940287,-93.227338,12,Longfellow,Howe,6,1,Westminster,02/13/2019,00:05
"2425 Hennepin Ave South,Minneapolis,MN",44.958399,-93.294206,10,Calhoun Isle,Lowry Hill East,3,1,Westminster,02/13/2019,00:07
"201-299 27th av se,Minneapolis,MN",44.971363000000004,-93.219368,2,University,Prospect Park - East River Road,4,1,Westminster,02/13/2019,00:08
"3201 Bloomington Ave S ,Minneapolis,MN",44.944554,-93.252175,9,Powderhorn,Powderhorn Park,6,1,Westminster,02/13/2019,00:10
"99-1 University ave Ne,Minneapolis,MN",44.989004,-93.257071,3,University,Nicollet Island - East Bank,2,1,Westminster,02/13/2019,00:11
"1-99 38th St E,Minneapolis,MN",44.934118,-93.275327,8,Southwest,King Field,5,1,Westminster,02/13/2019,00:11
"3298 Emerson ave n ,Minneapolis,MN",45.014927,-93.29404699999999,4,Camden,Folwell,1,1,Westminster,02/13/2019,00:11
"1200 franklin,Minneapolis,MN",44.962897999999996,-93.294726,7,Calhoun Isle,Lowry Hill,3,1,Westminster,02/13/2019,00:12
"600 4th st n,Minneapolis,MN",44.98543,-93.278261,3,Central,North Loop,1,1,Westminster,02/13/2019,00:12
"2 - 98 Lourdes pl,Minneapolis,MN",44.987179,-93.258657,3,University,Nicollet Island - East Bank,4,1,Westminster,02/13/2019,00:13
"3000 31st av s,Minneapolis,MN",44.948377,-93.227082,2,Longfellow,Longfellow,4,1,Westminster,02/13/2019,00:14
"700 4st n,Minneapolis,MN",44.983952,-93.245455,3,University,Marcy Holmes,4,1,Westminster,02/13/2019,00:14
"3400-3498 Fremont ave n ,Minneapolis,MN",45.016914,-93.29531,4,Camden,Folwell,1,1,Westminster,02/13/2019,00:14
"2730 hennepin ,Minneapolis,MN",44.952833,-93.298375,7,Calhoun Isle,East Isles,3,1,Westminster,02/13/2019,00:15
"98 Lourdes Pl Ne,Minneapolis,MN",44.986553,-93.257863,3,University,Nicollet Island - East Bank,4,1,Westminster,02/13/2019,00:15
"3600 42nd st,Minneapolis,MN",44.926932,-93.220409,12,Longfellow,Hiawatha,6,1,Westminster,02/13/2019,00:16
"700 4th st n ,Minneapolis,MN",44.985788,-93.278943,3,Central,North Loop,1,1,Westminster,02/13/2019,00:16
"4300 Chicago ave s,Minneapolis,MN",44.924991999999996,-93.26280200000001,8,Nokomis,Regina,5,1,Westminster,02/13/2019,00:17
"300 15TH ST W,Minneapolis,MN",44.967838,-93.282678,7,Central,Loring Park,3,1,Westminster,02/13/2019,00:19
"2188 MINNEHAHA AVE S,Minneapolis,MN",44.960982,-93.243184,6,Longfellow,Seward,4,1,Westminster,02/13/2019,00:20
"2736 HENNEPIN AVE ,Minneapolis,MN",44.952607,-93.29858399999999,7,Calhoun Isle,East Isles,3,1,Westminster,02/13/2019,00:20
"3100 31st ave s,Minneapolis,MN",44.946834,-93.22709,2,Longfellow,Longfellow,6,1,Westminster,02/13/2019,00:21
"300 15TH ST W,Minneapolis,MN",44.967838,-93.282678,7,Central,Loring Park,3,1,Westminster,02/13/2019,00:23
"401 6th avenue North,Minneapolis,MN",44.984097999999996,-93.290992,5,Near North,Sumner - Glenwood,3,1,Westminster,02/13/2019,00:24
"1500 BLOCK 38TH ST E,Minneapolis,MN",44.934315000000005,-93.25343199999999,9,Powderhorn,Powderhorn Park,6,1,Westminster,02/13/2019,00:27
"1611 31st st e,Minneapolis,MN",44.946418,-93.250682,9,Powderhorn,Powderhorn Park,6,1,Westminster,02/13/2019,00:27
"300 498 15th Street West,Minneapolis,MN",44.968446,-93.286022,7,Central,Loring Park,3,1,Westminster,02/13/2019,00:29
"3898 Fremont Ave n,Minneapolis,MN",45.025781,-93.295666,4,Camden,Webber - Camden,1,1,Westminster,02/13/2019,00:35
"2830 4th st se,Minneapolis,MN",44.972643,-93.216134,2,University,Prospect Park - East River Road,4,1,Westminster,02/13/2019,00:36
"4100 Freemont Ave N,Minneapolis,MN",45.029726000000004,-93.295474,4,Camden,Webber - Camden,1,1,Westminster,02/13/2019,00:36
"3425 2ND AVE S,Minneapolis,MN",44.940513,-93.273786,9,Powderhorn,Central,5,1,Westminster,02/13/2019,00:38
"2861 Irving Ave s,Minneapolis,MN",44.950525,-93.301753,7,Calhoun Isle,East Isles,3,1,Westminster,02/13/2019,00:38
"2217 S 9 St,Minneapolis,MN",44.963689,-93.239958,6,Longfellow,Seward,4,1,Westminster,02/12/2019,23:42
"2296 MINNEHAHA AVE,Minneapolis,MN",44.960177,-93.243107,6,Longfellow,Seward,4,1,Westminster,02/13/2019,00:39
"1398 Dowling Ave n,Minneapolis,MN",45.023996000000004,-93.296901,4,Camden,Folwell,1,1,Westminster,02/13/2019,00:41
"500 15TH ST W,Minneapolis,MN",44.968301000000004,-93.268698,7,Central,Elliot Park,3,1,Westminster,02/13/2019,00:41
"2339 hennepin ave ,Minneapolis,MN",44.959254,-93.293699,10,Calhoun Isle,Lowry Hill East,3,1,Westminster,02/13/2019,00:41
"430 OAK GROVE ,Minneapolis,MN",44.968219,-93.285815,7,Central,Loring Park,3,1,Westminster,02/13/2019,00:41
"208 Van white memorial blvd ,Minneapolis,MN",44.981893,-93.293173,5,Near North,Sumner - Glenwood,3,1,Westminster,02/13/2019,00:42
"3500 4th ave s,Minneapolis,MN",44.939551,-93.270207,9,Powderhorn,Central,5,1,Westminster,02/13/2019,00:42
"201 15 st w ,Minneapolis,MN",44.967465999999995,-93.281039,7,Central,Loring Park,3,1,Westminster,02/13/2019,00:42
"Franklin Ave at Dupont Ave s,Minneapolis,MN",44.962703999999995,-93.293072,7,Calhoun Isle,Lowry Hill,3,1,Westminster,02/13/2019,00:45
"100 15TH ST W,Minneapolis,MN",44.967717,-93.279336,7,Central,Loring Park,3,1,Westminster,02/13/2019,00:45
"214 15TH ST E,Minneapolis,MN",44.968032,-93.28165600000001,7,Central,Loring Park,3,1,Westminster,02/13/2019,00:45
"19 15th Street West,Minneapolis,MN",44.967532,-93.278758,7,Central,Loring Park,3,1,Westminster,02/13/2019,00:52
"908 Fulton st se,Minneapolis,MN",44.970031,-93.225121,2,University,Prospect Park - East River Road,4,1,Westminster,02/13/2019,00:54
"1306 5TH ST SE,Minneapolis,MN",44.981685999999996,-93.23611700000001,3,University,Marcy Holmes,4,1,Westminster,02/13/2019,00:54
"3436 31st ave s,Minneapolis,MN",44.940164,-93.227339,12,Longfellow,Howe,6,1,Westminster,02/13/2019,00:55
"4TH & LAKE ST ,Minneapolis,MN",44.948402,-93.26969100000001,6,Phillips,Phillips West,3,1,Westminster,02/13/2019,00:55
"700 block 2nd st ne,Minneapolis,MN",44.995243,-93.26379200000001,3,Northeast,St. Anthony West,2,1,Westminster,02/13/2019,00:55
"3901Fremont ave n ,Minneapolis,MN",45.026003,-93.29599499999999,4,Camden,Webber - Camden,1,1,Westminster,02/13/2019,00:56
"500 block 2nd st ne,Minneapolis,MN",44.993140999999994,-93.26205300000001,3,Northeast,St. Anthony West,2,1,Westminster,02/13/2019,00:58
"3438 31st ave s,Minneapolis,MN",44.940101,-93.22734,12,Longfellow,Howe,6,1,Westminster,02/13/2019,00:58
"3500 FREMONT AVE N ,Minneapolis,MN",45.018638,-93.29549399999999,4,Camden,Folwell,1,1,Westminster,02/13/2019,01:00
"3000 31st ave so,Minneapolis,MN",44.948377,-93.227082,2,Longfellow,Longfellow,4,1,Westminster,02/13/2019,01:02
"1108 Como Avenue se,Minneapolis,MN",44.987684,-93.235375,2,University,Como,4,1,Westminster,02/13/2019,01:03
"3700 block of 1st Ave so ,Minneapolis,MN",44.935795,-93.27693000000001,8,Southwest,King Field,5,1,Westminster,02/13/2019,01:03
"100 BLOCK OF 15TH ST W,Minneapolis,MN",44.967717,-93.279336,7,Central,Loring Park,3,1,Westminster,02/13/2019,01:04
"1396 lasalle av,Minneapolis,MN",44.968799,-93.27933399999999,7,Central,Loring Park,3,1,Westminster,02/13/2019,01:04
"1598 Marshall st ne,Minneapolis,MN",45.003857,-93.27136,3,Northeast,Sheridan,2,1,Westminster,02/13/2019,01:05
"3700 block of 1st Ave so ,Minneapolis,MN",44.935795,-93.27693000000001,8,Southwest,King Field,5,1,Westminster,02/13/2019,01:06
"3200 Fremont Ave,Minneapolis,MN",44.944583,-93.296187,10,Calhoun Isle,South Uptown,5,1,Westminster,02/13/2019,01:06
"2199 MINNEHAHA AVE ,Minneapolis,MN",44.96094,-93.243156,6,Longfellow,Seward,4,1,Westminster,02/13/2019,01:07
"2630 Mashall st ne,Minneapolis,MN",45.01611,-93.27288100000001,1,Northeast,Marshall Terrace,2,1,Westminster,02/13/2019,01:08
"2221 1 9 ST S,Minneapolis,MN",44.97569,-93.275862,7,Central,Downtown West,3,1,Westminster,02/13/2019,01:10
"2500 Mckinley st ne,Minneapolis,MN",45.013346999999996,-93.22846899999999,1,Northeast,Audubon Park,2,1,Westminster,02/13/2019,01:11
"2435 BLAISDELL AVE S,Minneapolis,MN",44.95786,-93.279494,10,Powderhorn,Whittier,3,1,Westminster,02/13/2019,01:11
"3298 fremont ave n,Minneapolis,MN",45.014955,-93.295589,4,Camden,Folwell,1,1,Westminster,02/13/2019,01:12
"2600 block of Fremont avenue North,Minneapolis,MN",45.006139000000005,-93.29519599999999,5,Near North,Jordan,1,1,Westminster,02/13/2019,01:13
"2109 blaisdell Ave s ,Minneapolis,MN",44.961544,-93.279177,10,Powderhorn,Whittier,3,1,Westminster,02/13/2019,01:14
"1151 Lowry ave ne,Minneapolis,MN",45.01332,-93.24252299999999,1,Northeast,Audubon Park,2,1,Westminster,02/13/2019,01:14
"3000 31st av s,Minneapolis,MN",44.948377,-93.227082,2,Longfellow,Longfellow,4,1,Westminster,02/13/2019,01:16
"1106 west Broadway ,Minneapolis,MN",44.999274,-93.294511,5,Near North,Jordan,1,1,Westminster,02/13/2019,01:17
"2210 lowry ave ne,Minneapolis,MN",45.013089,-93.22908699999999,1,Northeast,Windom Park,2,1,Westminster,02/13/2019,01:17
"2201 blaisdell ,Minneapolis,MN",44.960592999999996,-93.27930400000001,10,Powderhorn,Whittier,3,1,Westminster,02/13/2019,01:18
"2427 Blaisdell Ave ,Minneapolis,MN",44.958192,-93.279187,10,Powderhorn,Whittier,3,1,Westminster,02/13/2019,01:18
"2435 BLAISDELL AVE ,Minneapolis,MN",44.95786,-93.279494,10,Powderhorn,Whittier,3,1,Westminster,02/13/2019,01:19
"3000 31st av s,Minneapolis,MN",44.948377,-93.227082,2,Longfellow,Longfellow,4,1,Westminster,02/13/2019,01:19
"3000 31st ave,Minneapolis,MN",44.948377,-93.227082,2,Longfellow,Longfellow,4,1,Westminster,02/13/2019,01:19
"2700 Mckinley st ne,Minneapolis,MN",45.017014,-93.228429,1,Northeast,Audubon Park,2,1,Westminster,02/13/2019,01:20
"3600 42nd st,Minneapolis,MN",44.926932,-93.220409,12,Longfellow,Hiawatha,6,1,Westminster,02/13/2019,01:22
"3600 1st st south,Minneapolis,MN",44.937564,-93.276871,8,Southwest,King Field,5,1,Westminster,02/13/2019,01:22
"18 W 15TH ,Minneapolis,MN",44.967978,-93.278765,7,Central,Loring Park,3,1,Westminster,02/13/2019,01:28
"610 Delaware st se,Minneapolis,MN",44.972551,-93.228718,2,University,University of Minnesota,4,1,Westminster,02/13/2019,01:29
"2451 Blaisdell,Minneapolis,MN",44.957628,-93.279275,10,Powderhorn,Whittier,3,1,Westminster,02/13/2019,01:32
"18 15 St W,Minneapolis,MN",44.967978,-93.278765,7,Central,Loring Park,3,1,Westminster,02/13/2019,01:33
"1700 Penn Ave n,Minneapolis,MN",44.996584999999996,-93.307845,5,Near North,Willard - Hay,1,1,Westminster,02/13/2019,01:33
"1701 marshall st ne,Minneapolis,MN",45.005189,-93.27122,3,Northeast,Sheridan,2,1,Westminster,02/13/2019,01:35
"620 20TH AVE S,Minneapolis,MN",44.966969,-93.244376,6,University,Cedar Riverside,4,1,Westminster,02/13/2019,01:36
"2531 BLAIDELL AVE,Minneapolis,MN",44.95626,-93.279629,10,Powderhorn,Whittier,3,1,Westminster,02/13/2019,01:39
"1435 marshall avenue ne,Minneapolis,MN",45.00248,-93.270818,3,Northeast,Sheridan,2,1,Westminster,02/13/2019,01:39
"1416 5th st se,Minneapolis,MN",44.980883,-93.234829,3,University,Marcy Holmes,4,1,Westminster,02/13/2019,01:40
"620 penn ave n ,Minneapolis,MN",44.985040999999995,-93.30799300000001,5,Near North,Near - North,1,1,Westminster,02/13/2019,01:41
"2922 Penn Ave N,Minneapolis,MN",45.010386,-93.307919,5,Near North,Jordan,1,1,Westminster,02/13/2019,01:42
"626 20th ave s,Minneapolis,MN",44.966813,-93.244366,6,University,Cedar Riverside,4,1,Westminster,02/13/2019,01:46
"3200 1st ave so ,Minneapolis,MN",44.944807,-93.277027,8,Powderhorn,Lyndale,5,1,Westminster,02/13/2019,01:47
"2537 BLAISDELL AVE S,Minneapolis,MN",44.956094,-93.279282,10,Powderhorn,Whittier,3,1,Westminster,02/13/2019,01:47
"2922 penn ave n ,Minneapolis,MN",45.010386,-93.307919,5,Near North,Jordan,1,1,Westminster,02/13/2019,01:48
"1500 block 29th avenue ne,Minneapolis,MN",45.020436,-93.23775400000001,1,Northeast,Audubon Park,2,1,Westminster,02/13/2019,01:49
"2938 Penn Ave n,Minneapolis,MN",45.010822999999995,-93.30793,5,Near North,Jordan,1,1,Westminster,02/13/2019,01:51
"629 15 st e,Minneapolis,MN",44.967821,-93.26609,6,Central,Elliot Park,3,1,Westminster,02/13/2019,01:52
"2427 BLAISDELL AVE ,Minneapolis,MN",44.958192,-93.279187,10,Powderhorn,Whittier,3,1,Westminster,02/13/2019,01:53
"1600 block of 29th avenue ne,Minneapolis,MN",45.020447,-93.236486,1,Northeast,Audubon Park,2,1,Westminster,02/13/2019,01:53
"3398 1ST AVE S,Minneapolis,MN",44.941358,-93.276605,8,Powderhorn,Lyndale,5,1,Westminster,02/13/2019,01:53
"2423 BLAISDELL AVE S,Minneapolis,MN",44.958339,-93.279125,10,Powderhorn,Whittier,3,1,Westminster,02/13/2019,01:54
"3322 Penn Ave n ,Minneapolis,MN",45.015721,-93.307887,4,Camden,Folwell,1,1,Westminster,02/13/2019,01:56
"3200 BLOCK 1ST AVE S,Minneapolis,MN",44.944807,-93.277027,8,Powderhorn,Lyndale,5,1,Westminster,02/13/2019,01:57
"3200 1ST AVE S,Minneapolis,MN",44.944807,-93.277027,8,Powderhorn,Lyndale,5,1,Westminster,02/13/2019,02:00
"3100 BLOCK 1ST AVE N,Minneapolis,MN",44.946668,-93.276673,8,Powderhorn,Lyndale,5,1,Westminster,02/13/2019,02:00
"1000 block of Essex st se,Minneapolis,MN",44.97118,-93.22407,2,University,Prospect Park - East River Road,4,1,Westminster,02/13/2019,02:01
"3200 1st ave s,Minneapolis,MN",44.944807,-93.277027,8,Powderhorn,Lyndale,5,1,Westminster,02/13/2019,02:01
