Longitude,Latitude,Location,Ward,Neighborhood,Community,Day,Date,Time,Emergency,Tow_Zone
-93.23326872985595,45.00626604067307,1815 GARFIELD ST NE,1,Windom Park,Northeast,3,12/31/2015,00:00,Grant,-1
-93.30069627508196,45.017297279462646,3427 JAMES AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.30699346522364,45.00631050013082,2615 OLIVER AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.30958061324188,45.01732267997842,3425 QUEEN AVE N,4,Cleveland,Camden,3,12/31/2015,00:00,Grant,-1
-93.29688741827728,45.006329554173604,2619 GIRARD AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.28655679250991,45.017335380232076,3435 6TH ST N,4,McKinley,Camden,3,12/31/2015,00:00,Grant,-1
-93.23583791156851,45.00641847295602,1823 ULYSSES ST NE,1,Windom Park,Northeast,3,12/31/2015,00:00,Grant,-1
-93.30958061324188,45.01736078073096,3427 QUEEN AVE N,4,Cleveland,Camden,3,12/31/2015,00:00,Grant,-1
-93.2994206673785,45.00646928362685,2627 IRVING AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.30703838098783,45.017417931812226,3431 OLIVER AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.2437700355273,45.00652009425262,1815 TAYLOR ST NE,1,Windom Park,Northeast,3,12/31/2015,00:00,Grant,-1
-93.24090440977095,45.01748143294674,2737 PIERCE ST NE,1,Audubon Park,Northeast,3,12/31/2015,00:00,Grant,-1
-93.30321155787749,45.006570904833325,2631 LOGAN AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.30703838098783,45.017487783056325,3435 OLIVER AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.23583791156851,45.00662806668273,1835 ULYSSES ST NE,1,Windom Park,Northeast,3,12/31/2015,00:00,Grant,-1
-93.3045051318866,45.0175385839076,3439 MORGAN AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.29815404282792,45.00667887716767,2639 HUMBOLDT AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.3045051318866,45.01760843500451,3443 MORGAN AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.31465609459715,45.00681225447617,2643 UPTON AVE N,4,Willard - Hay,Near North,3,12/31/2015,00:00,Grant,-1
-93.3045051318866,45.01764018547494,3445 MORGAN AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.24555768294269,45.00681860576884,1821 POLK ST NE,1,Windom Park,Northeast,3,12/31/2015,00:00,Grant,-1
-93.30703838098783,45.01765923574875,3445 OLIVER AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.30321155787749,45.006844010932426,2647 LOGAN AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.3045051318866,45.01767828601623,3447 MORGAN AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.23583791156851,45.00686941608475,1849 ULYSSES ST NE,1,Windom Park,Northeast,3,12/31/2015,00:00,Grant,-1
-93.30958061324188,45.01770368636297,3447 QUEEN AVE N,4,Cleveland,Camden,3,12/31/2015,00:00,Grant,-1
-93.30700244837648,45.00689482122581,2649 OLIVER AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.30700244837648,45.00693292891627,2651 OLIVER AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.303238507336,45.0177354367806,3451 LOGAN AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.303238507336,45.01780528763739,3455 LOGAN AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.30067830877628,45.00693928019555,2653 JAMES AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.24872873589565,45.00695198275199,909 18 1/2 AVE NE,1,Logan Park,Northeast,3,12/31/2015,00:00,Grant,-1
-93.303238507336,45.017837037998646,3457 LOGAN AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.31210487919027,45.00695833402916,2655 SHERIDAN AVE N,4,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.30958061324188,45.01784338806879,3455 QUEEN AVE N,4,Cleveland,Camden,3,12/31/2015,00:00,Grant,-1
-93.3045051318866,45.017881488474856,3459 MORGAN AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.31082927148684,45.007460082699936,2659 RUSSELL AVE N,4,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.2660572377263,45.00749183879704,205 19TH AVE NE,3,Bottineau,Northeast,3,12/31/2015,00:00,Grant,-1
-93.30578073959008,45.01879589061492,3507 NEWTON AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.28656577566277,45.01879589061492,3515 6TH ST N,4,McKinley,Camden,3,12/31/2015,00:00,Grant,-1
-93.26445823652058,45.00749183879704,303 19TH AVE NE,3,Bottineau,Northeast,3,12/31/2015,00:00,Grant,-1
-93.26432348922796,45.00749183879704,305 19TH AVE NE,3,Bottineau,Northeast,3,12/31/2015,00:00,Grant,-1
-93.30196289963257,45.01880859054183,3509 KNOX AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.29690538458296,45.01893558965598,3519 GIRARD AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.2641977250882,45.00749183879704,307 19TH AVE NE,3,Bottineau,Northeast,3,12/31/2015,00:00,Grant,-1
-93.26380246636316,45.00749183879704,313 19TH AVE NE,3,Bottineau,Northeast,3,12/31/2015,00:00,Grant,-1
-93.29690538458296,45.01896733939051,3521 GIRARD AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.3045051318866,45.01941183382528,3543 MORGAN AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.26366771907057,45.00749819001435,315 19TH AVE N,3,Bottineau,Northeast,3,12/31/2015,00:00,Grant,-1
-93.26354195493076,45.00749819001435,317 19TH AVE N,3,Bottineau,Northeast,3,12/31/2015,00:00,Grant,-1
-93.3159406854535,45.019519781952965,3547 VINCENT AVE N,4,Cleveland,Camden,3,12/31/2015,00:00,Grant,-1
-93.28935055304352,45.02061195156319,3615 ALDRICH AVE N,4,McKinley,Camden,3,12/31/2015,00:00,Grant,-1
-93.26328144349839,45.00749819001435,321 19TH AVE N,3,Bottineau,Northeast,3,12/31/2015,00:00,Grant,-1
-93.26305686467735,45.00749819001435,325 19TH AVE N,1,Holland,Northeast,3,12/31/2015,00:00,Grant,-1
-93.30959857954758,45.020827843089755,3619 QUEEN AVE N,4,Cleveland,Camden,3,12/31/2015,00:00,Grant,-1
-93.29691436773581,45.02087229124415,3627 GIRARD AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.26297601630176,45.00749819001435,329 19TH AVE N,1,Holland,Northeast,3,12/31/2015,00:00,Grant,-1
-93.25846647357548,45.00765061901847,1915 6TH ST NE,1,Holland,Northeast,3,12/31/2015,00:00,Grant,-1
-93.30705634729351,45.020923089092655,3625 OLIVER AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.30324749048883,45.021138979446,3639 LOGAN AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.25846647357548,45.00768872620612,1919 6TH ST NE,1,Holland,Northeast,3,12/31/2015,00:00,Grant,-1
-93.29688741827728,45.00786655941329,2707 GIRARD AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.30706533044636,45.02116437825759,3639 OLIVER AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.31723425946258,45.0211897770579,3639 WASHBURN AVE N,4,Cleveland,Camden,3,12/31/2015,00:00,Grant,-1
-93.30067830877628,45.007872910589036,2705 JAMES AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.29310551093114,45.007936422307914,2717 DUPONT AVE N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.29188380214474,45.02219937024469,3701 COLFAX AVE N,4,McKinley,Camden,3,12/31/2015,00:00,Grant,-1
-93.29694131719435,45.02278987876235,3733 GIRARD AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.29310551093114,45.00794912464322,2719 DUPONT AVE N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.30701143152932,45.007993582794654,2715 OLIVER AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.2906351438998,45.02292321855242,3743 BRYANT AVE N,4,McKinley,Camden,3,12/31/2015,00:00,Grant,-1
-93.24909704516213,45.007993582794654,1907 JACKSON ST NE,1,Holland,Northeast,3,12/31/2015,00:00,Grant,-1
-93.28658374196844,45.023005762076366,3749 6TH ST N,4,McKinley,Camden,3,12/31/2015,00:00,Grant,-1
-93.3020167985496,45.02307560650367,3747 KNOX AVE N,4,Folwell,Camden,3,12/31/2015,00:00,Grant,-1
-93.29688741827728,45.0080380409116,2727 GIRARD AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.3133804868937,45.00817141505537,2735 THOMAS AVE N,4,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.2865927251213,45.02398357630447,3801 6TH ST N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.2865927251213,45.024193105751905,3813 6TH ST N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.23582892841569,45.00825397984587,1925 ULYSSES ST NE,1,Windom Park,Northeast,3,12/31/2015,00:00,Grant,-1
-93.29058124498276,45.008736663931806,2813 BRYANT AVE N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.2865927251213,45.02429469551098,3819 6TH ST N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.28661069142694,45.02665660658777,3951 6TH ST N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.29058124498276,45.00874936608966,2815 BRYANT AVE N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.29310551093114,45.00876841932117,2815 DUPONT AVE N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.2919377010618,45.02669470112915,3951 COLFAX AVE S,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.3148537239597,45.02793910887326,4011 UPTON AVE N,4,Victory,Camden,3,12/31/2015,00:00,Grant,-1
-93.2994206673785,45.00878747254634,2811 IRVING AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.30701143152932,45.00881287683671,2811 OLIVER AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.28940445196058,45.028135925987655,4031 ALDRICH AVE N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.25086672627184,45.009454331434355,2115 QUINCY ST NE,1,Holland,Northeast,3,12/31/2015,00:00,Grant,-1
-93.28343065532118,45.00965121209777,2911 3RD ST N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.29068005966403,45.02814862384275,4031 BRYANT AVE N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.29689640143013,45.009682966980094,2905 GIRARD AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.29068005966403,45.028212113076066,4035 BRYANT AVE N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.29709403079264,45.03012310603715,4127 GIRARD AVE N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.28343065532118,45.00970201990105,2915 3RD ST N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.30068729192914,45.00970837087328,2903 JAMES AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.31745883828363,45.030199290480525,4137 WASHBURN AVE N,4,Victory,Camden,3,12/31/2015,00:00,Grant,-1
-93.29069802596969,45.03026277743921,4141 BRYANT AVE N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.28343065532118,45.00972107281566,2917 3RD ST N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.31083825463968,45.009797284410716,2907 RUSSELL AVE N,4,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.29710301394549,45.03038975114531,4141 GIRARD AVE N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.30982315836859,45.03193245917163,4229 QUEEN AVE N,4,Victory,Camden,3,12/31/2015,00:00,Grant,-1
-93.24093135922949,45.009797284410716,2211 PIERCE ST NE,1,Windom Park,Northeast,3,12/31/2015,00:00,Grant,-1
-93.24093135922949,45.009797284410716,2211 PIERCE ST NE,1,Windom Park,Northeast,3,12/31/2015,00:00,Grant,-1
-93.29199159997884,45.03207847464957,4229 COLFAX AVE N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.2849577913042,45.0098226882532,2925 4TH ST N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.30984112467428,45.032453034389455,4255 QUEEN AVE N,4,Victory,Camden,3,12/31/2015,00:00,Grant,-1
-93.23068158183769,45.00994970729662,2219 CLEVELAND ST NE,1,Windom Park,Northeast,3,12/31/2015,00:00,Grant,-1
-93.31753070350635,45.03369731694403,4313 WASHBURN AVE N,4,Victory,Camden,3,12/31/2015,00:00,Grant,-1
-93.30986807413281,45.03400203507841,4329 QUEEN AVE N,4,Victory,Camden,3,12/31/2015,00:00,Grant,-1
-93.29311449408398,45.01000686577427,2925 DUPONT AVE N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.3159406854535,45.010013216712686,2915 VINCENT AVE N,4,Willard - Hay,Near North,3,12/31/2015,00:00,Grant,-1
-93.29710301394549,45.034490850363284,4355 GIRARD AVE N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.29710301394549,45.0345352879094,4357 GIRARD AVE N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.26259872388245,45.010038620459405,353 22ND AVE NE,1,Holland,Northeast,3,12/31/2015,00:00,Grant,-1
-93.27007270704632,45.01010848070477,51 22ND AVE NE,3,Bottineau,Northeast,3,12/31/2015,00:00,Grant,-1
-93.29710301394549,45.03465590393211,4363 GIRARD AVE N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.29710301394549,45.03469399314963,4365 GIRARD AVE N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.28931462043215,45.010260902762525,2941 ALDRICH AVE N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.31721629315693,45.01038156993724,2943 WASHBURN AVE N,4,Willard - Hay,Near North,3,12/31/2015,00:00,Grant,-1
-93.29710301394549,45.034738430538006,4367 GIRARD AVE N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.29710301394549,45.03477651970061,4369 GIRARD AVE N,4,Webber - Camden,Camden,3,12/31/2015,00:00,Grant,-1
-93.29689640143013,45.0104006226258,2947 GIRARD AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.29689640143013,45.01047048242961,2951 GIRARD AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.2888834290958,45.0368396447959,4505 CAMDEN AVE N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.2889103785543,45.038604351236934,4603 CAMDEN AVE N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.30195391647972,45.01050223685773,2951 KNOX AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.2849577913042,45.010908691982664,3013 4TH ST N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.29019496941059,45.03879478393034,4615 ALDRICH AVE N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.29019496941059,45.038826522650965,4617 ALDRICH AVE N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.2849577913042,45.01098490199748,3019 4TH ST N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.25370540256965,45.011118269279365,685 23RD AVE NE,1,Holland,Northeast,3,12/31/2015,00:00,Grant,-1
-93.29020395256345,45.0391692997118,4637 ALDRICH AVE N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.28765273715656,45.04044517405769,4705 6TH ST N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.2547384651464,45.01112462009458,669 23RD AVE NE,1,Holland,Northeast,3,12/31/2015,00:00,Grant,-1
-93.2849577913042,45.01115002334833,3033 4TH ST N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.28764375400371,45.04068003339881,4719 6TH ST N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.29021293571628,45.0410735793227,4743 ALDRICH AVE N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.29689640143013,45.011454861514636,3007 GIRARD AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.29021293571628,45.04121322399985,4751 ALDRICH AVE N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.29311449408398,45.01146756306968,3013 DUPONT AVE N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.28762578769802,45.04245731607865,4819 6TH ST N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.29311449408398,45.011486615396976,3015 DUPONT AVE N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.29689640143013,45.01152472003256,3015 GIRARD AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.29279110058172,45.04273659833726,4835 COLFAX AVE N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.29279110058172,45.042946059136526,4847 COLFAX AVE N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.31467406090286,45.01154377234084,3007 UPTON AVE N,4,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.29021293571628,45.0429524064215,4847 ALDRICH AVE N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.23324178039742,45.01156917540869,2315 GARFIELD ST NE,1,Windom Park,Northeast,3,12/31/2015,00:00,Grant,-1
-93.29021293571628,45.04302222650976,4851 ALDRICH AVE N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.26027208729656,45.012210599137795,505 24TH AVE NE,1,Holland,Northeast,3,12/31/2015,00:00,Grant,-1
-93.29021293571628,45.0430920465128,4855 ALDRICH AVE N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.29311449408398,45.01226775535913,3101 DUPONT AVE N,5,Hawthorne,Near North,3,12/31/2015,00:00,Grant,-1
-93.28762578769802,45.043161866430644,4859 6TH ST N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.29690538458296,45.01229315810585,3105 GIRARD AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.28898224377704,45.047611123635605,5103 CAMDEN AVE N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
-93.29690538458296,45.01231221015851,3107 GIRARD AVE N,5,Jordan,Near North,3,12/31/2015,00:00,Grant,-1
-93.24218900062726,45.01235031424481,2415 FILLMORE ST NE,1,Windom Park,Northeast,3,12/31/2015,00:00,Grant,-1
-93.29025785148049,45.04775075235526,5111 ALDRICH AVE N,4,Lind - Bohanon,Camden,3,12/31/2015,00:00,Grant,-1
