Date,Time,Location,Latitude,Longitude,Ward,Community,Neighborhood,Emergency
12/29/2015,00:00,1823 Washington Ave S,44.973340857266706,-93.24692350125451,6,University,Cedar Riverside,Grant
12/29/2015,00:00,3931 lyndale ave n,45.02631809970264,-93.28813273433711,4,Camden,Webber - Camden,Grant
12/29/2015,00:00,1810 Washington Ave s,44.97331461339746,-93.24739969877774,6,University,Cedar Riverside,Grant
12/29/2015,00:00,2517 7th st s,44.9665636064334,-93.23586201954339,2,University,Cedar Riverside,Grant
12/29/2015,00:00,4332 3rd Avenue South,44.92449613639495,-93.27281779997172,8,Nokomis,Regina,Grant
12/29/2015,00:00,4113  3 av s,44.92844382851747,-93.27268171882837,8,Powderhorn,Bryant,Grant
12/29/2015,00:00,2009 3rd Ave s,44.96256927961672,-93.2726862844207,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,1815 washington ave s,44.97329359088004,-93.2472098125152,6,University,Cedar Riverside,Grant
12/29/2015,00:00,3042 4th ave s,44.94762171298255,-93.27035736578993,9,Powderhorn,Central,Grant
12/29/2015,00:00,708 1st Ave n,44.97868464371631,-93.27618041734726,7,Central,Downtown West,Grant
12/29/2015,00:00,1808 washington ave so,44.97328690035964,-93.24746667164798,6,University,Cedar Riverside,Grant
12/29/2015,00:00,2102 27th ave s,44.96162734135654,-93.23306002466963,6,Longfellow,Seward,Grant
12/29/2015,00:00,2315 27th ave s,44.95994053331132,-93.23296586822241,6,Longfellow,Seward,Grant
12/29/2015,00:00,3712 3rd Ave s.,44.93568472368735,-93.2727936425125,8,Powderhorn,Central,Grant
12/29/2015,00:00,4332 3RD AVE S,44.92449613639495,-93.27281779997172,8,Nokomis,Regina,Grant
12/29/2015,00:00,3900 Lyndale ave n,45.02579654012407,-93.28802118380044,4,Camden,Webber - Camden,Grant
12/29/2015,00:00,4312 3rd Avenue South,44.924843248261105,-93.2728151586971,8,Nokomis,Regina,Grant
12/29/2015,00:00,4149 lyndale ave n,45.03041471142709,-93.28810369198692,4,Camden,Webber - Camden,Grant
12/29/2015,00:00,2507 7th st,45.01332519253906,-93.25755861875204,1,Northeast,Holland,Grant
12/29/2015,00:00,4110 3rd ave s,44.92848020553515,-93.27279115454112,8,Powderhorn,Bryant,Grant
12/29/2015,00:00,809 van white memorial,44.98644723528719,-93.29279273161326,5,Near North,Sumner - Glenwood,Grant
12/29/2015,00:00,320 east hennipen ave,44.98112387237412,-93.27048278618042,3,Central,Downtown West,Grant
12/29/2015,00:00,601 N 7th St,44.9838447,-93.2829259,5,Central,North Loop,Grant
12/29/2015,00:00,350 van white mem,44.9812452,-93.2948972,5,Near North,Sumner - Glenwood,Grant
12/29/2015,00:00,1812 washington ave s,44.97334145721459,-93.2473257310206,6,University,Cedar Riverside,Grant
12/29/2015,00:00,1172 van white memorial blvd,44.99041512529428,-93.29401557701264,5,Near North,Near - North,Grant
12/29/2015,00:00,2307 27th ave s,44.960008976466106,-93.23296501821727,6,Longfellow,Seward,Grant
12/29/2015,00:00,1821 Washington Ave S,44.97333271650399,-93.24700023155674,6,University,Cedar Riverside,Grant
12/29/2015,00:00,2327 27th Ave s,44.95983786842606,-93.23296714323011,6,Longfellow,Seward,Grant
12/29/2015,00:00,279 w 15th st,44.967564,-93.282516,7,Central,Loring Park,Grant
12/29/2015,00:00,601 n 7th st n,44.98442556685829,-93.28390117963866,5,Central,North Loop,Grant
12/29/2015,00:00,1819 University Ave NE,45.006574166090886,-93.2630467131386,1,Northeast,Holland,Grant
12/29/2015,00:00,132 w 15th st,44.9678884,-93.280345,7,Central,Loring Park,Grant
12/29/2015,00:00,3042 4 AVE S,44.94762171298255,-93.27035736578993,9,Powderhorn,Central,Grant
12/29/2015,00:00,279 w 15th st,44.967564,-93.282516,7,Central,Loring Park,Grant
12/29/2015,00:00,160 w 15th,44.9678893,-93.280553,7,Central,Loring Park,Grant
12/29/2015,00:00,1818 Washington Ave s,44.97339799844371,-93.2470972384912,6,University,Cedar Riverside,Grant
12/29/2015,00:00,19 w 15th st,44.9675316,-93.2787582,7,Central,Loring Park,Grant
12/29/2015,00:00,2531 bloomington ave s,44.95676733210162,-93.25235516508901,9,Phillips,East Phillips,Grant
12/29/2015,00:00,2021 3rd ave s,44.96246730738722,-93.27268639560701,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,2635 27 th ave s,44.95494726759803,-93.23304051776074,2,Longfellow,Seward,Grant
12/29/2015,00:00,2523 BLOOMINGTON AVE S,44.95690552823711,-93.25235340075096,9,Phillips,East Phillips,Grant
12/29/2015,00:00,708 VAN WHITE,44.9930611,-93.28881299999999,5,Near North,Near - North,Grant
12/29/2015,00:00,1912 3rd ave s,44.96376671989707,-93.27281158167646,6,Central,Steven's Square - Loring Heights,Grant
12/29/2015,00:00,1620 Central Ave NE,45.00429186841237,-93.24740806534527,1,Northeast,Logan Park,Grant
12/29/2015,00:00,526 1ST ST N,44.988044208943236,-93.27272888741612,3,Central,North Loop,Grant
12/29/2015,00:00,810 4th st se,44.98369706909445,-93.24393594429804,3,University,Marcy Holmes,Grant
12/29/2015,00:00,13th Ave & 5th St NE,45.00089714978,-93.26024579666225,3,Northeast,Sheridan,Grant
12/29/2015,00:00,1120 van white ave n,44.9930611,-93.28881299999999,5,Near North,Near - North,Grant
12/29/2015,00:00,1128 van white,44.9930611,-93.28881299999999,5,Near North,Near - North,Grant
12/29/2015,00:00,59 n 4th ave,44.9877788,-93.2697568,3,Central,North Loop,Grant
12/29/2015,00:00,2125 3rd Ave S,44.96158354047262,-93.27268735922179,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,3825 3rd,45.0380567,-93.2635205,,,,Grant
12/29/2015,00:00,1723 3rd ave s,44.96601972648389,-93.27270647267594,6,Central,Steven's Square - Loring Heights,Grant
12/29/2015,00:00,1603 24th AV s,44.9627609,-93.2377504,6,Longfellow,Seward,Grant
12/29/2015,00:00,2539 3rd ave s,44.95661509303892,-93.27270804577319,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,502 van white memorial,44.98335554023426,-93.29394170158183,5,Near North,Sumner - Glenwood,Grant
12/29/2015,00:00,525 N 2ND ST,44.9871221,-93.2742926,3,Central,North Loop,Grant
12/29/2015,00:00,1722 3rd Ave S,44.96601944478214,-93.27281599477071,6,Central,Steven's Square - Loring Heights,Grant
12/29/2015,00:00,1527 24th st e,44.959092782438546,-93.25229747920909,9,Phillips,East Phillips,Grant
12/29/2015,00:00,2623 27th ave s,44.95514887177428,-93.23303796844365,2,Longfellow,Seward,Grant
12/29/2015,00:00,3530 3rd ave s,44.938978359240025,-93.27281945826294,9,Powderhorn,Central,Grant
12/29/2015,00:00,14th and washington,44.99307599999999,-93.28151799999999,5,Near North,Near - North,Grant
12/29/2015,00:00,2213 3rd ave s,44.960753129008054,-93.27268904575425,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,2409 3rd Ave s.,44.95900178905309,-93.27269911201714,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,2635 27th ave,45.00779400709635,-93.31383115391726,4,Near North,Willard - Hay,Grant
12/29/2015,00:00,1 Lourdes Place,44.9871761744217,-93.2586134341867,3,University,Nicollet Island - East Bank,Grant
12/29/2015,00:00,702 5th st n,44.98572399528449,-93.28105197586306,5,Central,North Loop,Grant
12/29/2015,00:00,160 w 15th st,44.9678893,-93.280553,7,Central,Loring Park,Grant
12/29/2015,00:00,2816 riverside ave,44.96336226493952,-93.23102733484491,6,Longfellow,Seward,Grant
12/29/2015,00:00,2029 3rd ave s,44.96239932580019,-93.27268646973123,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,1815 noth emerson,44.9979223,-93.2945371,5,Near North,Near - North,Grant
12/29/2015,00:00,501 e 15th St,44.9677139,-93.2685621,6,Central,Elliot Park,Grant
12/29/2015,00:00,1158 van white Blvd n,44.9819302,-93.2955283,5,Near North,Sumner - Glenwood,Grant
12/29/2015,00:00,2818 riverside ave,44.963349991855395,-93.23099863556247,6,Longfellow,Seward,Grant
12/29/2015,00:00,2200 Emerson Ave N,45.001536932849476,-93.29405590399674,5,Near North,Hawthorne,Grant
12/29/2015,00:00,Johnson & 33rd Ave NE,45.02767125483206,-93.2371285282667,1,Northeast,Waite Park,Grant
12/29/2015,00:00,2635 Lyndale Ave N,45.00655435398205,-93.2880453943917,5,Near North,Hawthorne,Grant
12/29/2015,00:00,1810 11th ave s,44.964998883849326,-93.2582425796667,6,Phillips,Ventura Village,Grant
12/29/2015,00:00,2925 Lyndale ave n,45.01027641504485,-93.28805637279189,5,Near North,Hawthorne,Grant
12/29/2015,00:00,1919 11th ave s,44.96368322059914,-93.25813143448941,6,Phillips,Ventura Village,Grant
12/29/2015,00:00,Chicago ave & Lake St,44.94835609904547,-93.26267752748083,9,Powderhorn,Central,Grant
12/29/2015,00:00,2329 Central Ave NE,45.011260893025955,-93.24729724647162,1,Northeast,Windom Park,Grant
12/29/2015,00:00,2602 University Ave SE,44.97282608812476,-93.21996121323829,2,University,Prospect Park - East River Road,Grant
12/30/2015,00:00,2715 east 50th street,44.9123469,-93.2325353,11,Nokomis,Keewaydin,Grant
12/30/2015,00:00,21 26TH ST E,44.95549685957959,-93.27758678674684,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,3215 lyndale ave n,45.01338984149719,-93.2880725637513,4,Camden,McKinley,Grant
12/30/2015,00:00,1836 31st st e,44.94659549832591,-93.24656059059483,9,Powderhorn,Corcoran,Grant
12/29/2015,00:00,2200 Lyndale ave n,45.0015173617685,-93.28793529363543,5,Near North,Hawthorne,Grant
12/29/2015,00:00,2636 Johnson St NE,45.015697018790554,-93.23719987785157,1,Northeast,Audubon Park,Grant
12/30/2015,00:00,875 9th ave se,44.9879099127648,-93.2391056620282,3,University,Marcy Holmes,Grant
12/29/2015,00:00,3100 Lyndale ave n,45.011977549925625,-93.28795255475605,5,Near North,Hawthorne,Grant
12/30/2015,00:00,19 26TH ST E,44.95549704999674,-93.27761145814439,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,Johnson & 29th Ave NE,45.020441490364874,-93.2371117973319,1,Northeast,Audubon Park,Grant
12/30/2015,00:00,533 2nd St NE,44.993385375022584,-93.26179300687359,3,Northeast,St. Anthony West,Grant
12/29/2015,00:00,2303 9 th sts,44.97802799999999,-93.27702219999999,7,Central,Downtown West,Grant
12/30/2015,00:00,2715 blaisdell av,44.953446843914165,-93.27959969568205,10,Powderhorn,Whittier,Grant
12/30/2015,00:00,4448 30th Ave s,44.92238944506759,-93.22965541184203,12,Nokomis,Ericsson,Grant
12/29/2015,00:00,chicago ave s & Lake St,44.94835609904547,-93.26267752748083,9,Powderhorn,Central,Grant
12/29/2015,00:00,2219 9th st s,44.96400631550746,-93.23964564754182,6,Longfellow,Seward,Grant
12/30/2015,00:00,2101 Blaisdell Ave S,44.96179703747235,-93.27954124626329,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,3235 Lyndale Ave n,45.013738180724,-93.28807396371036,4,Camden,McKinley,Grant
12/30/2015,00:00,2443 blaisdell av,44.95833913951381,-93.2795662367699,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,3419 Lyndale Ave n,45.01705864578675,-93.28808319220055,4,Camden,McKinley,Grant
12/30/2015,00:00,61 2nd St NE,44.98813026522469,-93.25820003725465,3,University,Nicollet Island - East Bank,Grant
12/30/2015,00:00,2747 Blaisdell Ave S,44.95289420179864,-93.27960406065974,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,2002 9th st s,44.96397847202671,-93.24257459795959,6,Longfellow,Seward,Grant
12/30/2015,00:00,355 2nd St NE,44.991224141903366,-93.26031710136266,3,Northeast,St. Anthony West,Grant
12/29/2015,00:00,2203 9th street s,44.96400274782242,-93.23940186563144,6,Longfellow,Seward,Grant
12/30/2015,00:00,61 2nd St NE,44.98813026522469,-93.25820003725465,3,University,Nicollet Island - East Bank,Grant
12/29/2015,00:00,3431 Lyndale Ave n,45.017267380262744,-93.28808321691554,4,Camden,McKinley,Grant
12/30/2015,00:00,14 ave se,44.9848392,-93.2323533,3,University,Marcy Holmes,Grant
12/29/2015,00:00,4550 4th av s,44.920586707094174,-93.27028778700347,8,Nokomis,Regina,Grant
12/30/2015,00:00,14th ave se 8th st se,44.9844222,-93.2326683,3,University,Marcy Holmes,Grant
12/29/2015,00:00,4566 4th ave s,44.920308951787696,-93.27029063835545,8,Nokomis,Regina,Grant
12/30/2015,00:00,2586 w 43rd st,44.9249277,-93.3122755,13,Southwest,Linden Hills,Grant
12/29/2015,00:00,2615 university Ave Se,44.97282936951273,-93.2197473569254,2,University,Prospect Park - East River Road,Grant
12/30/2015,00:00,747 2nd St NE,44.99566584741586,-93.26335989281486,3,Northeast,St. Anthony West,Grant
12/29/2015,00:00,2215 Central Ave NE,45.01004491091992,-93.24730925742499,1,Northeast,Windom Park,Grant
12/30/2015,00:00,216 36th st w,44.93775589550433,-93.28170710008843,8,Powderhorn,Lyndale,Grant
12/29/2015,00:00,4480 4th ave s,44.92187471364901,-93.27027262455977,8,Nokomis,Regina,Grant
12/30/2015,00:00,1815 2nd st so,44.99762266667003,-93.28001115841998,5,Near North,Near - North,Grant
12/29/2015,00:00,2321 9th st s,44.96401349065904,-93.23809280907719,6,Longfellow,Seward,Grant
12/30/2015,00:00,355 2nd St NE,44.991224141903366,-93.26031710136266,3,Northeast,St. Anthony West,Grant
12/29/2015,00:00,386 w 15th st,44.9684214,-93.28595109999999,7,Central,Loring Park,Grant
12/30/2015,00:00,2638 43rd st w,44.924435332859254,-93.31307918346515,13,Southwest,Linden Hills,Grant
12/29/2015,00:00,4364 4th ave s,44.923956865098276,-93.27024175492343,8,Nokomis,Regina,Grant
12/30/2015,00:00,2311 Blaisdell ave s,44.95991518377449,-93.27955416087637,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,2001 S 9th st,44.9637933,-93.24370929999999,6,Longfellow,Seward,Grant
12/30/2015,00:00,2043 43rd ave s,45.03333638822358,-93.30525198950058,4,Camden,Webber - Camden,Grant
12/29/2015,00:00,2507 Central Ave NE,45.01332222201634,-93.24728075924527,1,Northeast,Audubon Park,Grant
12/30/2015,00:00,1215w 26th,44.9551392,-93.2945925,10,Calhoun Isle,Lowry Hill East,Grant
12/29/2015,00:00,3331 lyndale ave n,45.01547415401411,-93.28808008807911,4,Camden,McKinley,Grant
12/30/2015,00:00,3841 Thomas Ave N,45.02484459610049,-93.31349866176895,4,Camden,Victory,Grant
12/29/2015,00:00,2409 Central Ave NE,45.01227904159573,-93.24729169962806,1,Northeast,Windom Park,Grant
12/30/2015,00:00,3340 Hennepin,44.94225598740061,-93.29840944534506,10,Calhoun Isle,ECCO,Grant
12/30/2015,00:00,801 WASHINGTON AVE N,44.98888868573934,-93.2786559861232,3,Central,North Loop,Grant
12/29/2015,00:00,3922 4th ave s,44.93190969373872,-93.27019315651138,8,Powderhorn,Bryant,Grant
12/30/2015,00:00,2245 blaisdell,44.96047613200518,-93.27954973951068,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,3700 Lyndale Ave n,45.02217006407946,-93.28799293191949,4,Camden,McKinley,Grant
12/30/2015,00:00,1475 Washington St NE,45.00275765832499,-93.25749086953704,1,Northeast,Logan Park,Grant
12/29/2015,00:00,2323 11TH AVE S,44.9598255152848,-93.2581499666998,6,Phillips,Ventura Village,Grant
12/29/2015,00:00,2613 university ave se,44.97284005579864,-93.219773995669,2,University,Prospect Park - East River Road,Grant
12/30/2015,00:00,2940 Chicago AV s,44.94906147561705,-93.26272412225896,6,Phillips,Phillips West,Grant
12/29/2015,00:00,3979 4th Ave s.,44.93093917375467,-93.2700837100646,8,Powderhorn,Bryant,Grant
12/30/2015,00:00,38 2nd St NE,44.987871770918396,-93.25814580795105,3,University,Nicollet Island - East Bank,Grant
12/29/2015,00:00,2827 Johnson St NE,45.019135356769524,-93.23706361026996,1,Northeast,Audubon Park,Grant
12/30/2015,00:00,1300 8th St se,44.98491786930061,-93.23401968082223,3,University,Marcy Holmes,Grant
12/29/2015,00:00,3922 4th ave s,44.93190969373872,-93.27019315651138,8,Powderhorn,Bryant,Grant
12/30/2015,00:00,1434 Marshall St NE,45.001693668936966,-93.27108841028274,3,Northeast,Sheridan,Grant
12/29/2015,00:00,2210 9th st. s,44.96392705521767,-93.23952602143481,6,Longfellow,Seward,Grant
12/30/2015,00:00,5545 34th ave so,44.902743063625735,-93.22286358333128,12,Nokomis,Morris Park,Grant
12/29/2015,00:00,3416 Chicago,44.94103960517152,-93.26263649281333,9,Powderhorn,Central,Grant
12/30/2015,00:00,1229 26th st w,44.95550214000626,-93.2947941705861,10,Calhoun Isle,Lowry Hill East,Grant
12/29/2015,00:00,3731 4th Avenue South,44.935385130175675,-93.27009033462642,8,Powderhorn,Central,Grant
12/30/2015,00:00,467 2nd St NE,44.99268448266407,-93.26131390165348,3,Northeast,St. Anthony West,Grant
12/29/2015,00:00,2503 9th st s,44.96400128733236,-93.23310983577386,6,Longfellow,Seward,Grant
12/30/2015,00:00,815 9th ave se,44.98735599952588,-93.239533387514,3,University,Marcy Holmes,Grant
12/29/2015,00:00,2221 9th st,44.96400676146808,-93.23967612028062,6,Longfellow,Seward,Grant
12/30/2015,00:00,513,45.0411248,-93.2596564,,,,Grant
12/30/2015,00:00,3065 HOLMES AVE S,44.94722514010641,-93.29951114854741,10,Calhoun Isle,ECCO,Grant
12/29/2015,00:00,510 n 1st st,44.9887341,-93.27319159999999,3,Central,North Loop,Grant
12/30/2015,00:00,116 14th ave s,44.97536356751967,-93.24707218990467,6,University,Cedar Riverside,Grant
12/29/2015,00:00,2603 university ave se,44.97289348719836,-93.21990718938699,2,University,Prospect Park - East River Road,Grant
12/30/2015,00:00,5254 15 th ave se,44.90788930275968,-93.25378055698395,11,Nokomis,Hale,Grant
12/29/2015,00:00,4444 3rd av s,44.922479597391344,-93.27283704873007,8,Nokomis,Regina,Grant
12/30/2015,00:00,2443 BLAISDELL AVE,44.95833913951381,-93.2795662367699,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,2313 9 St S,44.964014662295064,-93.237971241866,6,Longfellow,Seward,Grant
12/30/2015,00:00,500 14th Ave Se,44.98148450599968,-93.23492536093016,3,University,Marcy Holmes,Grant
12/29/2015,00:00,386 w 15th st,44.9684214,-93.28595109999999,7,Central,Loring Park,Grant
12/29/2015,00:00,3767 4th ave s,44.93476142435093,-93.27008222878004,8,Powderhorn,Central,Grant
12/30/2015,00:00,2245 blaisdell,44.96047613200518,-93.27954973951068,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,3751 lyndale ave n,45.02303950965103,-93.28810978796585,4,Camden,McKinley,Grant
12/30/2015,00:00,3536 Hennepin,44.938829766623705,-93.29843856516094,10,Calhoun Isle,ECCO,Grant
12/29/2015,00:00,2324 9th st s,44.96393541902209,-93.2381521009776,6,Longfellow,Seward,Grant
12/30/2015,00:00,2425 BLAISDELL AVE,44.95864802777766,-93.2795639402804,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,1018 24th st e,44.95916103425686,-93.25937493814347,6,Phillips,Ventura Village,Grant
12/30/2015,00:00,745 14th ave se,44.98389206892498,-93.23313323529553,3,University,Marcy Holmes,Grant
12/29/2015,00:00,2521 9th st s,44.96400310124748,-93.23338205115864,6,Longfellow,Seward,Grant
12/30/2015,00:00,1837 31st st e,44.946517873134134,-93.24645942711547,9,Powderhorn,Corcoran,Grant
12/29/2015,00:00,1928 3rd Ave s.,44.96357352198082,-93.27281262396384,6,Central,Steven's Square - Loring Heights,Grant
12/30/2015,00:00,1434 Marshall St NE,45.001693668936966,-93.27108841028274,3,Northeast,Sheridan,Grant
12/29/2015,00:00,3137 Central Ave NE,45.02502344418283,-93.24748575138129,1,Northeast,Columbia Park,Grant
12/30/2015,00:00,3827 Thomas Ave N,45.02460151477796,-93.31349208524564,4,Camden,Victory,Grant
12/30/2015,00:00,1534 Washington St NE,45.00348631002888,-93.25760288018125,3,Northeast,Sheridan,Grant
12/29/2015,00:00,2609 university ave se,44.9728614283645,-93.2198272731562,2,University,Prospect Park - East River Road,Grant
12/30/2015,00:00,2811 blaisedale s,44.977753,-93.2650108,3,Central,Downtown West,Grant
12/29/2015,00:00,3812 Chicago,44.93388815468679,-93.26254828308262,8,Powderhorn,Bryant,Grant
12/30/2015,00:00,2821 blaisdell av s,44.95167636391113,-93.27961310874844,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,3127 Central Ave NE,45.02519323773703,-93.24748523691811,1,Northeast,Columbia Park,Grant
12/30/2015,00:00,1501 Marshall St NE,45.002549161884666,-93.27110765119178,3,Northeast,Sheridan,Grant
12/29/2015,00:00,1920 11 av s,44.96365995075529,-93.25824097777127,6,Phillips,Ventura Village,Grant
12/30/2015,00:00,500 14th ave se,44.98148450599968,-93.23492536093016,3,University,Marcy Holmes,Grant
12/29/2015,00:00,4544 3rd ave s,44.92066927031317,-93.27285685485484,8,Nokomis,Regina,Grant
12/30/2015,00:00,2537 2nd St NE,45.01384140358902,-93.26613944049838,1,Northeast,Marshall Terrace,Grant
12/29/2015,00:00,3243 lyndale ave north,45.013877515821456,-93.28807452369396,4,Camden,McKinley,Grant
12/30/2015,00:00,524 14th ave se,44.981710035618484,-93.23474539176938,3,University,Marcy Holmes,Grant
12/29/2015,00:00,2309 9th St S,44.964015248113064,-93.23791045826042,6,Longfellow,Seward,Grant
12/30/2015,00:00,1440 Marshall St NE,45.00177066287898,-93.27110066993181,3,Northeast,Sheridan,Grant
12/29/2015,00:00,2415 9th st s,44.964021747171536,-93.23619133780464,6,Longfellow,Seward,Grant
12/30/2015,00:00,5557 34th ave so,44.902534842267144,-93.22286549974439,12,Nokomis,Morris Park,Grant
12/29/2015,00:00,3921 lyndale ave n,45.026144176150076,-93.28813205829327,4,Camden,Webber - Camden,Grant
12/30/2015,00:00,3080 HOLMES AVE S,44.94695411984727,-93.2996229658926,10,Calhoun Isle,ECCO,Grant
12/29/2015,00:00,814 24th st e,44.95915756877372,-93.26235148341814,6,Phillips,Ventura Village,Grant
12/30/2015,00:00,1502 Marshall St NE,45.00256739290258,-93.2712201881909,3,Northeast,Sheridan,Grant
12/29/2015,00:00,2524 Central Ave NE,45.01363340962707,-93.24739105841152,1,Northeast,Holland,Grant
12/30/2015,00:00,2727 Blaisdell ave s,44.953239603744485,-93.27960133254868,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,1926 11 av s,44.96358999666293,-93.25824103922473,6,Phillips,Ventura Village,Grant
12/30/2015,00:00,5044 5th at s,45.0603205,-93.2605916,,,,Grant
12/29/2015,00:00,2610 university ave se,44.972783342958735,-93.2198546582639,2,University,Prospect Park - East River Road,Grant
12/30/2015,00:00,1434 Marshall St NE,45.001693668936966,-93.27108841028274,3,Northeast,Sheridan,Grant
12/29/2015,00:00,3921. lyndale ave n,45.026144176150076,-93.28813205829327,4,Camden,Webber - Camden,Grant
12/30/2015,00:00,358 2nd St NE,44.991240523044134,-93.26045017012198,3,Northeast,St. Anthony West,Grant
12/29/2015,00:00,2426 butler pl,44.964687640221584,-93.23658755810055,2,University,Cedar Riverside,Grant
12/30/2015,00:00,2678 W 43 ST W,44.924480815169865,-93.31344436743532,13,Southwest,Linden Hills,Grant
12/29/2015,00:00,2526 butler place,44.964689956820216,-93.23562857344386,2,University,Cedar Riverside,Grant
12/30/2015,00:00,600 14th ave,44.9932778189586,-93.28623571261599,5,Near North,Near - North,Grant
12/29/2015,00:00,3944 Chicago ave s,44.931533642882535,-93.26255051615674,8,Powderhorn,Bryant,Grant
12/30/2015,00:00,624 14th ave,44.993131978251576,-93.28660159968655,5,Near North,Near - North,Grant
12/29/2015,00:00,2322 butler pl,44.9648412,-93.23822369999999,2,University,Cedar Riverside,Grant
12/30/2015,00:00,2801 blaisdell,44.95190624108584,-93.27961178671953,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,3334 4th ave s,44.942528267867004,-93.27028033500277,9,Powderhorn,Central,Grant
12/30/2015,00:00,2719 BLAISDELL AVE S,44.95337776394076,-93.27960024130427,10,Powderhorn,Whittier,Grant
12/29/2015,00:00,2205 9th s,44.964003193783064,-93.23943233837024,6,Longfellow,Seward,Grant
12/30/2015,00:00,600 14th ave se,44.98246411129977,-93.23414361159055,3,University,Marcy Holmes,Grant
12/29/2015,00:00,368 w15th st,44.9684174,-93.2859397,7,Central,Loring Park,Grant
12/30/2015,00:00,1534 Washington St NE,45.00348631002888,-93.25760288018125,3,Northeast,Sheridan,Grant
12/29/2015,00:00,2337 Central Ave NE,45.01136073428978,-93.24729678757448,1,Northeast,Windom Park,Grant
12/30/2015,00:00,2519 4th St NE,45.01352760135265,-93.2615017236541,1,Northeast,Holland,Grant
12/29/2015,00:00,2325 9th st SE,44.964012904841034,-93.23815359268276,6,Longfellow,Seward,Grant
12/30/2015,00:00,500 14th ave se,44.98148450599968,-93.23492536093016,3,University,Marcy Holmes,Grant
12/29/2015,00:00,2204 9th St S,44.96392571733395,-93.23943460321843,6,Longfellow,Seward,Grant
