Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Emergency,Date,Time
"592 4TH ST SE,Minneapolis,MN",44.984731,-93.24713100000001,3,University,Marcy Holmes,4,1,Diamond Lake,03/10/2019,22:30
"641 13th ave ne,Minneapolis,MN",45.001114,-93.255882,1,Northeast,Logan Park,2,1,Diamond Lake,03/10/2019,22:32
"561 2ND ST N,Minneapolis,MN",44.987613,-93.274512,3,Central,North Loop,1,1,Diamond Lake,03/10/2019,22:33
"680 2nd st n,Minneapolis,MN",44.988764,-93.27550699999999,3,Central,North Loop,1,1,Diamond Lake,03/10/2019,22:34
"200 15TH ST E,Minneapolis,MN",44.967895,-93.281325,7,Central,Loring Park,3,1,Diamond Lake,03/10/2019,22:35
"401 2ND ST N,Minneapolis,MN",44.986358,-93.27326500000001,3,Central,North Loop,3,1,Diamond Lake,03/10/2019,22:40
"214 15th st w ,Minneapolis,MN",44.968032,-93.28165600000001,7,Central,Loring Park,3,1,Diamond Lake,03/10/2019,22:45
"310 2ND ST N,Minneapolis,MN",44.985820000000004,-93.271381,3,Central,North Loop,3,1,Diamond Lake,03/10/2019,22:47
"513 UNIVERSITY AVE SE,Minneapolis,MN",44.984496,-93.248214,3,University,Marcy Holmes,4,1,Diamond Lake,03/10/2019,22:47
"3200 lyndale ave n,Minneapolis,MN",45.013111,-93.288021,4,Camden,McKinley,1,1,Diamond Lake,03/10/2019,22:49
"323 University Ave se,Minneapolis,MN",44.985285,-93.25108,3,University,Marcy Holmes,4,1,Diamond Lake,03/10/2019,22:50
"641-665 13th ave ne,Minneapolis,MN",45.001114,-93.255882,1,Northeast,Logan Park,2,1,Diamond Lake,03/10/2019,22:51
"3400 Chicago Ave,Minneapolis,MN",44.941224,-93.26294,9,Powderhorn,Central,5,1,Diamond Lake,03/10/2019,22:52
"3500 lyndale ave n,Minneapolis,MN",45.018627,-93.28775999999999,4,Camden,McKinley,1,1,Diamond Lake,03/10/2019,22:53
"200 15 st w,Minneapolis,MN",44.967895,-93.281325,7,Central,Loring Park,3,1,Diamond Lake,03/10/2019,22:55
"641-665-13th ave ne,Minneapolis,MN",45.001114,-93.255882,1,Northeast,Logan Park,2,1,Diamond Lake,03/10/2019,22:55
"3700 lyndale av n ,Minneapolis,MN",45.022311,-93.287788,4,Camden,McKinley,1,1,Diamond Lake,03/10/2019,22:57
"127 w 15th st,Minneapolis,MN",44.96761,-93.280562,7,Central,Loring Park,3,1,Diamond Lake,03/10/2019,22:57
"129 15TH ST E,Minneapolis,MN",44.967601,-93.28065500000001,7,Central,Loring Park,3,1,Diamond Lake,03/10/2019,22:59
"2800 emerson av s,Minneapolis,MN",44.951578000000005,-93.294725,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake,03/10/2019,22:59
"139 13th ave NE,Minneapolis,MN",45.000777,-93.268559,3,Northeast,Sheridan,2,1,Diamond Lake,03/10/2019,23:00
"3600 Lyndale Ave N,Minneapolis,MN",45.02045,-93.287772,4,Camden,McKinley,1,1,Diamond Lake,03/10/2019,23:01
"139 13TH AVE NE,Minneapolis,MN",45.000777,-93.268559,3,Northeast,Sheridan,2,1,Diamond Lake,03/10/2019,23:02
"3500 block of 4th Ave S,Minneapolis,MN",44.939551,-93.270207,9,Powderhorn,Central,5,1,Diamond Lake,03/10/2019,23:02
"4900 block of 4th ave s,Minneapolis,MN",44.914142,-93.27064200000001,8,Nokomis,Field,5,1,Diamond Lake,03/10/2019,23:04
"561 2ND ST N,Minneapolis,MN",44.987613,-93.274512,3,Central,North Loop,1,1,Diamond Lake,03/10/2019,23:04
"209 15th st w ,Minneapolis,MN",44.967453000000006,-93.281511,7,Central,Loring Park,3,1,Diamond Lake,03/10/2019,23:06
"3500 block of 4th ave s,Minneapolis,MN",44.939551,-93.270207,9,Powderhorn,Central,5,1,Diamond Lake,03/10/2019,23:07
"562 2nd st n,Minneapolis,MN",44.987878,-93.273698,3,Central,North Loop,1,1,Diamond Lake,03/10/2019,23:08
"3923 Chicago Avenue S,Minneapolis,MN",44.93157,-93.262174,8,Powderhorn,Bancroft,6,1,Diamond Lake,03/10/2019,23:08
"3900 Chicago,Minneapolis,MN",44.932027000000005,-93.26341,8,Powderhorn,Bryant,5,1,Diamond Lake,03/10/2019,23:08
"99 13th ave ne,Minneapolis,MN",45.000093,-93.270025,3,Northeast,Sheridan,2,1,Diamond Lake,03/10/2019,23:09
"2800 Emerson ave s,Minneapolis,MN",44.951578000000005,-93.294725,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake,03/10/2019,23:10
"4200 4TH AVE S,Minneapolis,MN",44.926817,-93.27014100000001,8,Nokomis,Regina,5,1,Diamond Lake,03/10/2019,23:10
"665 university ave se,Minneapolis,MN",44.983706,-93.24616,3,University,Marcy Holmes,4,1,Diamond Lake,03/10/2019,23:11
"4398 - 4300 Zenith Ave S,Minneapolis,MN",44.92334,-93.321446,13,Southwest,Linden Hills,5,1,Diamond Lake,03/10/2019,23:13
"4500 BLOCK 4th Ave. S. ,Minneapolis,MN",44.921364000000004,-93.270485,8,Nokomis,Regina,5,1,Diamond Lake,03/10/2019,23:14
"679 13th ave ne,Minneapolis,MN",45.001149,-93.253781,1,Northeast,Logan Park,2,1,Diamond Lake,03/10/2019,23:14
"3800 Chicago ave,Minneapolis,MN",44.93396,-93.262874,8,Powderhorn,Bryant,5,1,Diamond Lake,03/10/2019,23:15
"701 university ave se,Minneapolis,MN",44.983484999999995,-93.245863,3,University,Marcy Holmes,4,1,Diamond Lake,03/10/2019,23:16
"3800 Chicago ave s,Minneapolis,MN",44.93396,-93.262874,8,Powderhorn,Bryant,5,1,Diamond Lake,03/10/2019,23:16
"3200 Chicago ,Minneapolis,MN",44.944621000000005,-93.26288199999999,9,Powderhorn,Central,5,1,Diamond Lake,03/10/2019,23:18
"3000 Chicago ave s,Minneapolis,MN",44.948357,-93.262689,6,Phillips,Phillips West,3,1,Diamond Lake,03/10/2019,23:20
"71-99 13th ave ne,Minneapolis,MN",45.000018,-93.271303,3,Northeast,Sheridan,2,1,Diamond Lake,03/10/2019,23:22
"1301 University Ave Se,Minneapolis,MN",44.980118,-93.237319,3,University,Marcy Holmes,4,1,Diamond Lake,03/10/2019,23:23
"500 e 15th,Minneapolis,MN",44.968301000000004,-93.268698,7,Central,Elliot Park,3,1,Diamond Lake,03/10/2019,23:24
"601 university ave se,Minneapolis,MN",44.984046,-93.247288,3,University,Marcy Holmes,4,1,Diamond Lake,03/10/2019,23:26
"500 15th st e ,Minneapolis,MN",44.968301000000004,-93.268698,7,Central,Elliot Park,3,1,Diamond Lake,03/10/2019,23:26
"711 University Ave se,Minneapolis,MN",44.983403,-93.245496,3,University,Marcy Holmes,4,1,Diamond Lake,03/10/2019,23:27
"5126 28th ave,Minneapolis,MN",44.909987,-93.232568,11,Nokomis,Keewaydin,6,1,Diamond Lake,03/10/2019,23:27
"2500 PLYMOUTH AVE N,Minneapolis,MN",44.991735999999996,-93.31224399999999,5,Near North,Willard - Hay,1,1,Diamond Lake,03/10/2019,23:30
"2800 BLOCK OF EMERSON AVE S,Minneapolis,MN",44.951578000000005,-93.294725,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake,03/10/2019,23:30
"3700 LYNDALE AVE N ,Minneapolis,MN",45.022311,-93.287788,4,Camden,McKinley,1,1,Diamond Lake,03/10/2019,23:31
"4000 Lyndale Ave N,Minneapolis,MN",45.027711,-93.28777600000001,4,Camden,Webber - Camden,1,1,Diamond Lake,03/10/2019,23:31
"4221 Chicago,Minneapolis,MN",44.92623,-93.26219300000001,8,Nokomis,Northrop,6,1,Diamond Lake,03/10/2019,23:33
"4350 Chicago Avenue South,Minneapolis,MN",44.923621999999995,-93.262901,8,Nokomis,Regina,5,1,Diamond Lake,03/10/2019,23:34
"310 2ND ST N,Minneapolis,MN",44.985820000000004,-93.271381,3,Central,North Loop,3,1,Diamond Lake,03/10/2019,23:34
"711 university se,Minneapolis,MN",44.983403,-93.245496,3,University,Marcy Holmes,4,1,Diamond Lake,03/10/2019,23:36
"3800-3899 lyndale ave n ,Minneapolis,MN",45.024097999999995,-93.287796,4,Camden,Webber - Camden,1,1,Diamond Lake,03/10/2019,23:38
"500 15TH ST E,Minneapolis,MN",44.968301000000004,-93.268698,7,Central,Elliot Park,3,1,Diamond Lake,03/10/2019,23:38
"711 university se,Minneapolis,MN",44.983403,-93.245496,3,University,Marcy Holmes,4,1,Diamond Lake,03/10/2019,23:39
"139 13th ave ne,Minneapolis,MN",45.000777,-93.268559,3,Northeast,Sheridan,2,1,Diamond Lake,03/10/2019,23:39
"2900 emerson av s,Minneapolis,MN",44.950062,-93.29448199999999,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake,03/10/2019,23:41
"15th st and lasalle ,Minneapolis,MN",44.967717,-93.279336,7,Central,Loring Park,3,1,Diamond Lake,03/10/2019,23:42
"1711 university ave,Minneapolis,MN",44.977855,-93.231641,2,University,University of Minnesota,4,1,Diamond Lake,03/10/2019,23:42
"4000-4098 lyndale ave n ,Minneapolis,MN",45.027711,-93.28777600000001,4,Camden,Webber - Camden,1,1,Diamond Lake,03/10/2019,23:44
"125 13th ave ne ,Minneapolis,MN",45.000632,-93.268959,3,Northeast,Sheridan,2,1,Diamond Lake,03/10/2019,23:44
"4698 Lyndale Ave n,Minneapolis,MN",45.041046,-93.28635799999999,4,Camden,Camden Industrial,1,1,Diamond Lake,03/10/2019,23:45
"4698 Lyndale Ave n,Minneapolis,MN",45.041046,-93.28635799999999,4,Camden,Camden Industrial,1,1,Diamond Lake,03/10/2019,23:47
"508 15st e,Minneapolis,MN",44.968262,-93.268506,7,Central,Elliot Park,3,1,Diamond Lake,03/10/2019,23:49
"139 13th ave ne,Minneapolis,MN",45.000777,-93.268559,3,Northeast,Sheridan,2,1,Diamond Lake,03/10/2019,23:49
"209 w 15th st ,Minneapolis,MN",44.967453000000006,-93.281511,7,Central,Loring Park,3,1,Diamond Lake,03/10/2019,23:51
"1711 university ne,Minneapolis,MN",45.005697999999995,-93.262853,1,Northeast,Holland,2,1,Diamond Lake,03/10/2019,23:51
"1001 18th ave se,Minneapolis,MN",44.987829999999995,-93.226934,1,University,Como,4,1,Diamond Lake,03/10/2019,23:53
"1712 university ave Ne,Minneapolis,MN",45.005829,-93.2635,3,Northeast,Bottineau,2,1,Diamond Lake,03/10/2019,23:55
"4600 lyndale av no ,Minneapolis,MN",45.038466,-93.28622299999999,4,Camden,Camden Industrial,1,1,Diamond Lake,03/10/2019,23:57
"4608 Lyndale Ave N,Minneapolis,MN",45.038737,-93.286837,4,Camden,Camden Industrial,1,1,Diamond Lake,03/10/2019,23:59
"3000 block of 4th ave s,Minneapolis,MN",44.948333,-93.270289,9,Powderhorn,Central,5,1,Diamond Lake,03/11/2019,00:02
"15th st e park ave s,Minneapolis,MN",44.967987,-93.265022,6,Central,Elliot Park,3,1,Diamond Lake,03/11/2019,00:03
"4601 Chicago Avenue,Minneapolis,MN",44.919685,-93.262598,11,Nokomis,Field,5,1,Diamond Lake,03/11/2019,00:03
"623 E 15TH ST,Minneapolis,MN",44.967884999999995,-93.266412,6,Central,Elliot Park,3,1,Diamond Lake,03/11/2019,00:03
"Portland ave / 15st e ,Minneapolis,MN",44.968057,-93.267661,6,Central,Elliot Park,3,1,Diamond Lake,03/11/2019,00:06
"311 18th ave se,Minneapolis,MN",44.977353,-93.230988,2,University,University of Minnesota,4,1,Diamond Lake,03/11/2019,00:06
"3200 block of 4th ave s,Minneapolis,MN",44.944796999999994,-93.270524,9,Powderhorn,Central,5,1,Diamond Lake,03/11/2019,00:07
"4800 Chicago,Minneapolis,MN",44.916003,-93.262901,8,Nokomis,Field,5,1,Diamond Lake,03/11/2019,00:08
"2800 emerson av s,Minneapolis,MN",44.951578000000005,-93.294725,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake,03/11/2019,00:08
"365 18TH AVE SE,Minneapolis,MN",44.977601,-93.23079399999999,2,University,University of Minnesota,4,1,Diamond Lake,03/11/2019,00:09
"2600 plymouth ave n,Minneapolis,MN",44.991753,-93.31353,5,Near North,Willard - Hay,1,1,Diamond Lake,03/11/2019,00:09
"4340 Chicago Ave S,Minneapolis,MN",44.923878,-93.262861,8,Nokomis,Regina,5,1,Diamond Lake,03/11/2019,00:11
"3498 bloomington ave,Minneapolis,MN",44.939571,-93.252433,9,Powderhorn,Powderhorn Park,6,1,Diamond Lake,03/11/2019,00:13
"3400 BLOOMINGTON AVE S,Minneapolis,MN",44.941225,-93.252646,9,Powderhorn,Powderhorn Park,6,1,Diamond Lake,03/11/2019,00:13
"4600-4698 lyndale ave n ,Minneapolis,MN",45.038466,-93.28622299999999,4,Camden,Camden Industrial,1,1,Diamond Lake,03/11/2019,00:14
"15th St E & Park Ave S,Minneapolis,MN",44.967987,-93.265022,6,Central,Elliot Park,3,1,Diamond Lake,03/11/2019,00:15
"3400 Bloomington ,Minneapolis,MN",44.941225,-93.252646,9,Powderhorn,Powderhorn Park,6,1,Diamond Lake,03/11/2019,00:16
"3311 BLOOMINGTON AVE S,Minneapolis,MN",44.942533000000005,-93.25209,9,Powderhorn,Powderhorn Park,6,1,Diamond Lake,03/11/2019,00:18
"4600 BLOCK BRYANT AVE N,Minneapolis,MN",45.038633000000004,-93.291206,4,Camden,Lind - Bohanon,1,1,Diamond Lake,03/11/2019,00:18
"706 1st ave n,Minneapolis,MN",44.978631,-93.276575,7,Central,Downtown West,3,1,Diamond Lake,03/11/2019,00:24
"W 15th st west of lasalle ave,Minneapolis,MN",44.967898,-93.278642,7,Central,Loring Park,3,1,Diamond Lake,03/11/2019,00:26
"675 1st st n,Minneapolis,MN",44.989146000000005,-93.274919,3,Central,North Loop,1,1,Diamond Lake,03/11/2019,00:27
"2800 BLOCK OF DUPONT AV S,Minneapolis,MN",44.951238000000004,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake,03/11/2019,00:27
"46-98 27th Ave se,Minneapolis,MN",44.966393,-93.220265,2,University,Prospect Park - East River Road,4,1,Diamond Lake,03/11/2019,00:28
"2820 Dupont Avenue s,Minneapolis,MN",44.951192,-93.29379899999999,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake,03/11/2019,00:29
"4601 Bloomington ave s,Minneapolis,MN",44.91944,-93.252075,11,Nokomis,Northrop,6,1,Diamond Lake,03/11/2019,00:34
"4500 Bryant Ave N,Minneapolis,MN",45.036846999999995,-93.291119,4,Camden,Lind - Bohanon,1,1,Diamond Lake,03/11/2019,00:37
"4300 Chicago ave s,Minneapolis,MN",44.924991999999996,-93.26280200000001,8,Nokomis,Regina,5,1,Diamond Lake,03/11/2019,00:37
"100 block/1st Ave SE,Minneapolis,MN",44.984581,-93.267891,3,Central,North Loop,3,1,Diamond Lake,03/11/2019,00:37
"800 3RD ST N,Minneapolis,MN",44.988805,-93.280446,3,Central,North Loop,1,1,Diamond Lake,03/11/2019,00:38
"15th and Chicago ,Minneapolis,MN",44.967995,-93.262546,6,Central,Elliot Park,3,1,Diamond Lake,03/11/2019,00:42
"610 15TH ST E,Minneapolis,MN",44.968309000000005,-93.266855,7,Central,Elliot Park,3,1,Diamond Lake,03/11/2019,00:43
"610 15 st e,Minneapolis,MN",44.968309000000005,-93.266855,7,Central,Elliot Park,3,1,Diamond Lake,03/11/2019,00:45
"2600 Delaware St SE,Minneapolis,MN",44.971907,-93.220776,2,University,Prospect Park - East River Road,4,1,Diamond Lake,03/11/2019,00:46
"748 3 ST N,Minneapolis,MN",44.987934,-93.279044,3,Central,North Loop,1,1,Diamond Lake,03/11/2019,00:46
"4200 Bloomington,Minneapolis,MN",44.926606,-93.252843,8,Nokomis,Northrop,6,1,Diamond Lake,03/11/2019,00:48
"745 3 ST N,Minneapolis,MN",44.987319,-93.279544,3,Central,North Loop,1,1,Diamond Lake,03/11/2019,00:49
"3500 Bloomington Ave,Minneapolis,MN",44.939396,-93.25266500000001,9,Powderhorn,Powderhorn Park,6,1,Diamond Lake,03/11/2019,00:49
"4500 Block Bryant ave n ,Minneapolis,MN",45.036846999999995,-93.291119,4,Camden,Lind - Bohanon,1,1,Diamond Lake,03/11/2019,00:49
"4600 BLOCK BRYANT AVE N,Minneapolis,MN",45.038633000000004,-93.291206,4,Camden,Lind - Bohanon,1,1,Diamond Lake,03/11/2019,00:54
"40 4th ave n,Minneapolis,MN",44.988215000000004,-93.269561,3,Central,North Loop,1,1,Diamond Lake,03/11/2019,00:55
"636 VAN WHITE MEMORIAL BLVD,Minneapolis,MN",44.984949,-93.293487,5,Near North,Sumner - Glenwood,1,1,Diamond Lake,03/11/2019,00:55
"2800 BLOCK OF DUPONT AV S,Minneapolis,MN",44.951238000000004,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake,03/11/2019,00:55
"100 block of 3 ave se,Minneapolis,MN",44.983686,-93.251952,3,University,Marcy Holmes,4,1,Diamond Lake,03/11/2019,00:56
"4943 Chicago Ave S,Minneapolis,MN",44.912729999999996,-93.26226700000001,11,Nokomis,Northrop,6,1,Diamond Lake,03/11/2019,00:56
"11 4th ave n,Minneapolis,MN",44.988572,-93.26906,3,Central,North Loop,1,1,Diamond Lake,03/11/2019,00:56
"2801 Dupont Avenue s,Minneapolis,MN",44.951948,-93.29316700000001,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake,03/11/2019,00:57
"1000 Van White Memorial Blvd,Minneapolis,MN",44.988479999999996,-93.291888,5,Near North,Sumner - Glenwood,1,1,Diamond Lake,03/11/2019,01:01
"1061 18th ave se,Minneapolis,MN",44.989722,-93.22734799999999,1,University,Como,4,1,Diamond Lake,03/11/2019,01:06
"2700 hennepin Avenue ,Minneapolis,MN",44.953542999999996,-93.298015,7,Calhoun Isle,East Isles,3,1,Diamond Lake,03/11/2019,01:13
"1001 Van White Memorial Blvd,Minneapolis,MN",44.988299,-93.29310100000001,5,Near North,Sumner - Glenwood,1,1,Diamond Lake,03/11/2019,01:16
"2600 block of Hennepin ave s,Minneapolis,MN",44.955352000000005,-93.297202,7,Calhoun Isle,East Isles,3,1,Diamond Lake,03/11/2019,01:21
"800 3RD ST N,Minneapolis,MN",44.988805,-93.280446,3,Central,North Loop,1,1,Diamond Lake,03/11/2019,01:21
"2800 BLOCK OF DUPONT AV S,Minneapolis,MN",44.951238000000004,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake,03/11/2019,01:21
"800 3 ST N,Minneapolis,MN",44.988805,-93.280446,3,Central,North Loop,1,1,Diamond Lake,03/11/2019,01:22
"800 3 ST N,Minneapolis,MN",44.988805,-93.280446,3,Central,North Loop,1,1,Diamond Lake,03/11/2019,01:24
"3607 54 st e,Minneapolis,MN",44.905223,-93.219973,12,Nokomis,Morris Park,6,1,Diamond Lake,03/11/2019,01:25
"2621 HENNEPIN AVE ,Minneapolis,MN",44.954654,-93.297163,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake,03/11/2019,01:28
"3500 block of 4th ave s,Minneapolis,MN",44.939551,-93.270207,9,Powderhorn,Central,5,1,Diamond Lake,03/11/2019,01:28
"2500 hennepin av,Minneapolis,MN",44.957183,-93.295935,7,Calhoun Isle,East Isles,3,1,Diamond Lake,03/11/2019,01:28
"730 4th st n,Minneapolis,MN",44.986925,-93.279915,3,Central,North Loop,1,1,Diamond Lake,03/11/2019,01:28
"600 block of mains se,Minneapolis,MN",44.98067,-93.249711,3,University,Marcy Holmes,4,1,Diamond Lake,03/11/2019,01:30
"4600 BLOCK BRYANT AVE N,Minneapolis,MN",45.038633000000004,-93.291206,4,Camden,Lind - Bohanon,1,1,Diamond Lake,03/11/2019,01:31
"5200 chicago,Minneapolis,MN",44.908743,-93.263058,11,Nokomis,Page,5,1,Diamond Lake,03/11/2019,01:31
"2621 Hennepin av,Minneapolis,MN",44.954654,-93.297163,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake,03/11/2019,01:32
"4500 Bryant ave no ,Minneapolis,MN",45.036846999999995,-93.291119,4,Camden,Lind - Bohanon,1,1,Diamond Lake,03/11/2019,01:33
"3500 Bloomington ,Minneapolis,MN",44.939396,-93.25266500000001,9,Powderhorn,Powderhorn Park,6,1,Diamond Lake,03/11/2019,01:33
"1010 Van White Memorial Blvd,Minneapolis,MN",44.988713,-93.291976,5,Near North,Sumner - Glenwood,1,1,Diamond Lake,03/11/2019,01:35
"4600 BLOCK BRYANT AVE N,Minneapolis,MN",45.038633000000004,-93.291206,4,Camden,Lind - Bohanon,1,1,Diamond Lake,03/11/2019,01:35
"5429 34th av s,Minneapolis,MN",44.904342,-93.22257900000001,12,Nokomis,Morris Park,6,1,Diamond Lake,03/11/2019,01:36
"1099 marshall st ne,Minneapolis,MN",44.998119,-93.268654,3,Northeast,St. Anthony West,2,1,Diamond Lake,03/11/2019,01:39
"3900 Bloomington ave s,Minneapolis,MN",44.932185,-93.252725,8,Powderhorn,Bancroft,6,1,Diamond Lake,03/11/2019,01:39
"630 4TH ST N,Minneapolis,MN",44.985559,-93.27844300000001,3,Central,North Loop,1,1,Diamond Lake,03/11/2019,01:41
"5100 Bloomington av,Minneapolis,MN",44.910536,-93.252835,11,Nokomis,Hale,6,1,Diamond Lake,03/11/2019,01:41
"1099 marshall st ne,Minneapolis,MN",44.998119,-93.268654,3,Northeast,St. Anthony West,2,1,Diamond Lake,03/11/2019,01:42
"3500 block of 4th ave s,Minneapolis,MN",44.939551,-93.270207,9,Powderhorn,Central,5,1,Diamond Lake,03/11/2019,01:45
"1351 Lasalle ave,Minneapolis,MN",44.969854,-93.279333,7,Central,Loring Park,3,1,Diamond Lake,03/11/2019,01:46
"2800 blk dupont ave s ,Minneapolis,MN",44.951238000000004,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake,03/11/2019,01:46
"5029 28th ave s,Minneapolis,MN",44.911665,-93.231922,12,Nokomis,Keewaydin,6,1,Diamond Lake,03/11/2019,01:48
"1300 LaSalle av,Minneapolis,MN",44.970601,-93.279336,7,Central,Loring Park,3,1,Diamond Lake,03/11/2019,01:49
"757 4th st n,Minneapolis,MN",44.98686,-93.28054200000001,5,Central,North Loop,1,1,Diamond Lake,03/11/2019,01:54
"2700 BLOCK OF HENNEPIN AV,Minneapolis,MN",44.953542999999996,-93.298015,7,Calhoun Isle,East Isles,3,1,Diamond Lake,03/11/2019,01:55
"631 4TH ST N,Minneapolis,MN",44.985971,-93.279285,5,Central,North Loop,1,1,Diamond Lake,03/11/2019,01:56
"17-99 13th ave ne,Minneapolis,MN",44.999337,-93.27258,3,Northeast,Sheridan,2,1,Diamond Lake,03/11/2019,01:56
"711 4th st n ,Minneapolis,MN",44.986534999999996,-93.28008299999999,5,Central,North Loop,1,1,Diamond Lake,03/11/2019,01:57
"711 4TH ST N,Minneapolis,MN",44.986534999999996,-93.28008299999999,5,Central,North Loop,1,1,Diamond Lake,03/11/2019,01:58
"1012 Van White Memorial Blvd,Minneapolis,MN",44.988729,-93.291945,5,Near North,Sumner - Glenwood,1,1,Diamond Lake,03/11/2019,01:58
"720 4TH ST N,Minneapolis,MN",44.986502,-93.279393,3,Central,North Loop,1,1,Diamond Lake,03/11/2019,02:00
"711 4th st h,Minneapolis,MN",44.98429,-93.244072,3,University,Marcy Holmes,4,1,Diamond Lake,03/11/2019,02:01
"1400 marshall st ne,Minneapolis,MN",45.001203000000004,-93.27148100000001,3,Northeast,Sheridan,2,1,Diamond Lake,03/11/2019,02:01
"Marshall @ 14th,Minneapolis,MN",44.98215,-93.23488,3,University,Marcy Holmes,4,1,Diamond Lake,03/11/2019,02:05
"1400 LaSalle ave,Minneapolis,MN",44.968778,-93.27933399999999,7,Central,Loring Park,3,1,Diamond Lake,03/11/2019,02:05
