Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Emergency,Date,Time
"1526 talmage ave se,Minneapolis,MN",44.989527,-93.230447,1,University,Como,4,2,Howe,04/16/2018,15:29
"3018 ALDRICH AV S,Minneapolis,MN",44.94769,-93.289686,10,Calhoun Isle,South Uptown,5,2,Howe,04/16/2018,15:30
"3516 39th Street East,Minneapolis,MN",44.932384000000006,-93.221451,12,Longfellow,Howe,6,2,Howe,04/16/2018,15:34
"3210 Chicago Avenue South,Minneapolis,MN",44.944324,-93.262952,9,Powderhorn,Central,5,1,Howe,04/15/2018,21:25
"3136 E 28th ST,Minneapolis,MN",44.951989000000005,-93.226388,2,Longfellow,Longfellow,4,2,Howe,04/16/2018,15:35
"3710 dupont Ave n ,Minneapolis,MN",45.022529999999996,-93.292834,4,Camden,McKinley,1,2,Howe,04/16/2018,15:39
"3038 14th ave s,Minneapolis,MN",44.947229,-93.255354,9,Powderhorn,Powderhorn Park,6,2,Howe,04/16/2018,15:42
"1014 15th Ave se ,Minneapolis,MN",44.988432,-93.230448,1,University,Como,4,2,Howe,04/16/2018,15:44
"2312 Pillsbury Ave s,Minneapolis,MN",44.959703000000005,-93.281747,10,Powderhorn,Whittier,3,2,Howe,04/16/2018,15:44
"930 17th Ave Se,Minneapolis,MN",44.985676,-93.228306,2,University,Como,4,2,Howe,04/16/2018,15:44
"1900 newton ave n ,Minneapolis,MN",44.998756,-93.30569100000001,5,Near North,Willard - Hay,1,2,Howe,04/16/2018,15:46
"3040 14th Avenue South,Minneapolis,MN",44.947196000000005,-93.25535699999999,9,Powderhorn,Powderhorn Park,6,2,Howe,04/16/2018,15:46
"1910 Steven ave s,Minneapolis,MN",44.963498,-93.275649,6,Central,Steven's Square - Loring Heights,3,2,Howe,04/16/2018,15:46
"2734 Pillsbury Ave s,Minneapolis,MN",44.952571,-93.281696,10,Powderhorn,Whittier,3,2,Howe,04/16/2018,15:48
"331 17th ave ne,Minneapolis,MN",45.005271,-93.263072,3,Northeast,Sheridan,2,2,Howe,04/16/2018,15:48
"1024 14th ave se,Minneapolis,MN",44.988617,-93.23170999999999,1,University,Como,4,2,Howe,04/16/2018,15:50
"1416 6th St Se,Minneapolis,MN",44.981966,-93.233612,3,University,Marcy Holmes,4,2,Howe,04/16/2018,15:20
"1002 16th ave se,Minneapolis,MN",44.987938,-93.229502,1,University,Como,4,2,Howe,04/16/2018,15:51
"4014 Bryant Ave n ,Minneapolis,MN",45.028110999999996,-93.290352,4,Camden,Webber - Camden,1,2,Howe,04/16/2018,15:51
"1034 14th Ave Se,Minneapolis,MN",44.988873999999996,-93.23172,1,University,Como,4,2,Howe,04/16/2018,14:50
"1126 12th Ave N,Minneapolis,MN",44.989697,-93.306027,5,Near North,Near - North,1,2,Howe,04/16/2018,15:54
"2426 33rd st e,Minneapolis,MN",44.943159,-93.236373,9,Powderhorn,Corcoran,6,2,Howe,04/16/2018,15:54
"1000 UPTON AVE N,Minneapolis,MN",44.988102000000005,-93.314352,5,Near North,Willard - Hay,1,2,Howe,04/16/2018,15:54
"3658 5th st ne,Minneapolis,MN",45.035043,-93.259959,1,Northeast,Columbia Park,2,2,Howe,04/16/2018,15:55
"3552 Irving Ave n,Minneapolis,MN",45.020108,-93.299065,4,Camden,Folwell,1,2,Howe,04/16/2018,15:57
"1022 15th Ave Se,Minneapolis,MN",44.988526,-93.230427,1,University,Como,4,2,Howe,04/16/2018,15:59
"2326 Grand Ave s ,Minneapolis,MN",44.959302,-93.284481,10,Powderhorn,Whittier,3,2,Howe,04/16/2018,16:04
"2106 14th ave n ,Minneapolis,MN",44.99321,-93.30703199999999,5,Near North,Willard - Hay,1,2,Howe,04/16/2018,16:04
"2802 33rd st,Minneapolis,MN",44.943073,-93.231771,9,Longfellow,Longfellow,6,2,Howe,04/16/2018,16:07
"3632 snelling,Minneapolis,MN",44.936786,-93.22794300000001,12,Longfellow,Howe,6,2,Howe,04/16/2018,16:09
"1124 12th Ave N,Minneapolis,MN",44.989697,-93.306027,5,Near North,Near - North,1,2,Howe,04/16/2018,16:10
"706 17th st e,Minneapolis,MN",44.966491,-93.264935,6,Central,Elliot Park,3,2,Howe,04/16/2018,16:19
"1120 8th Ave n,Minneapolis,MN",44.986339,-93.29893100000001,5,Near North,Near - North,1,2,Howe,04/16/2018,16:22
"1344 UPTON AVE N,Minneapolis,MN",44.992987,-93.314364,5,Near North,Willard - Hay,1,2,Howe,04/16/2018,16:30
"940 11th Ave N,Minneapolis,MN",44.989272,-93.292288,5,Near North,Near - North,1,2,Howe,04/16/2018,16:33
"754 Pierce St NE,Minneapolis,MN",44.998472,-93.24123,3,Northeast,Beltrami,2,2,Howe,04/16/2018,16:34
"3404 Snelling Avenue South,Minneapolis,MN",44.940964,-93.231369,12,Longfellow,Howe,6,2,Howe,04/16/2018,16:37
"1030 16th ave se,Minneapolis,MN",44.988785,-93.229248,1,University,Como,4,2,Howe,04/16/2018,16:39
"3408 Snelling Avenue South,Minneapolis,MN",44.940851,-93.231246,12,Longfellow,Howe,6,2,Howe,04/16/2018,16:41
"1711 lyn park ave n ,Minneapolis,MN",44.997037,-93.286165,5,Near North,Near - North,1,3,Howe,04/17/2018,08:15
"1711 lyn park ave n ,Minneapolis,MN",44.997037,-93.286165,5,Near North,Near - North,1,3,Howe,04/17/2018,08:21
"2915 3rd st n ,Minneapolis,MN",45.010042,-93.283794,5,Near North,Hawthorne,1,3,Howe,04/17/2018,08:25
"511 3rd ave se,Minneapolis,MN",44.988112,-93.25043199999999,3,University,Marcy Holmes,4,3,Howe,04/17/2018,08:29
"321 3rd ave se,Minneapolis,MN",44.986255,-93.251914,3,University,Marcy Holmes,4,3,Howe,04/17/2018,08:33
"303 3rd ave ne,Minneapolis,MN",44.990996,-93.258364,3,Northeast,St. Anthony West,2,3,Howe,04/17/2018,08:34
"325 3rd ave ne,Minneapolis,MN",44.990792,-93.25761700000001,3,Northeast,St. Anthony West,2,3,Howe,04/17/2018,08:37
"827 Lyndale place,Minneapolis,MN",44.983462,-93.288678,5,Near North,Sumner - Glenwood,3,3,Howe,04/17/2018,08:41
"305 3rd ave ne,Minneapolis,MN",44.991015000000004,-93.258309,3,Northeast,St. Anthony West,2,3,Howe,04/17/2018,08:41
"503 3rd ave ne,Minneapolis,MN",44.992471,-93.254631,3,Northeast,St. Anthony East,2,3,Howe,04/17/2018,08:44
"747 lyndale ave n ,Minneapolis,MN",44.985416,-93.288797,5,Near North,Sumner - Glenwood,1,3,Howe,04/17/2018,08:45
"105 14th st w,Minneapolis,MN",44.968789,-93.27936,7,Central,Loring Park,3,3,Howe,04/17/2018,08:46
"2725 40th Street East,Minneapolis,MN",44.930503,-93.232741,12,Powderhorn,Standish,6,3,Howe,04/17/2018,08:47
"2119 6th St n,Minneapolis,MN",45.000853,-93.286899,5,Near North,Hawthorne,1,3,Howe,04/17/2018,08:48
"829 Aldrich ave n ,Minneapolis,MN",44.986587,-93.29097,5,Near North,Sumner - Glenwood,1,3,Howe,04/17/2018,08:51
"113 14TH ST W,Minneapolis,MN",44.968789,-93.2794,7,Central,Loring Park,3,3,Howe,04/17/2018,08:55
"107 14TH ST W,Minneapolis,MN",44.968789,-93.27937,7,Central,Loring Park,3,3,Howe,04/17/2018,08:58
"109 14th st w,Minneapolis,MN",44.968789,-93.27938,7,Central,Loring Park,3,3,Howe,04/17/2018,09:05
"409 6th ave se,Minneapolis,MN",44.985362,-93.246811,3,University,Marcy Holmes,4,3,Howe,04/17/2018,09:06
"901 39th St E,Minneapolis,MN",44.932354,-93.261227,8,Powderhorn,Bancroft,6,3,Howe,04/17/2018,09:07
"423 6th ave ne,Minneapolis,MN",44.995379,-93.258341,3,Northeast,St. Anthony West,2,3,Howe,04/17/2018,09:08
"721 Aldrich ave n ,Minneapolis,MN",44.985440000000004,-93.289733,5,Near North,Sumner - Glenwood,1,3,Howe,04/17/2018,09:10
"1211 Fremont Ave N,Minneapolis,MN",44.989739,-93.294888,5,Near North,Near - North,1,3,Howe,04/17/2018,09:10
"3159 15th ave,Minneapolis,MN",44.94488,-93.253511,9,Powderhorn,Powderhorn Park,6,3,Howe,04/17/2018,09:19
"3025 16th ave,Minneapolis,MN",44.947502,-93.250997,9,Powderhorn,Powderhorn Park,6,3,Howe,04/17/2018,09:21
"209 9th ave ne,Minneapolis,MN",44.996995,-93.263825,3,Northeast,St. Anthony West,2,3,Howe,04/17/2018,09:27
"701 6th ave se,Minneapolis,MN",44.987876,-93.24455,3,University,Marcy Holmes,4,3,Howe,04/17/2018,09:28
"629 6th ave se,Minneapolis,MN",44.987525,-93.245094,3,University,Marcy Holmes,4,3,Howe,04/17/2018,09:31
"1827 dupont ave n ,Minneapolis,MN",44.998273,-93.292928,5,Near North,Near - North,1,3,Howe,04/17/2018,09:33
"111 14th st w,Minneapolis,MN",44.968789,-93.27939,7,Central,Loring Park,3,3,Howe,04/17/2018,09:34
"713 6th ave se,Minneapolis,MN",44.988499,-93.244487,3,University,Marcy Holmes,4,3,Howe,04/17/2018,09:36
"3101 James ave s,Minneapolis,MN",44.946549,-93.303395,10,Calhoun Isle,ECCO,5,3,Howe,04/17/2018,09:37
"423 5th ave se,Minneapolis,MN",44.986098,-93.24819699999999,3,University,Marcy Holmes,4,3,Howe,04/17/2018,09:37
"2021 aldrich ave n ,Minneapolis,MN",44.999899,-93.289895,5,Near North,Hawthorne,1,3,Howe,04/17/2018,09:38
"3043 James ave s,Minneapolis,MN",44.946949,-93.303054,10,Calhoun Isle,ECCO,5,3,Howe,04/17/2018,09:38
"3019 6th St n,Minneapolis,MN",45.011362,-93.28670699999999,5,Near North,Hawthorne,1,3,Howe,04/17/2018,09:41
"605 4th st ne,Minneapolis,MN",44.995263,-93.25921600000001,3,Northeast,St. Anthony West,2,3,Howe,04/17/2018,09:42
"3717 15th Avenue South,Minneapolis,MN",44.935264000000004,-93.253393,9,Powderhorn,Powderhorn Park,6,3,Howe,04/17/2018,09:42
"723 8th ave se,Minneapolis,MN",44.987486,-93.241522,3,University,Marcy Holmes,4,3,Howe,04/17/2018,09:43
"647 adams st ne,Minneapolis,MN",44.99645,-93.255957,3,Northeast,St. Anthony East,2,3,Howe,04/17/2018,09:45
"3405 Holmes ave ,Minneapolis,MN",44.940999,-93.299358,10,Calhoun Isle,ECCO,5,3,Howe,04/17/2018,09:45
"1069 13th Ave Se,Minneapolis,MN",44.989989,-93.233624,2,University,Como,4,3,Howe,04/17/2018,08:54
"3435 15th Avenue South,Minneapolis,MN",44.940115000000006,-93.253349,9,Powderhorn,Powderhorn Park,6,3,Howe,04/17/2018,09:48
"3141 16th Ave s,Minneapolis,MN",44.945281,-93.250957,9,Powderhorn,Powderhorn Park,6,3,Howe,04/17/2018,09:50
"303 8th ave se,Minneapolis,MN",44.982994,-93.245101,3,University,Marcy Holmes,4,3,Howe,04/17/2018,09:54
"3415 16th av s ,Minneapolis,MN",44.940874,-93.250879,9,Powderhorn,Powderhorn Park,6,3,Howe,04/17/2018,09:54
"1621 Girard Ave N,Minneapolis,MN",44.996063,-93.297493,5,Near North,Near - North,1,3,Howe,04/17/2018,10:01
"1605 Girard ave n ,Minneapolis,MN",44.995552,-93.297513,5,Near North,Near - North,1,3,Howe,04/17/2018,10:03
"1309 SPRUCE PL,Minneapolis,MN",44.96983,-93.280834,7,Central,Loring Park,3,3,Howe,04/17/2018,10:07
"503 6th st se,Minneapolis,MN",44.987482,-93.246317,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:08
"3633 25th ave so,Minneapolis,MN",44.936714,-93.235679,12,Powderhorn,Standish,6,3,Howe,04/17/2018,10:11
"19 OAK GROVE ST,Minneapolis,MN",44.966374,-93.278779,7,Central,Loring Park,3,3,Howe,04/17/2018,10:11
"605 6th st se,Minneapolis,MN",44.986924,-93.24477399999999,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:12
"1723 36th st e,Minneapolis,MN",44.9376,-93.249388,9,Powderhorn,Powderhorn Park,6,3,Howe,04/17/2018,10:14
"1341 irving ave n ,Minneapolis,MN",44.992829,-93.299648,5,Near North,Near - North,1,3,Howe,04/17/2018,10:14
"615 7th st se,Minneapolis,MN",44.987827,-93.24377199999999,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:15
"335 Clifton av s,Minneapolis,MN",44.965981,-93.28444499999999,7,Central,Loring Park,3,3,Howe,04/17/2018,10:16
"723 9th ave se,Minneapolis,MN",44.986902,-93.24006999999999,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:17
"333 oak grove st,Minneapolis,MN",44.966974,-93.284061,7,Central,Loring Park,3,3,Howe,04/17/2018,10:17
"399 Clifton ave ,Minneapolis,MN",44.966007,-93.2845,7,Central,Loring Park,3,3,Howe,04/17/2018,10:19
"2927 Bryant Ave n ,Minneapolis,MN",45.010332,-93.290798,5,Near North,Hawthorne,1,3,Howe,04/17/2018,10:20
"717 7th st se,Minneapolis,MN",44.987249,-93.242194,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:20
"2709 aldrich ave n ,Minneapolis,MN",45.008107,-93.28955400000001,5,Near North,Hawthorne,1,3,Howe,04/17/2018,10:22
"1729 madison st ne,Minneapolis,MN",45.005404999999996,-93.253427,1,Northeast,Logan Park,2,3,Howe,04/17/2018,10:23
"1321 Irving Ave N,Minneapolis,MN",44.992245000000004,-93.29966,5,Near North,Near - North,1,3,Howe,04/17/2018,10:24
"2703 37th st,Minneapolis,MN",44.935924,-93.232747,12,Powderhorn,Standish,6,3,Howe,04/17/2018,10:28
"627 8th Ave Se,Minneapolis,MN",44.986668,-93.242209,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:27
"1419 5th st ne,Minneapolis,MN",45.002516,-93.259989,3,Northeast,Sheridan,2,3,Howe,04/17/2018,10:29
"1087 12th Ave Se,Minneapolis,MN",44.990485,-93.234882,2,University,Como,4,3,Howe,04/17/2018,09:48
"3111 GIRARD AVE S,Minneapolis,MN",44.946128,-93.296696,10,Calhoun Isle,South Uptown,5,3,Howe,04/17/2018,10:29
"2319 36th st,Minneapolis,MN",44.937509999999996,-93.23781899999999,12,Powderhorn,Standish,6,3,Howe,04/17/2018,10:30
"507 13 ave se,Minneapolis,MN",44.98202,-93.236407,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:31
"333 oak grove st,Minneapolis,MN",44.966974,-93.284061,7,Central,Loring Park,3,3,Howe,04/17/2018,10:31
"429 7thave Se,Minneapolis,MN",44.985052,-93.245345,3,University,Marcy Holmes,4,3,Howe,04/17/2018,09:44
"3131 girard ave s,Minneapolis,MN",44.94551,-93.296687,10,Calhoun Isle,South Uptown,5,3,Howe,04/17/2018,10:32
"729 8th Ave Se,Minneapolis,MN",44.987691999999996,-93.241449,3,University,Marcy Holmes,4,3,Howe,04/17/2018,09:44
"335 oak grove st,Minneapolis,MN",44.966956,-93.284343,7,Central,Loring Park,3,3,Howe,04/17/2018,10:33
"335 Clifton av s,Minneapolis,MN",44.965981,-93.28444499999999,7,Central,Loring Park,3,3,Howe,04/17/2018,10:33
"3211 girard ave s,Minneapolis,MN",44.944302,-93.296724,10,Calhoun Isle,South Uptown,5,3,Howe,04/17/2018,10:34
"343 ulysses st ne,Minneapolis,MN",44.991846,-93.235936,1,University,Como,2,3,Howe,04/17/2018,10:35
"3145 Fremont ave s,Minneapolis,MN",44.945039,-93.295469,10,Calhoun Isle,South Uptown,5,3,Howe,04/17/2018,10:38
"3147 GIRARD AVE S,Minneapolis,MN",44.945065,-93.296712,10,Calhoun Isle,South Uptown,5,3,Howe,04/17/2018,10:38
"329 Clifton Ave ,Minneapolis,MN",44.965979,-93.28444,7,Central,Loring Park,3,3,Howe,04/17/2018,10:39
"713 9th ave se,Minneapolis,MN",44.986855,-93.240011,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:42
"1015 6th st se ,Minneapolis,MN",44.984613,-93.238833,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:45
"2349 james ave n,Minneapolis,MN",45.003524,-93.303055,5,Near North,Jordan,1,3,Howe,04/17/2018,10:46
"325 7th st se,Minneapolis,MN",44.98969,-93.248245,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:46
"327 7th st se,Minneapolis,MN",44.989686,-93.248236,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:49
"327 Clifton av s,Minneapolis,MN",44.965978,-93.284438,7,Central,Loring Park,3,3,Howe,04/17/2018,10:52
"2529 Irving ave n ,Minneapolis,MN",45.005534000000004,-93.29941600000001,5,Near North,Jordan,1,3,Howe,04/17/2018,10:53
"715 11th ave se,Minneapolis,MN",44.985762,-93.237639,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:54
"211 Ridgewood ave s,Minneapolis,MN",44.963578000000005,-93.281407,7,Central,Steven's Square - Loring Heights,3,3,Howe,04/17/2018,10:55
"1325 Morgan Ave N,Minneapolis,MN",44.992374,-93.304672,5,Near North,Willard - Hay,1,3,Howe,04/17/2018,10:56
"2133 irving ave n ,Minneapolis,MN",45.001356,-93.298991,5,Near North,Jordan,1,3,Howe,04/17/2018,10:56
"925 6th st se,Minneapolis,MN",44.985039,-93.239886,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:57
"3709 18th av s,Minneapolis,MN",44.935589,-93.248365,9,Powderhorn,Powderhorn Park,6,3,Howe,04/17/2018,10:57
"2011 pleasant ave,Minneapolis,MN",44.962231,-93.282549,10,Powderhorn,Whittier,3,3,Howe,04/17/2018,10:57
"2123 dupont Ave n ,Minneapolis,MN",45.001124,-93.292837,5,Near North,Hawthorne,1,3,Howe,04/17/2018,10:59
"3137 FREMONT AV S,Minneapolis,MN",44.945277000000004,-93.29549899999999,10,Calhoun Isle,South Uptown,5,3,Howe,04/17/2018,11:00
"325 clifton ave,Minneapolis,MN",44.965977,-93.284437,7,Central,Loring Park,3,3,Howe,04/17/2018,11:00
"3713 18th av s,Minneapolis,MN",44.935517,-93.248329,9,Powderhorn,Powderhorn Park,6,3,Howe,04/17/2018,11:01
"2921 aldrich ave n ,Minneapolis,MN",45.010166,-93.289582,5,Near North,Hawthorne,1,3,Howe,04/17/2018,11:04
"1309 33RD ST W,Minneapolis,MN",44.942751,-93.295926,10,Calhoun Isle,South Uptown,5,3,Howe,04/17/2018,11:04
"325 7th st se,Minneapolis,MN",44.98969,-93.248245,3,University,Marcy Holmes,4,3,Howe,04/17/2018,11:04
"323 clifton ave,Minneapolis,MN",44.965977,-93.284435,7,Central,Loring Park,3,3,Howe,04/17/2018,11:05
"1113 winter st ne,Minneapolis,MN",44.993297999999996,-93.235516,1,University,Mid - City Industrial,2,3,Howe,04/17/2018,11:06
"2905 39th st e,Minneapolis,MN",44.932311999999996,-93.230817,12,Powderhorn,Standish,6,3,Howe,04/17/2018,11:10
"1239 LOGAN AVE N,Minneapolis,MN",44.990877000000005,-93.303472,5,Near North,Near - North,1,3,Howe,04/17/2018,11:10
"1729 jackson st ne,Minneapolis,MN",45.005972,-93.24917099999999,1,Northeast,Logan Park,2,3,Howe,04/17/2018,11:11
"2405 Pillsbury Ave S,Minneapolis,MN",44.958837,-93.280872,10,Powderhorn,Whittier,3,3,Howe,04/17/2018,11:12
"609 9 1/2 ave se,Minneapolis,MN",44.987245,-93.257116,3,University,Nicollet Island - East Bank,4,3,Howe,04/17/2018,11:12
"617 Morgan Ave N,Minneapolis,MN",44.984914,-93.30481800000001,5,Near North,Near - North,1,3,Howe,04/17/2018,11:13
"2303 quincy st ne,Minneapolis,MN",45.011111,-93.250578,1,Northeast,Holland,2,3,Howe,04/17/2018,11:14
"1919 Stevens av s,Minneapolis,MN",44.963262,-93.275018,6,Central,Steven's Square - Loring Heights,3,3,Howe,04/17/2018,11:16
"705 11th ave se,Minneapolis,MN",44.985459999999996,-93.237876,3,University,Marcy Holmes,4,3,Howe,04/17/2018,11:18
"3203 Emerson ave s ,Minneapolis,MN",44.944496,-93.29421500000001,10,Calhoun Isle,South Uptown,5,3,Howe,04/17/2018,11:18
"545 9 1/2 ave se ,Minneapolis,MN",44.987245,-93.257116,3,University,Nicollet Island - East Bank,4,3,Howe,04/17/2018,11:22
"3205 32nd st,Minneapolis,MN",44.944835,-93.206102,2,Longfellow,Cooper,6,3,Howe,04/17/2018,11:24
"2317 32nd st,Minneapolis,MN",44.944556,-93.23795600000001,9,Powderhorn,Corcoran,6,3,Howe,04/17/2018,11:25
"217 Humboldt ave n,Minneapolis,MN",44.978444,-93.29854499999999,5,Near North,Harrison,3,3,Howe,04/17/2018,11:26
"211 girard ave,Minneapolis,MN",44.978437,-93.297604,5,Near North,Harrison,3,3,Howe,04/17/2018,11:27
"907 Morgan ave n ,Minneapolis,MN",44.987140999999994,-93.30471999999999,5,Near North,Near - North,1,3,Howe,04/17/2018,11:29
"1013 12TH AVE SE,Minneapolis,MN",44.988388,-93.23491700000001,2,University,Como,4,3,Howe,04/17/2018,08:57
"803 Logan Ave N,Minneapolis,MN",44.986218,-93.303577,5,Near North,Near - North,1,3,Howe,04/17/2018,11:30
"3127 Fremont ave s,Minneapolis,MN",44.945586999999996,-93.295463,10,Calhoun Isle,South Uptown,5,3,Howe,04/17/2018,11:31
"2311 pillsbury ave s,Minneapolis,MN",44.959672,-93.280934,10,Powderhorn,Whittier,3,3,Howe,04/17/2018,11:32
"917 Morgan ave n ,Minneapolis,MN",44.98745,-93.304755,5,Near North,Near - North,1,3,Howe,04/17/2018,11:33
"1227 6th ave se ,Minneapolis,MN",44.989809,-93.24298,3,University,Marcy Holmes,4,3,Howe,04/17/2018,11:34
"2619 Colfax Ave n ,Minneapolis,MN",45.00654,-93.292022,5,Near North,Hawthorne,1,3,Howe,04/17/2018,11:35
"1421 SPRUCE PLACE,Minneapolis,MN",44.968247999999996,-93.280458,7,Central,Loring Park,3,3,Howe,04/17/2018,11:34
"2635 dupont Ave n ,Minneapolis,MN",45.007013,-93.293341,5,Near North,Hawthorne,1,3,Howe,04/17/2018,11:37
"2205 Pillsbury ave ,Minneapolis,MN",44.960617,-93.280847,10,Powderhorn,Whittier,3,3,Howe,04/17/2018,11:38
"335 ulysses st ne,Minneapolis,MN",44.991789000000004,-93.235926,1,University,Como,2,3,Howe,04/17/2018,11:38
"715 13th ave se,Minneapolis,MN",44.984621999999995,-93.23465300000001,3,University,Marcy Holmes,4,3,Howe,04/17/2018,11:38
"1495 6th st se,Minneapolis,MN",44.981938,-93.232842,3,University,Marcy Holmes,4,3,Howe,04/17/2018,11:41
"1371 SPRUCE PLACE,Minneapolis,MN",44.969528000000004,-93.280833,7,Central,Loring Park,3,3,Howe,04/17/2018,11:37
"1407 6th st se,Minneapolis,MN",44.982394,-93.23340999999999,3,University,Marcy Holmes,4,3,Howe,04/17/2018,11:44
"707 12TH AVE SE,Minneapolis,MN",44.9849,-93.23621999999999,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:02
"2401 JAMES AVE N,Minneapolis,MN",45.004055,-93.30232600000001,5,Near North,Jordan,1,3,Howe,04/17/2018,11:48
"1205 7TH ST SE,Minneapolis,MN",44.984592,-93.235715,3,University,Marcy Holmes,4,3,Howe,04/17/2018,10:07
"1015 Knox Ave N,Minneapolis,MN",44.988403000000005,-93.302214,5,Near North,Near - North,1,3,Howe,04/17/2018,11:53
"2445 pleasant av s,Minneapolis,MN",44.957634999999996,-93.28255899999999,10,Powderhorn,Whittier,3,3,Howe,04/17/2018,11:53
"2217 Girard ave s,Minneapolis,MN",44.960296,-93.296609,7,Calhoun Isle,East Isles,3,3,Howe,04/17/2018,11:56
"2217 grand ave s,Minneapolis,MN",44.960256,-93.283939,10,Powderhorn,Whittier,3,3,Howe,04/17/2018,11:58
"1371 SPRUCE PL,Minneapolis,MN",44.969528000000004,-93.280833,7,Central,Loring Park,3,3,Howe,04/17/2018,10:00
"2005 grand av s,Minneapolis,MN",44.962536,-93.28387099999999,10,Powderhorn,Whittier,3,3,Howe,04/17/2018,12:00
"2545 harriet ave,Minneapolis,MN",44.955847,-93.285211,10,Powderhorn,Whittier,3,3,Howe,04/17/2018,12:00
