X,Y,OBJECTID,Citation_N,Address,Latitude,Longitude,Neighborho,Community,Ward,Day_ID,Date,Code,Descriptio,Tow_Dist
-93.26555633575623,44.941371917979666,1012,271118304043,546 34TH ST E,44.9413719177,-93.2655563354,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.264953613718262,44.941364288131467,1013,271118304044,702 34TH ST E,44.9413642883,-93.2649536133,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2657089237278,44.936000824078803,1014,271118304045,632 37TH ST E,44.936000824,-93.2657089233,Central,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.265434265378985,44.936012267951867,1015,271118304046,638 37TH ST E,44.9360122681,-93.2654342651,Central,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266204834185714,44.935993194230605,1016,271118304047,620 37TH ST E,44.9359931946,-93.266204834,Central,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.269569396710267,44.935981750357541,1017,271118304048,410 37TH ST E,44.9359817505,-93.269569397,Central,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.269622802949982,44.935985565281669,1018,271118304049,408 37TH ST E,44.9359855652,-93.2696228027,Central,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.269836426110146,44.936004639002931,1019,271118304050,406 37TH ST E,44.9360046387,-93.2698364258,Central,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.270523071082835,44.935993194230605,1020,271118304051,340 37TH ST E,44.9359931946,-93.2705230713,Central,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266845702766943,44.932384490951563,1021,271118304052,612 39TH ST E,44.932384491,-93.2668457031,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.264717101912709,44.932392120799761,1022,271118304053,710 39TH ST E,44.9323921204,-93.2647171021,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.264656066724058,44.932380676027435,1023,271118304054,714 39TH ST E,44.9323806763,-93.2646560669,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.273239136077223,44.930530548446086,1024,271118304055,226 40TH ST E,44.9305305481,-93.2732391357,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.262924194595882,44.928779601697329,1025,271118304056,740 41ST ST E,44.9287796021,-93.2629241943,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.26985168490728,44.928752899027131,1026,271118304057,406 41ST ST E,44.9287528992,-93.2698516846,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.273002624271669,44.928760528875387,1027,271118304058,228 41ST ST E,44.9287605286,-93.2730026245,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.273414611794863,44.925144195748089,1028,271118304059,216 43RD ST E,44.9251441956,-93.2734146118,Regina,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.273033141865994,44.925148010672217,1029,271118304060,228 43RD ST E,44.9251480103,-93.2730331421,Regina,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.269371032347237,44.925151824697025,1030,271118304061,424 43RD ST E,44.925151825,-93.2693710327,Regina,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.26802063014793,44.923385620050396,1031,271118304062,516 43RD ST E,44.9233856201,-93.2680206299,Regina,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.268585204743374,44.923366546329078,1032,271118304063,502 43RD ST E,44.9233665466,-93.2685852051,Regina,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.269958496487391,44.92153167754492,1033,271118304064,418 45TH ST E,44.9215316772,-93.2699584961,Regina,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.263282775879361,44.917930603214813,1034,271118304065,716 45TH ST E,44.917930603,-93.2632827759,Field,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.267066955775363,44.914333343808835,1035,271118304066,620 49TH ST E,44.9143333435,-93.2670669556,Field,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.268623352185898,44.911449432045686,1036,271118304067,5014 LUVERNE AVE S,44.9114494324,-93.2686233521,Page,Nokomis,11,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.2768554683052,44.905185699860226,1037,271118304068,100 54TH ST E,44.9051856995,-93.2768554688,Tangletown,Southwest,11,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.303558349837942,44.898418426469277,1038,271118304069,5744 LOGAN AVE S,44.8984184265,-93.3035583496,Kenny,Southwest,13,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.268722533917753,44.944984436182835,1039,271118304071,503 32ND ST E,44.944984436,-93.2687225342,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.266044616365889,44.944946288740312,1040,271118304072,429 32ND ST E,44.9449462891,-93.2660446167,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.266044616365889,44.944965362461573,1041,271118304073,625 32ND ST E,44.9449653625,-93.2660446167,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.263511657836716,44.944702148885142,1042,271118304074,817 32ND ST E,44.9447021484,-93.2635116577,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.263252258285036,44.944705962909893,1043,271118304075,821 32ND ST E,44.9447059631,-93.2632522583,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.262969970987342,44.944732665580091,1044,271118304076,829 32ND ST E,44.944732666,-93.2629699707,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.271072387780407,44.943218231536207,1045,271118304077,349 33RD ST E,44.9432182312,-93.2710723877,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.271697998463821,44.943210601687952,1046,271118304078,329 33RD ST E,44.9432106018,-93.271697998,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.271873474181461,44.943183899017754,1047,271118304079,327 33RD ST E,44.9431838989,-93.2718734741,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.271865844333206,44.943187713941882,1048,271118304080,325 33RD ST E,44.9431877136,-93.2718658447,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.273284912468682,44.943180084093683,1049,271118304081,219 33RD ST E,44.9431800842,-93.2732849121,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.273864745861317,44.943176269169555,1050,271118304082,201 33RD ST E,44.9431762695,-93.2738647461,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.268699646171683,44.941387176776857,1051,271118304083,501 34TH ST E,44.9413871765,-93.268699646,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.268653869780223,44.941356659182532,1052,271118304084,503 34TH ST E,44.9413566589,-93.2686538696,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.264366149578109,44.941390990801665,1053,271118304086,711 34TH ST E,44.9413909912,-93.2643661499,Central,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.262298583912468,44.941387176776857,1054,271118304087,807 34TH ST E,44.9413871765,-93.262298584,Powderhorn Park,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,6
-93.262207031129549,44.94136047320734,1055,271118304088,811 34TH ST E,44.9413604736,-93.2622070313,Powderhorn Park,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,6
-93.261924743831798,44.941364288131467,1056,271118304089,821 34TH ST E,44.9413642883,-93.2619247437,Powderhorn Park,Powderhorn,9,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,6
-93.266487121483408,44.936000824078803,1057,271118304090,619 37TH ST E,44.936000824,-93.2664871216,Central,Powderhorn,8,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.266716003440763,44.936012267951867,1058,271118304091,613 37TH ST E,44.9360122681,-93.2667160034,Central,Powderhorn,8,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.267791748190575,44.932376862002627,1059,271118304092,529 39TH ST E,44.9323768616,-93.267791748,Bryant,Powderhorn,8,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.265419006581851,44.93235015843311,1060,271118304093,637 39TH ST E,44.9323501587,-93.2654190063,Bryant,Powderhorn,8,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.264137267620754,44.930576324837602,1061,271118304094,721 40TH ST E,44.9305763245,-93.2641372681,Bryant,Powderhorn,8,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.267807006987766,44.930580138862354,1062,271118304095,527 40TH ST E,44.9305801392,-93.2678070068,Bryant,Powderhorn,8,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.271583557035513,44.930564880065219,1063,271118304096,329 40TH ST E,44.9305648804,-93.2715835571,Bryant,Powderhorn,8,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.263458251597001,44.92873764022994,1064,271118304097,735 41ST ST E,44.9287376404,-93.263458252,Bryant,Powderhorn,8,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.268760681360334,44.925170898418287,1065,271118304098,503 43RD ST E,44.9251708984,-93.2687606812,Regina,Nokomis,8,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.269760132124361,44.925148010672217,1066,271118304099,405 43RD ST E,44.9251480103,-93.2697601318,Regina,Nokomis,8,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.273544311121043,44.9251213071027,1067,271118304100,205 43RD ST E,44.9251213074,-93.2735443115,Regina,Nokomis,8,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.269996643030595,44.923305511140484,1068,271118304101,407 44TH ST E,44.9233055115,-93.2699966431,Regina,Nokomis,8,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.269340514752912,44.92331695591281,1069,271118304102,427 44TH ST E,44.9233169556,-93.2693405151,Regina,Nokomis,8,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,5
-93.281829834379323,44.918125152653715,1070,271118304291,4638 PILLSBURY AVE,44.9181251526,-93.281829834,Tangletown,Southwest,11,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.281799316784998,44.925201416012612,1071,271118304292,4252 PILLSBURY AVE,44.925201416,-93.2817993164,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.281829834379323,44.925216674809747,1072,271118304293,4252 PILLSBURY AVE,44.9252166748,-93.281829834,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.27923583976218,44.919380188045295,1073,271118304294,4600 BLAISDELL AVE S,44.919380188,-93.2792358398,Tangletown,Southwest,11,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.27923583976218,44.920772552611254,1074,271118304295,4516 BLAISDELL AVE S,44.9207725525,-93.2792358398,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.279220580964989,44.920803070205579,1075,271118304296,4514 BLAISDELL AVE S,44.9208030701,-93.2792205811,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.279251098559314,44.920913696709761,1076,271118304297,4512 BLAISDELL AVE S,44.9209136963,-93.2792510986,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.279251098559314,44.921161651489058,1077,271118304298,4502 BLAISDELL AVE S,44.9211616516,-93.2792510986,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.27923583976218,44.926780701068537,1078,271118304299,4502 BLAISDELL AVE S,44.9267807007,-93.2792358398,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.279228210813244,44.929206848017657,1079,271118304300,4038 BLAISDELL AVE S,44.9292068481,-93.2792282104,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.276687622435816,44.917453765578898,1080,271118304301,4708 1ST AVE S,44.9174537659,-93.2766876221,Tangletown,Southwest,11,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.276634216196101,44.921733855932757,1081,271118304302,4444 1ST AVE S,44.9217338562,-93.2766342163,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.27672576897902,44.921741485781013,1082,271118304303,4448 1ST AVE S,44.9217414856,-93.276725769,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.27665710484149,44.922779083088244,1083,271118304304,4410 1ST AVE S,44.9227790833,-93.2766571045,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.276641846044299,44.922840118276895,1084,271118304305,4410 1ST AVE S,44.9228401184,-93.2766418457,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.276664733790369,44.922843933201023,1085,271118304306,4404 1ST AVE S,44.9228439331,-93.2766647339,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.276641846044299,44.923439026290112,1086,271118304307,4348 1ST AVE S,44.9234390259,-93.2766418457,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.27665710484149,44.924598693974588,1087,271118304308,4310 1ST AVE S,44.9245986938,-93.2766571045,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.276649474993235,44.925315856541602,1088,271118304309,4246 1ST AVE S,44.9253158569,-93.2766494751,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.27665710484149,44.926124572790854,1089,271118304310,4246 1ST AVE S,44.9261245728,-93.2766571045,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.276641846044299,44.926452636480064,1090,271118304311,4246 1ST AVE S,44.9264526367,-93.2766418457,King Field,Southwest,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271530151695117,44.928127289243037,1091,271118304312,4122 CLINTON AVE S,44.9281272888,-93.2715301514,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271400451469617,44.931495666691717,1092,271118304313,3928 CLINTON AVE S,44.9314956665,-93.2714004517,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271415710266751,44.931545258007304,1093,271118304314,3928 CLINTON AVE S,44.9315452576,-93.2714157104,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271408081317873,44.93225860565019,1094,271118304315,3900 CLINTON AVE S,44.932258606,-93.2714080811,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271430969063942,44.933460235701375,1095,271118304316,3820 CLINTON AVE S,44.9334602356,-93.2714309692,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271446227861077,44.933853149503307,1096,271118304317,3804 CLINTON AVE S,44.9338531494,-93.271446228,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271499634100792,44.941474914635648,1097,271118304318,3328 CLINTON AVE S,44.9414749146,-93.2714996338,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271522521846862,44.941574096367503,1098,271118304319,3348 CLINTON AVE S,44.9415740967,-93.271522522,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271484375303658,44.941787719527667,1099,271118304320,3344 CLINTON AVE S,44.9417877197,-93.271484375,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271514892897926,44.942855835328601,1100,271118304321,3302 CLINTON AVE S,44.942855835,-93.2715148926,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271537780644053,44.943489074960894,1101,271118304322,3244 CLINTON AVE S,44.9434890747,-93.2715377808,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271537780644053,44.943538665377162,1102,271118304323,3240 CLINTON AVE S,44.9435386658,-93.2715377808,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271530151695117,44.943611145338139,1103,271118304324,3236 CLINTON AVE S,44.943611145,-93.2715301514,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271522521846862,44.944240570046304,1104,271118304325,3216 CLINTON AVE S,44.9442405701,-93.271522522,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271537780644053,44.944583892532648,1105,271118304326,3204 CLINTON AVE S,44.9445838928,-93.2715377808,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271545410492251,44.944702148885142,1106,271118304327,3202 CLINTON AVE S,44.9447021484,-93.2715454102,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271575928086577,44.945365906111704,1107,271118304328,3138 CLINTON AVE S,44.9453659058,-93.2715759277,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271545410492251,44.945487976489005,1108,271118304329,3132 CLINTON AVE S,44.9454879761,-93.2715454102,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.271583557035513,44.945625304764064,1109,271118304330,3128 CLINTON AVE S,44.9456253052,-93.2715835571,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266456603889139,44.916198730187318,1110,271118304331,4752 OAKLAND AVE S,44.9161987305,-93.266456604,Field,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266426086294814,44.918853759993056,1111,271118304332,4620 OAKLAND AVE S,44.9188537598,-93.2664260864,Field,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266365051106163,44.923145294219978,1112,271118304333,4404 OAKLAND AVE S,44.9231452942,-93.2663650513,Regina,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266365051106163,44.92311477662571,1113,271118304334,4400 OAKLAND AVE S,44.9231147766,-93.2663650513,Regina,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266319274714704,44.924049377277015,1114,271118304335,4332 OAKLAND AVE S,44.9240493774,-93.2663192749,Regina,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266311645765825,44.925384521578451,1115,271118304336,4248 OAKLAND AVE S,44.9253845215,-93.2663116455,Regina,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266281128171499,44.926734924677078,1116,271118304337,4200 OAKLAND AVE S,44.9267349243,-93.2662811279,Regina,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266296386968634,44.929035186324825,1117,271118304338,4052 OAKLAND AVE S,44.9290351868,-93.2662963867,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266319274714704,44.929550170504001,1118,271118304339,4052 OAKLAND AVE S,44.9295501709,-93.2663192749,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266304015917569,44.929641723286977,1119,271118304341,4024 OAKLAND AVE S,44.9296417236,-93.2663040161,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266288757120435,44.930839538414034,1120,271118304342,3044 OAKLAND AVE S,44.9308395386,-93.2662887573,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266288757120435,44.930946349994088,1121,271118304343,3942 OAKLAND AVE S,44.9309463501,-93.2662887573,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266296386968634,44.932132721248138,1122,271118304344,3900 OAKLAND AVE S,44.9321327209,-93.2662963867,Bryant,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.26625823952611,44.934425353947006,1123,271118304345,3740 OAKLAND AVE S,44.934425354,-93.2662582397,Central,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266288757120435,44.934978484669386,1124,271118304346,3724 OAKLAND AVE S,44.9349784851,-93.2662887573,Central,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266304015917569,44.93644714322113,1125,271118304347,3638 OAKLAND AVE S,44.9364471436,-93.2663040161,Central,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266281128171499,44.936473846790648,1126,271118304348,3630 OAKLAND AVE S,44.9364738464,-93.2662811279,Central,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.266326904562959,44.936828613150055,1127,271118304349,3624 OAKLAND AVE S,44.9368286133,-93.2663269043,Central,Powderhorn,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
