X,Y,OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Day,Ward,Neighborho,Community,TowDist
-93.288325999944902,45.013593000116941,43,1/22/2018  11:14:00pm,Snow Emergency,"3211 lyndale ave n ,Minneapolis,MN",45.013593,-93.288326,1,4,McKinley,Camden,1
-93.247965000284523,44.981424999664057,44,1/22/2018  11:17:00pm,Snow Emergency,"799 main st se,Minneapolis,MN",44.981425,-93.247965,1,3,Marcy Holmes,University,4
-93.252429000198163,44.939266999872189,45,1/22/2018  11:17:00pm,Snow Emergency,"3504 Bloomington Avenue South,Minneapolis,MN",44.939267,-93.252429,1,9,Powderhorn Park,Powderhorn,6
-93.299317999625941,44.94759499990937,46,1/22/2018  11:19:00pm,Snow Emergency,"3021 Holmes ave e,Minneapolis,MN",44.947595,-93.299318,1,10,ECCO,Calhoun Isle,5
-93.27933399986415,44.969361000010167,47,1/22/2018  11:23:00pm,Snow Emergency,"1353 LaSalle Ave,Minneapolis,MN",44.969361,-93.279334,1,7,Loring Park,Central,3
-93.252007999669388,44.929971000161572,48,1/22/2018  11:28:00pm,Snow Emergency,"4013 Bloomington Avenue South,Minneapolis,MN",44.929971,-93.252008,1,8,Bancroft,Powderhorn,6
-93.279335999956402,44.964772999774198,49,1/22/2018  11:30:00pm,Snow Emergency,"1819 LaSalle Ave,Minneapolis,MN",44.964773,-93.279336,1,7,Steven's Square - Loring Heights,Central,3
-93.252108999830455,44.940328000237059,50,1/22/2018  11:32:00pm,Snow Emergency,"3433 Bloomington Avenue South,Minneapolis,MN",44.940328,-93.252109,1,9,Powderhorn Park,Powderhorn,6
-93.270283999806736,44.945718999732094,51,1/22/2018  11:33:00pm,Snow Emergency,"3128 4TH AVE S,Minneapolis,MN",44.945719,-93.270284,1,9,Central,Powderhorn,5
-93.249839000369548,44.983503000163353,52,1/22/2018  11:34:00pm,Snow Emergency,"5th ave se & 2ND St se,Minneapolis,MN",44.983503,-93.249839,1,3,Marcy Holmes,University,4
-93.309016999934556,44.9031879998264,53,1/22/2018  11:37:00pm,Snow Emergency,"5500-5599 Penn ave ,Minneapolis,MN",44.903188,-93.309017,1,13,Armatage,Southwest,5
-93.279335999956402,44.964715999843577,54,1/22/2018  11:38:00pm,Snow Emergency,"1820 LASALLE AVE,Minneapolis,MN",44.964716,-93.279336,1,7,Steven's Square - Loring Heights,Central,3
-93.245963999738763,44.983246000002964,55,1/22/2018  11:39:00pm,Snow Emergency,"700-799 university ave se,Minneapolis,MN",44.983246,-93.245964,1,3,Marcy Holmes,University,4
-93.233796999831668,44.978416000298239,56,1/22/2018  11:40:00pm,Snow Emergency,"300 16th Ave we,Minneapolis,MN",44.978416,-93.233797,1,2,Univeristy of Minnesota,University,4
-93.308357000075432,44.902920000058032,57,1/22/2018  11:40:00pm,Snow Emergency,"5511 penn ave,Minneapolis,MN",44.90292,-93.308357,1,13,Armatage,Southwest,5
-93.279335999956402,44.964443999890761,58,1/22/2018  11:41:00pm,Snow Emergency,"1824 LaSalle,Minneapolis,MN",44.964444,-93.279336,1,7,Steven's Square - Loring Heights,Central,3
-93.245963999738763,44.983246000002964,59,1/22/2018  11:42:00pm,Snow Emergency,"700-799 university ave se,Minneapolis,MN",44.983246,-93.245964,1,3,Marcy Holmes,University,4
-93.288314000290825,45.000686000258781,60,1/22/2018  11:42:00pm,Snow Emergency,"2111 lyndale ave n ,Minneapolis,MN",45.000686,-93.288314,1,5,Hawthorne,Near North,1
-93.252719000081754,44.931090999649939,61,1/22/2018  11:51:00pm,Snow Emergency,"3940 Bloomington Ave,Minneapolis,MN",44.931091,-93.252719,1,8,Bancroft,Powderhorn,6
-93.28832699999,45.013741999793524,62,1/22/2018  11:54:00pm,Snow Emergency,"3217 lyndale Ave n,Minneapolis,MN",45.013742,-93.288327,1,4,McKinley,Camden,1
-93.279642999724615,45.004960000403742,63,1/22/2018  11:54:00pm,Snow Emergency,"2500 2nd st n ,Minneapolis,MN",45.00496,-93.279643,1,5,Hawthorne,Near North,1
-93.279337000002499,44.963649000101327,64,1/22/2018  11:56:00pm,Snow Emergency,"1905 lasalle av s,Minneapolis,MN",44.963649,-93.279337,1,7,Steven's Square - Loring Heights,Central,3
-93.269967999623475,44.920617999621015,65,1/22/2018  11:56:00pm,Snow Emergency,"4529 4th ave a ,Minneapolis,MN",44.920618,-93.269968,1,8,Regina,Nokomis,5
-93.222953999827212,44.971358000371481,66,1/22/2018  11:57:00pm,Snow Emergency,"1581 essex,Minneapolis,MN",44.971358,-93.222954,1,2,Prospect Park - East River Road,University,4
-93.272924000142439,44.926773000173853,67,1/22/2018  11:58:00pm,Snow Emergency,"4200 block of 3rd ave s,Minneapolis,MN",44.926773,-93.272924,1,8,Regina,Nokomis,5
-93.269771999578097,44.931966999577412,68,1/22/2018  11:59:00pm,Snow Emergency,"3909 4th ave s ,Minneapolis,MN",44.931967,-93.269772,1,8,Bryant,Powderhorn,5
-93.279127000210849,44.961601000086148,69,1/23/2018  12:01:00am,Snow Emergency,"2107 Blaisdell Ave S,Minneapolis,MN",44.961601,-93.279127,1,10,Whittier,Powderhorn,3
-93.276599999690177,44.98874299988961,70,1/23/2018  12:04:00am,Snow Emergency,"715 2nd st n ,Minneapolis,MN",44.988743,-93.2766,1,3,North Loop,Central,1
-93.25680100036584,45.00999599971567,71,1/23/2018  12:09:00am,Snow Emergency,"2199 Washington Ave NE,Minneapolis,MN",45.009996,-93.256801,1,1,Holland,Northeast,2
-93.279116999749704,44.961317999626033,72,1/23/2018  12:09:00am,Snow Emergency,"2117 Blaisdell Ave S,Minneapolis,MN",44.961318,-93.279117,1,10,Whittier,Powderhorn,3
-93.2605050003055,44.99730199978751,73,1/23/2018  12:11:00am,Snow Emergency,"399 8th Ave NE,Minneapolis,MN",44.997302,-93.260505,1,3,St. Anthony West,Northeast,2
-93.21936799993324,44.971362999702706,74,1/23/2018  12:12:00am,Snow Emergency,"200 27th ave se,Minneapolis,MN",44.971363,-93.219368,1,2,Prospect Park - East River Road,University,4
-93.279085000072655,44.967980000176908,75,1/23/2018  12:13:00am,Snow Emergency,"1425 LaSalle Ave,Minneapolis,MN",44.96798,-93.279085,1,7,Loring Park,Central,3
-93.279116999749704,44.967480999648444,76,1/23/2018  12:13:00am,Snow Emergency,"1501 LaSalle Ave,Minneapolis,MN",44.967481,-93.279117,1,7,Loring Park,Central,3
-93.293836000431043,45.004124999669045,77,1/23/2018  12:14:00am,Snow Emergency,"2410 Emerson ave n,Minneapolis,MN",45.004125,-93.293836,1,5,Hawthorne,Near North,1
-93.272829000258128,44.946541999913393,78,1/23/2018  12:14:00am,Snow Emergency,"3100 BLOCK OF 3RD AV S,Minneapolis,MN",44.946542,-93.272829,1,9,Central,Powderhorn,5
-93.272829000258128,44.948331999722086,79,1/23/2018  12:14:00am,Snow Emergency,"3000 block of 3rd Avenue South,Minneapolis,MN",44.948332,-93.272829,1,9,Central,Powderhorn,5
-93.24466199995129,44.963577000378336,80,1/23/2018  12:14:00am,Snow Emergency,"900 20th Ave s,Minneapolis,MN",44.963577,-93.244662,1,6,Seward,Longfellow,4
-93.27912099993415,44.961433000432692,81,1/23/2018  12:15:00am,Snow Emergency,"2113 BLAISDELL AVE S ,Minneapolis,MN",44.961433,-93.279121,1,10,Whittier,Powderhorn,3
-93.244076999953563,44.96279100010463,82,1/23/2018  12:15:00am,Snow Emergency,"999 20 Ave S,Minneapolis,MN",44.962791,-93.244077,1,6,Seward,Longfellow,4
-93.266171999937796,45.000900000234878,83,1/23/2018  12:17:00am,Snow Emergency,"1299 2nd St NE,Minneapolis,MN",45.0009,-93.266172,1,3,Sheridan,Northeast,2
-93.272829000258128,44.946541999913393,84,1/23/2018  12:17:00am,Snow Emergency,"3100 block of 3rd Avenue South,Minneapolis,MN",44.946542,-93.272829,1,9,Central,Powderhorn,5
-93.25680100036584,45.00999599971567,85,1/23/2018  12:19:00am,Snow Emergency,"2199 Washington Ave ne,Minneapolis,MN",45.009996,-93.256801,1,1,Holland,Northeast,2
-93.257829000108245,45.005401000056168,86,1/23/2018  12:21:00am,Snow Emergency,"1700 Washington Ave NE,Minneapolis,MN",45.005401,-93.257829,1,1,Holland,Northeast,2
-93.273128999703545,44.943031999926916,87,1/23/2018  12:22:00am,Snow Emergency,"3300 3rd ave s,Minneapolis,MN",44.943032,-93.273129,1,9,Central,Powderhorn,5
-93.273128999703545,44.943031999926916,88,1/23/2018  12:25:00am,Snow Emergency,"3300 3rd ave s,Minneapolis,MN",44.943032,-93.273129,1,9,Central,Powderhorn,5
-93.279255999864461,44.956387999806395,89,1/23/2018  12:25:00am,Snow Emergency,"2525 blaisdell av s,Minneapolis,MN",44.956388,-93.279256,1,10,Whittier,Powderhorn,3
-93.279627999932188,44.956844000150568,90,1/23/2018  12:27:00am,Snow Emergency,"2527 Blaisdell Ave S,Minneapolis,MN",44.956844,-93.279628,1,10,Whittier,Powderhorn,3
-93.279611000047566,44.961532999648284,91,1/23/2018  12:30:00am,Snow Emergency,"2111 blaisdell ave s,Minneapolis,MN",44.961533,-93.279611,1,10,Whittier,Powderhorn,3
-93.240912999735087,44.963996999961637,92,1/23/2018  12:30:00am,Snow Emergency,"2201 9TH ST S,Minneapolis,MN",44.963997,-93.240913,1,6,Seward,Longfellow,4
-93.240065000199536,44.964431000190586,93,1/23/2018  12:30:00am,Snow Emergency,"2200 BLOCK 9TH ST S,Minneapolis,MN",44.964431,-93.240065,1,2,Cedar Riverside,University,4
-93.242490999659879,44.964018000030705,94,1/23/2018  12:31:00am,Snow Emergency,"2100-2199 9 ST S,Minneapolis,MN",44.964018,-93.242491,1,6,Seward,Longfellow,4
-93.247056999780682,44.946299000398596,95,1/23/2018  12:31:00am,Snow Emergency,"3107 Cedar Ave S,Minneapolis,MN",44.946299,-93.247057,1,9,Corcoran,Powderhorn,6
-93.271785999823976,44.961130999995703,96,1/23/2018  12:31:00am,Snow Emergency,"2120 Clinton Ave S,Minneapolis,MN",44.961131,-93.271786,1,10,Whittier,Powderhorn,3
-93.279004999980714,44.967289999833667,97,1/23/2018  12:35:00am,Snow Emergency,"1507 LaSalle Ave,Minneapolis,MN",44.96729,-93.279005,1,7,Loring Park,Central,3
-93.279775999562673,44.963661999801502,98,1/23/2018  12:35:00am,Snow Emergency,"1902 LaSalle Ave,Minneapolis,MN",44.963662,-93.279776,1,7,Steven's Square - Loring Heights,Central,3
-93.288812999919969,44.993061000265016,99,1/23/2018  12:36:00am,Snow Emergency,"1127 van white ln ,Minneapolis,MN",44.993061,-93.288813,1,5,Near - North,Near North,1
-93.218414000006078,44.972586000343711,100,1/23/2018  12:39:00am,Snow Emergency,"300 block 27th Ave Southeast,Minneapolis,MN",44.972586,-93.218414,1,2,Prospect Park - East River Road,University,4
-93.218414000006078,44.972586000343711,101,1/23/2018  12:39:00am,Snow Emergency,"300 27th Ave se ,Minneapolis,MN",44.972586,-93.218414,1,2,Prospect Park - East River Road,University,4
-93.242507000397723,44.964018000030705,102,1/23/2018  12:40:00am,Snow Emergency,"9th st & 21st ave so,Minneapolis,MN",44.964018,-93.242507,1,6,Seward,Longfellow,4
-93.244086000368611,44.963974999846414,103,1/23/2018  12:41:00am,Snow Emergency,"901 20 Ave S,Minneapolis,MN",44.963975,-93.244086,1,6,Seward,Longfellow,4
-93.24466199995129,44.963577000378336,104,1/23/2018  12:41:00am,Snow Emergency,"900 20 Ave S,Minneapolis,MN",44.963577,-93.244662,1,6,Seward,Longfellow,4
-93.272802999958458,44.94304799976544,105,1/23/2018  12:46:00am,Snow Emergency,"3300 block of 3rd ave s,Minneapolis,MN",44.943048,-93.272803,1,9,Central,Powderhorn,5
-93.279190999564946,44.952370999821824,106,1/23/2018  12:47:00am,Snow Emergency,"2741 Blaisdell Ave S,Minneapolis,MN",44.952371,-93.279191,1,10,Whittier,Powderhorn,3
-93.279600999586421,44.960188999722618,107,1/23/2018  12:48:00am,Snow Emergency,"2217 blaisDELL AVE S,Minneapolis,MN",44.960189,-93.279601,1,10,Whittier,Powderhorn,3
-93.279658000416362,44.953556999655859,108,1/23/2018  12:50:00am,Snow Emergency,"2711 Blaisdell Ave S,Minneapolis,MN",44.953557,-93.279658,1,10,Whittier,Powderhorn,3
-93.313900000284775,45.031758999678118,109,1/23/2018  12:51:00am,Snow Emergency,"4211 Thomas Ave n ,Minneapolis,MN",45.031759,-93.3139,1,4,Victory,Camden,1
-93.313115000057167,45.026373999560462,110,1/23/2018  12:54:00am,Snow Emergency,"3912 Thomas Ave n ,Minneapolis,MN",45.026374,-93.313115,1,4,Victory,Camden,1
-93.220939999581276,44.926740999597484,111,1/23/2018  12:57:00am,Snow Emergency,"3519 42nd Street East,Minneapolis,MN",44.926741,-93.22094,1,12,Hiawatha,Longfellow,6
-93.240065000199536,44.964431000190586,112,1/23/2018  12:59:00am,Snow Emergency,"2200 9th st s,Minneapolis,MN",44.964431,-93.240065,1,2,Cedar Riverside,University,4
-93.238853000065887,44.963981000123113,113,1/23/2018  1:01:00am,Snow Emergency,"2299 9 St S,Minneapolis,MN",44.963981,-93.238853,1,6,Seward,Longfellow,4
-93.240134999830332,44.946716999889702,114,1/23/2018  1:02:00am,Snow Emergency,"2228 31st Street East,Minneapolis,MN",44.946717,-93.240135,1,9,Corcoran,Powderhorn,6
-93.293602999578752,44.98165699957093,115,1/23/2018  1:02:00am,Snow Emergency,"1119 van white memorial Blvd ,Minneapolis,MN",44.981657,-93.293603,1,5,Sumner - Glenwood,Near North,3
-93.223181000402803,44.904855000258124,116,1/23/2018  1:02:00am,Snow Emergency,"5414 34TH AVE S,Minneapolis,MN",44.904855,-93.223181,1,11,Wenonah,Nokomis,6
-93.232281000068042,44.90685499985841,117,1/23/2018  1:02:00am,Snow Emergency,"5306 28TH AVE S,Minneapolis,MN",44.906855,-93.232281,1,11,Keewaydin,Nokomis,6
-93.279657000370207,44.953034999865395,118,1/23/2018  1:04:00am,Snow Emergency,"2739 blaisdell av s,Minneapolis,MN",44.953035,-93.279657,1,10,Whittier,Powderhorn,3
-93.272802999958458,44.94304799976544,119,1/23/2018  1:05:00am,Snow Emergency,"3300 BLOCK OF 3RD AV S,Minneapolis,MN",44.943048,-93.272803,1,9,Central,Powderhorn,5
-93.279213999726267,44.953359000417606,120,1/23/2018  1:06:00am,Snow Emergency,"2709 Blaisdell Ave S,Minneapolis,MN",44.953359,-93.279214,1,10,Whittier,Powderhorn,3
-93.232636000251148,44.900795000089261,121,1/23/2018  1:09:00am,Snow Emergency,"5628 28th Ave s,Minneapolis,MN",44.900795,-93.232636,1,11,Wenonah,Nokomis,6
-93.279501000370828,44.956889999573889,122,1/23/2018  1:10:00am,Snow Emergency,"2507 BLAISDELL AVE S,Minneapolis,MN",44.95689,-93.279501,1,10,Whittier,Powderhorn,3
-93.272829000258128,44.948331999722086,123,1/23/2018  1:11:00am,Snow Emergency,"3000-3099 3rd ave s,Minneapolis,MN",44.948332,-93.272829,1,9,Central,Powderhorn,5
-93.279658000416362,44.951681000377903,124,1/23/2018  1:11:00am,Snow Emergency,"2821 BLAISDELL AVE S,Minneapolis,MN",44.951681,-93.279658,1,10,Whittier,Powderhorn,3
-93.279658000416362,44.951705999732155,125,1/23/2018  1:12:00am,Snow Emergency,"2819 blaisdell ave s,Minneapolis,MN",44.951706,-93.279658,1,10,Whittier,Powderhorn,3
-93.279627999932188,44.956804000104569,126,1/23/2018  1:14:00am,Snow Emergency,"2531 BLAISDELL AVE S,Minneapolis,MN",44.956804,-93.279628,1,10,Whittier,Powderhorn,3
-93.272829000258128,44.946541999913393,127,1/23/2018  1:15:00am,Snow Emergency,"3100-3199 3rd ave s,Minneapolis,MN",44.946542,-93.272829,1,9,Central,Powderhorn,5
-93.293853000315664,45.005240999872285,128,1/23/2018  1:16:00am,Snow Emergency,"2508 Emerson ave n ,Minneapolis,MN",45.005241,-93.293853,1,5,Hawthorne,Near North,1
-93.234579999966968,44.987847999985263,129,1/23/2018  1:19:00am,Snow Emergency,"1132 como ave se,Minneapolis,MN",44.987848,-93.23458,1,2,Como,University,4
-93.293355999879452,44.985120000087989,130,1/23/2018  1:20:00am,Snow Emergency,"638 van white memorial Blvd ,Minneapolis,MN",44.98512,-93.293356,1,5,Sumner - Glenwood,Near North,1
-93.294324999599041,45.006236999937641,131,1/23/2018  1:22:00am,Snow Emergency,"2606 Emerson ave n ,Minneapolis,MN",45.006237,-93.294325,1,5,Jordan,Near North,1
-93.21936799993324,44.971362999702706,132,1/23/2018  1:24:00am,Snow Emergency,"200 27th Ave se ,Minneapolis,MN",44.971363,-93.219368,1,2,Prospect Park - East River Road,University,4
-93.21936799993324,44.971362999702706,133,1/23/2018  1:24:00am,Snow Emergency,"200 block 27th av se,Minneapolis,MN",44.971363,-93.219368,1,2,Prospect Park - East River Road,University,4
-93.24402100006904,44.983457999886866,134,1/23/2018  1:27:00am,Snow Emergency,"800 4th st se,Minneapolis,MN",44.983458,-93.244021,1,3,Marcy Holmes,University,4
-93.235390999594927,44.964185999684219,135,1/23/2018  1:31:00am,Snow Emergency,"2500 9th st e,Minneapolis,MN",44.964186,-93.235391,1,6,Seward,Longfellow,4
-93.244076999953563,44.96279100010463,136,1/23/2018  1:34:00am,Snow Emergency,"999 20 Ave S,Minneapolis,MN",44.962791,-93.244077,1,6,Seward,Longfellow,4
-93.27963000002444,44.956726000104879,137,1/23/2018  1:36:00am,Snow Emergency,"2535 BLAISDELL,Minneapolis,MN",44.956726,-93.27963,1,10,Whittier,Powderhorn,3
-93.294077999899741,45.013685999909001,138,1/23/2018  1:37:00am,Snow Emergency,"3214 Emerson Ave n ,Minneapolis,MN",45.013686,-93.294078,1,4,Folwell,Camden,1
-93.242507000397723,44.964018000030705,139,1/23/2018  1:38:00am,Snow Emergency,"9th st & 21st ave so,Minneapolis,MN",44.964018,-93.242507,1,6,Seward,Longfellow,4
-93.240065000199536,44.964431000190586,140,1/23/2018  1:41:00am,Snow Emergency,"2200 9th st s,Minneapolis,MN",44.964431,-93.240065,1,2,Cedar Riverside,University,4
-93.279646999909062,44.954553999767313,141,1/23/2018  1:45:00am,Snow Emergency,"2619 blaisdell av s,Minneapolis,MN",44.954554,-93.279647,1,10,Whittier,Powderhorn,3
-93.256719000181704,45.013502999563855,142,1/23/2018  1:45:00am,Snow Emergency,"2500 Washington Ave NE,Minneapolis,MN",45.013503,-93.256719,1,1,Holland,Northeast,2
-93.244894999904261,45.006110000376282,143,1/23/2018  1:46:00am,Snow Emergency,"1017 18th Ave NE,Minneapolis,MN",45.00611,-93.244895,1,1,Windom Park,Northeast,2
-93.279334999910304,44.955776000362164,144,1/23/2018  1:46:00am,Snow Emergency,"2547 Blaisdell Ave S,Minneapolis,MN",44.955776,-93.279335,1,10,Whittier,Powderhorn,3
-93.236161000030108,44.964647000258935,145,1/23/2018  1:52:00am,Snow Emergency,"2500 Butler pl,Minneapolis,MN",44.964647,-93.236161,1,2,Cedar Riverside,University,4
-93.272776999658788,44.923146000187785,146,1/23/2018  1:53:00am,Snow Emergency,"4400 BLOCK OF 3RD AVE S,Minneapolis,MN",44.923146,-93.272777,1,8,Regina,Nokomis,5
-93.316061000115042,44.991540000270845,147,1/23/2018  1:54:00am,Snow Emergency,"2810 Plymouth Ave n,Minneapolis,MN",44.99154,-93.316061,1,5,Willard - Hay,Near North,1
-93.295603000078358,45.016915000426991,148,1/23/2018  1:56:00am,Snow Emergency,"3400 BLOCK FREMONT AVE N, North,MN",45.016915,-93.295603,1,4,Folwell,Camden,1
-93.218414000006078,44.972586000343711,149,1/23/2018  1:59:00am,Snow Emergency,"300 27th Ave se ,Minneapolis,MN",44.972586,-93.218414,1,2,Prospect Park - East River Road,University,4
-93.293945000061683,45.007404999840901,150,1/23/2018  2:00:00am,Snow Emergency,"2648 Emerson ave n ,Minneapolis,MN",45.007405,-93.293945,1,5,Hawthorne,Near North,1
