X,Y,FID,Call_Taken,Customer,Location,X_Coord,Y_Coord,Ward_numbe,Neighborho,Community,Day_identi,TowDist
-93.25252,44.987406,18,12/12/2016 08:21am,Snow Emergency,"420 2nd ave se,Minneapolis,MN",44.987406,-93.25252,3,Marcy-Holmes,University,2,4
-93.287959,45.007733,19,12/11/2016 09:44pm,Snow Emergency,"2700 Lyndale Ave n,Minneapolis,MN",45.007733,-93.287959,5,Hawthorne,Near-North,1,1
-93.250984,44.989348,20,12/12/2016 08:25am,Snow Emergency,"604 2nd ave se,Minneapolis,MN",44.989348,-93.250984,3,Marcy-Holmes,University,2,4
-93.288016,45.011634,21,12/11/2016 09:48pm,Snow Emergency,"3021 Lyndale ave n ,Minneapolis,MN",45.011634,-93.288016,5,Hawthorne,Near-North,1,1
-93.290901,44.964934,22,12/12/2016 08:33am,Snow Emergency,"1810 Bryant Ave s,Minneapolis,MN",44.964934,-93.290901,7,Lowry Hill,Calhoun-Isles,2,3
-93.28806,45.017451,23,12/11/2016 09:53pm,Snow Emergency,"3425 Lyndale Ave N,Minneapolis,MN",45.017451,-93.28806,4,McKinley,Camden,1,1
-93.290641,44.985977,24,12/12/2016 08:38am,Snow Emergency,"738 aldrich ave n,Minneapolis,MN",44.985977,-93.290641,5,Sumner-Glenwood,Near-North,2,1
-93.29447,44.951575,25,12/11/2016 09:55pm,Snow Emergency,"2800-2899 EMERSON AVE S,Minneapolis,MN",44.951575,-93.29447,10,Lowry Hill East,Calhoun-Isles,1,3
-93.304977,44.947827,26,12/12/2016 08:39am,Snow Emergency,"3012 Knox Ave s,Minneapolis,MN",44.947827,-93.304977,10,ECCO,Calhoun-Isles,2,5
-93.29071,44.987907,27,12/12/2016 08:41am,Snow Emergency,"946 Aldrich Avenue North ,Minneapolis,MN",44.987907,-93.29071,5,Sumner-Glenwood,Near-North,2,1
-93.29447,44.951575,28,12/11/2016 09:58pm,Snow Emergency,"2800-2899 EMERSON AVE S,Minneapolis,MN",44.951575,-93.29447,10,Lowry Hill East,Calhoun-Isles,1,3
-93.304665,44.947761,29,12/12/2016 08:41am,Snow Emergency,"3014 Knox Ave s,Minneapolis,MN",44.947761,-93.304665,10,ECCO,Calhoun-Isles,2,5
-93.2945,44.950149,30,12/11/2016 10:01pm,Snow Emergency,"2888 emerson ave s,Minneapolis,MN",44.950149,-93.2945,10,Lowry Hill East,Calhoun-Isles,1,3
-93.290966,44.986532,31,12/12/2016 08:41am,Snow Emergency,"804 aldrich ave n,Minneapolis,MN",44.986532,-93.290966,5,Sumner-Glenwood,Near-North,2,1
-93.254723,44.928738,32,12/12/2016 08:44am,Snow Emergency,"1416 41st st e,Minneapolis,MN",44.928738,-93.254723,8,Bancroft,Powderhorn,2,6
-93.262645,44.943959,33,12/11/2016 10:03pm,Snow Emergency,"3222 chicago,Minneapolis,MN",44.943959,-93.262645,9,Central,Powderhorn,1,5
-93.29054,44.96589,34,12/12/2016 08:45am,Snow Emergency,"1776 bryant ave s,Minneapolis,MN",44.96589,-93.29054,7,Lowry Hill,Calhoun-Isles,2,3
-93.291011,44.986211,35,12/12/2016 08:45am,Snow Emergency,"758 Aldrich Ave n ,Minneapolis,MN",44.986211,-93.291011,5,Sumner-Glenwood,Near-North,2,1
-93.294442,44.951946,36,12/11/2016 10:09pm,Snow Emergency,"28th & Emerson Ave S,Minneapolis,MN",44.951946,-93.294442,10,Lowry Hill East,Calhoun-Isles,1,3
-93.291797,44.985623,37,12/12/2016 08:46am,Snow Emergency,"708 Bryant Ave. N. ,Minneapolis,MN",44.985623,-93.291797,5,Sumner-Glenwood,Near-North,2,1
-93.29054,44.965848,38,12/12/2016 08:48am,Snow Emergency,"1778 bryant ave s,Minneapolis,MN",44.965848,-93.29054,7,Lowry Hill,Calhoun-Isles,2,3
-93.294294,45.008695,39,12/11/2016 10:14pm,Snow Emergency,"2800 emerson av ,Minneapolis,MN",45.008695,-93.294294,5,Hawthorne,Near-North,1,1
-93.249027,44.947744,40,12/12/2016 02:06pm,Snow Emergency,"3016 18th ave s,Minneapolis,MN",44.947744,-93.249027,9,Powderhorn,Powderhorn,2,6
-93.291023,44.988344,41,12/12/2016 08:48am,Snow Emergency,"1040 Aldrich Ave n ,Minneapolis,MN",44.988344,-93.291023,5,Sumner-Glenwood,Near-North,2,1
-93.258876,44.947688,42,12/12/2016 03:37pm,Snow Emergency,"3018 11th Avenue South,Minneapolis,MN",44.947688,-93.258876,9,Powderhorn,Powderhorn,2,6
-93.262977,44.942439,43,12/11/2016 10:14pm,Snow Emergency,"3322 Chicago ave s,Minneapolis,MN",44.942439,-93.262977,9,Central,Powderhorn,1,5
-93.251351,44.986114,44,12/12/2016 08:54am,Snow Emergency,"314 3rd ave se,Minneapolis,MN",44.986114,-93.251351,3,Marcy-Holmes,University,2,4
-93.262577,45.007283,45,12/12/2016 02:08pm,Snow Emergency,"338 19th ave ne,Minneapolis,MN",45.007283,-93.262577,1,Holland,Northeast,2,2
-93.29054,44.965805,46,12/12/2016 08:54am,Snow Emergency,"1780 BRYANT AVE S,Minneapolis,MN",44.965805,-93.29054,7,Lowry Hill,Calhoun-Isles,2,3
-93.314263,44.992308,47,12/12/2016 03:38pm,Snow Emergency,"1320 upton ave n,Minneapolis,MN",44.992308,-93.314263,5,Willard-Hay,Near-North,2,1
-93.243275,44.984349,48,12/12/2016 02:11pm,Snow Emergency,"420 8th Ave se,Minneapolis,MN",44.984349,-93.243275,3,Marcy-Holmes,University,2,4
-93.270468,44.943042,49,12/11/2016 10:15pm,Snow Emergency,"3300 4TH AVE S,Minneapolis,MN",44.943042,-93.270468,9,Central,Powderhorn,1,5
-93.253104,44.992344,50,12/12/2016 08:55am,Snow Emergency,"616 3rd ave ne,Minneapolis,MN",44.992344,-93.253104,3,St. Anthony East,Northeast,2,2
-93.314366,44.987305,51,12/12/2016 03:40pm,Snow Emergency,"908 upton ave n,Minneapolis,MN",44.987305,-93.314366,5,Willard-Hay,Near-North,2,1
-93.284418,44.966577,52,12/12/2016 02:11pm,Snow Emergency,"322 Clifton Ave ,Minneapolis,MN",44.966577,-93.284418,7,Loring Park,Central,2,3
-93.25657,44.939068,53,12/12/2016 08:58am,Snow Emergency,"3510 13th ave,Minneapolis,MN",44.939068,-93.25657,9,Powderhorn,Powderhorn,2,6
-93.270308,44.948333,54,12/11/2016 10:16pm,Snow Emergency,"3000 4TH AVE S ,Minneapolis,MN",44.948333,-93.270308,9,Central,Powderhorn,1,5
-93.28603,44.931903,55,12/12/2016 03:42pm,Snow Emergency,"3908 Harriet ave s,Minneapolis,MN",44.931903,-93.28603,8,Kingfield,Southwest,2,5
-93.292209,44.965438,56,12/12/2016 02:14pm,Snow Emergency,"1008 summit s,Minneapolis,MN",44.965438,-93.292209,7,Lowry Hill,Calhoun-Isles,2,3
-93.292146,44.964284,57,12/12/2016 08:58am,Snow Emergency,"1900 COLFAX AVE S,Minneapolis,MN",44.964284,-93.292146,7,Lowry Hill,Calhoun-Isles,2,3
-93.280834,45.01493,58,12/11/2016 10:17pm,Snow Emergency,"3300 2nd St N,Minneapolis,MN",45.01493,-93.280834,4,McKinley,Camden,1,1
-93.228779,44.947469,59,12/12/2016 03:42pm,Snow Emergency,"3024 30TH AVE S,Minneapolis,MN",44.947469,-93.228779,2,Longfellow,Longfellow,2,6
-93.305705,44.989997,60,12/12/2016 02:14pm,Snow Emergency,"1206 newton ave n,Minneapolis,MN",44.989997,-93.305705,5,Near-North,Near-North,2,1
-93.25107,44.988796,61,12/12/2016 08:58am,Snow Emergency,"520 2nd Avenue Southeast ,Minneapolis,MN",44.988796,-93.25107,3,Marcy-Holmes,University,2,4
-93.270637,44.944805,62,12/11/2016 10:19pm,Snow Emergency,"3200 4th ave s,Minneapolis,MN",44.944805,-93.270637,9,Central,Powderhorn,1,5
-93.257464,44.933935,63,12/12/2016 10:14am,Snow Emergency,"3802 12th ave,Minneapolis,MN",44.933935,-93.257464,8,Bancroft,Powderhorn,2,6
-93.284201,44.96193,64,12/12/2016 03:42pm,Snow Emergency,"2022 grand ave s,Minneapolis,MN",44.96193,-93.284201,10,Whittier,Powderhorn,2,3
-93.28323,44.965906,65,12/12/2016 02:15pm,Snow Emergency,"326 CLIFTON AVE,Minneapolis,MN",44.965906,-93.28323,7,Loring Park,Central,2,3
-93.254966,44.923104,66,12/12/2016 09:00am,Snow Emergency,"4450 14th ave,Minneapolis,MN",44.923104,-93.254966,11,Northrop,Nokomis,2,6
-93.290811,44.983576,67,12/12/2016 10:15am,Snow Emergency,"520 Bryant ave n,Minneapolis,MN",44.983576,-93.290811,5,Sumner-Glenwood,Near-North,2,3
-93.29447,44.951575,68,12/11/2016 10:20pm,Snow Emergency,"2800-2899 Emerson ave s,Minneapolis,MN",44.951575,-93.29447,10,Lowry Hill East,Calhoun-Isles,1,3
-93.250702,45.016588,69,12/12/2016 03:45pm,Snow Emergency,"800 27th ave ne,Minneapolis,MN",45.016588,-93.250702,1,Holland,Northeast,2,2
-93.260524,44.963947,70,12/12/2016 02:16pm,Snow Emergency,"910 19th St e,Minneapolis,MN",44.963947,-93.260524,6,Ventura Village,Phillips,2,3
-93.252032,44.98569,71,12/12/2016 09:02am,Snow Emergency,"300 3rd Ave se,Minneapolis,MN",44.98569,-93.252032,3,Marcy-Holmes,University,2,4
-93.298167,44.989549,72,12/12/2016 10:15am,Snow Emergency,"1120 humblolt ave n,Minneapolis,MN",44.989549,-93.298167,5,Near-North,Near-North,2,1
-93.308517,44.993335,73,12/12/2016 03:45pm,Snow Emergency,"2222 14th Ave N,Minneapolis,MN",44.993335,-93.308517,5,Willard-Hay,Near-North,2,1
-93.236901,45.016234,74,12/11/2016 10:20pm,Snow Emergency,"2635 Johnson St NE,Minneapolis,MN",45.016234,-93.236901,1,Audubon Park,Northeast,1,2
-93.280854,44.966908,75,12/12/2016 09:04am,Snow Emergency,"1536 spruce pl,Minneapolis,MN",44.966908,-93.280854,7,Loring Park,Central,2,3
-93.305451,44.989944,76,12/12/2016 02:17pm,Snow Emergency,"1204 newton ave n,Minneapolis,MN",44.989944,-93.305451,5,Near-North,Near-North,2,1
-93.309487,44.992296,77,12/12/2016 03:48pm,Snow Emergency,"1342 queen Ave n ,Minneapolis,MN",44.992296,-93.309487,5,Willard-Hay,Near-North,2,1
-93.279508,45.006418,78,12/11/2016 10:20pm,Snow Emergency,"2600 2nd st n ,Minneapolis,MN",45.006418,-93.279508,5,Hawthorne,Near-North,1,1
-93.258811,44.990596,79,12/12/2016 09:05am,Snow Emergency,"220 3rd ave ne,Minneapolis,MN",44.990596,-93.258811,3,St. Anthony West,Northeast,2,2
-93.291598,45.0123,80,12/12/2016 03:49pm,Snow Emergency,"3106 Colfax Ave. n. ,Minneapolis,MN",45.0123,-93.291598,5,Hawthorne,Near-North,2,1
-93.241075,44.987266,81,12/12/2016 02:18pm,Snow Emergency,"718 8th ave se,Minneapolis,MN",44.987266,-93.241075,3,Marcy-Holmes,University,2,4
-93.291023,44.988331,82,12/12/2016 09:06am,Snow Emergency,"1038 aldrich ave n,Minneapolis,MN",44.988331,-93.291023,5,Sumner-Glenwood,Near-North,2,1
-93.29447,44.951575,83,12/11/2016 09:57pm,Snow Emergency,"2800 Emerson Ave S,Minneapolis,MN",44.951575,-93.29447,10,Lowry Hill East,Calhoun-Isles,1,3
-93.208801,44.925246,84,12/12/2016 03:49pm,Snow Emergency,"4510 43rd st e,Minneapolis,MN",44.925246,-93.208801,12,Hiawatha,Longfellow,2,6
-93.283231,44.965906,85,12/12/2016 02:18pm,Snow Emergency,"328 Clifton ave ,Minneapolis,MN",44.965906,-93.283231,7,Loring Park,Central,2,3
-93.268307,44.975118,86,12/12/2016 09:06am,Snow Emergency,"706 3rd ave ne,Minneapolis,MN",44.975118,-93.268307,7,Downtown West,Central,2,3
-93.288016,45.011634,87,12/11/2016 10:21pm,Snow Emergency,"3021 Lyndale ave n,Minneapolis,MN",45.011634,-93.288016,5,Hawthorne,Near-North,1,1
-93.309346,44.980028,88,12/12/2016 03:51pm,Snow Emergency,"302 queen av n,Minneapolis,MN",44.980028,-93.309346,5,Harrison,Near-North,2,3
-93.283615,44.966307,89,12/12/2016 02:18pm,Snow Emergency,"310 CLIFTON AVE,Minneapolis,MN",44.966307,-93.283615,7,Loring Park,Central,2,3
-93.237155,45.015903,90,12/11/2016 10:22pm,Snow Emergency,"2628 Johnson St NE,Minneapolis,MN",45.015903,-93.237155,1,Audubon Park,Northeast,1,2
-93.268276,44.975156,91,12/12/2016 09:08am,Snow Emergency,"702 3rd ave ne,Minneapolis,MN",44.975156,-93.268276,7,Downtown West,Central,2,3
-93.249135,45.01462,92,12/12/2016 03:52pm,Snow Emergency,"2550 jackson st ne,Minneapolis,MN",45.01462,-93.249135,1,Holland,Northeast,2,2
-93.245472,44.982034,93,12/12/2016 02:18pm,Snow Emergency,"218 8th ave se,Minneapolis,MN",44.982034,-93.245472,3,Marcy-Holmes,University,2,4
-93.257503,44.938224,94,12/12/2016 10:16am,Snow Emergency,"3542 12th ave,Minneapolis,MN",44.938224,-93.257503,9,Powderhorn,Powderhorn,2,6
-93.293454,44.965023,95,12/12/2016 09:08am,Snow Emergency,"1808 dupont ave s,Minneapolis,MN",44.965023,-93.293454,7,Lowry Hill,Calhoun-Isles,2,3
-93.270231,44.941355,96,12/11/2016 10:23pm,Snow Emergency,"3400 4th Ave s,Minneapolis,MN",44.941355,-93.270231,9,Central,Powderhorn,1,5
-93.249137,45.015187,97,12/12/2016 03:54pm,Snow Emergency,"2604 Jackson st ne,Minneapolis,MN",45.015187,-93.249137,1,Holland,Northeast,2,2
-93.306597,44.994426,98,12/12/2016 02:20pm,Snow Emergency,"1504 Oliver Ave n ,Minneapolis,MN",44.994426,-93.306597,5,Willard-Hay,Near-North,2,1
-93.293086,44.965178,99,12/12/2016 09:10am,Snow Emergency,"1802 dupont ave s,Minneapolis,MN",44.965178,-93.293086,7,Lowry Hill,Calhoun-Isles,2,3
-93.245365,44.982167,100,12/12/2016 03:56pm,Snow Emergency,"232 8th ave se,Minneapolis,MN",44.982167,-93.245365,3,Marcy-Holmes,University,2,4
-93.279867,44.994216,101,12/11/2016 10:23pm,Snow Emergency,"1500 2nd st N. ,Minneapolis,MN",44.994216,-93.279867,5,Near-North,Near-North,1,1
-93.248871,44.984682,102,12/12/2016 10:17am,Snow Emergency,"308 5th ave se,Minneapolis,MN",44.984682,-93.248871,3,Marcy-Holmes,University,2,4
-93.252536,44.987386,103,12/12/2016 09:10am,Snow Emergency,"418 2nd Avenue Southeast,Minneapolis,MN",44.987386,-93.252536,3,Marcy-Holmes,University,2,4
-93.243565,44.984472,104,12/12/2016 02:21pm,Snow Emergency,"430 8th ave se,Minneapolis,MN",44.984472,-93.243565,3,Marcy-Holmes,University,2,4
-93.2369,45.010471,105,12/11/2016 10:23pm,Snow Emergency,"2227 Johnson St NE,Minneapolis,MN",45.010471,-93.2369,1,Windom Park,Northeast,1,2
-93.287201,44.939051,106,12/12/2016 03:57pm,Snow Emergency,"3510 Garfield Ave s,Minneapolis,MN",44.939051,-93.287201,8,Lyndale,Powderhorn,2,5
-93.256206,44.931706,107,12/12/2016 09:11am,Snow Emergency,"3918 13th ave s,Minneapolis,MN",44.931706,-93.256206,8,Bancroft,Powderhorn,2,6
-93.244904,44.989696,108,12/12/2016 10:18am,Snow Emergency,"808 5th ave se,Minneapolis,MN",44.989696,-93.244904,3,Marcy-Holmes,University,2,4
-93.245083,44.989471,109,12/12/2016 02:21pm,Snow Emergency,"802 5th ave se,Minneapolis,MN",44.989471,-93.245083,3,Marcy-Holmes,University,2,4
-93.270308,44.948333,110,12/11/2016 10:23pm,Snow Emergency,"3000 4TH AVE S,Minneapolis,MN",44.948333,-93.270308,9,Central,Powderhorn,1,5
-93.311792,44.994473,111,12/12/2016 03:58pm,Snow Emergency,"1510 Sheridan Ave N,Minneapolis,MN",44.994473,-93.311792,5,Willard-Hay,Near-North,2,1
-93.250491,44.987639,112,12/12/2016 09:13am,Snow Emergency,"500 3rd Avenue Southeast,Minneapolis,MN",44.987639,-93.250491,3,Marcy-Holmes,University,2,4
-93.289017,45.007978,113,12/12/2016 02:21pm,Snow Emergency,"2706 aldrich ave n,Minneapolis,MN",45.007978,-93.289017,5,Hawthorne,Near-North,2,1
-93.258984,44.996429,114,12/12/2016 10:18am,Snow Emergency,"424 7th ave ne,Minneapolis,MN",44.996429,-93.258984,3,St. Anthony West,Northeast,2,2
-93.255739,45.016601,115,12/12/2016 03:58pm,Snow Emergency,"2650 Jefferson st ne,Minneapolis,MN",45.016601,-93.255739,1,Holland,Northeast,2,2
-93.25028,44.987903,116,12/12/2016 09:15am,Snow Emergency,"508 3rd ave se,Minneapolis,MN",44.987903,-93.25028,3,Marcy-Holmes,University,2,4
-93.306983,44.988389,117,12/12/2016 02:22pm,Snow Emergency,"1012 Oliver Ave N,Minneapolis,MN",44.988389,-93.306983,5,Near-North,Near-North,2,1
-93.262904,44.940941,118,12/11/2016 10:26pm,Snow Emergency,"3408 Chicago Ave.,Minneapolis,MN",44.940941,-93.262904,9,Central,Powderhorn,1,5
-93.29026,45.010666,119,12/12/2016 03:59pm,Snow Emergency,"2938. Bryant Ave n,Minneapolis,MN",45.010666,-93.29026,5,Hawthorne,Near-North,2,1
-93.27468,44.963968,120,12/12/2016 10:22am,Snow Emergency,"124 19TH st e,Minneapolis,MN",44.963968,-93.27468,6,Stevens Square,Central,2,3
-93.249837,44.988081,121,12/12/2016 09:16am,Snow Emergency,"516 3rd ave se,Minneapolis,MN",44.988081,-93.249837,3,Marcy-Holmes,University,2,4
-93.306943,44.994366,122,12/12/2016 02:22pm,Snow Emergency,"1502 Oliver Ave N,Minneapolis,MN",44.994366,-93.306943,5,Willard-Hay,Near-North,2,1
-93.2448,44.982878,123,12/12/2016 04:00pm,Snow Emergency,"302 8th Avenue Southeast,Minneapolis,MN",44.982878,-93.2448,3,Marcy-Holmes,University,2,4
-93.2705,44.93222,124,12/11/2016 10:27pm,Snow Emergency,"3900 4th Ave s,Minneapolis,MN",44.93222,-93.2705,8,Bryant,Powderhorn,1,5
-93.25656,44.937326,125,12/12/2016 09:16am,Snow Emergency,"3608 13th ave s,Minneapolis,MN",44.937326,-93.25656,9,Powderhorn,Powderhorn,2,6
-93.261373,44.945294,126,12/12/2016 02:24pm,Snow Emergency,"3140 elliot,Minneapolis,MN",44.945294,-93.261373,9,Powderhorn,Powderhorn,2,6
-93.240642,44.945236,127,12/12/2016 04:00pm,Snow Emergency,"3144 22nd Ave S,Minneapolis,MN",44.945236,-93.240642,9,Corcoran,Powderhorn,2,6
-93.256618,44.996761,128,12/12/2016 10:22am,Snow Emergency,"636 Summer st ne,Minneapolis,MN",44.996761,-93.256618,3,St. Anthony East,Northeast,2,2
-93.268385,44.975021,129,12/12/2016 09:17am,Snow Emergency,"716 3rd ave ne,Minneapolis,MN",44.975021,-93.268385,7,Downtown West,Central,2,3
-93.287248,44.93803,130,12/12/2016 04:00pm,Snow Emergency,"3542 Garfield Ave s,Minneapolis,MN",44.93803,-93.287248,8,Lyndale,Powderhorn,2,5
-93.268401,44.975001,131,12/12/2016 09:19am,Snow Emergency,"718 3rd ave ne,Minneapolis,MN",44.975001,-93.268401,7,Downtown West,Central,2,3
-93.266883,44.943205,132,12/12/2016 10:23am,Snow Emergency,"614 33rd st e,Minneapolis,MN",44.943205,-93.266883,9,Central,Powderhorn,2,5
-93.268282,44.968046,133,12/11/2016 11:47pm,Snow Emergency,"509 15th st e,Minneapolis,MN",44.968046,-93.268282,6,Elliot Park,Central,1,3
-93.264013,45.005143,134,12/12/2016 02:24pm,Snow Emergency,"308 17th ave ne,Minneapolis,MN",45.005143,-93.264013,3,Sheridan,Northeast,2,2
-93.249428,45.013948,135,12/12/2016 04:01pm,Snow Emergency,"2520 Jackson St ,Minneapolis,MN",45.013948,-93.249428,1,Holland,Northeast,2,2
-93.248829,44.989133,136,12/12/2016 09:20am,Snow Emergency,"618 3rd ave se,Minneapolis,MN",44.989133,-93.248829,3,Marcy-Holmes,University,2,4
-93.262273,44.947259,137,12/11/2016 10:29pm,Snow Emergency,"3033 Chicago ave s,Minneapolis,MN",44.947259,-93.262273,9,Powderhorn,Powderhorn,1,6
-93.291806,45.040782,138,12/11/2016 11:47pm,Snow Emergency,"4715 Bryant Ave n,Minneapolis,MN",45.040782,-93.291806,4,Lind-Bohanon,Camden,1,1
-93.299289,44.999224,139,12/12/2016 10:25am,Snow Emergency,"1904 Irving Ave n ,Minneapolis,MN",44.999224,-93.299289,5,Willard-Hay,Near-North,2,1
-93.309346,44.980028,140,12/12/2016 04:01pm,Snow Emergency,"308 queen ave n,Minneapolis,MN",44.980028,-93.309346,5,Harrison,Near-North,2,3
-93.257184,45.005095,141,12/12/2016 02:25pm,Snow Emergency,"626 17th ave ne,Minneapolis,MN",45.005095,-93.257184,1,Logan Park,Northeast,2,2
-93.251466,44.945959,142,12/12/2016 11:29am,Snow Emergency,"3116 16th ave s,Minneapolis,MN",44.945959,-93.251466,9,Powderhorn,Powderhorn,2,6
-93.248041,44.986262,143,12/12/2016 10:27am,Snow Emergency,"424 5th ave se,Minneapolis,MN",44.986262,-93.248041,3,Marcy-Holmes,University,2,4
-93.268609,44.968075,144,12/11/2016 11:48pm,Snow Emergency,"502 15th st e,Minneapolis,MN",44.968075,-93.268609,7,Elliot Park,Central,1,3
-93.243035,44.987064,145,12/12/2016 04:02pm,Snow Emergency,"700 7th st se,Minneapolis,MN",44.987064,-93.243035,3,Marcy-Holmes,University,2,4
-93.251666,44.986154,146,12/12/2016 09:20am,Snow Emergency,"310 3rd Ave Southeast,Minneapolis,MN",44.986154,-93.251666,3,Marcy-Holmes,University,2,4
-93.299232,44.992469,147,12/12/2016 11:29am,Snow Emergency,"1320 Irving Ave n ,Minneapolis,MN",44.992469,-93.299232,5,Near-North,Near-North,2,1
-93.295846,44.940292,148,12/12/2016 02:25pm,Snow Emergency,"3430 Fremont ave s,Minneapolis,MN",44.940292,-93.295846,10,CARAG,Calhoun-Isles,2,5
-93.262085,44.932959,149,12/11/2016 10:29pm,Snow Emergency,"3837 chicago ave,Minneapolis,MN",44.932959,-93.262085,8,Bancroft,Powderhorn,1,6
-93.268724,44.968322,150,12/11/2016 11:49pm,Snow Emergency,"500 15th st e,Minneapolis,MN",44.968322,-93.268724,7,Elliot Park,Central,1,3
-93.246534,44.98766,151,12/12/2016 10:27am,Snow Emergency,"622 5th Ave se,Minneapolis,MN",44.98766,-93.246534,3,Marcy-Holmes,University,2,4
-93.28708,44.947758,152,12/12/2016 04:02pm,Snow Emergency,"3014 GARFIELD AVE S ,Minneapolis,MN",44.947758,-93.28708,8,Lyndale,Powderhorn,2,5
-93.295631,44.991984,153,12/12/2016 09:23am,Snow Emergency,"1212 Fremont Ave. N. ,Minneapolis,MN",44.991984,-93.295631,5,Near-North,Near-North,2,1
-93.261787,44.935969,154,12/12/2016 11:29am,Snow Emergency,"810 37th st e,Minneapolis,MN",44.935969,-93.261787,9,Powderhorn,Powderhorn,2,6
-93.237933,44.944769,155,12/12/2016 02:25pm,Snow Emergency,"2320 32nd St E,Minneapolis,MN",44.944769,-93.237933,9,Corcoran,Powderhorn,2,6
-93.293203,44.951233,156,12/11/2016 11:50pm,Snow Emergency,"2800-2899 Dupont av s,Minneapolis,MN",44.951233,-93.293203,10,Lowry Hill East,Calhoun-Isles,1,3
-93.257784,44.939055,157,12/12/2016 10:27am,Snow Emergency,"3512 12th ave s,Minneapolis,MN",44.939055,-93.257784,9,Powderhorn,Powderhorn,2,6
-93.24064,44.981258,158,12/12/2016 04:02pm,Snow Emergency,"308 11th Ave se,Minneapolis,MN",44.981258,-93.24064,3,Marcy-Holmes,University,2,4
-93.285967,44.968442,159,12/11/2016 10:31pm,Snow Emergency,"424 15th st w,Minneapolis,MN",44.968442,-93.285967,7,Loring Park,Central,1,3
-93.295631,44.991984,160,12/12/2016 09:25am,Snow Emergency,"1210 Fremont Ave n,Minneapolis,MN",44.991984,-93.295631,5,Near-North,Near-North,2,1
-93.271839,44.965232,161,12/12/2016 11:30am,Snow Emergency,"316 18th st e,Minneapolis,MN",44.965232,-93.271839,6,Stevens Square,Central,2,3
-93.299144,44.994531,162,12/12/2016 10:27am,Snow Emergency,"1510 Irving Ave n,Minneapolis,MN",44.994531,-93.299144,5,Near-North,Near-North,2,1
-93.279643,45.00496,163,12/11/2016 11:50pm,Snow Emergency,"2500 2nd st north,Minneapolis,MN",45.00496,-93.279643,5,Hawthorne,Near-North,1,1
-93.240273,44.981685,164,12/12/2016 04:03pm,Snow Emergency,"314 11th Avenue Southeast,Minneapolis,MN",44.981685,-93.240273,3,Marcy-Holmes,University,2,4
