X,Y,OBJECTID,Citation_N,Date,Address,Ordinance,Ordinanc_1,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.237722000070221,44.963564999824939,2061,271119346767,2019-02-21T00:00:00.000Z,904 24TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963565,-93.237722,6,Longfellow,Seward,4,2,Yale
-93.304420000182802,45.009148000180119,2062,271119351071,2019-02-21T00:00:00.000Z,2814 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.009148,-93.30442,5,Near North,Jordan,1,2,Yale
-93.316349999952479,44.915089000057378,2063,271119344814,2019-02-21T00:00:00.000Z,4832 VINCENT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.915089,-93.31635,13,Southwest,Fulton,5,2,Yale
-93.242100999661375,45.026982999765664,2064,271119342453,2019-02-21T00:00:00.000Z,3236 FILLMORE ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.026983,-93.242101,1,Northeast,Waite Park,2,2,Yale
-93.316310999952634,44.914917000219418,2065,271119342361,2019-02-21T00:00:00.000Z,4836 VINCENT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.914917,-93.316311,13,Southwest,Fulton,5,2,Yale
-93.256294000367802,44.947175000326069,2066,271119340870,2019-02-21T00:00:00.000Z,3030 13TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.947175,-93.256294,9,Powderhorn,Powderhorn Park,6,2,Yale
-93.292029999884562,44.952905000165686,2067,271119349658,2019-02-21T00:00:00.000Z,2720 COLFAX AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.952905,-93.29203,10,Calhoun Isle,Lowry Hill East,3,2,Yale
-93.229463999663835,45.012649999797702,2068,271119344610,2019-02-21T00:00:00.000Z,2338 BENJAMIN ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.01265,-93.229464,1,Northeast,Windom Park,2,2,Yale
-93.299602000132154,45.032024000207514,2069,271119343502,2019-02-21T00:00:00.000Z,4220 IRVING AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.032024,-93.299602,4,Camden,Webber - Camden,1,2,Yale
-93.286768000043139,45.034946000057914,2070,271119349790,2019-02-21T00:00:00.000Z,4638 6TH ST N,478.1000(b),Snow emergency parking restrictions - even number address,45.034946,-93.286768,4,Camden,Camden Industrial,1,2,Yale
-93.326850000327227,44.945146000287764,2071,271119310165,2019-02-21T00:00:00.000Z,3708 32ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.945146,-93.32685,13,Calhoun Isle,West Calhoun,3,2,Yale
-93.217060999665364,44.969412999710244,2072,271119312432,2019-02-21T00:00:00.000Z,52 WILLIAMS AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.969413,-93.217061,2,University,Prospect Park - East River Road,4,2,Yale
-93.262709000320058,44.95368900034714,2073,271119330446,2019-02-21T00:00:00.000Z,740 27TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.953689,-93.262709,6,Phillips,Phillips West,3,2,Yale
-93.237701000001096,44.963453000055949,2074,271119346768,2019-02-21T00:00:00.000Z,908 24TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963453,-93.237701,6,Longfellow,Seward,4,2,Yale
-93.304411999813908,45.010122000130252,2075,271119351072,2019-02-21T00:00:00.000Z,2914 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.010122,-93.304412,5,Near North,Jordan,1,2,Yale
-93.286798999674033,44.957707000377809,2076,271119352081,2019-02-21T00:00:00.000Z,2446 GARFIELD AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.957707,-93.286799,10,Powderhorn,Whittier,3,2,Yale
-93.262848999581649,44.953802000162227,2077,271119330447,2019-02-21T00:00:00.000Z,738 27TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.953802,-93.262849,6,Phillips,Phillips West,3,2,Yale
-93.237827999562512,44.963455000148201,2078,271119346769,2019-02-21T00:00:00.000Z,914 24TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963455,-93.237828,6,Longfellow,Seward,4,2,Yale
-93.327816999954564,44.917725000208634,2079,271119350020,2019-02-21T00:00:00.000Z,4704 EWING AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.917725,-93.327817,13,Southwest,Fulton,5,2,Yale
-93.237963000392142,44.963403999594959,2080,271119346770,2019-02-21T00:00:00.000Z,918 24TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963404,-93.237963,6,Longfellow,Seward,4,2,Yale
-93.262896999996542,44.95368900034714,2081,271119330448,2019-02-21T00:00:00.000Z,736 27TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.953689,-93.262897,6,Phillips,Phillips West,3,2,Yale
-93.286768000043139,45.034946000057914,2082,271119349791,2019-02-21T00:00:00.000Z,4550 6TH ST N,478.1000(b),Snow emergency parking restrictions - even number address,45.034946,-93.286768,4,Camden,Camden Industrial,1,2,Yale
-93.231720000277733,44.948615000182144,2083,271119348325,2019-02-21T00:00:00.000Z,2922 28TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.948615,-93.23172,2,Longfellow,Longfellow,4,2,Yale
-93.208399999560299,44.921531000355458,2084,271119342684,2019-02-21T00:00:00.000Z,4522 45TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.921531,-93.2084,12,Longfellow,Hiawatha,6,2,Yale
-93.286817999650907,44.957572000447499,2085,271119352082,2019-02-21T00:00:00.000Z,2448 GARFIELD AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.957572,-93.286818,10,Powderhorn,Whittier,3,2,Yale
-93.233952999831047,44.967258000156619,2086,271119348780,2019-02-21T00:00:00.000Z,2622 6TH ST S,478.1000(b),Snow emergency parking restrictions - even number address,44.967258,-93.233953,2,University,Cedar Riverside,4,2,Yale
-93.286813000319682,44.957561999986353,2087,271119352083,2019-02-21T00:00:00.000Z,2450 GARFIELD AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.957562,-93.286813,10,Powderhorn,Whittier,3,2,Yale
-93.262977000088426,44.95373799990881,2088,271119330449,2019-02-21T00:00:00.000Z,734 27TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.953738,-93.262977,6,Phillips,Phillips West,3,2,Yale
-93.299649999647727,45.034333999714363,2089,271119343503,2019-02-21T00:00:00.000Z,4332 IRVING AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.034334,-93.29965,4,Camden,Webber - Camden,1,2,Yale
-93.32029500021406,44.930354999883377,2090,271119346012,2019-02-21T00:00:00.000Z,4008 YORK AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.930355,-93.320295,13,Southwest,Linden Hills,5,2,Yale
-93.237894999954221,44.963270999756901,2091,271119346771,2019-02-21T00:00:00.000Z,922 24TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963271,-93.237895,6,Longfellow,Seward,4,2,Yale
-93.291907999654427,44.958200999776352,2092,271119349659,2019-02-21T00:00:00.000Z,2420 COLFAX AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.958201,-93.291908,10,Calhoun Isle,Lowry Hill East,3,2,Yale
-93.233225000433379,44.96710200015724,2093,271119348781,2019-02-21T00:00:00.000Z,2626 6TH ST S,478.1000(b),Snow emergency parking restrictions - even number address,44.967102,-93.233225,2,University,Cedar Riverside,4,2,Yale
-93.263183999741784,44.95389900013879,2094,271119330450,2019-02-21T00:00:00.000Z,730 27TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.953899,-93.263184,6,Phillips,Phillips West,3,2,Yale
-93.231784999677984,44.948982000019328,2095,271119348326,2019-02-21T00:00:00.000Z,2924 28TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.948982,-93.231785,2,Longfellow,Longfellow,4,2,Yale
-93.286785999973858,44.957084999573112,2096,271119352084,2019-02-21T00:00:00.000Z,2504 GARFIELD AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.957085,-93.286786,10,Powderhorn,Whittier,3,2,Yale
-93.299630999670853,45.034798999574207,2097,271119343504,2019-02-21T00:00:00.000Z,4352 IRVING AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.034799,-93.299631,4,Camden,Webber - Camden,1,2,Yale
-93.263452000409472,44.953829999654829,2098,271119330451,2019-02-21T00:00:00.000Z,728 27TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.95383,-93.263452,6,Phillips,Phillips West,3,2,Yale
-93.327800000069885,44.928020000122956,2099,271119350021,2019-02-21T00:00:00.000Z,4120 EWING AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.92802,-93.3278,13,Southwest,Linden Hills,5,2,Yale
-93.324948999896378,44.946265999776131,2100,271119310166,2019-02-21T00:00:00.000Z,3120 CHOWEN AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.946266,-93.324949,13,Calhoun Isle,West Calhoun,3,2,Yale
-93.286768000043139,45.034946000057914,2101,271119349793,2019-02-21T00:00:00.000Z,4630 ALDRICH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.034946,-93.286768,4,Camden,Camden Industrial,1,2,Yale
-93.223959000307559,44.946867999658537,2102,271119346723,2019-02-21T00:00:00.000Z,3310 31ST ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.946868,-93.223959,2,Longfellow,Longfellow,6,2,Yale
-93.237692999632202,44.963127000310863,2103,271119346772,2019-02-21T00:00:00.000Z,924 24TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963127,-93.237693,6,Longfellow,Seward,4,2,Yale
-93.266562999982455,44.911522000140224,2104,271119347971,2019-02-21T00:00:00.000Z,5008 OAKLAND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.911522,-93.266563,11,Nokomis,Page,5,2,Yale
-93.23179500013913,44.948610999997697,2105,271119348327,2019-02-21T00:00:00.000Z,2926 28TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.948611,-93.231795,2,Longfellow,Longfellow,4,2,Yale
-93.23767599974758,44.963243000264299,2106,271119346773,2019-02-21T00:00:00.000Z,926 24TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963243,-93.237676,6,Longfellow,Seward,4,2,Yale
-93.270799000173668,44.960896999996578,2107,271119349246,2019-02-21T00:00:00.000Z,332 22ND ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.960897,-93.270799,10,Powderhorn,Whittier,3,2,Yale
-93.291813999816213,44.960271999952909,2108,271119349660,2019-02-21T00:00:00.000Z,2212 COLFAX AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.960272,-93.291814,10,Calhoun Isle,Lowry Hill East,3,2,Yale
-93.304520000297714,45.02348700042478,2109,271119351073,2019-02-21T00:00:00.000Z,3744 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.023487,-93.30452,4,Camden,Folwell,1,2,Yale
-93.223877000123423,44.946860000188906,2110,271119346724,2019-02-21T00:00:00.000Z,3312 31ST ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.94686,-93.223877,2,Longfellow,Longfellow,6,2,Yale
-93.286784999927761,44.956789000312142,2111,271119352085,2019-02-21T00:00:00.000Z,2516 GARFIELD AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.956789,-93.286785,10,Powderhorn,Whittier,3,2,Yale
-93.327791999700992,44.930248000344989,2112,271119350022,2019-02-21T00:00:00.000Z,4008 EWING AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.930248,-93.327792,13,Southwest,Linden Hills,5,2,Yale
-93.312171999737984,44.894133000437648,2113,271119350665,2019-02-21T00:00:00.000Z,6012 SHERIDAN AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.894133,-93.312172,13,Southwest,Armatage,5,2,Yale
-93.286768000043139,45.034946000057914,2114,271119349794,2019-02-21T00:00:00.000Z,4630 ALDRICH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.034946,-93.286768,4,Camden,Camden Industrial,1,2,Yale
-93.243839999816089,45.016754000197011,2115,271119342454,2019-02-21T00:00:00.000Z,2648 TAYLOR ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.016754,-93.24384,1,Northeast,Audubon Park,2,2,Yale
-93.326129000353035,44.923343000279317,2116,271119341808,2019-02-21T00:00:00.000Z,3618 GLENDALE TER,478.1000(b),Snow emergency parking restrictions - even number address,44.923343,-93.326129,13,Southwest,Linden Hills,5,2,Yale
-93.326126000214686,44.923555000163162,2117,271119346190,2019-02-21T00:00:00.000Z,3626 GLENDALE TER,478.1000(b),Snow emergency parking restrictions - even number address,44.923555,-93.326126,13,Southwest,Linden Hills,5,2,Yale
-93.231348000210005,44.948607999859348,2118,271119348328,2019-02-21T00:00:00.000Z,2930 28TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.948608,-93.231348,2,Longfellow,Longfellow,4,2,Yale
-93.255083000280194,44.946425999959956,2119,271119340871,2019-02-21T00:00:00.000Z,3106 14TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.946426,-93.255083,9,Powderhorn,Powderhorn Park,6,2,Yale
-93.233978000084619,44.96529599961076,2120,271119348782,2019-02-21T00:00:00.000Z,2604 8TH ST S,478.1000(b),Snow emergency parking restrictions - even number address,44.965296,-93.233978,2,University,Cedar Riverside,4,2,Yale
-93.216713999851152,44.970151999615155,2121,271119312433,2019-02-21T00:00:00.000Z,32 WILLIAMS AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.970152,-93.216714,2,University,Prospect Park - East River Road,4,2,Yale
-93.239306000271654,44.962588999782554,2122,271119346774,2019-02-21T00:00:00.000Z,2002 23RD AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.962589,-93.239306,6,Longfellow,Seward,4,2,Yale
-93.208486999975037,44.969353999687371,2123,271119347596,2019-02-21T00:00:00.000Z,10 BEDFORD ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.969354,-93.208487,2,University,Prospect Park - East River Road,4,2,Yale
-93.300918999712053,45.035189999618865,2124,271119343505,2019-02-21T00:00:00.000Z,4358 JAMES AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.03519,-93.300919,4,Camden,Webber - Camden,1,2,Yale
-93.291868999654582,44.961602000132245,2125,271119349661,2019-02-21T00:00:00.000Z,2104 COLFAX AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.961602,-93.291869,10,Calhoun Isle,Lowry Hill East,3,2,Yale
