X,Y,OBJECTID,Call_Taken,Tow_Reason,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.262940000180834,44.941224000187503,22,02/24/2019 10:16pm,Snow Emergency,"3400 Chicago ave s,Minneapolis,MN",44.941224,-93.26294,9,Powderhorn,Central,5,1,Armatage
-93.23687399963535,45.028151999715078,23,02/24/2019 10:17pm,Snow Emergency,"3315 johnson st ne,Minneapolis,MN",45.028152,-93.236874,1,Northeast,Waite Park,2,1,Armatage
-93.236918999911893,45.010592000220697,24,02/24/2019 10:19pm,Snow Emergency,"2229 johnson st ne,Minneapolis,MN",45.010592,-93.236919,1,Northeast,Windom Park,2,1,Armatage
-93.262881000158018,44.942991999880917,25,02/24/2019 10:19pm,Snow Emergency,"3300 Chicago ave s,Minneapolis,MN",44.942992,-93.262881,9,Powderhorn,Central,5,1,Armatage
-93.294701999897313,44.948922999996512,26,02/24/2019 10:24pm,Snow Emergency,"2930 EMERSON AVE S,Minneapolis,MN",44.948923,-93.294702,10,Calhoun Isle,Lowry Hill East,3,1,Armatage
-93.288074000015058,45.025721000024191,27,02/24/2019 10:27pm,Snow Emergency,"3899 Lyndale Ave n,Minneapolis,MN",45.025721,-93.288074,4,Camden,Webber - Camden,1,1,Armatage
-93.26231099995266,44.943974000200001,28,02/24/2019 10:28pm,Snow Emergency,"3225 Chicago Ave S,Minneapolis,MN",44.943974,-93.262311,9,Powderhorn,Powderhorn Park,6,1,Armatage
-93.288347000014028,45.024081999984389,29,02/24/2019 10:30pm,Snow Emergency,"3801 Lyndale Ave n,Minneapolis,MN",45.024082,-93.288347,4,Camden,Webber - Camden,1,1,Armatage
-93.262842000158116,44.939313000194829,30,02/24/2019 10:31pm,Snow Emergency,"3504 Chicago Ave S,Minneapolis,MN",44.939313,-93.262842,9,Powderhorn,Central,5,1,Armatage
-93.236906000211718,45.019663000347236,31,02/24/2019 10:33pm,Snow Emergency,"2833 johnson st ne,Minneapolis,MN",45.019663,-93.236906,1,Northeast,Audubon Park,2,1,Armatage
-93.287685000062652,45.025888999677647,32,02/24/2019 10:34pm,Snow Emergency,"3900-3998 lyndale ave n ,Minneapolis,MN",45.025889,-93.287685,4,Camden,Webber - Camden,1,1,Armatage
-93.294798999873933,44.949688000201093,33,02/24/2019 10:37pm,Snow Emergency,"2910 Emerson Avenue South,Minneapolis,MN",44.949688,-93.294799,10,Calhoun Isle,Lowry Hill East,3,1,Armatage
-93.287795999785544,45.024097999822914,34,02/24/2019 10:38pm,Snow Emergency,"3800-3899 lyndale ave n ,Minneapolis,MN",45.024098,-93.287796,4,Camden,Webber - Camden,1,1,Armatage
-93.287685000062652,45.025888999677647,35,02/24/2019 10:39pm,Snow Emergency,"3900 Lyndale Ave N,Minneapolis,MN",45.025889,-93.287685,4,Camden,Webber - Camden,1,1,Armatage
-93.23681399956638,45.019395999725646,36,02/24/2019 10:41pm,Snow Emergency,"2823 johnson st ne,Minneapolis,MN",45.019396,-93.236814,1,Northeast,Audubon Park,2,1,Armatage
-93.284827999612446,44.968101000360946,37,02/24/2019 10:42pm,Snow Emergency,"440 15th st,Minneapolis,MN",44.968101,-93.284828,7,Central,Loring Park,3,1,Armatage
-93.26286100013499,44.937618000270561,38,02/24/2019 10:43pm,Snow Emergency,"3600 block of Chicago ave,Minneapolis,MN",44.937618,-93.262861,8,Powderhorn,Central,5,1,Armatage
-93.247611000147515,45.008785999674217,39,02/24/2019 10:44pm,Snow Emergency,"1928 central ave ne,Minneapolis,MN",45.008786,-93.247611,1,Northeast,Holland,2,1,Armatage
-93.247611000147515,45.008785999674217,40,02/24/2019 10:46pm,Snow Emergency,"1928 central ave ne,Minneapolis,MN",45.008786,-93.247611,1,Northeast,Holland,2,1,Armatage
-93.26286100013499,44.937618000270561,41,02/24/2019 10:52pm,Snow Emergency,"3600 block of chicago,Minneapolis,MN",44.937618,-93.262861,8,Powderhorn,Central,5,1,Armatage
-93.287685000062652,45.025888999677647,42,02/24/2019 10:52pm,Snow Emergency,"3900 lyndale av no ,Minneapolis,MN",45.025889,-93.287685,4,Camden,Webber - Camden,1,1,Armatage
-93.29474299998941,44.950835000035283,43,02/24/2019 10:58pm,Snow Emergency,"2848 EMERSON AVE S,Minneapolis,MN",44.950835,-93.294743,10,Calhoun Isle,Lowry Hill East,3,1,Armatage
-93.27623299985305,44.988835999681669,44,02/24/2019 10:59pm,Snow Emergency,"700 2nd st n,Minneapolis,MN",44.988836,-93.276233,3,Central,North Loop,1,1,Armatage
-93.281655999924396,44.968031999876928,45,02/24/2019 10:59pm,Snow Emergency,"214 15th Street West,Minneapolis,MN",44.968032,-93.281656,7,Central,Loring Park,3,1,Armatage
-93.273357000325291,44.987221999895439,46,02/24/2019 11:01pm,Snow Emergency,"500 2nd st n,Minneapolis,MN",44.987222,-93.273357,3,Central,North Loop,1,1,Armatage
-93.281324999948765,44.967894999854423,47,02/24/2019 11:04pm,Snow Emergency,"200 W 15TH ST,Minneapolis,MN",44.967895,-93.281325,7,Central,Loring Park,3,1,Armatage
-93.287685000062652,45.025888999677647,48,02/24/2019 11:05pm,Snow Emergency,"3900 lyndale ave n,Minneapolis,MN",45.025889,-93.287685,4,Camden,Webber - Camden,1,1,Armatage
-93.287685000062652,45.025888999677647,49,02/24/2019 11:07pm,Snow Emergency,"3900-3998 lyndale ave n ,Minneapolis,MN",45.025889,-93.287685,4,Camden,Webber - Camden,1,1,Armatage
-93.314739000304598,44.921740000100954,50,02/24/2019 11:08pm,Snow Emergency,"4449 Upton ave,Minneapolis,MN",44.92174,-93.314739,13,Southwest,Linden Hills,5,1,Armatage
-93.287685000062652,45.025888999677647,51,02/24/2019 11:08pm,Snow Emergency,"3900 lyndale ave n,Minneapolis,MN",45.025889,-93.287685,4,Camden,Webber - Camden,1,1,Armatage
-93.288074000015058,45.025756999885687,52,02/24/2019 11:10pm,Snow Emergency,"3901 Lyndale Ave N,Minneapolis,MN",45.025757,-93.288074,4,Camden,Webber - Camden,1,1,Armatage
-93.287775999762516,45.027711000062652,53,02/24/2019 11:15pm,Snow Emergency,"4000-4098 lyndale ave n ,Minneapolis,MN",45.027711,-93.287776,4,Camden,Webber - Camden,1,1,Armatage
-93.280236000091293,44.967604999970831,54,02/24/2019 11:15pm,Snow Emergency,"117 15th st ,Minneapolis,MN",44.967605,-93.280236,7,Central,Loring Park,3,1,Armatage
-93.26301900022662,44.906921000204022,55,02/24/2019 11:21pm,Snow Emergency,"5300 Chicago Ave,Minneapolis,MN",44.906921,-93.263019,11,Nokomis,Page,5,1,Armatage
-93.268751000158488,45.000703000143403,56,02/24/2019 11:22pm,Snow Emergency,"135 13th ave ne,Minneapolis,MN",45.000703,-93.268751,3,Northeast,Sheridan,2,1,Armatage
-93.225360000163846,44.987578000124643,57,02/24/2019 11:22pm,Snow Emergency,"1900 como ave se,Minneapolis,MN",44.987578,-93.22536,2,University,Como,4,1,Armatage
-93.268751000158488,45.000703000143403,58,02/24/2019 11:23pm,Snow Emergency,"135 13th ave ne,Minneapolis,MN",45.000703,-93.268751,3,Northeast,Sheridan,2,1,Armatage
-93.270474999621513,44.999517000309368,59,02/24/2019 11:25pm,Snow Emergency,"76 13th ave ne,Minneapolis,MN",44.999517,-93.270475,3,Northeast,Sheridan,2,1,Armatage
-93.263409000225124,45.006939999981057,60,02/24/2019 11:27pm,Snow Emergency,"1808 UNIVERISTY AVE NE,Minneapolis,MN",45.00694,-93.263409,3,Northeast,Bottineau,2,1,Armatage
-93.294725000058691,44.951578000124641,61,02/24/2019 11:28pm,Snow Emergency,"2800 EMERSON AVE S,Minneapolis,MN",44.951578,-93.294725,10,Calhoun Isle,Lowry Hill East,3,1,Armatage
-93.2724459996831,44.986174000130063,62,02/24/2019 11:31pm,Snow Emergency,"400 2ND ST N ,Minneapolis,MN",44.986174,-93.272446,3,Central,North Loop,3,1,Armatage
-93.2724459996831,44.986174000130063,63,02/24/2019 11:34pm,Snow Emergency,"400 2ND ST N ,Minneapolis,MN",44.986174,-93.272446,3,Central,North Loop,3,1,Armatage
-93.26301900022662,44.906921000204022,64,02/24/2019 11:34pm,Snow Emergency,"5300 Chicago ave s,Minneapolis,MN",44.906921,-93.263019,11,Nokomis,Page,5,1,Armatage
-93.263136000226211,44.904984999957833,65,02/24/2019 11:34pm,Snow Emergency,"5400 block of Chicago ave,Minneapolis,MN",44.904985,-93.263136,11,Nokomis,Page,5,1,Armatage
-93.278758000281471,44.967532000201686,66,02/24/2019 11:34pm,Snow Emergency,"19 15th Street West ,Minneapolis,MN",44.967532,-93.278758,7,Central,Loring Park,3,1,Armatage
-93.293671000016616,44.951237999733962,67,02/24/2019 11:35pm,Snow Emergency,"2800 DUPONT AVE S,Minneapolis,MN",44.951238,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Armatage
-93.262940000180834,44.941224000187503,68,02/24/2019 11:38pm,Snow Emergency,"3400 Chicago ave s,Minneapolis,MN",44.941224,-93.26294,9,Powderhorn,Central,5,1,Armatage
-93.273118000095565,44.920523999782802,69,02/24/2019 11:38pm,Snow Emergency,"4528 3RD AVE S,Minneapolis,MN",44.920524,-93.273118,8,Nokomis,Regina,5,1,Armatage
-93.262251999929845,44.905757999632044,70,02/24/2019 11:39pm,Snow Emergency,"5341 CHICAGO AVE S,Minneapolis,MN",44.905758,-93.262252,11,Nokomis,Hale,6,1,Armatage
-93.293199999880073,44.950443999990682,71,02/24/2019 11:41pm,Snow Emergency,"2840 DUPONT AVE S,Minneapolis,MN",44.950444,-93.2932,10,Calhoun Isle,Lowry Hill East,3,1,Armatage
-93.262802000112174,44.933374999756495,72,02/24/2019 11:42pm,Snow Emergency,"3824 CHICAGO AVE S,Minneapolis,MN",44.933375,-93.262802,8,Powderhorn,Bryant,5,1,Armatage
-93.280101000160982,44.96771999987817,73,02/24/2019 11:43pm,Snow Emergency,"101 15TH ST W,Minneapolis,MN",44.96772,-93.280101,7,Central,Loring Park,3,1,Armatage
-93.278237999683881,44.968067999738423,74,02/24/2019 11:44pm,Snow Emergency,"10 W 15TH ST ,Minneapolis,MN",44.968068,-93.278238,7,Central,Loring Park,3,1,Armatage
-93.278768999889394,44.967978000084713,75,02/24/2019 11:47pm,Snow Emergency,"20 W 15TH ST ,Minneapolis,MN",44.967978,-93.278769,7,Central,Loring Park,3,1,Armatage
-93.287685000062652,45.025888999677647,76,02/24/2019 11:47pm,Snow Emergency,"3900 LYNDALE AVE N ,Minneapolis,MN",45.025889,-93.287685,4,Camden,Webber - Camden,1,1,Armatage
-93.250977999834788,44.991730000039524,77,02/24/2019 11:48pm,Snow Emergency,"702 CENTRAL AVE NE,Minneapolis,MN",44.99173,-93.250978,3,University,Nicollet Island - East Bank,2,1,Armatage
-93.287744000085524,45.025933999954191,78,02/24/2019 11:50pm,Snow Emergency,"3902 LYNDALE AVE N ,Minneapolis,MN",45.025934,-93.287744,4,Camden,Webber - Camden,1,1,Armatage
-93.250914999627469,44.991701999647603,79,02/24/2019 11:50pm,Snow Emergency,"513 CENTRAL AVE NE,Minneapolis,MN",44.991702,-93.250915,3,University,Marcy Holmes,2,1,Armatage
-93.262822000135145,45.009236999787788,80,02/24/2019 11:58pm,Snow Emergency,"2023 UNIVERSITY AVE NE,Minneapolis,MN",45.009237,-93.262822,1,Northeast,Holland,2,1,Armatage
-93.263409000225124,45.006939999981057,81,02/25/2019 12:00am,Snow Emergency,"1808 UNIVERSITY AVE NE,Minneapolis,MN",45.00694,-93.263409,3,Northeast,Bottineau,2,1,Armatage
-93.293798999624073,44.951192000310641,82,02/25/2019 12:00am,Snow Emergency,"2820 DUPONT AVE S,Minneapolis,MN",44.951192,-93.293799,10,Calhoun Isle,Lowry Hill East,3,1,Armatage
-93.23264599981303,44.98804700016899,83,02/25/2019 12:03am,Snow Emergency,"1299 COMO AVE SE,Minneapolis,MN",44.988047,-93.232646,2,University,Como,4,1,Armatage
-93.291164999565069,45.049456000094381,84,02/25/2019 12:03am,Snow Emergency,"5200 BRYANT AVE N ,Minneapolis,MN",45.049456,-93.291165,4,Camden,Lind - Bohanon,1,1,Armatage
-93.291175000026215,45.040421999875434,85,02/25/2019 12:03am,Snow Emergency,"4700 BRYANT AVE N ,Minneapolis,MN",45.040422,-93.291175,4,Camden,Lind - Bohanon,1,1,Armatage
-93.221694000177934,44.987688999847535,86,02/25/2019 12:03am,Snow Emergency,"2142 COMO AVE SE,Minneapolis,MN",44.987689,-93.221694,2,University,Como,4,1,Armatage
-93.277169999895534,44.9683039998298,87,02/25/2019 12:04am,Snow Emergency,"10 15TH ST E,Minneapolis,MN",44.968304,-93.27717,7,Central,Loring Park,3,1,Armatage
-93.263409000225124,45.006939999981057,88,02/25/2019 12:08am,Snow Emergency,"1808 university ave ne,Minneapolis,MN",45.00694,-93.263409,3,Northeast,Bottineau,2,1,Armatage
-93.262831999696971,45.00620900044504,89,02/25/2019 12:09am,Snow Emergency,"1731 university ave ne,Minneapolis,MN",45.006209,-93.262832,1,Northeast,Holland,2,1,Armatage
-93.252725000358453,44.937615000132212,90,02/25/2019 12:09am,Snow Emergency,"3600 Bloomington Ave,Minneapolis,MN",44.937615,-93.252725,9,Powderhorn,Powderhorn Park,6,1,Armatage
-93.277169999895534,44.9683039998298,91,02/25/2019 12:11am,Snow Emergency,"10 15TH ST E,Minneapolis,MN",44.968304,-93.27717,7,Central,Loring Park,3,1,Armatage
-93.256680000181802,44.988411999913922,92,02/25/2019 12:11am,Snow Emergency,"45 UNIVERSITY AVE NE,Minneapolis,MN",44.988412,-93.25668,3,University,Nicollet Island - East Bank,2,1,Armatage
-93.227252000179647,44.990664000343372,93,02/25/2019 12:13am,Snow Emergency,"1095 18th Ave SE,Minneapolis,MN",44.990664,-93.227252,1,University,Como,4,1,Armatage
-93.268698000412371,44.968300999691451,94,02/25/2019 12:15am,Snow Emergency,"500 East 15th Street,Minneapolis,MN",44.968301,-93.268698,7,Central,Elliot Park,3,1,Armatage
-93.279315999933431,45.003057999926796,95,02/25/2019 12:18am,Snow Emergency,"2300 2nd st n,Minneapolis,MN",45.003058,-93.279316,5,Near North,Hawthorne,1,1,Armatage
-93.274557999951696,44.98806199996136,96,02/25/2019 12:19am,Snow Emergency,"600 2nd st n,Minneapolis,MN",44.988062,-93.274558,3,Central,North Loop,1,1,Armatage
-93.246895000403924,45.024591000074622,97,02/25/2019 12:19am,Snow Emergency,"3117 CENTRAL AVE NE,Minneapolis,MN",45.024591,-93.246895,1,Northeast,Audubon Park,2,1,Armatage
-93.268698000412371,44.968300999691451,98,02/25/2019 12:21am,Snow Emergency,"500 15th Street East,Minneapolis,MN",44.968301,-93.268698,7,Central,Elliot Park,3,1,Armatage
-93.279642999724615,45.004960000403742,99,02/25/2019 12:21am,Snow Emergency,"2500 2ND ST N ,Minneapolis,MN",45.00496,-93.279643,5,Near North,Hawthorne,1,1,Armatage
-93.256822000434909,44.970710000166434,100,02/25/2019 12:22am,Snow Emergency,"1100 7th st no,Minneapolis,MN",44.97071,-93.256822,6,Central,Elliot Park,3,1,Armatage
-93.2724459996831,44.986174000130063,101,02/25/2019 12:24am,Snow Emergency,"400 2nd st n,Minneapolis,MN",44.986174,-93.272446,3,Central,North Loop,3,1,Armatage
-93.252745000381424,44.944010000061496,102,02/25/2019 12:30am,Snow Emergency,"3220 Bloomington Ave S,Minneapolis,MN",44.94401,-93.252745,9,Powderhorn,Powderhorn Park,6,1,Armatage
-93.25209600013028,44.938325999645201,103,02/25/2019 12:33am,Snow Emergency,"3541 Bloomington Ave S,Minneapolis,MN",44.938326,-93.252096,9,Powderhorn,Powderhorn Park,6,1,Armatage
-93.268698000412371,44.968300999691451,104,02/25/2019 12:34am,Snow Emergency,"500 e 15th,Minneapolis,MN",44.968301,-93.268698,7,Central,Elliot Park,3,1,Armatage
-93.279509999886557,45.006269999660788,105,02/25/2019 12:34am,Snow Emergency,"2600 2nd St N,Minneapolis,MN",45.00627,-93.27951,5,Near North,Hawthorne,1,1,Armatage
-93.27028900003728,44.948332999768184,106,02/25/2019 12:35am,Snow Emergency,"3000 4TH AVE S,Minneapolis,MN",44.948333,-93.270289,9,Powderhorn,Central,5,1,Armatage
-93.268431999836878,44.968301999737548,107,02/25/2019 12:35am,Snow Emergency,"516 E 15TH ST,Minneapolis,MN",44.968302,-93.268432,7,Central,Elliot Park,3,1,Armatage
-93.252725000358453,44.92500499958112,108,02/25/2019 12:35am,Snow Emergency,"4300 BLOOMINGTON AVE S,Minneapolis,MN",44.925005,-93.252725,11,Nokomis,Northrop,6,1,Armatage
-93.28404200023806,44.967754999693511,109,02/25/2019 12:36am,Snow Emergency,"361 W 15TH ST ,Minneapolis,MN",44.967755,-93.284042,7,Central,Loring Park,3,1,Armatage
-93.268486999675247,44.968301999737548,110,02/25/2019 12:38am,Snow Emergency,"510 E 15TH ST,Minneapolis,MN",44.968302,-93.268487,7,Central,Elliot Park,3,1,Armatage
-93.267634999955249,44.9680570001305,111,02/25/2019 12:39am,Snow Emergency,"600 EAST 15TH STREET,Minneapolis,MN",44.968057,-93.267635,6,Central,Elliot Park,3,1,Armatage
-93.252897000196356,44.984314999837409,112,02/25/2019 12:42am,Snow Emergency,"122 3rd Ave.SE,Minneapolis,MN",44.984315,-93.252897,3,University,Marcy Holmes,4,1,Armatage
-93.267634999955249,44.9680570001305,113,02/25/2019 12:45am,Snow Emergency,"600 E 15TH ST ,Minneapolis,MN",44.968057,-93.267635,6,Central,Elliot Park,3,1,Armatage
-93.279416000048343,45.003929999669822,114,02/25/2019 12:48am,Snow Emergency,"2400 block 2nd st n ,Minneapolis,MN",45.00393,-93.279416,5,Near North,Hawthorne,1,1,Armatage
-93.277701000101047,44.969819000446591,115,02/25/2019 12:50am,Snow Emergency,"93 grant st,Minneapolis,MN",44.969819,-93.277701,7,Central,Loring Park,3,1,Armatage
-93.279416000048343,45.003929999669822,116,02/25/2019 12:50am,Snow Emergency,"2400 block 2nd st n ,Minneapolis,MN",45.00393,-93.279416,5,Near North,Hawthorne,1,1,Armatage
-93.252725000358453,44.92500499958112,117,02/25/2019 12:50am,Snow Emergency,"4300 BLOOMINGTON AVE S,Minneapolis,MN",44.925005,-93.252725,11,Nokomis,Northrop,6,1,Armatage
-93.291219000256604,45.047684000216464,118,02/25/2019 12:52am,Snow Emergency,"5100 BRYANT AVE N ,Minneapolis,MN",45.047684,-93.291219,4,Camden,Lind - Bohanon,1,1,Armatage
-93.249026999796172,44.984477000113543,119,02/25/2019 12:52am,Snow Emergency,"500 UNIVERSITY AVE SE,Minneapolis,MN",44.984477,-93.249027,3,University,Marcy Holmes,4,1,Armatage
-93.252843000404084,44.926605999667231,120,02/25/2019 12:53am,Snow Emergency,"4200 BLOOMINGTON AVE S,Minneapolis,MN",44.926606,-93.252843,8,Nokomis,Northrop,6,1,Armatage
-93.233044000180428,44.985263000387192,121,02/25/2019 12:54am,Snow Emergency,"13TH & COMO AVE SE,Minneapolis,MN",44.985263,-93.233044,3,University,Marcy Holmes,4,1,Armatage
-93.280852999766068,45.014928999673657,122,02/25/2019 01:03am,Snow Emergency,"3300 2nd st n,Minneapolis,MN",45.014929,-93.280853,4,Camden,McKinley,1,1,Armatage
-93.280852999766068,45.014928999673657,123,02/25/2019 01:05am,Snow Emergency,"3300 2nd st n,Minneapolis,MN",45.014929,-93.280853,4,Camden,McKinley,1,1,Armatage
-93.262929999719688,44.99546699970233,124,02/25/2019 01:05am,Snow Emergency,"705 2nd st ne,Minneapolis,MN",44.995467,-93.26293,3,Northeast,St. Anthony West,2,1,Armatage
-93.262929999719688,44.99546699970233,125,02/25/2019 01:07am,Snow Emergency,"705 2nd st ne,Minneapolis,MN",44.995467,-93.26293,3,Northeast,St. Anthony West,2,1,Armatage
-93.248136000076329,44.981962000146268,126,02/25/2019 01:07am,Snow Emergency,"601 se main st,Minneapolis,MN",44.981962,-93.248136,3,University,Marcy Holmes,4,1,Armatage
-93.252764000358297,44.923145000141687,127,02/25/2019 01:08am,Snow Emergency,"4400 Bloomington ave,Minneapolis,MN",44.923145,-93.252764,11,Nokomis,Northrop,6,1,Armatage
-93.262929999719688,44.99546699970233,128,02/25/2019 01:08am,Snow Emergency,"705 2nd st ne,Minneapolis,MN",44.995467,-93.26293,3,Northeast,St. Anthony West,2,1,Armatage
-93.27028900003728,44.948332999768184,129,02/25/2019 01:09am,Snow Emergency,"3000 4th ave s,Minneapolis,MN",44.948333,-93.270289,9,Powderhorn,Central,5,1,Armatage
-93.27933399986415,44.968691999736052,130,02/25/2019 01:12am,Snow Emergency,"1408 LASALLE AVE S,Minneapolis,MN",44.968692,-93.279334,7,Central,Loring Park,3,1,Armatage
-93.279023999957587,44.968091999945898,131,02/25/2019 01:12am,Snow Emergency,"1421 LaSalle Avenue s,Minneapolis,MN",44.968092,-93.279024,7,Central,Loring Park,3,1,Armatage
-93.266494000397756,44.968323999852771,132,02/25/2019 01:12am,Snow Emergency,"620 E 15TH ST,Minneapolis,MN",44.968324,-93.266494,7,Central,Elliot Park,3,1,Armatage
-93.262929999719688,44.99546699970233,133,02/25/2019 01:12am,Snow Emergency,"705 2nd st ne,Minneapolis,MN",44.995467,-93.26293,3,Northeast,St. Anthony West,2,1,Armatage
-93.262929999719688,44.99546699970233,134,02/25/2019 01:14am,Snow Emergency,"705 2nd st ne,Minneapolis,MN",44.995467,-93.26293,3,Northeast,St. Anthony West,2,1,Armatage
-93.26641200021362,44.967885000292597,135,02/25/2019 01:15am,Snow Emergency,"623 e 15th,Minneapolis,MN",44.967885,-93.266412,6,Central,Elliot Park,3,1,Armatage
-93.280852999766068,45.014928999673657,136,02/25/2019 01:22am,Snow Emergency,"3300 2ND ST N ,Minneapolis,MN",45.014929,-93.280853,4,Camden,McKinley,1,1,Armatage
-93.295935000100144,44.95718299959583,137,02/25/2019 01:23am,Snow Emergency,"2500 blk hennp ave,Minneapolis,MN",44.957183,-93.295935,7,Calhoun Isle,East Isles,3,1,Armatage
-93.313530000309242,44.991753000200845,138,02/25/2019 01:23am,Snow Emergency,"2600 PLYMOUTH AVE N ,Minneapolis,MN",44.991753,-93.31353,5,Near North,Willard - Hay,1,1,Armatage
-93.27810599989192,44.893754000047124,139,02/25/2019 01:23am,Snow Emergency,"6000 Nicollet ave s,Minneapolis,MN",44.893754,-93.278106,11,Southwest,Windom,5,1,Armatage
-93.313530000309242,44.991753000200845,140,02/25/2019 01:26am,Snow Emergency,"2600 plymouth ave n ,Minneapolis,MN",44.991753,-93.31353,5,Near North,Willard - Hay,1,1,Armatage
-93.294680999828245,44.958967000027087,141,02/25/2019 01:27am,Snow Emergency,"2400 HENNEPIN AVE ,Minneapolis,MN",44.958967,-93.294681,7,Calhoun Isle,East Isles,3,1,Armatage
-93.250324000252363,44.985252999926047,142,02/25/2019 01:29am,Snow Emergency,"401 UNIVERSITY AVE SE,Minneapolis,MN",44.985253,-93.250324,3,University,Marcy Holmes,4,1,Armatage
-93.27933399986415,44.968691999736052,143,02/25/2019 01:32am,Snow Emergency,"1408 LASALLE AVE ,Minneapolis,MN",44.968692,-93.279334,7,Central,Loring Park,3,1,Armatage
-93.252111999968804,44.939034999965315,144,02/25/2019 01:32am,Snow Emergency,"3515 BLOOMINGTON AVE S,Minneapolis,MN",44.939035,-93.252112,9,Powderhorn,Powderhorn Park,6,1,Armatage
-93.249026999796172,44.984477000113543,145,02/25/2019 01:32am,Snow Emergency,"500 UNIVERSITY AVE SE,Minneapolis,MN",44.984477,-93.249027,3,University,Marcy Holmes,4,1,Armatage
