X,Y,FID,Citation_N,Date,Address,Latitude,Longitude,Ordinance,Ordinanc_1,Neighborho,Community,Ward,Snow_Em_Na,Day_ID,Tow_Distri
-93.29792022705,45.04698562622,3040,271118359183,2018-02-26T00:00:00.000Z,5040 GIRARD AVE N,45.0469856262,-93.2979202271,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.297912597655994,45.047050476073991,3041,271118359184,2018-02-26T00:00:00.000Z,5042 GIRARD AVE N,45.0470504761,-93.2979125977,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.297950744627983,45.047096252440994,3042,271118359185,2018-02-26T00:00:00.000Z,5044 GIRARD AVE N,45.0470962524,-93.2979507446,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.297958374022997,45.047134399413991,3043,271118359186,2018-02-26T00:00:00.000Z,5046 GIRARD AVE N,45.0471343994,-93.297958374,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.307998657225994,45.047145843504993,3044,271118359388,2018-02-27T00:00:00.000Z,5049 OLIVER AVE N,45.0471458435,-93.3079986572,478.1000(c),Snow emergency parking restrictions - odd number address,Shingle Creek,Camden,4,Xerxes,3,1
-93.295364379882002,45.047210693358991,3045,271118359168,2018-02-26T00:00:00.000Z,5050 EMERSON AVE N,45.0472106934,-93.2953643799,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.308242797850994,45.047210693358991,3046,271118359389,2018-02-27T00:00:00.000Z,5051 OLIVER AVE N,45.0472106934,-93.3082427979,478.1000(c),Snow emergency parking restrictions - odd number address,Shingle Creek,Camden,4,Xerxes,3,1
-93.239143371582003,44.98338317871,3047,271118358553,2018-02-26T00:00:00.000Z,506 11TH AVE SE,44.9833831787,-93.2391433716,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.286148071289006,44.942836761473998,3048,271118342193,2018-02-26T00:00:00.000Z,506 33RD ST W,44.9428367615,-93.2861480713,478.1000(b),Snow emergency parking restrictions - even number address,Lyndale,Powderhorn,8,Xerxes,2,5
-93.268798828125,44.94136428833,3049,271118352444,2018-02-26T00:00:00.000Z,506 34TH ST E,44.9413642883,-93.2687988281,478.1000(b),Snow emergency parking restrictions - even number address,Central,Powderhorn,9,Xerxes,2,5
-93.242993,44.985216,3050,271118356193,2018-02-26T00:00:00.000Z,506 8TH AVE SE,44.985216,-93.242993,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.290786743164006,44.983203887938984,3051,271118338556,2018-02-26T00:00:00.000Z,506 BRYANT AVE N,44.9832038879,-93.2907867432,478.1000(b),Snow emergency parking restrictions - even number address,Sumner - Glenwood,Near North,5,Xerxes,2,3
-93.286285400390014,44.942878723143998,3052,271118359868,2018-02-27T00:00:00.000Z,507 33RD ST W,44.9428787231,-93.2862854004,478.1000(c),Snow emergency parking restrictions - odd number address,Lyndale,Powderhorn,8,Xerxes,3,5
-93.238800048827997,44.98342895507799,3053,271118358554,2018-02-26T00:00:00.000Z,508 11TH AVE SE,44.9834289551,-93.2388000488,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.237255,44.982872,3054,271118356212,2018-02-26T00:00:00.000Z,508 12TH AVE SE,44.982872,-93.237255,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.286148071289006,44.944732666015,3055,271118341579,2018-02-26T00:00:00.000Z,508 32ND ST W,44.944732666,-93.2861480713,478.1000(b),Snow emergency parking restrictions - even number address,Lyndale,Powderhorn,8,Xerxes,2,5
-93.286148071289006,44.942836761473998,3056,271118342192,2018-02-26T00:00:00.000Z,508 33RD ST W,44.9428367615,-93.2861480713,478.1000(b),Snow emergency parking restrictions - even number address,Lyndale,Powderhorn,8,Xerxes,2,5
-93.245838,44.986249,3057,271118356182,2018-02-26T00:00:00.000Z,508 6TH AVE SE,44.986249,-93.245838,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.290779113769005,44.983322143553991,3058,271118338557,2018-02-26T00:00:00.000Z,508 BRYANT AVE N,44.9833221436,-93.2907791138,478.1000(b),Snow emergency parking restrictions - even number address,Sumner - Glenwood,Near North,5,Xerxes,2,3
-93.288719177245994,44.983356475829986,3059,271118335834,2018-02-26T00:00:00.000Z,508 LYNDALE PL,44.9833564758,-93.2887191772,478.1000(b),Snow emergency parking restrictions - even number address,Sumner - Glenwood,Near North,5,Xerxes,2,3
-93.285484313964005,44.963466644286996,3060,271118357509,2018-02-26T00:00:00.000Z,508 RIDGEWOOD AVE S,44.9634666443,-93.285484314,478.1000(b),Snow emergency parking restrictions - even number address,Steven's Square - Loring Heights,Central,7,Xerxes,2,3
-93.26862335205,44.96804809570299,3061,271118357488,2018-02-25T00:00:00.000Z,509 15TH ST W,44.9680480957,-93.2686233521,478.1000(a),Snow emergency parking restrictions - snow emergency route,Elliot Park,Central,7,Xerxes,1,3
-93.268099,44.963956,3062,271118363961,2018-02-27T00:00:00.000Z,509 19TH ST E,44.963956,-93.268099,478.1000(c),Snow emergency parking restrictions - odd number address,Ventura Village,Phillips,6,Xerxes,3,3
-93.28663635253902,44.96125793457,3063,271118356471,2018-02-26T00:00:00.000Z,510 22ND ST W,44.9612579346,-93.2866363525,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Xerxes,2,3
-93.268447875975994,44.921558380127003,3064,271118354794,2018-02-26T00:00:00.000Z,510 45TH ST E,44.9215583801,-93.268447876,478.1000(b),Snow emergency parking restrictions - even number address,Regina,Nokomis,8,Xerxes,2,5
-93.28614044189402,44.90657043457,3065,271118334127,2018-02-26T00:00:00.000Z,510 53RD ST W,44.9065704346,-93.2861404419,478.1000(b),Snow emergency parking restrictions - even number address,Tangletown,Southwest,11,Xerxes,2,5
-93.290809631347003,44.983364105223984,3066,271118338558,2018-02-26T00:00:00.000Z,510 BRYANT AVE N,44.9833641052,-93.2908096313,478.1000(b),Snow emergency parking restrictions - even number address,Sumner - Glenwood,Near North,5,Xerxes,2,3
-93.301956176757017,44.982990264891988,3067,271118338564,2018-02-26T00:00:00.000Z,510 KNOX AVE N,44.9829902649,-93.3019561768,478.1000(b),Snow emergency parking restrictions - even number address,Harrison,Near North,5,Xerxes,2,3
-93.288917541502997,45.047664642333991,3068,271118359142,2018-02-26T00:00:00.000Z,5104 CAMDEN AVE N,45.0476646423,-93.2889175415,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.288925170897997,45.047740936278998,3069,271118359143,2018-02-26T00:00:00.000Z,5106 CAMDEN AVE N,45.0477409363,-93.2889251709,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.286209106445,44.960979461668998,3070,271118362957,2018-02-27T00:00:00.000Z,511 22ND ST W,44.9609794617,-93.2862091064,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Xerxes,3,3
-93.288909912109006,45.04795837402299,3071,271118359144,2018-02-26T00:00:00.000Z,5110 CAMDEN AVE N,45.047958374,-93.2889099121,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.290222167967997,45.048057556151996,3072,271118359147,2018-02-26T00:00:00.000Z,5114 ALDRICH AVE N,45.0480575562,-93.290222168,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.238822937010994,44.983318328857003,3073,271118358555,2018-02-26T00:00:00.000Z,512 11TH AVE SE,44.9833183289,-93.238822937,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.237387,44.983058,3074,271118356213,2018-02-26T00:00:00.000Z,512 12TH AVE SE,44.983058,-93.237387,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.268241882324006,44.968109130858991,3075,271118357490,2018-02-25T00:00:00.000Z,512 15TH ST W,44.9681091309,-93.2682418823,478.1000(a),Snow emergency parking restrictions - snow emergency route,Elliot Park,Central,7,Xerxes,1,3
-93.286109924315994,44.942890167235994,3076,271118359818,2018-02-26T00:00:00.000Z,512 33RD ST W,44.9428901672,-93.2861099243,478.1000(b),Snow emergency parking restrictions - even number address,Lyndale,Powderhorn,8,Xerxes,2,5
-93.268554687500014,44.941356658934986,3077,271118352445,2018-02-26T00:00:00.000Z,512 34TH ST E,44.9413566589,-93.2685546875,478.1000(b),Snow emergency parking restrictions - even number address,Central,Powderhorn,9,Xerxes,2,5
-93.285751342772997,44.941246032714005,3078,271118342215,2018-02-26T00:00:00.000Z,512 34TH ST W,44.9412460327,-93.2857513428,478.1000(b),Snow emergency parking restrictions - even number address,Lyndale,Powderhorn,8,Xerxes,2,5
-93.242904,44.985328,3079,271118356192,2018-02-26T00:00:00.000Z,512 8TH AVE SE,44.985328,-93.242904,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.298179626463991,44.98298263549799,3080,271118338549,2018-02-26T00:00:00.000Z,512 HUMBOLDT AVE N,44.9829826355,-93.2981796265,478.1000(b),Snow emergency parking restrictions - even number address,Harrison,Near North,5,Xerxes,2,3
-93.304504394530994,44.983005523681001,3081,271118338574,2018-02-26T00:00:00.000Z,512 MORGAN AVE N,44.9830055237,-93.3045043945,478.1000(b),Snow emergency parking restrictions - even number address,Harrison,Near North,5,Xerxes,2,3
-93.272636413574006,44.987880706786996,3082,271118343282,2018-02-25T00:00:00.000Z,513 1ST ST N,44.9878807068,-93.2726364136,478.1000(a),Snow emergency parking restrictions - snow emergency route,North Loop,Central,3,Xerxes,1,1
-93.301757812500014,45.04866409301701,3083,271118359188,2018-02-26T00:00:00.000Z,5136 JAMES AVE N,45.048664093,-93.3017578125,478.1000(b),Snow emergency parking restrictions - even number address,Shingle Creek,Camden,4,Xerxes,2,1
-93.286087036131988,44.961273193359006,3084,271118356470,2018-02-26T00:00:00.000Z,514 22ND ST W,44.9612731934,-93.2860870361,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Xerxes,2,3
-93.268630981445,44.89252471923799,3085,271118324617,2018-02-26T00:00:00.000Z,514 61ST ST E,44.8925247192,-93.2686309814,478.1000(b),Snow emergency parking restrictions - even number address,Diamond Lake,Nokomis,11,Xerxes,2,5
-93.245238,44.988138,3086,271118356253,2018-02-26T00:00:00.000Z,514 7TH ST SE,44.988138,-93.245238,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.268074035644005,44.968025207518998,3087,271118357491,2018-02-25T00:00:00.000Z,515 15TH ST W,44.9680252075,-93.2680740356,478.1000(a),Snow emergency parking restrictions - snow emergency route,Elliot Park,Central,7,Xerxes,1,3
-93.272720336914006,44.987953186035,3088,271118343281,2018-02-25T00:00:00.000Z,515 1ST ST N,44.987953186,-93.2727203369,478.1000(a),Snow emergency parking restrictions - snow emergency route,North Loop,Central,3,Xerxes,1,1
-93.27042388916,44.908905029296001,3089,271118354799,2018-02-26T00:00:00.000Z,5156 LUVERNE AVE S,44.9089050293,-93.2704238892,478.1000(b),Snow emergency parking restrictions - even number address,Page,Nokomis,11,Xerxes,2,5
-93.23737335205,44.983070373534993,3090,271118356214,2018-02-26T00:00:00.000Z,516 12TH AVE SE,44.9830703735,-93.2373733521,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.272766113280994,44.988059997557997,3091,271118343279,2018-02-25T00:00:00.000Z,516 1ST ST N,44.9880599976,-93.2727661133,478.1000(a),Snow emergency parking restrictions - snow emergency route,North Loop,Central,3,Xerxes,1,1
-93.267662048339005,44.95737457275299,3092,271118333603,2018-02-26T00:00:00.000Z,516 25TH ST E,44.9573745728,-93.2676620483,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Xerxes,2,3
-93.248657226562003,44.987926483153991,3093,271118355671,2018-02-26T00:00:00.000Z,516 4TH AVE SE,44.9879264832,-93.2486572266,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.272804260252997,44.988117218017003,3094,271118343280,2018-02-25T00:00:00.000Z,518 1ST ST N,44.988117218,-93.2728042603,478.1000(a),Snow emergency parking restrictions - snow emergency route,North Loop,Central,3,Xerxes,1,1
-93.277740478515014,44.985004425047997,3095,271118359112,2018-02-25T00:00:00.000Z,518 4TH ST N,44.985004425,-93.2777404785,478.1000(a),Snow emergency parking restrictions - snow emergency route,North Loop,Central,3,Xerxes,1,1
-93.247283935545994,44.986942291258998,3096,271118356175,2018-02-26T00:00:00.000Z,518 5TH AVE SE,44.9869422913,-93.2472839355,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.304481506347003,44.983379364012983,3097,271118340047,2018-02-26T00:00:00.000Z,518 MORGAN AVE N,44.983379364,-93.3044815063,478.1000(b),Snow emergency parking restrictions - even number address,Harrison,Near North,5,Xerxes,2,3
-93.238800048827997,44.98342895507799,3098,271118358556,2018-02-26T00:00:00.000Z,520 11TH AVE SE,44.9834289551,-93.2388000488,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.268165588377997,44.925128936767003,3099,271118352776,2018-02-26T00:00:00.000Z,520 43RD ST E,44.9251289368,-93.2681655884,478.1000(b),Snow emergency parking restrictions - even number address,Regina,Nokomis,8,Xerxes,2,5
-93.246707,44.985885,3100,271118356244,2018-02-26T00:00:00.000Z,520 5TH ST SE,44.985885,-93.246707,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.244331359862997,44.986007690428991,3101,271118358540,2018-02-26T00:00:00.000Z,520 7TH AVE SE,44.9860076904,-93.2443313599,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.242815,44.98544,3102,271118356191,2018-02-26T00:00:00.000Z,520 8TH AVE SE,44.98544,-93.242815,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.290809631347003,44.983699798584006,3103,271118338559,2018-02-26T00:00:00.000Z,520 BRYANT AVE N,44.9836997986,-93.2908096313,478.1000(b),Snow emergency parking restrictions - even number address,Sumner - Glenwood,Near North,5,Xerxes,2,3
-93.30449676513598,44.983409881590994,3104,271118338575,2018-02-26T00:00:00.000Z,520 MORGAN AVE N,44.9834098816,-93.3044967651,478.1000(b),Snow emergency parking restrictions - even number address,Harrison,Near North,5,Xerxes,2,3
-93.286354064941008,44.963481903076001,3105,271118357510,2018-02-26T00:00:00.000Z,520 RIDGEWOOD AVE S,44.9634819031,-93.2863540649,478.1000(b),Snow emergency parking restrictions - even number address,Steven's Square - Loring Heights,Central,7,Xerxes,2,3
-93.265396118164006,44.90880584716799,3106,271118343937,2018-02-26T00:00:00.000Z,5208 PARK AVE S,44.9088058472,-93.2653961182,478.1000(a),Snow emergency parking restrictions - snow emergency route,Page,Nokomis,11,Xerxes,2,5
-93.22159576416,44.908554077147983,3107,271118355414,2018-02-26T00:00:00.000Z,5210 35TH AVE S,44.9085540771,-93.2215957642,478.1000(b),Snow emergency parking restrictions - even number address,Minnehaha,Nokomis,12,Xerxes,2,6
-93.290260314940994,45.04983139038,3108,271118359146,2018-02-26T00:00:00.000Z,5214 ALDRICH AVE N,45.0498313904,-93.2902603149,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.292816162109006,45.049827575683004,3109,271118359161,2018-02-26T00:00:00.000Z,5216 COLFAX AVE N,45.0498275757,-93.2928161621,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.296646118164006,45.050022125243991,3110,271118359175,2018-02-26T00:00:00.000Z,5216 FREMONT AVE N,45.0500221252,-93.2966461182,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.292793273925,45.049926757812003,3111,271118359162,2018-02-26T00:00:00.000Z,5218 COLFAX AVE N,45.0499267578,-93.2927932739,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.238639831542997,44.983432769775,3112,271118358557,2018-02-26T00:00:00.000Z,522 11TH AVE SE,44.9834327698,-93.2386398315,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.236943,44.983245,3113,271118356215,2018-02-26T00:00:00.000Z,522 12TH AVE SE,44.983245,-93.236943,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.242795,44.985465,3114,271118356190,2018-02-26T00:00:00.000Z,522 8TH AVE SE,44.985465,-93.242795,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.29662322998,45.050045013426988,3115,271118359174,2018-02-26T00:00:00.000Z,5220 FREMONT AVE N,45.0500450134,-93.29662323,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.29663848876902,45.050369262695,3116,271118359173,2018-02-26T00:00:00.000Z,5234 FREMONT AVE N,45.0503692627,-93.2966384888,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.296630859375,45.050533294677003,3117,271118359172,2018-02-26T00:00:00.000Z,5238 FREMONT AVE N,45.0505332947,-93.2966308594,478.1000(b),Snow emergency parking restrictions - even number address,Lind - Bohanon,Camden,4,Xerxes,2,1
-93.268272399902003,44.921554565428998,3118,271118354793,2018-02-26T00:00:00.000Z,524 45TH ST E,44.9215545654,-93.2682723999,478.1000(b),Snow emergency parking restrictions - even number address,Regina,Nokomis,8,Xerxes,2,5
-93.24699,44.987106,3119,271118356174,2018-02-26T00:00:00.000Z,524 5TH AVE SE,44.987106,-93.24699,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,Xerxes,2,4
-93.26805114746,44.892532348632002,3120,271118324616,2018-02-26T00:00:00.000Z,524 61ST ST E,44.8925323486,-93.2680511475,478.1000(b),Snow emergency parking restrictions - even number address,Diamond Lake,Nokomis,11,Xerxes,2,5
