X,Y,OBJECTID,Citation_N,Date,Address,Ordinance,Ordinanc_1,Latitude,Longitude,Ward,Neighborho,Community,Tow_Zone,Day,Snow_Emerg
-93.259088999757523,44.961803999555002,5028,271119358865,2019-02-26T00:00:00.000Z,21ST ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.961804,-93.259089,6,Ventura Village,Phillips,3,3,Armatage
-93.240964000288329,45.015460999925267,5029,271119358344,2019-02-26T00:00:00.000Z,PIERCE ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.015461,-93.240964,1,Audubon Park,Northeast,2,3,Armatage
-93.290587999936236,44.954289000137294,5030,271119360783,2019-02-26T00:00:00.000Z,BRYANT AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.954289,-93.290588,10,Lowry Hill East,Calhoun Isle,3,3,Armatage
-93.258974999896282,44.961831999946867,5031,271119358866,2019-02-26T00:00:00.000Z,21ST ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.961832,-93.258975,6,Ventura Village,Phillips,3,3,Armatage
-93.221661999601565,44.899653999632449,5032,271119355186,2019-02-26T00:00:00.000Z,35TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.899654,-93.221662,12,Morris Park,Nokomis,6,3,Armatage
-93.258830000404146,44.961845999693196,5033,271119358867,2019-02-26T00:00:00.000Z,21ST ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.961846,-93.25883,6,Ventura Village,Phillips,3,3,Armatage
-93.290556000259187,44.961953000130904,5034,271119358702,2019-02-26T00:00:00.000Z,BRYANT AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.961953,-93.290556,10,Lowry Hill East,Calhoun Isle,3,3,Armatage
-93.290570000005459,45.010988999642677,5035,271119358301,2019-02-26T00:00:00.000Z,BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.010989,-93.29057,5,Hawthorne,Near North,1,3,Armatage
-93.213819000346575,44.963712000308647,5036,271119358185,2019-02-26T00:00:00.000Z,ARTHUR AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.963712,-93.213819,2,Prospect Park - East River Road,University,4,3,Armatage
-93.307031000080542,44.999128000356961,5037,271119357054,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.999128,-93.307031,5,Willard - Hay,Near North,1,3,Armatage
-93.307035000264989,45.014874999881386,5038,271119356339,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.014875,-93.307035,4,Folwell,Camden,1,3,Armatage
-93.225594000162914,44.951188000126137,5039,271119355067,2019-02-26T00:00:00.000Z,32ND AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.951188,-93.225594,2,Longfellow,Longfellow,4,3,Armatage
-93.290567999913208,44.955028000042205,5040,271119360784,2019-02-26T00:00:00.000Z,BRYANT AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.955028,-93.290568,10,Lowry Hill East,Calhoun Isle,3,3,Armatage
-93.258694999574516,44.961820000292846,5041,271119358868,2019-02-26T00:00:00.000Z,21ST ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.96182,-93.258695,6,Ventura Village,Phillips,3,3,Armatage
-93.290567999913208,45.010986999550425,5042,271119358302,2019-02-26T00:00:00.000Z,BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.010987,-93.290568,5,Hawthorne,Near North,1,3,Armatage
-93.221694000177934,44.90105999971928,5043,271119355187,2019-02-26T00:00:00.000Z,35TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.90106,-93.221694,12,Morris Park,Nokomis,6,3,Armatage
-93.325086999965038,44.945336000056386,5044,271119348198,2019-02-26T00:00:00.000Z,CHOWEN AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.945336,-93.325087,13,West Calhoun,Calhoun Isle,3,3,Armatage
-93.290521000443789,44.961374999556654,5045,271119358703,2019-02-26T00:00:00.000Z,BRYANT AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.961375,-93.290521,10,Lowry Hill East,Calhoun Isle,3,3,Armatage
-93.225739999701204,44.951330000379244,5046,271119355068,2019-02-26T00:00:00.000Z,32ND AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.95133,-93.22574,2,Longfellow,Longfellow,4,3,Armatage
-93.213766999747179,44.963812000423559,5047,271119358186,2019-02-26T00:00:00.000Z,ARTHUR AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.963812,-93.213767,2,Prospect Park - East River Road,University,4,3,Armatage
-93.306957000265299,44.997308000064208,5048,271119357055,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.997308,-93.306957,5,Willard - Hay,Near North,1,3,Armatage
-93.221662999647663,44.901114000410871,5049,271119355188,2019-02-26T00:00:00.000Z,35TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.901114,-93.221663,12,Morris Park,Nokomis,6,3,Armatage
-93.225795999585671,44.951592999917068,5050,271119355070,2019-02-26T00:00:00.000Z,32ND AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.951593,-93.225796,2,Longfellow,Longfellow,4,3,Armatage
-93.225931999562079,44.951436999917689,5051,271119355069,2019-02-26T00:00:00.000Z,32ND AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.951437,-93.225932,2,Longfellow,Longfellow,4,3,Armatage
-93.290578000374353,44.956697999712958,5052,271119360785,2019-02-26T00:00:00.000Z,BRYANT AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.956698,-93.290578,10,Lowry Hill East,Calhoun Isle,3,3,Armatage
-93.293212999580248,44.906153999907247,5053,271119357798,2019-02-26T00:00:00.000Z,DUPONT AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.906154,-93.293213,13,Lynnhurst,Southwest,5,3,Armatage
-93.30930599977205,45.018695999820579,5054,271119356022,2019-02-26T00:00:00.000Z,35TH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.018696,-93.309306,4,Cleveland,Camden,1,3,Armatage
-93.225930000369203,44.951546999594427,5055,271119355071,2019-02-26T00:00:00.000Z,32ND AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.951547,-93.22593,2,Longfellow,Longfellow,4,3,Armatage
-93.29056699986711,44.958012000053827,5056,271119355003,2019-02-26T00:00:00.000Z,BRYANT AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.958012,-93.290567,10,Lowry Hill East,Calhoun Isle,3,3,Armatage
-93.290442000397945,44.960905000365528,5057,271119343218,2019-02-26T00:00:00.000Z,22ND ST W,478.1000(c),Snow emergency parking restrictions - odd number address,44.960905,-93.290442,10,Lowry Hill East,Calhoun Isle,3,3,Armatage
-93.290544999751887,44.956858999942938,5058,271119360786,2019-02-26T00:00:00.000Z,BRYANT AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.956859,-93.290545,10,Lowry Hill East,Calhoun Isle,3,3,Armatage
-93.210279999922022,44.964097000076549,5059,271119357976,2019-02-26T00:00:00.000Z,CECIL ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.964097,-93.21028,2,Prospect Park - East River Road,University,4,3,Armatage
-93.306999000403493,44.997169999995549,5060,271119357056,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.99717,-93.306999,5,Willard - Hay,Near North,1,3,Armatage
-93.225803999954621,44.951709999916602,5061,271119355072,2019-02-26T00:00:00.000Z,32ND AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.95171,-93.225804,2,Longfellow,Longfellow,4,3,Armatage
-93.290568999959362,44.956937999988781,5062,271119360787,2019-02-26T00:00:00.000Z,BRYANT AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.956938,-93.290569,10,Lowry Hill East,Calhoun Isle,3,3,Armatage
-93.290557000305284,45.010164000268446,5063,271119358303,2019-02-26T00:00:00.000Z,BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.010164,-93.290557,5,Hawthorne,Near North,1,3,Armatage
-93.225728000047127,44.951705999732155,5064,271119355073,2019-02-26T00:00:00.000Z,32ND AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.951706,-93.225728,2,Longfellow,Longfellow,4,3,Armatage
-93.324851999919815,44.945454000102075,5065,271119348199,2019-02-26T00:00:00.000Z,CHOWEN AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.945454,-93.324852,13,West Calhoun,Calhoun Isle,3,3,Armatage
-93.218501999567593,44.971091999795988,5066,271119343970,2019-02-26T00:00:00.000Z,DELAWARE ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.971092,-93.218502,2,Prospect Park - East River Road,University,4,3,Armatage
-93.290560000443634,45.010111999669107,5067,271119358304,2019-02-26T00:00:00.000Z,BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.010112,-93.29056,5,Hawthorne,Near North,1,3,Armatage
-93.28899400017292,44.960906000411626,5068,271119343219,2019-02-26T00:00:00.000Z,22ND ST W,478.1000(c),Snow emergency parking restrictions - odd number address,44.960906,-93.288994,10,Lowry Hill East,Calhoun Isle,3,3,Armatage
-93.257686999855139,44.961814000016147,5069,271119358869,2019-02-26T00:00:00.000Z,21ST ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.961814,-93.257687,6,Ventura Village,Phillips,3,3,Armatage
-93.307043999780717,45.013754000346864,5070,271119356340,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.013754,-93.307044,4,Folwell,Camden,1,3,Armatage
-93.25766999997046,44.961831999946867,5071,271119359163,2019-02-26T00:00:00.000Z,21ST ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.961832,-93.25767,6,Ventura Village,Phillips,3,3,Armatage
-93.290578000374353,45.00935499983342,5072,271119358305,2019-02-26T00:00:00.000Z,BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.009355,-93.290578,5,Hawthorne,Near North,1,3,Armatage
-93.306984999757901,44.99499500041901,5073,271119357057,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.994995,-93.306985,5,Willard - Hay,Near North,1,3,Armatage
-93.311237999833793,45.020485999629216,5074,271119356023,2019-02-26T00:00:00.000Z,36TH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.020486,-93.311238,4,Cleveland,Camden,1,3,Armatage
-93.324780000196824,44.945746000077918,5075,271119348200,2019-02-26T00:00:00.000Z,CHOWEN AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.945746,-93.32478,13,West Calhoun,Calhoun Isle,3,3,Armatage
-93.217895000353963,44.970437000167465,5076,271119343971,2019-02-26T00:00:00.000Z,DELAWARE ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.970437,-93.217895,2,Prospect Park - East River Road,University,4,3,Armatage
-93.290578000374353,45.009237999833886,5077,271119358306,2019-02-26T00:00:00.000Z,BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.009238,-93.290578,5,Hawthorne,Near North,1,3,Armatage
-93.289070000080415,44.960919000111801,5078,271119343220,2019-02-26T00:00:00.000Z,22ND ST W,478.1000(c),Snow emergency parking restrictions - odd number address,44.960919,-93.28907,10,Lowry Hill East,Calhoun Isle,3,3,Armatage
-93.257136999672753,44.961830999900769,5079,271119359164,2019-02-26T00:00:00.000Z,21ST ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.961831,-93.257137,6,Ventura Village,Phillips,3,3,Armatage
-93.244784000181426,45.026936000296246,5080,271119358345,2019-02-26T00:00:00.000Z,POLK ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.026936,-93.244784,1,Waite Park,Northeast,2,3,Armatage
-93.306988999942348,44.994532999798139,5081,271119357058,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.994533,-93.306989,5,Willard - Hay,Near North,1,3,Armatage
-93.290602999728605,45.008297999652996,5082,271119358307,2019-02-26T00:00:00.000Z,BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.008298,-93.290603,5,Hawthorne,Near North,1,3,Armatage
-93.217825999869945,44.97029700000661,5083,271119343972,2019-02-26T00:00:00.000Z,DELAWARE ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.970297,-93.217826,2,Prospect Park - East River Road,University,4,3,Armatage
-93.288273000198785,44.960957000065548,5084,271119343221,2019-02-26T00:00:00.000Z,22ND ST W,478.1000(c),Snow emergency parking restrictions - odd number address,44.960957,-93.288273,10,Lowry Hill East,Calhoun Isle,3,3,Armatage
-93.290574000189906,45.008172000137733,5085,271119358308,2019-02-26T00:00:00.000Z,BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.008172,-93.290574,5,Hawthorne,Near North,1,3,Armatage
-93.30701700033427,44.994421000029206,5086,271119357059,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.994421,-93.307017,5,Willard - Hay,Near North,1,3,Armatage
-93.294721999920341,44.896902000427019,5087,271119357799,2019-02-26T00:00:00.000Z,EMERSON AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.896902,-93.294722,13,Kenny,Southwest,5,3,Armatage
-93.299840000315726,45.020406000436651,5088,271119356024,2019-02-26T00:00:00.000Z,36TH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.020406,-93.29984,4,Folwell,Camden,1,3,Armatage
-93.268897999742876,45.013973999700397,5089,271119348428,2019-02-26T00:00:00.000Z,CALIFORNIA ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.013974,-93.268898,1,Marshall Terrace,Northeast,2,3,Armatage
-93.324965999781057,44.94607099977685,5090,271119348201,2019-02-26T00:00:00.000Z,CHOWEN AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.946071,-93.324966,13,West Calhoun,Calhoun Isle,3,3,Armatage
-93.217808999985323,44.970059999869136,5091,271119345453,2019-02-26T00:00:00.000Z,DELAWARE ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.97006,-93.217809,2,Prospect Park - East River Road,University,4,3,Armatage
-93.288406000036844,44.961021000318965,5092,271119343222,2019-02-26T00:00:00.000Z,22ND ST W,478.1000(c),Snow emergency parking restrictions - odd number address,44.961021,-93.288406,10,Lowry Hill East,Calhoun Isle,3,3,Armatage
-93.246096000430043,45.028764000058629,5093,271119358346,2019-02-26T00:00:00.000Z,TYLER ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.028764,-93.246096,1,Waite Park,Northeast,2,3,Armatage
-93.306996000265144,44.993962000446004,5094,271119357060,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.993962,-93.306996,5,Willard - Hay,Near North,1,3,Armatage
-93.324941000426804,44.946163999568967,5095,271119348202,2019-02-26T00:00:00.000Z,CHOWEN AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.946164,-93.324941,13,West Calhoun,Calhoun Isle,3,3,Armatage
-93.307019000426465,44.992618999667172,5096,271119357061,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.992619,-93.307019,5,Willard - Hay,Near North,1,3,Armatage
-93.250246000252673,44.969172000287642,5097,271119350975,2019-02-26T00:00:00.000Z,6TH ST S,478.1000(c),Snow emergency parking restrictions - odd number address,44.969172,-93.250246,6,Cedar Riverside,University,4,3,Armatage
-93.287053999742284,44.960896999996578,5098,271119343223,2019-02-26T00:00:00.000Z,22ND ST W,478.1000(c),Snow emergency parking restrictions - odd number address,44.960897,-93.287054,10,Whittier,Powderhorn,3,3,Armatage
-93.255255000118098,44.961817000154497,5099,271119359165,2019-02-26T00:00:00.000Z,21ST ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.961817,-93.255255,6,Ventura Village,Phillips,3,3,Armatage
-93.307008999965319,44.992494000198008,5100,271119357062,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.992494,-93.307009,5,Willard - Hay,Near North,1,3,Armatage
-93.324590999574923,44.947280999818361,5101,271119348203,2019-02-26T00:00:00.000Z,CHOWEN AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.947281,-93.324591,13,West Calhoun,Calhoun Isle,3,3,Armatage
-93.287026000249682,44.960998000157645,5102,271119343224,2019-02-26T00:00:00.000Z,22ND ST W,478.1000(c),Snow emergency parking restrictions - odd number address,44.960998,-93.287026,10,Whittier,Powderhorn,3,3,Armatage
-93.306955000173105,44.992424999714046,5103,271119357063,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.992425,-93.306955,5,Willard - Hay,Near North,1,3,Armatage
-93.307024999803843,45.011108999780561,5104,271119356341,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.011109,-93.307025,5,Jordan,Near North,1,3,Armatage
-93.222852999666145,44.959261000095125,5105,271119355074,2019-02-26T00:00:00.000Z,MINNEAPOLIS AVE,478.1000(c),Snow emergency parking restrictions - odd number address,44.959261,-93.222853,2,Seward,Longfellow,4,3,Armatage
-93.307003999734775,45.011050999803842,5106,271119356342,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.011051,-93.307004,5,Jordan,Near North,1,3,Armatage
-93.286402000252053,45.022139000314667,5107,271119356025,2019-02-26T00:00:00.000Z,37TH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.022139,-93.286402,4,McKinley,Camden,1,3,Armatage
-93.31475600018922,44.925530999556031,5108,271119353321,2019-02-26T00:00:00.000Z,UPTON AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.925531,-93.314756,13,Linden Hills,Southwest,5,3,Armatage
-93.218601999682505,44.968402999898558,5109,271119345454,2019-02-26T00:00:00.000Z,WILLIAMS AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.968403,-93.218602,2,Prospect Park - East River Road,University,4,3,Armatage
-93.280886000388591,44.960963000342247,5110,271119343225,2019-02-26T00:00:00.000Z,22ND ST W,478.1000(c),Snow emergency parking restrictions - odd number address,44.960963,-93.280886,10,Whittier,Powderhorn,3,3,Armatage
-93.306996000265144,45.007301000440862,5111,271119356343,2019-02-26T00:00:00.000Z,OLIVER AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.007301,-93.306996,5,Jordan,Near North,1,3,Armatage
-93.216628000381888,44.898834999635596,5112,271119355189,2019-02-26T00:00:00.000Z,39TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.898835,-93.216628,12,Morris Park,Nokomis,6,3,Armatage
-93.290085000122644,44.990819000296653,5113,271119350891,2019-02-26T00:00:00.000Z,12TH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.990819,-93.290085,5,Near - North,Near North,1,3,Armatage
-93.224188000076083,44.969947000054049,5114,271119358187,2019-02-26T00:00:00.000Z,ERIE ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.969947,-93.224188,2,Prospect Park - East River Road,University,4,3,Armatage
-93.245551999625036,45.0145540003669,5115,271119358347,2019-02-26T00:00:00.000Z,POLK ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.014554,-93.245552,1,Audubon Park,Northeast,2,3,Armatage
-93.248262999637689,44.968149999922616,5116,271119350976,2019-02-26T00:00:00.000Z,6TH ST S,478.1000(c),Snow emergency parking restrictions - odd number address,44.96815,-93.248263,6,Cedar Riverside,University,4,3,Armatage
-93.307296999756716,44.993063000357211,5117,271119356122,2019-02-26T00:00:00.000Z,14TH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.993063,-93.307297,5,Willard - Hay,Near North,1,3,Armatage
-93.268679999582275,44.960669000274208,5118,271119355512,2019-02-26T00:00:00.000Z,22ND ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.960669,-93.26868,6,Phillips West,Phillips,3,3,Armatage
-93.328056000184233,44.932804999551138,5119,271119348204,2019-02-26T00:00:00.000Z,EWING AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.932805,-93.328056,13,Linden Hills,Southwest,5,3,Armatage
-93.279121999980305,44.960836999927665,5120,271119343226,2019-02-26T00:00:00.000Z,22ND ST W,478.1000(c),Snow emergency parking restrictions - odd number address,44.960837,-93.279122,10,Whittier,Powderhorn,3,3,Armatage
-93.224434999775383,44.969831000100612,5121,271119358188,2019-02-26T00:00:00.000Z,ERIE ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.969831,-93.224435,2,Prospect Park - East River Road,University,4,3,Armatage
-93.293852000269567,44.986207999899307,5122,271119353730,2019-02-26T00:00:00.000Z,8TH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.986208,-93.293852,5,Sumner - Glenwood,Near North,1,3,Armatage
-93.268510999882722,44.96087299978916,5123,271119355513,2019-02-26T00:00:00.000Z,22ND ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.960873,-93.268511,6,Phillips West,Phillips,3,3,Armatage
-93.217279999872062,44.970890000373288,5124,271119345455,2019-02-26T00:00:00.000Z,WILLIAMS AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.97089,-93.21728,2,Prospect Park - East River Road,University,4,3,Armatage
