X,Y,FID,Citation_N,Date,Address,X_Coordina,Y_Coordina,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day_ID,TowDist,F13,F14
-93.294479933315856,44.951745506152982,23,533480352,2016-12-17T00:00:00.000Z,2808 EMERSON AVE S,-10385494,5613928,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun Isles,1,3, , 
-93.293150426695348,44.947632123720098,24,533480352,2016-12-17T00:00:00.000Z,3041 DUPONT AVE S,-10385346,5613281,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.303436136698537,44.947969088852943,25,533606352,2016-12-18T00:00:00.000Z,3020 JAMES AVE S,-10386491,5613334,478.1000(B),SNOW EMERGENCY EVEN,10,ECCO,Calhoun Isles,2,5, , 
-93.262679572258023,44.944205139544358,26,533558352,2016-12-17T00:00:00.000Z,3232 CHICAGO AVE S,-10381954,5612742,478.1000(A),SNOW EMERGENCY PARK,9,Central,Powderhorn,1,5, , 
-93.272830534968577,44.955267395320668,27,533619352,2016-12-18T00:00:00.000Z,2612 3RD AVE S,-10383084,5614482,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3, , 
-93.262562791271094,44.917367134578534,28,533558352,2016-12-17T00:00:00.000Z,4729 CHICAGO AVE S,-10381941,5608522,478.1000(A),SNOW EMERGENCY PARK,11,Northrop,Nokomis,1,6, , 
-93.294479933315856,44.951707361765919,29,533480352,2016-12-17T00:00:00.000Z,2810 EMERSON AVE S,-10385494,5613922,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun Isles,1,3, , 
-93.307128212516261,44.960066733836342,30,533559352,2016-12-18T00:00:00.000Z,2304 OLIVER AVE S,-10386902,5615237,478.1000(B),SNOW EMERGENCY EVEN,7,Kenwood,Calhoun Isles,2,3, , 
-93.270261353255989,44.940930557229066,31,533607352,2016-12-17T00:00:00.000Z,3422 4TH AVE S,-10382798,5612227,478.1000(A),SNOW EMERGENCY PARK,9,Central,Powderhorn,1,5, , 
-93.242692057186375,44.963975832118543,32,533619352,2016-12-17T00:00:00.000Z,2010 9TH ST S,-10379729,5615852,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4, , 
-93.271536960959438,44.960670595680519,33,533608352,2016-12-18T00:00:00.000Z,2222 CLINTON AVE S,-10382940,5615332,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3, , 
-93.29314144354251,44.947771996279521,34,533480352,2016-12-17T00:00:00.000Z,3033 DUPONT AVE S,-10385345,5613303,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.284553549426334,44.968024487249103,35,533618352,2016-12-17T00:00:00.000Z,427 15TH ST W,-10384389,5616489,478.1000(A),SNOW EMERGENCY PARK,7,Loring Park,Central,1,3, , 
-93.235918759944113,44.964694060235558,36,533619352,2016-12-17T00:00:00.000Z,2510 BUTLER PL,-10378975,5615965,478.1000(A),SNOW EMERGENCY PARK,2,Cedar Riverside,University,1,4, , 
-93.271536960959438,44.961617692508611,37,533479352,2016-12-18T00:00:00.000Z,2120 CLINTON AVE S,-10382940,5615481,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3, , 
-93.262679572258023,44.944383169734287,38,533597352,2016-12-17T00:00:00.000Z,3220 CHICAGO AVE S,-10381954,5612770,478.1000(A),SNOW EMERGENCY PARK,9,Central,Powderhorn,1,5, , 
-93.279747562656297,44.967757551753934,39,533618352,2016-12-17T00:00:00.000Z,126 15TH ST W,-10383854,5616447,478.1000(A),SNOW EMERGENCY PARK,7,Loring Park,Central,1,3, , 
-93.279603832210839,44.968825286281216,40,533573352,2016-12-18T00:00:00.000Z,116 14TH ST W,-10383838,5616615,478.1000(B),SNOW EMERGENCY EVEN,7,Loring Park,Central,2,3, , 
-93.284634397801895,44.968037198432178,41,533618352,2016-12-17T00:00:00.000Z,431 15TH ST W,-10384398,5616491,478.1000(A),SNOW EMERGENCY PARK,7,Loring Park,Central,1,3, , 
-93.262670589105184,44.91764702681585,42,533597352,2016-12-17T00:00:00.000Z,4712 CHICAGO AVE S,-10381953,5608566,478.1000(A),SNOW EMERGENCY PARK,8,Field,Nokomis,1,5, , 
-93.290482430301523,44.985715726982527,43,533608352,2016-12-18T00:00:00.000Z,742 ALDRICH AVE N,-10385049,5619273,478.1000(B),SNOW EMERGENCY EVEN,5,Sumner-Glenwood,Near-North,2,1, , 
-93.262679572258023,44.944116124242356,44,533558352,2016-12-17T00:00:00.000Z,3238 CHICAGO AVE S,-10381954,5612728,478.1000(A),SNOW EMERGENCY PARK,9,Central,Powderhorn,1,5, , 
-93.270261353255989,44.941000501716033,45,533607352,2016-12-17T00:00:00.000Z,3418 4TH AVE S,-10382798,5612238,478.1000(A),SNOW EMERGENCY PARK,9,Central,Powderhorn,1,5, , 
-93.249627051179772,44.988676442895759,46,533599352,2016-12-18T00:00:00.000Z,604 3RD AVE SE,-10380501,5619739,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.294488916468694,44.951631072915745,47,533480352,2016-12-17T00:00:00.000Z,2814 EMERSON AVE S,-10385495,5613910,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun Isles,1,3, , 
-93.235442652843517,44.993244286117466,48,533610352,2016-12-18T00:00:00.000Z,1128 WINTER ST NE,-10378922,5620458,478.1000(B),SNOW EMERGENCY EVEN,1,Como,University,2,2, , 
-93.293150426695348,44.947702060042424,49,533480352,2016-12-17T00:00:00.000Z,3037 DUPONT AVE S,-10385346,5613292,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.240994241299376,44.963950407949604,50,533619352,2016-12-17T00:00:00.000Z,2102 9TH ST S,-10379540,5615848,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4, , 
-93.318321220956392,45.001064045916863,51,533607352,2016-12-18T00:00:00.000Z,2116 XERXES AVE N,-10388148,5621689,478.1000(B),SNOW EMERGENCY EVEN,5,Willard-Hay,Near-North,2,1, , 
-93.235954692555467,44.964694060235558,52,533619352,2016-12-17T00:00:00.000Z,2508 BUTLER PL,-10378979,5615965,478.1000(A),SNOW EMERGENCY PARK,2,Cedar Riverside,University,1,4, , 
-93.270171521727576,44.921037431312591,53,533607352,2016-12-17T00:00:00.000Z,4525 4TH AVE S,-10382788,5609099,478.1000(A),SNOW EMERGENCY PARK,8,Regina,Nokomis,1,5, , 
-93.270162538574738,45.012286807420239,54,533597352,2016-12-18T00:00:00.000Z,2416 GRAND ST NE,-10382787,5623456,478.1000(B),SNOW EMERGENCY EVEN,3,Bottineau,Northeast,2,2, , 
-93.262562791271094,44.917475274922751,55,533558352,2016-12-17T00:00:00.000Z,4723 CHICAGO AVE S,-10381941,5608539,478.1000(A),SNOW EMERGENCY PARK,11,Northrop,Nokomis,1,6, , 
-93.294488916468694,44.951592928452634,56,533480352,2016-12-17T00:00:00.000Z,2816 EMERSON AVE S,-10385495,5613904,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun Isles,1,3, , 
-93.246177520488757,44.947829216773783,57,533605352,2016-12-18T00:00:00.000Z,3028 LONGFELLOW AVE S,-10380117,5613312,478.1000(B),SNOW EMERGENCY EVEN,9,Corcoran,Powderhorn,2,6, , 
-93.262670589105184,44.917608859772855,58,533597352,2016-12-17T00:00:00.000Z,4714 CHICAGO AVE S,-10381953,5608560,478.1000(A),SNOW EMERGENCY PARK,8,Field,Nokomis,1,5, , 
-93.241021190757905,44.96403303645743,59,533619352,2016-12-17T00:00:00.000Z,2105 9TH ST S,-10379543,5615861,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4, , 
-93.293150426695348,44.947670270815557,60,533480352,2016-12-17T00:00:00.000Z,3039 DUPONT AVE S,-10385346,5613287,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.303436136698537,44.947905510677401,61,533606352,2016-12-18T00:00:00.000Z,3024 JAMES AVE S,-10386491,5613324,478.1000(B),SNOW EMERGENCY EVEN,10,ECCO,Calhoun Isles,2,5, , 
-93.284841010317251,44.968062620789865,62,533618352,2016-12-17T00:00:00.000Z,441 15TH ST W,-10384421,5616495,478.1000(A),SNOW EMERGENCY PARK,7,Loring Park,Central,1,3, , 
-93.279522983835264,44.967681284241436,63,533618352,2016-12-17T00:00:00.000Z,111 15TH ST W,-10383829,5616435,478.1000(A),SNOW EMERGENCY PARK,7,Loring Park,Central,1,3, , 
-93.291856852686223,44.966035152382617,64,533614352,2016-12-18T00:00:00.000Z,1768 COLFAX AVE S,-10385202,5616176,478.1000(B),SNOW EMERGENCY EVEN,7,Lowry Hill,Calhoun Isles,2,3, , 
-93.294488916468694,44.951561141380665,65,533480352,2016-12-17T00:00:00.000Z,2818 EMERSON AVE S,-10385495,5613899,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun Isles,1,3, , 
-93.264485185979098,44.966308451675879,66,533615352,2016-12-18T00:00:00.000Z,722 17TH ST E,-10382155,5616219,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3, , 
-93.270261353255989,44.94110223899952,67,533607352,2016-12-17T00:00:00.000Z,3412 4TH AVE S,-10382798,5612254,478.1000(A),SNOW EMERGENCY PARK,9,Central,Powderhorn,1,5, , 
-93.241227803273247,44.964045748524995,68,533619352,2016-12-17T00:00:00.000Z,2119 9TH ST S,-10379566,5615863,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4, , 
-93.218958567379929,44.988028402271041,69,533620352,2016-12-18T00:00:00.000Z,1002 24TH AVE SE,-10377087,5619637,478.1000(B),SNOW EMERGENCY EVEN,1,Como,University,2,4, , 
-93.293258224529453,44.947771996279521,70,533480352,2016-12-17T00:00:00.000Z,3032 DUPONT AVE S,-10385358,5613303,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.284885926081458,44.968068976377531,71,533618352,2016-12-17T00:00:00.000Z,443 15TH ST W,-10384426,5616496,478.1000(A),SNOW EMERGENCY PARK,7,Loring Park,Central,1,3, , 
-93.262562791271094,44.917608859772855,72,533597352,2016-12-17T00:00:00.000Z,4715 CHICAGO AVE S,-10381941,5608560,478.1000(A),SNOW EMERGENCY PARK,11,Northrop,Nokomis,1,6, , 
-93.260317003060791,44.991910183174852,73,533395352,2016-12-18T00:00:00.000Z,228 4TH AVE NE,-10381691,5620248,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony West,Northeast,2,2, , 
-93.262661605952346,44.942806311698284,74,533597352,2016-12-17T00:00:00.000Z,3318 CHICAGO AVE S,-10381952,5612522,478.1000(A),SNOW EMERGENCY PARK,9,Central,Powderhorn,1,5, , 
-93.270261353255989,44.941140390434349,75,533607352,2016-12-17T00:00:00.000Z,3410 4TH AVE S,-10382798,5612260,478.1000(A),SNOW EMERGENCY PARK,9,Central,Powderhorn,1,5, , 
-93.234517388100869,44.993250638914326,76,533610352,2016-12-18T00:00:00.000Z,1204 WINTER ST NE,-10378819,5620459,478.1000(B),SNOW EMERGENCY EVEN,1,Como,University,2,2, , 
-93.294488916468694,44.95152299687107,77,533480352,2016-12-17T00:00:00.000Z,2820 EMERSON AVE S,-10385495,5613893,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun Isles,1,3, , 
-93.303436136698537,44.947867363738268,78,533606352,2016-12-18T00:00:00.000Z,3026 JAMES AVE S,-10386491,5613318,478.1000(B),SNOW EMERGENCY EVEN,10,ECCO,Calhoun Isles,2,5, , 
-93.29314144354251,44.947937299773976,79,533480352,2016-12-17T00:00:00.000Z,3023 DUPONT AVE S,-10385345,5613329,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.241380516871544,44.964045748524995,80,533619352,2016-12-17T00:00:00.000Z,2129 9TH ST S,-10379583,5615863,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4, , 
-93.272830534968577,44.955235610283879,81,533619352,2016-12-18T00:00:00.000Z,2614 3RD AVE S,-10383084,5614477,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3, , 
-93.262526858659712,44.940797026608237,82,533558352,2016-12-17T00:00:00.000Z,3431 CHICAGO AVE S,-10381937,5612206,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,1,6, , 
-93.279514000682411,44.967757551753934,83,533618352,2016-12-17T00:00:00.000Z,110 15TH ST W,-10383828,5616447,478.1000(A),SNOW EMERGENCY PARK,7,Loring Park,Central,1,3, , 
-93.290572261829936,44.965819054345204,84,533609352,2016-12-18T00:00:00.000Z,1778 BRYANT AVE S,-10385059,5616142,478.1000(B),SNOW EMERGENCY EVEN,7,Lowry Hill,Calhoun Isles,2,3, , 
-93.291856852686223,44.965997017493997,85,533614352,2016-12-18T00:00:00.000Z,1770 COLFAX AVE S,-10385202,5616170,478.1000(B),SNOW EMERGENCY EVEN,7,Lowry Hill,Calhoun Isles,2,3, , 
-93.279693663739252,44.968825286281216,86,533573352,2016-12-18T00:00:00.000Z,122 14TH ST W,-10383848,5616615,478.1000(B),SNOW EMERGENCY EVEN,7,Loring Park,Central,2,3, , 
-93.250237905572973,44.987901334622741,87,533606352,2016-12-18T00:00:00.000Z,526 3RD AVE SE,-10380569,5619617,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.262670589105184,44.917023628605776,88,533558352,2016-12-17T00:00:00.000Z,4748 CHICAGO AVE S,-10381953,5608468,478.1000(A),SNOW EMERGENCY PARK,8,Field,Nokomis,1,5, , 
-93.282999463984808,44.967910086474717,89,533618352,2016-12-17T00:00:00.000Z,350 15TH ST W,-10384216,5616471,478.1000(A),SNOW EMERGENCY PARK,7,Loring Park,Central,1,3, , 
-93.218958567379929,44.988085582620883,90,533620352,2016-12-18T00:00:00.000Z,1004 24TH AVE SE,-10377087,5619646,478.1000(B),SNOW EMERGENCY EVEN,1,Como,University,2,4, , 
-93.27012660596337,44.924612087664229,91,533607352,2016-12-17T00:00:00.000Z,4327 4TH AVE S,-10382783,5609661,478.1000(A),SNOW EMERGENCY PARK,8,Regina,Nokomis,1,5, , 
-93.218958567379929,44.988142762913675,92,533620352,2016-12-18T00:00:00.000Z,1006 24TH AVE SE,-10377087,5619655,478.1000(B),SNOW EMERGENCY EVEN,1,Como,University,2,4, , 
-93.270288302714519,44.942838103618747,93,533607352,2016-12-17T00:00:00.000Z,3316 4TH AVE S,-10382801,5612527,478.1000(A),SNOW EMERGENCY PARK,9,Central,Powderhorn,1,5, , 
-93.262616690188139,44.939296375418223,94,533597352,2016-12-17T00:00:00.000Z,3512 CHICAGO AVE S,-10381947,5611970,478.1000(A),SNOW EMERGENCY PARK,9,Central,Powderhorn,1,5, , 
-93.290985486860635,44.988631969753698,95,533608352,2016-12-18T00:00:00.000Z,1030 ALDRICH AVE N,-10385105,5619732,478.1000(B),SNOW EMERGENCY EVEN,5,Sumner-Glenwood,Near-North,2,1, , 
-93.29314144354251,44.948039024764704,96,533480352,2016-12-17T00:00:00.000Z,3017 DUPONT AVE S,-10385345,5613345,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.294488916468694,44.951484852336129,97,533480352,2016-12-17T00:00:00.000Z,2822 EMERSON AVE S,-10385495,5613887,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun Isles,1,3, , 
-93.264700781647292,45.012350314244813,98,533558352,2016-12-18T00:00:00.000Z,2416 3RD ST N,-10382179,5623466,478.1000(B),SNOW EMERGENCY EVEN,3,Bottineau,Northeast,2,2, , 
-93.262562791271094,44.917195381848849,99,533597352,2016-12-17T00:00:00.000Z,4739 CHICAGO AVE S,-10381941,5608495,478.1000(A),SNOW EMERGENCY PARK,11,Northrop,Nokomis,1,6, , 
-93.239467105316379,44.964001256276198,100,533619352,2016-12-17T00:00:00.000Z,2207 9TH ST S,-10379370,5615856,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4, , 
-93.281876569879657,44.925928675502469,101,533606352,2016-12-18T00:00:00.000Z,4250 PILLSBURY AVE S,-10384091,5609868,478.1000(B),SNOW EMERGENCY EVEN,8,Kingfield,Southwest,2,5, , 
-93.29314144354251,44.948077171589752,102,533480352,2016-12-17T00:00:00.000Z,3015 DUPONT AVE S,-10385345,5613351,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.254981010273113,44.929884617785625,103,533464352,2016-12-18T00:00:00.000Z,4034 14TH AVE S,-10381097,5610490,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.27023440379746,44.924790178605171,104,533607352,2016-12-17T00:00:00.000Z,4316 4TH AVE S,-10382795,5609689,478.1000(A),SNOW EMERGENCY PARK,8,Regina,Nokomis,1,5, , 
-93.279576882752323,44.967681284241436,105,533618352,2016-12-17T00:00:00.000Z,115 15TH ST W,-10383835,5616435,478.1000(A),SNOW EMERGENCY PARK,7,Loring Park,Central,1,3, , 
-93.246177520488757,44.947791069783946,106,533605352,2016-12-18T00:00:00.000Z,3030 LONGFELLOW AVE S,-10380117,5613306,478.1000(B),SNOW EMERGENCY EVEN,9,Corcoran,Powderhorn,2,6, , 
-93.262517875506873,44.940657137053329,107,533558352,2016-12-17T00:00:00.000Z,3439 CHICAGO AVE S,-10381936,5612184,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,1,6, , 
-93.262679572258023,44.916991822393314,108,533558352,2016-12-17T00:00:00.000Z,4750 CHICAGO AVE S,-10381954,5608463,478.1000(A),SNOW EMERGENCY PARK,8,Field,Nokomis,1,5, , 
-93.271545944112276,44.959145037715587,109,533479352,2016-12-18T00:00:00.000Z,2400 CLINTON AVE S,-10382941,5615092,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3, , 
-93.294488916468694,44.95144670777583,110,533480352,2016-12-17T00:00:00.000Z,2824 EMERSON AVE S,-10385495,5613881,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun Isles,1,3, , 
-93.293249241376614,44.948140749575167,111,533480352,2016-12-17T00:00:00.000Z,3010 DUPONT AVE S,-10385357,5613361,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.290572261829936,44.965742784255276,112,533609352,2016-12-18T00:00:00.000Z,1782 BRYANT AVE S,-10385059,5616130,478.1000(B),SNOW EMERGENCY EVEN,7,Lowry Hill,Calhoun Isles,2,3, , 
-93.239494054774894,44.964001256276198,113,533619352,2016-12-17T00:00:00.000Z,2209 9TH ST S,-10379373,5615856,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4, , 
-93.279603832210839,44.967757551753934,114,533618352,2016-12-17T00:00:00.000Z,116 15TH ST W,-10383838,5616447,478.1000(A),SNOW EMERGENCY PARK,7,Loring Park,Central,1,3, , 
-93.291856852686223,44.965920747640688,115,533614352,2016-12-18T00:00:00.000Z,1774 COLFAX AVE S,-10385202,5616158,478.1000(B),SNOW EMERGENCY EVEN,7,Lowry Hill,Calhoun Isles,2,3, , 
-93.28261318841264,44.967782974235575,116,533618352,2016-12-17T00:00:00.000Z,331 15TH ST W,-10384173,5616451,478.1000(A),SNOW EMERGENCY PARK,7,Loring Park,Central,1,3, , 
-93.262679572258023,44.9160503505314,117,533597352,2016-12-17T00:00:00.000Z,4800 CHICAGO AVE S,-10381954,5608315,478.1000(A),SNOW EMERGENCY PARK,8,Field,Nokomis,1,5, , 
-93.291856852686223,44.965958882580018,118,533614352,2016-12-18T00:00:00.000Z,1772 COLFAX AVE S,-10385202,5616164,478.1000(B),SNOW EMERGENCY EVEN,7,Lowry Hill,Calhoun Isles,2,3, , 
-93.262499909201196,44.939264581536513,119,533597352,2016-12-17T00:00:00.000Z,3515 CHICAGO AVE S,-10381934,5611965,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,1,6, , 
-93.270288302714519,44.94297798785967,120,533607352,2016-12-17T00:00:00.000Z,3308 4TH AVE S,-10382801,5612549,478.1000(A),SNOW EMERGENCY PARK,9,Central,Powderhorn,1,5, , 
-93.279720613197767,44.968831641784369,121,533573352,2016-12-18T00:00:00.000Z,124 14TH ST W,-10383851,5616616,478.1000(B),SNOW EMERGENCY EVEN,7,Loring Park,Central,2,3, , 
-93.294488916468694,44.951376776016112,122,533480352,2016-12-17T00:00:00.000Z,2828 EMERSON AVE S,-10385495,5613870,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun Isles,1,3, , 
-93.252330980184965,44.958839921255084,123,533619352,2016-12-17T00:00:00.000Z,2415 BLOOMINGTON AVE S,-10380802,5615044,478.1000(A),SNOW EMERGENCY PARK,9,East Phillips,Phillips,1,3, , 
-93.253435907984425,44.983866790339029,124,533611352,2016-12-18T00:00:00.000Z,112 3RD AVE SE,-10380925,5618982,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.239521004233424,44.964007612313857,125,533619352,2016-12-17T00:00:00.000Z,2211 9TH ST S,-10379376,5615857,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,1,4, , 
-93.262679572258023,44.915878593865862,126,533558352,2016-12-17T00:00:00.000Z,4810 CHICAGO AVE S,-10381954,5608288,478.1000(A),SNOW EMERGENCY PARK,8,Field,Nokomis,1,5, , 
-93.250372652865579,44.987729792850715,127,533599352,2016-12-18T00:00:00.000Z,508 3RD AVE SE,-10380584,5619590,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.294488916468694,44.951338631383983,128,533480352,2016-12-17T00:00:00.000Z,2830 EMERSON AVE S,-10385495,5613864,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun Isles,1,3, , 
-93.293249241376614,44.948242474205337,129,533480352,2016-12-17T00:00:00.000Z,3004 DUPONT AVE S,-10385357,5613377,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.261161419427864,44.990055093184203,130,533582352,2016-12-18T00:00:00.000Z,108 3RD AVE NE,-10381785,5619956,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony West,Northeast,2,2, , 
-93.261421930860266,44.913658433725161,131,533614352,2016-12-18T00:00:00.000Z,4924 ELLIOT AVE,-10381814,5607939,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.254981010273113,44.929992734569723,132,533464352,2016-12-18T00:00:00.000Z,4028 14TH AVE S,-10381097,5610507,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
