X,Y,FID,Citation,Date,Address,X_Coord,Y_Coord,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day_ID
-93.304505131886614,45.015595419238373,6050,271115556000,2015-12-31T00:00:00.000Z,3331 MORGAN AVE N,-10386610,5623977,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.231993122152502,45.00605009424455,6051,271115492000,2015-12-31T00:00:00.000Z,1803 ARTHUR ST NE,-10378538,5622474,478.1000(C),SNOW EMERGENCY ODD,1,Windom Park,Northeast,Day 3
-93.298163025980742,45.015620820509064,6052,271115556000,2015-12-31T00:00:00.000Z,3335 HUMBOLDT AVE N,-10385904,5623981,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.234553320712237,45.006062796998165,6053,271115492000,2015-12-31T00:00:00.000Z,1803 HAYES ST NE,-10378823,5622476,478.1000(C),SNOW EMERGENCY ODD,1,Windom Park,Northeast,Day 3
-93.304505131886614,45.015665272705668,6054,271115556000,2015-12-31T00:00:00.000Z,3335 MORGAN AVE N,-10386610,5623988,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.28344862162686,45.006139013460768,6055,271115499000,2015-12-31T00:00:00.000Z,2617 3RD ST N,-10384266,5622488,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,Day 3
-93.299438633684204,45.015766877596903,6056,271115556000,2015-12-31T00:00:00.000Z,3343 IRVING AVE N,-10386046,5624004,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.300678308776284,45.006145364828072,6057,271115556000,2015-12-31T00:00:00.000Z,2607 JAMES AVE N,-10386184,5622489,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.304505131886614,45.015874832596303,6058,271115556000,2015-12-31T00:00:00.000Z,3347 MORGAN AVE N,-10386610,5624021,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.30446919927526,45.00615806756057,6059,271115556000,2015-12-31T00:00:00.000Z,2607 MORGAN AVE N,-10386606,5622491,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.304505131886614,45.015938335442065,6060,271115556000,2015-12-31T00:00:00.000Z,3351 MORGAN AVE N,-10386610,5624031,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.301944933326894,45.006183473017117,6061,271115556000,2015-12-31T00:00:00.000Z,2609 KNOX AVE N,-10386325,5622495,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.307038380987848,45.015957386282061,6062,271115556000,2015-12-31T00:00:00.000Z,3351 OLIVER AVE N,-10386892,5624034,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.299420667378499,45.006202527102133,6063,271115556000,2015-12-31T00:00:00.000Z,2611 IRVING AVE N,-10386044,5622498,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.300696275081961,45.017163926569957,6064,271115556000,2015-12-31T00:00:00.000Z,3419 JAMES AVE N,-10386186,5624224,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.233268729855951,45.006266040673069,6065,271115492000,2015-12-31T00:00:00.000Z,1815 GARFIELD ST NE,-10378680,5622508,478.1000(C),SNOW EMERGENCY ODD,1,Windom Park,Northeast,Day 3
-93.300696275081961,45.017297279462639,6066,271115556000,2015-12-31T00:00:00.000Z,3427 JAMES AVE N,-10386186,5624245,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.306993465223641,45.00631050013083,6067,271115556000,2015-12-31T00:00:00.000Z,2615 OLIVER AVE N,-10386887,5622515,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.309580613241891,45.01732267997842,6068,271115545000,2015-12-31T00:00:00.000Z,3425 QUEEN AVE N,-10387175,5624249,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,Day 3
-93.296887418277294,45.006329554173597,6069,271115556000,2015-12-31T00:00:00.000Z,2619 GIRARD AVE N,-10385762,5622518,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.286556792509927,45.017335380232083,6070,271115499000,2015-12-31T00:00:00.000Z,3435 6TH ST N,-10384612,5624251,478.1000(C),SNOW EMERGENCY ODD,4,McKinley,Camden,Day 3
-93.235837911568524,45.006418472956014,6071,271115492000,2015-12-31T00:00:00.000Z,1823 ULYSSES ST NE,-10378966,5622532,478.1000(C),SNOW EMERGENCY ODD,1,Windom Park,Northeast,Day 3
-93.309580613241891,45.017360780730961,6072,271115545000,2015-12-31T00:00:00.000Z,3427 QUEEN AVE N,-10387175,5624255,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,Day 3
-93.299420667378499,45.006469283626856,6073,271115556000,2015-12-31T00:00:00.000Z,2627 IRVING AVE N,-10386044,5622540,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.307038380987848,45.017417931812233,6074,271115556000,2015-12-31T00:00:00.000Z,3431 OLIVER AVE N,-10386892,5624264,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.243770035527305,45.006520094252622,6075,271115492000,2015-12-31T00:00:00.000Z,1815 TAYLOR ST NE,-10379849,5622548,478.1000(C),SNOW EMERGENCY ODD,1,Windom Park,Northeast,Day 3
-93.240904409770963,45.017481432946745,6076,271115492000,2015-12-31T00:00:00.000Z,2737 PIERCE ST NE,-10379530,5624274,478.1000(C),SNOW EMERGENCY ODD,1,Audubon Park,Northeast,Day 3
-93.303211557877489,45.006570904833325,6077,271115556000,2015-12-31T00:00:00.000Z,2631 LOGAN AVE N,-10386466,5622556,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.307038380987848,45.017487783056325,6078,271115556000,2015-12-31T00:00:00.000Z,3435 OLIVER AVE N,-10386892,5624275,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.235837911568524,45.006628066682744,6079,271115492000,2015-12-31T00:00:00.000Z,1835 ULYSSES ST NE,-10378966,5622565,478.1000(C),SNOW EMERGENCY ODD,1,Windom Park,Northeast,Day 3
-93.304505131886614,45.017538583907594,6080,271115556000,2015-12-31T00:00:00.000Z,3439 MORGAN AVE N,-10386610,5624283,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.298154042827903,45.006678877167666,6081,271115556000,2015-12-31T00:00:00.000Z,2639 HUMBOLDT AVE N,-10385903,5622573,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.304505131886614,45.017608435004512,6082,271115556000,2015-12-31T00:00:00.000Z,3443 MORGAN AVE N,-10386610,5624294,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.314656094597169,45.006812254476174,6083,271115542000,2015-12-31T00:00:00.000Z,2643 UPTON AVE N,-10387740,5622594,478.1000(C),SNOW EMERGENCY ODD,4,Willard - Hay,Near North,Day 3
-93.304505131886614,45.017640185474939,6084,271115556000,2015-12-31T00:00:00.000Z,3445 MORGAN AVE N,-10386610,5624299,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.245557682942703,45.006818605768835,6085,271115492000,2015-12-31T00:00:00.000Z,1821 POLK ST NE,-10380048,5622595,478.1000(C),SNOW EMERGENCY ODD,1,Windom Park,Northeast,Day 3
-93.307038380987848,45.017659235748752,6086,271115556000,2015-12-31T00:00:00.000Z,3445 OLIVER AVE N,-10386892,5624302,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.303211557877489,45.006844010932426,6087,271115556000,2015-12-31T00:00:00.000Z,2647 LOGAN AVE N,-10386466,5622599,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.304505131886614,45.017678286016221,6088,271115556000,2015-12-31T00:00:00.000Z,3447 MORGAN AVE N,-10386610,5624305,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.235837911568524,45.006869416084754,6089,271115492000,2015-12-31T00:00:00.000Z,1849 ULYSSES ST NE,-10378966,5622603,478.1000(C),SNOW EMERGENCY ODD,1,Windom Park,Northeast,Day 3
-93.309580613241891,45.017703686362978,6090,271115545000,2015-12-31T00:00:00.000Z,3447 QUEEN AVE N,-10387175,5624309,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,Day 3
-93.30700244837648,45.006894821225806,6091,271115556000,2015-12-31T00:00:00.000Z,2649 OLIVER AVE N,-10386888,5622607,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.30700244837648,45.006932928916271,6092,271115556000,2015-12-31T00:00:00.000Z,2651 OLIVER AVE N,-10386888,5622613,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.303238507336019,45.01773543678059,6093,271115556000,2015-12-31T00:00:00.000Z,3451 LOGAN AVE N,-10386469,5624314,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.303238507336019,45.01780528763738,6094,271115556000,2015-12-31T00:00:00.000Z,3455 LOGAN AVE N,-10386469,5624325,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.300678308776284,45.006939280195546,6095,271115556000,2015-12-31T00:00:00.000Z,2653 JAMES AVE N,-10386184,5622614,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.248728735895639,45.006951982751993,6096,271115555000,2015-12-31T00:00:00.000Z,909 18 1/2 AVE NE,-10380401,5622616,478.1000(C),SNOW EMERGENCY ODD,1,Logan Park,Northeast,Day 3
-93.303238507336019,45.017837037998646,6097,271115556000,2015-12-31T00:00:00.000Z,3457 LOGAN AVE N,-10386469,5624330,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.312104879190287,45.006958334029157,6098,271115545000,2015-12-31T00:00:00.000Z,2655 SHERIDAN AVE N,-10387456,5622617,478.1000(C),SNOW EMERGENCY ODD,4,Jordan,Near North,Day 3
-93.309580613241891,45.01784338806879,6099,271115545000,2015-12-31T00:00:00.000Z,3455 QUEEN AVE N,-10387175,5624331,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,Day 3
-93.304505131886614,45.017881488474856,6100,271115556000,2015-12-31T00:00:00.000Z,3459 MORGAN AVE N,-10386610,5624337,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.310829271486838,45.007460082699943,6101,271115545000,2015-12-31T00:00:00.000Z,2659 RUSSELL AVE N,-10387314,5622696,478.1000(C),SNOW EMERGENCY ODD,4,Jordan,Near North,Day 3
-93.266057237726315,45.007491838797044,6102,271115557000,2015-12-31T00:00:00.000Z,205 19TH AVE NE,-10382330,5622701,478.1000(C),SNOW EMERGENCY ODD,3,Bottineau,Northeast,Day 3
-93.305780739590077,45.018795890614918,6103,271115556000,2015-12-31T00:00:00.000Z,3507 NEWTON AVE N,-10386752,5624481,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.286565775662766,45.018795890614918,6104,271115499000,2015-12-31T00:00:00.000Z,3515 6TH ST N,-10384613,5624481,478.1000(C),SNOW EMERGENCY ODD,4,McKinley,Camden,Day 3
-93.264458236520582,45.007491838797044,6105,271115557000,2015-12-31T00:00:00.000Z,303 19TH AVE NE,-10382152,5622701,478.1000(C),SNOW EMERGENCY ODD,3,Bottineau,Northeast,Day 3
-93.264323489227962,45.007491838797044,6106,271115557000,2015-12-31T00:00:00.000Z,305 19TH AVE NE,-10382137,5622701,478.1000(C),SNOW EMERGENCY ODD,3,Bottineau,Northeast,Day 3
-93.301962899632571,45.01880859054183,6107,271115556000,2015-12-31T00:00:00.000Z,3509 KNOX AVE N,-10386327,5624483,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.296905384582971,45.018935589655975,6108,271115556000,2015-12-31T00:00:00.000Z,3519 GIRARD AVE N,-10385764,5624503,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.264197725088181,45.007491838797044,6109,271115557000,2015-12-31T00:00:00.000Z,307 19TH AVE NE,-10382123,5622701,478.1000(C),SNOW EMERGENCY ODD,3,Bottineau,Northeast,Day 3
-93.263802466363174,45.007491838797044,6110,271115557000,2015-12-31T00:00:00.000Z,313 19TH AVE NE,-10382079,5622701,478.1000(C),SNOW EMERGENCY ODD,3,Bottineau,Northeast,Day 3
-93.296905384582971,45.018967339390507,6111,271115556000,2015-12-31T00:00:00.000Z,3521 GIRARD AVE N,-10385764,5624508,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.304505131886614,45.019411833825281,6112,271115556000,2015-12-31T00:00:00.000Z,3543 MORGAN AVE N,-10386610,5624578,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.263667719070554,45.007498190014353,6113,271115555000,2015-12-31T00:00:00.000Z,315 19TH AVE N,-10382064,5622702,478.1000(C),SNOW EMERGENCY ODD,3,Bottineau,Northeast,Day 3
-93.263541954930773,45.007498190014353,6114,271115555000,2015-12-31T00:00:00.000Z,317 19TH AVE N,-10382050,5622702,478.1000(C),SNOW EMERGENCY ODD,3,Bottineau,Northeast,Day 3
-93.315940685453469,45.019519781952958,6115,271115545000,2015-12-31T00:00:00.000Z,3547 VINCENT AVE N,-10387883,5624595,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,Day 3
-93.289350553043533,45.02061195156319,6116,271115499000,2015-12-31T00:00:00.000Z,3615 ALDRICH AVE N,-10384923,5624767,478.1000(C),SNOW EMERGENCY ODD,4,McKinley,Camden,Day 3
-93.263281443498386,45.007498190014353,6117,271115555000,2015-12-31T00:00:00.000Z,321 19TH AVE N,-10382021,5622702,478.1000(C),SNOW EMERGENCY ODD,3,Bottineau,Northeast,Day 3
-93.263056864677353,45.007498190014353,6118,271115555000,2015-12-31T00:00:00.000Z,325 19TH AVE N,-10381996,5622702,478.1000(C),SNOW EMERGENCY ODD,1,Holland,Northeast,Day 3
-93.309598579547583,45.020827843089748,6119,271115545000,2015-12-31T00:00:00.000Z,3619 QUEEN AVE N,-10387177,5624801,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,Day 3
-93.296914367735809,45.02087229124416,6120,271115556000,2015-12-31T00:00:00.000Z,3627 GIRARD AVE N,-10385765,5624808,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.262976016301778,45.007498190014353,6121,271115555000,2015-12-31T00:00:00.000Z,329 19TH AVE N,-10381987,5622702,478.1000(C),SNOW EMERGENCY ODD,1,Holland,Northeast,Day 3
-93.258466473575496,45.00765061901847,6122,271115533000,2015-12-31T00:00:00.000Z,1915 6TH ST NE,-10381485,5622726,478.1000(C),SNOW EMERGENCY ODD,1,Holland,Northeast,Day 3
-93.307056347293525,45.020923089092662,6123,271115556000,2015-12-31T00:00:00.000Z,3625 OLIVER AVE N,-10386894,5624816,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.303247490488857,45.021138979446,6124,271115556000,2015-12-31T00:00:00.000Z,3639 LOGAN AVE N,-10386470,5624850,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.258466473575496,45.007688726206119,6125,271115533000,2015-12-31T00:00:00.000Z,1919 6TH ST NE,-10381485,5622732,478.1000(C),SNOW EMERGENCY ODD,1,Holland,Northeast,Day 3
-93.296887418277294,45.007866559413287,6126,271115556000,2015-12-31T00:00:00.000Z,2707 GIRARD AVE N,-10385762,5622760,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.307065330446363,45.021164378257588,6127,271115556000,2015-12-31T00:00:00.000Z,3639 OLIVER AVE N,-10386895,5624854,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.317234259462609,45.021189777057899,6128,271115545000,2015-12-31T00:00:00.000Z,3639 WASHBURN AVE N,-10388027,5624858,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,Day 3
-93.300678308776284,45.007872910589036,6129,271115556000,2015-12-31T00:00:00.000Z,2705 JAMES AVE N,-10386184,5622761,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.293105510931142,45.007936422307907,6130,271115499000,2015-12-31T00:00:00.000Z,2717 DUPONT AVE N,-10385341,5622771,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,Day 3
-93.291883802144739,45.022199370244699,6131,271115499000,2015-12-31T00:00:00.000Z,3701 COLFAX AVE N,-10385205,5625017,478.1000(C),SNOW EMERGENCY ODD,4,McKinley,Camden,Day 3
-93.296941317194339,45.022789878762353,6132,271115556000,2015-12-31T00:00:00.000Z,3733 GIRARD AVE N,-10385768,5625110,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,Day 3
-93.293105510931142,45.007949124643218,6133,271115499000,2015-12-31T00:00:00.000Z,2719 DUPONT AVE N,-10385341,5622773,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,Day 3
-93.307011431529318,45.007993582794661,6134,271115556000,2015-12-31T00:00:00.000Z,2715 OLIVER AVE N,-10386889,5622780,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,Day 3
-93.29063514389982,45.022923218552421,6135,271115499000,2015-12-31T00:00:00.000Z,3743 BRYANT AVE N,-10385066,5625131,478.1000(C),SNOW EMERGENCY ODD,4,McKinley,Camden,Day 3
