id,latitude,longitude,elevation,state,name,gsn_flag,wmo_id,element,first_year,last_year
US1MNHN0009,45.0039,-93.2895,272.2,MN,MINNEAPOLIS 3.0 NNW,,,SNOW,2009,2019
US1MNHN0014,44.9145,-93.6992,287.1,MN,MINNETRISTA 1.5 SSE,,,SNOW,2009,2019
US1MNHN0016,44.8297,-93.5028,280.1,MN,EDEN PRAIRIE 2.5 WSW,,,SNOW,2010,2019
US1MNHN0017,44.8294,-93.5201,275.8,MN,EDEN PRAIRIE 3.3 WSW,,,SNOW,2010,2019
US1MNHN0019,44.8783,-93.3789,292.6,MN,EDINA 1.3 SW,,,SNOW,2010,2019
US1MNHN0022,44.9289,-93.3163,278.3,MN,MINNEAPOLIS 3.3 SW,,,SNOW,2010,2019
US1MNHN0028,44.91,-93.289,269.4,MN,MINNEAPOLIS 3.8 SSW,,,SNOW,2010,2019
US1MNHN0030,45.0406,-93.4195,290.8,MN,PLYMOUTH 2.4 ENE,,,SNOW,2011,2019
US1MNHN0031,45.1226,-93.4579,275.5,MN,MAPLE GROVE 1.0 NNE,,,SNOW,2011,2019
US1MNHN0033,45.2443,-93.5115,264.3,MN,DAYTON 0.4 NE,,,SNOW,2011,2019
US1MNHN0036,44.9284,-93.4755,292.3,MN,MINNETONKA 0.7 WSW,,,SNOW,2011,2019
US1MNHN0037,45.0109,-93.4577,293.8,MN,PLYMOUTH 0.8 SSE,,,SNOW,2011,2019
US1MNHN0039,45.093,-93.7359,296.3,MN,ROCKFORD 0.5 NE,,,SNOW,2011,2019
US1MNHN0040,44.9225,-93.5368,287.4,MN,DEEPHAVEN 0.8 SW,,,SNOW,2011,2019
US1MNHN0042,44.8451,-93.4171,265.2,MN,EDEN PRAIRIE 2.1 E,,,SNOW,2011,2019
US1MNHN0049,45.1148,-93.414,274.3,MN,MAPLE GROVE 2.4 E,,,SNOW,2011,2019
US1MNHN0050,45.0125,-93.4079,288.6,MN,PLYMOUTH 2.7 ESE,,,SNOW,1998,2019
US1MNHN0051,45.087,-93.5243,303,MN,CORCORAN 3.3 ESE,,,SNOW,2011,2019
US1MNHN0052,45.1593,-93.3576,263.7,MN,CHAMPLIN 1.8 ESE,,,SNOW,2011,2019
US1MNHN0053,45.1984,-93.4813,284.1,MN,DAYTON 3.4 SSE,,,SNOW,2011,2019
US1MNHN0057,45.129,-93.4565,271.9,MN,MAPLE GROVE 1.4 NNE,,,SNOW,2011,2019
US1MNHN0058,45.1585,-93.3653,260,MN,CHAMPLIN 1.5 ESE (118),,,SNOW,2011,2019
US1MNHN0065,45.0083,-93.2363,266.4,MN,MINNEAPOLIS 2.4 NE,,,SNOW,2011,2019
US1MNHN0066,44.8137,-93.3086,251.5,MN,BLOOMINGTON 1.2 SSE,,,SNOW,2011,2019
US1MNHN0072,45.1395,-93.4207,280.4,MN,MAPLE GROVE 2.9 NE,,,SNOW,2012,2019
US1MNHN0078,44.8913,-93.3141,271.9,MN,RICHFIELD 1.9 WNW,,,SNOW,1998,2019
US1MNHN0083,44.9334,-93.6316,285.9,MN,SPRING PARK 0.2 SSE,,,SNOW,2012,2019
US1MNHN0085,44.9131,-93.2219,256.3,MN,MINNEAPOLIS 4.1 SSE,,,SNOW,2012,2019
US1MNHN0086,44.8283,-93.404,264,MN,EDEN PRAIRIE 3.1 ESE,,,SNOW,2012,2019
US1MNHN0088,44.9846,-93.3744,273.4,MN,GOLDEN VALLEY 0.8 WSW,,,SNOW,2012,2019
US1MNHN0089,44.9154,-93.3585,282.2,MN,EDINA 1.7 N,,,SNOW,2012,2019
US1MNHN0090,44.9172,-93.2329,256.9,MN,MINNEAPOLIS 3.6 SSE,,,SNOW,2012,2019
US1MNHN0110,44.8687,-93.3394,253.9,MN,EDINA 1.9 SSE,,,SNOW,2014,2019
US1MNHN0125,44.9043,-93.3179,269.1,MN,MINNEAPOLIS 4.7 SSW,,,SNOW,2014,2019
US1MNHN0128,45.018,-93.3295,274.6,MN,ROBBINSDALE 0.6 SSE,,,SNOW,2015,2019
US1MNHN0134,45.0674,-93.2934,260.9,MN,BROOKLYN CENTER 1.1 E,,,SNOW,2015,2019
US1MNHN0150,45.125,-93.4344,279.2,MN,MAPLE GROVE 1.8 NE,,,SNOW,2015,2019
US1MNHN0155,44.9203,-93.2247,257.6,MN,MINNEAPOLIS 3.6 SE,,,SNOW,2015,2019
US1MNHN0156,44.9153,-93.4886,295.7,MN,MINNETONKA 1.8 SW,,,SNOW,2015,2019
US1MNHS0004,43.557,-91.513,333.5,MN,CALEDONIA 5.4 S,,,SNOW,2011,2019
US1MNHS0006,43.7577,-91.4325,232.6,MN,HOUSTON 6.9 E,,,SNOW,2013,2019
US1MNHS0010,43.6541,-91.2789,228.6,MN,BROWNSVILLE 3.1 S,,,SNOW,1998,2019
US1MNIT0001,47.2227,-93.496,384,MN,GRAND RAPIDS 2.0 E,,,SNOW,2011,2019
US1MNIT0006,47.3981,-93.0813,451.7,MN,KEEWATIN 0.2 SSE,,,SNOW,2012,2019
US1MNIT0007,47.1369,-93.5666,420.9,MN,GRAND RAPIDS 6.2 SSW,,,SNOW,2013,2019
US1MNIT0017,47.3116,-93.5504,398.4,MN,GRAND RAPIDS 6.1 N,,,SNOW,1998,2019
US1MNKB0002,45.9064,-93.2979,308.2,MN,MORA 2.1 N,,,SNOW,2011,2019
US1MNKB0003,45.9807,-93.2541,315.8,MN,BROOK PARK 9.0 WNW,,,SNOW,1998,2019
US1MNKD0001,45.407,-94.8466,371.9,MN,BELGRADE 8.0 ESE,,,SNOW,2010,2019
US1MNKD0003,45.1994,-95.0057,367.9,MN,WILLMAR 5.9 NNE,,,SNOW,2010,2019
US1MNKD0004,45.2421,-95.1526,354.5,MN,PENNOCK 6.7 N,,,SNOW,2011,2019
US1MNLK0004,47.0412,-91.7528,317.9,MN,TWO HARBORS 3.6 WNW,,,SNOW,2011,2019
US1MNLK0005,47.1656,-91.6195,397.2,MN,TWO HARBORS 9.7 NNE,,,SNOW,2012,2019
US1MNLS0001,44.449,-93.5264,321,MN,MONTGOMERY 2.6 E,,,SNOW,2010,2019
US1MNLS0004,44.4527,-93.8957,263,MN,LE SUEUR 1.2 SSE (104),,,SNOW,2011,2019
US1MNLS0012,44.4655,-93.7734,304.2,MN,LE CENTER 5.8 NNW,,,SNOW,2015,2019
US1MNLY0002,44.4401,-95.7898,354.2,MN,MARSHALL 0.6 S,,,SNOW,2009,2019
US1MNMC0003,44.898,-94.3723,325.2,MN,HUTCHINSON 0.9 NNE,,,SNOW,1998,2019
US1MNMC0005,44.7683,-94.1558,304.2,MN,GLENCOE 0.3 WSW,,,SNOW,2012,2019
US1MNMC0006,44.8121,-94.179,316.7,MN,GLENCOE 3.2 NNW,,,SNOW,1998,2019
US1MNMC0007,44.9279,-94.2041,322.8,MN,SILVER LAKE 1.7 N,,,SNOW,2015,2019
US1MNMC0017,44.7737,-94.0342,303.3,MN,PLATO 0.3 ENE,,,SNOW,1998,2019
US1MNMK0003,45.1519,-94.3019,309.4,MN,DASSEL 4.8 N,,,SNOW,2011,2019
US1MNML0001,46.1088,-93.7389,383.7,MN,ONAMIA 4.3 NW,,,SNOW,2011,2019
US1MNMR0004,45.9689,-94.3772,336.5,MN,LITTLE FALLS 1.2 SW,,,SNOW,2011,2019
US1MNMS0005,48.2647,-96.8703,252.4,MN,WARREN 6.6 NW,,,SNOW,2011,2019
US1MNMW0003,43.6784,-92.9381,367.3,MN,AUSTIN 1.9 ENE,,,SNOW,2011,2019
US1MNNC0003,44.2885,-94.0764,296.3,MN,SAINT PETER 6.2 WSW,,,SNOW,2011,2019
US1MNNC0009,44.2563,-94.0339,301.4,MN,KASOTA 4.0 SW,,,SNOW,1998,2019
US1MNNR0001,47.2602,-96.2577,332.5,MN,TWIN VALLEY 0.1 NE,,,SNOW,2010,2019
US1MNOL0006,44.0422,-92.4047,363.3,MN,ROCHESTER 4.1 ENE,,,SNOW,2010,2019
US1MNOL0012,44.0954,-92.468,312.4,MN,ROCHESTER 5.5 N,,,SNOW,2011,2019
US1MNOL0018,44.0397,-92.4375,371.6,MN,ROCHESTER 2.6 NE,,,SNOW,2013,2019
US1MNOL0027,43.8534,-92.5907,384,MN,STEWARTVILLE 5.1 W,,,SNOW,2015,2019
US1MNOL0991,44.0415,-92.0882,317,MN,ELBA 4.7 SW,,,SNOW,2011,2019
US1MNOT0003,46.2583,-95.7147,420,MN,BATTLE LAKE 2S,,,SNOW,2009,2019
US1MNOT0005,46.2853,-96.0663,366.7,MN,FERGUS FALLS 0.5 E,,,SNOW,2012,2019
US1MNOT0006,46.6597,-96.1122,419.7,MN,PELICAN RAPIDS 6.3 NNW,,,SNOW,2012,2019
US1MNOT0007,46.3841,-95.3622,434.3,MN,DEER CREEK 2.0 WSW,,,SNOW,2012,2019
US1MNOT0009,46.4393,-95.5887,407.5,MN,OTTERTAIL 1.5 NW,,,SNOW,2012,2019
US1MNOT0011,46.2696,-95.6522,413.3,MN,CLITHERALL 1.1 WSW,,,SNOW,2013,2019
US1MNOT0013,46.4264,-95.6683,406,MN,RICHVILLE 5.8 SSW,,,SNOW,2013,2019
US1MNOT0014,46.1641,-95.706,401.1,MN,BATTLE LAKE 8.3 S,,,SNOW,2013,2019
US1MNOT0015,46.6028,-95.7984,431.6,MN,DENT 5.1 NW,,,SNOW,2013,2019
US1MNOT0017,46.2125,-95.9948,369.7,MN,FERGUS FALLS 6.3 SE,,,SNOW,2015,2019
US1MNOT0018,46.519,-95.6443,415.4,MN,RICHVILLE 1.2 NW,,,SNOW,2014,2019
US1MNPG0003,48.07,-95.9197,350.8,MN,GOODRIDGE 7.4 SW,,,SNOW,2015,2019
US1MNPG0004,48.1169,-96.1799,343.8,MN,THIEF RIVER FALLS 0.3 NW,,,SNOW,2015,2019
US1MNPK0002,47.5856,-96.1279,376.7,MN,ERSKINE 7.6 SW,,,SNOW,2010,2019
US1MNPK0013,47.7778,-96.5939,271.6,MN,CROOKSTON 0.6 ENE,,,SNOW,2014,2019
US1MNPP0004,45.5229,-95.7115,316.4,MN,HANCOCK 4.4 ENE,,,SNOW,2011,2019
US1MNPS0001,43.8759,-96.1406,481.9,MN,EDGERTON 0.5 W,,,SNOW,2011,2019
US1MNRC0001,44.464,-93.5198,332.2,MN,MONTGOMERY 3.2 ENE,,,SNOW,2009,2019
US1MNRC0003,44.4994,-93.4455,335.3,MN,LONSDALE 1.9 NW,,,SNOW,2010,2019
US1MNRC0011,44.52,-93.4847,347.2,MN,NEW PRAGUE 4.8 ESE,,,SNOW,2011,2019
US1MNRC0021,44.4484,-93.1505,297.5,MN,NORTHFIELD 0.8 SE,,,SNOW,2015,2019
US1MNRM0002,45.0263,-93.0079,299.3,MN,NORTH SAINT PAUL 1.0 NNW,,,SNOW,2009,2019
US1MNRM0005,44.998,-93.14,296.9,MN,ROSEVILLE 1.4 SSE,,,SNOW,2009,2019
US1MNRM0007,44.9589,-93.1703,281,MN,SAINT PAUL 3.3 WNW,,,SNOW,2009,2019
US1MNRM0015,45.035,-93.1862,280.4,MN,ROSEVILLE 2.1 NW,,,SNOW,2010,2019
US1MNRM0022,44.9599,-93.1857,274.3,MN,SAINT PAUL 4.1 WNW,,,SNOW,1998,2019
US1MNRM0031,45.0199,-93.1468,272.8,MN,ROSEVILLE 0.5 NE,,,SNOW,2012,2019
US1MNRM0054,44.9039,-93.1882,248.7,MN,SAINT PAUL 5.1 SW,,,SNOW,2015,2019
US1MNRM0056,45.033,-93.1752,282.5,MN,ROSEVILLE 1.6 NW,,,SNOW,2015,2019
US1MNRS0001,48.8436,-95.7635,320.3,MN,ROSEAU 0.1 SSW,,,SNOW,2010,2019
US1MNRV0005,44.8844,-94.8188,345.3,MN,BIRD ISLAND 9.0 NNE,,,SNOW,2010,2019
US1MNRV0008,44.6654,-94.8544,327.4,MN,BIRD ISLAND 7.2 SSE,,,SNOW,2011,2019
US1MNRV0011,44.8066,-95.1394,324.3,MN,RENVILLE 3.7 ENE,,,SNOW,2015,2019
US1MNRV0012,44.6657,-95.1374,321.9,MN,RENVILLE 9.3 SSE,,,SNOW,2015,2019
US1MNRW0003,44.4084,-95.4097,329.2,MN,LUCAN 0.2 ESE,,,SNOW,2015,2019
US1MNSB0004,44.6877,-94.0384,305.4,MN,GREEN ISLE 1.7 WNW,,,SNOW,2011,2019
US1MNSC0002,44.7125,-93.4636,292.6,MN,PRIOR LAKE 2.0 W,,,SNOW,2009,2019
US1MNSC0006,44.7121,-93.4029,284.1,MN,PRIOR LAKE 2.0 ESE,,,SNOW,2010,2019
US1MNSC0009,44.733,-93.3337,279.5,MN,SAVAGE 2.1 SE,,,SNOW,2011,2019
US1MNSC0010,44.6942,-93.6127,225.9,MN,JORDAN 2.3 NNE,,,SNOW,2011,2019
US1MNSC0025,44.5849,-93.4314,296.9,MN,ELKO NEW MARKET 4.8 WNW,,,SNOW,2015,2019
US1MNSE0002,44.0917,-93.2138,353.3,MN,OWATONNA 0.8 E,,,SNOW,2009,2019
US1MNSE0003,43.8705,-93.3036,391.4,MN,ELLENDALE 0.3 SW,,,SNOW,2010,2019
US1MNSH0010,45.4141,-93.6919,296.6,MN,BIG LAKE 5.6 NNE,,,SNOW,2011,2019
US1MNSH0017,45.433,-93.5993,299.6,MN,ZIMMERMAN 0.6 S,,,SNOW,2014,2019
US1MNSH0018,45.3893,-93.6842,290.5,MN,BIG LAKE 4.4 NE,,,SNOW,2015,2019
US1MNSH0985,45.5521,-93.6448,296,MN,PRINCETON 3.3 WSW,,,SNOW,2014,2019
US1MNSL0005,46.8153,-92.0637,251.2,MN,DULUTH 3.0 NE,,,SNOW,2011,2019
US1MNSL0006,46.93,-92.1439,418.2,MN,HERMANTOWN 9.3 NNE,,,SNOW,2011,2019
US1MNSL0015,47.4856,-92.8869,473,MN,CHISHOLM 0.4 WSW,,,SNOW,2012,2019
US1MNSL0018,46.8032,-92.1124,367.9,MN,DULUTH 1.4 NNW,,,SNOW,2011,2019
US1MNSL0020,46.8131,-92.0556,197.5,MN,DULUTH 3.2 NE,,,SNOW,2011,2019
US1MNSL0070,46.8082,-92.0911,303.3,MN,DULUTH 1.9 NNE,,,SNOW,2013,2019
US1MNSL0074,46.8041,-92.1125,375.8,MN,DULUTH 1.5 NNW,,,SNOW,2013,2019
US1MNSL0076,46.8757,-92.029,353.6,MN,DULUTH 7.4 NNE,,,SNOW,2013,2019
US1MNSL0080,47.9276,-91.8028,413.3,MN,WINTON 0.1 WSW,,,SNOW,2014,2019
US1MNSL0082,46.8457,-92.4691,406.3,MN,SAGINAW 1.5 SW,,,SNOW,2014,2019
US1MNSL0095,48.4498,-93.0542,341.7,MN,KABETOGAMA 1.5 NW,,,SNOW,2015,2019
US1MNSL0096,46.9253,-92.5632,387.1,MN,CULVER 0.2 W,,,SNOW,2015,2019
US1MNSR0009,45.6018,-94.1991,317,MN,SARTELL 1.4 SSE,,,SNOW,2011,2019
US1MNSV0003,45.5771,-95.8968,335.9,MN,MORRIS 0.7 SSE,,,SNOW,2015,2019
US1MNTD0002,46.3259,-95.0854,418.2,MN,HEWITT 0.3 ENE,,,SNOW,2010,2019
US1MNTD0003,45.9048,-94.6506,362.1,MN,SWANVILLE 0.6 SSW,,,SNOW,2011,2019
US1MNTD0004,46.3406,-95.0945,419.7,MN,HEWITT 1.1 N,,,SNOW,2011,2019
US1MNWB0004,44.2389,-92.4551,337.1,MN,ZUMBRO FALLS 3.5 SSW,,,SNOW,2011,2019
US1MNWC0005,44.0945,-93.4929,348.4,MN,WASECA 0.9 NNE,,,SNOW,2015,2019
US1MNWC0008,44.1119,-93.4997,344.7,MN,WASECA 2.0 N,,,SNOW,1998,2019
US1MNWD0002,46.7569,-95.1021,425.8,MN,MENAHGA 0.7 N,,,SNOW,2011,2019
US1MNWG0001,44.9172,-92.919,304.2,MN,WOODBURY 0.8 NNE,,,SNOW,2009,2019
US1MNWG0004,44.8478,-92.8026,290.5,MN,AFTON 4.0 S,,,SNOW,2010,2019
US1MNWG0009,45.0561,-92.8243,261.5,MN,STILLWATER 0.2 E,,,SNOW,2010,2019
US1MNWG0014,45.0318,-92.9165,301.8,MN,LAKE ELMO 2.7 NNW,,,SNOW,2011,2019
US1MNWG0016,44.9305,-92.9249,298.7,MN,WOODBURY 1.7 N,,,SNOW,2011,2019
US1MNWG0018,44.9991,-92.8821,285,MN,LAKE ELMO 1.1 ENE,,,SNOW,2011,2019
US1MNWG0019,45.0242,-92.9656,294.1,MN,PINE SPRINGS 1.0 SSW,,,SNOW,2011,2019
US1MNWG0020,45.0707,-92.8085,263.7,MN,STILLWATER 1.4 NE,,,SNOW,2011,2019
US1MNWG0033,44.8382,-92.9359,278.3,MN,COTTAGE GROVE 1.6 NNW,,,SNOW,2013,2019
US1MNWG0035,45.0309,-92.842,291.4,MN,OAK PARK HEIGHTS 2.4 W,,,SNOW,2013,2019
US1MNWG0040,44.9236,-92.7921,256.9,MN,AFTON 1.8 NE,,,SNOW,2014,2019
US1MNWN0002,44.0171,-91.6098,205.4,MN,WINONA 3.8 SE,,,SNOW,2010,2019
US1MNWN0005,44.0303,-91.7684,226.2,MN,WINONA 5.1 WSW,,,SNOW,2011,2019
US1MNWR0008,45.2012,-93.6658,292.3,MN,SAINT MICHAEL 1.3 E,,,SNOW,2010,2019
US1MNWR0015,45.3392,-93.6806,281,MN,MONTICELLO 6.4 ENE (45),,,SNOW,2011,2019
US1MNWR0019,45.1031,-93.7337,318.2,MN,ROCKFORD 1.0 NE,,,SNOW,2012,2019
US1MNWR0025,45.2082,-93.6528,863.5,MN,SAINT MICHAEL 2.0 ENE,,,SNOW,2014,2019
USC00210018,47.2992,-96.5161,276.5,MN,ADA,,HCN,SNOW,1893,2019
USC00210059,46.5258,-93.6675,370.3,MN,AITKIN 2E,,,SNOW,1940,2019
USC00210075,43.6064,-93.3019,374.9,MN,ALBERT LEA 3 SE,,HCN,SNOW,1893,2019
USC00210146,44.0633,-92.0397,263.7,MN,ALTURA 5W,,,SNOW,2003,2019
USC00210157,43.8836,-94.1664,313.9,MN,AMBOY,,,SNOW,1905,2019
USC00210190,45.2533,-93.2928,274,MN,ANDOVER 1N,,,SNOW,2007,2019
USC00210252,48.3311,-96.8253,258.2,MN,ARGYLE,,HCN,SNOW,1890,2019
USC00210287,45.3856,-96.1258,334.7,MN,ARTICHOKE LAKE 1 E,,,SNOW,1917,2019
USC00210355,43.6542,-92.9739,365.5,MN,AUSTIN WASTE WTP FACILITY,,,SNOW,1937,2019
USC00210387,47.7122,-91.9533,451.4,MN,BABBITT,,,SNOW,1999,2019
USC00210515,48.7094,-94.5853,333.5,MN,BAUDETTE,,HCN,SNOW,1908,2019
USC00210643,47.5353,-94.8267,414.5,MN,BEMIDJI,,72755,SNOW,1896,2019
USC00210667,45.3167,-95.6167,313.9,MN,BENSON,,,SNOW,1952,2019
USC00210746,48.1969,-93.7994,371.9,MN,BIG FALLS,,,SNOW,1930,2019
USC00210784,44.665,-94.8547,326.1,MN,BIRD IS 7SSE,,,SNOW,2011,2019
USC00210809,47.6714,-94.5175,408.4,MN,BLACKDUCK,,,SNOW,1989,2019
USC00210855,43.6236,-94.0947,335.3,MN,BLUE EARTH 1S,,,SNOW,2009,2019
USC00210939,46.3433,-94.2086,359.7,MN,BRAINERD,,,SNOW,1908,2019
