X,Y,FID,Citation,Date,Address,X_Coord,Y_Coord,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day_ID
-93.314763892431273,45.024320092922579,5023,271116339000,2016-02-04T00:00:00.000Z,3811 UPTON AVE N,-10387752,5625351,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.290644127052659,45.02435183967124,5024,271116337000,2016-02-04T00:00:00.000Z,3821 BRYANT AVE N,-10385067,5625356,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.314763892431273,45.024459778484982,5025,271116339000,2016-02-04T00:00:00.000Z,3819 UPTON AVE N,-10387752,5625373,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.235388753926472,44.985658544268645,5026,271116346000,2016-02-04T00:00:00.000Z,813 12TH AVE SE,-10378916,5619264,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.314763892431273,45.024529621138363,5027,271116339000,2016-02-04T00:00:00.000Z,3823 UPTON AVE N,-10387752,5625384,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.317315107838169,45.024542319793461,5028,271116339000,2016-02-04T00:00:00.000Z,3823 WASHBURN AVE N,-10388036,5625386,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.248162797266644,44.985690312450068,5029,271116346000,2016-02-04T00:00:00.000Z,419 5TH AVE SE,-10380338,5619269,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.235361804467956,44.985690312450068,5030,271116346000,2016-02-04T00:00:00.000Z,817 12TH AVE SE,-10378913,5619269,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.317315107838169,45.024745497891921,5031,271116339000,2016-02-04T00:00:00.000Z,3835 WASHBURN AVE N,-10388036,5625418,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.293177376153878,45.024821689492931,5032,271116337000,2016-02-04T00:00:00.000Z,3847 DUPONT AVE N,-10385349,5625430,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.290653110205497,45.024872483837264,5033,271116337000,2016-02-04T00:00:00.000Z,3851 BRYANT AVE N,-10385068,5625438,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.226989506019962,44.985715726982527,5034,271116347000,2016-02-04T00:00:00.000Z,941 18TH AVE SE,-10377981,5619273,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.294731461595404,45.025755028375485,5035,271116318000,2016-02-04T00:00:00.000Z,1225 39TH AVE N,-10385522,5625577,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.248117881502438,44.985747495132259,5036,271116309000,2016-02-04T00:00:00.000Z,425 5TH AVE SE,-10380333,5619278,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.293186359306716,45.025837567816396,5037,271116337000,2016-02-04T00:00:00.000Z,3901 DUPONT AVE N,-10385350,5625590,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.242368663684076,44.985747495132259,5038,271116305000,2016-02-04T00:00:00.000Z,815 6TH ST SE,-10379693,5619278,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.293195342459569,45.025970900507986,5039,271116337000,2016-02-04T00:00:00.000Z,3909 DUPONT AVE N,-10385351,5625611,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.28928767097365,44.985753848760091,5040,271116320000,2016-02-04T00:00:00.000Z,737 LYNDALE PL,-10384916,5619279,478.1000(C),SNOW EMERGENCY ODD,5,Sumner - Glenwood,Near North,Day 3
-93.235784012651479,45.026440737041149,5041,271116340000,2016-02-04T00:00:00.000Z,3231 ULYSSES ST NE,-10378960,5625685,478.1000(C),SNOW EMERGENCY ODD,1,Waite Park,Northeast,Day 3
-93.242386629989767,44.985760202387212,5042,271116305000,2016-02-04T00:00:00.000Z,813 6TH ST SE,-10379695,5619280,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.317369006755214,45.026694701129152,5043,271116339000,2016-02-04T00:00:00.000Z,3943 WASHBURN AVE N,-10388042,5625725,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.215320390479235,44.985868213940677,5044,271116338000,2016-02-04T00:00:00.000Z,875 27TH AVE SE,-10376682,5619297,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.293195342459569,45.026707399303966,5045,271116337000,2016-02-04T00:00:00.000Z,3951 DUPONT AVE N,-10385351,5625727,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.242386629989767,44.986046114879187,5046,271116346000,2016-02-04T00:00:00.000Z,625 8TH AVE SE,-10379695,5619325,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.293204325612408,45.026739144728701,5047,271116337000,2016-02-04T00:00:00.000Z,3953 DUPONT AVE N,-10385352,5625732,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.223836419372688,44.98608423643703,5048,271116338000,2016-02-04T00:00:00.000Z,2027 FAIRMONT ST SE,-10377630,5619331,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.246006840584755,45.027666103368361,5049,271116305000,2016-02-04T00:00:00.000Z,3301 TYLER ST NE,-10380098,5625878,478.1000(C),SNOW EMERGENCY ODD,1,Waite Park,Northeast,Day 3
-93.304550047650835,44.986185893800695,5050,271116320000,2016-02-04T00:00:00.000Z,807 MORGAN AVE N,-10386615,5619347,478.1000(C),SNOW EMERGENCY ODD,5,Near - North,Near North,Day 3
-93.238317261752698,45.027697848261411,5051,271116305000,2016-02-04T00:00:00.000Z,1505 33RD AVE NE,-10379242,5625883,478.1000(C),SNOW EMERGENCY ODD,1,Waite Park,Northeast,Day 3
-93.304550047650835,44.986224015265591,5052,271116320000,2016-02-04T00:00:00.000Z,811 MORGAN AVE N,-10386615,5619353,478.1000(C),SNOW EMERGENCY ODD,5,Near - North,Near North,Day 3
-93.311017917696489,45.028002598338944,5053,271116339000,2016-02-04T00:00:00.000Z,4015 RUSSELL AVE N,-10387335,5625931,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.312176744413009,44.98628755098408,5054,271116318000,2016-02-04T00:00:00.000Z,815 SHERIDAN AVE N,-10387464,5619363,478.1000(C),SNOW EMERGENCY ODD,5,Willard - Hay,Near North,Day 3
-93.290680059664027,45.02814862384276,5055,271116337000,2016-02-04T00:00:00.000Z,4031 BRYANT AVE N,-10385071,5625954,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.301846118645642,44.986293904552056,5056,271116339000,2016-02-04T00:00:00.000Z,1721 8TH AVE N,-10386314,5619364,478.1000(C),SNOW EMERGENCY ODD,5,Near - North,Near North,Day 3
-93.294524849080062,45.02852320930127,5057,271116337000,2016-02-04T00:00:00.000Z,4047 EMERSON AVE N,-10385499,5626013,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.313443368963618,44.986300258119329,5058,271116318000,2016-02-04T00:00:00.000Z,817 THOMAS AVE N,-10387605,5619365,478.1000(C),SNOW EMERGENCY ODD,5,Willard - Hay,Near North,Day 3
-93.228112400125099,45.029958039395282,5059,271116305000,2016-02-04T00:00:00.000Z,3423 MCKINLEY ST NE,-10378106,5626239,478.1000(C),SNOW EMERGENCY ODD,1,Waite Park,Northeast,Day 3
-93.312176744413009,44.986306611685897,5060,271116318000,2016-02-04T00:00:00.000Z,817 SHERIDAN AVE N,-10387464,5619366,478.1000(C),SNOW EMERGENCY ODD,5,Willard - Hay,Near North,Day 3
-93.309787225757248,45.03008501377743,5061,271116339000,2016-02-04T00:00:00.000Z,4131 QUEEN AVE N,-10387198,5626259,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.300875938138788,45.030307218268376,5062,271116321000,2016-02-04T00:00:00.000Z,4147 JAMES AVE N,-10386206,5626294,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.234822815297477,44.986338379508169,5063,271116347000,2016-02-04T00:00:00.000Z,907 12TH AVE SE,-10378853,5619371,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.289422418266255,45.030338961696664,5064,271116337000,2016-02-04T00:00:00.000Z,4145 ALDRICH AVE N,-10384931,5626299,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.234822815297477,44.986338379508169,5065,271116347000,2016-02-04T00:00:00.000Z,905 12TH AVE SE,-10378853,5619371,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.305987352105419,45.031361090677066,5066,271116321000,2016-02-04T00:00:00.000Z,4201 NEWTON AVE N,-10386775,5626460,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.234822815297477,44.986338379508169,5067,271116347000,2016-02-04T00:00:00.000Z,901 12TH AVE SE,-10378853,5619371,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.259930727488623,45.031494410502667,5068,271116344000,2016-02-04T00:00:00.000Z,3481 5TH ST NE,-10381648,5626481,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,Day 3
-93.228651389295578,44.986446389972201,5069,271116347000,2016-02-04T00:00:00.000Z,957 17TH AVE SE,-10378166,5619388,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.290707009122556,45.031608684391728,5070,271116337000,2016-02-04T00:00:00.000Z,4205 BRYANT AVE N,-10385074,5626499,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.240419319517542,44.986478157717016,5071,271116305000,2016-02-04T00:00:00.000Z,717 9TH AVE SE,-10379476,5619393,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.299618296741016,45.031799140366445,5072,271116321000,2016-02-04T00:00:00.000Z,4225 IRVING AVE N,-10386066,5626529,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.233358561384364,44.98659252145255,5073,271116347000,2016-02-04T00:00:00.000Z,923 13TH AVE SE,-10378690,5619411,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.29456078169143,45.031849928519328,5074,271116337000,2016-02-04T00:00:00.000Z,4215 EMERSON AVE N,-10385503,5626537,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.224267610709077,44.986598874986718,5075,271116347000,2016-02-04T00:00:00.000Z,917 20TH AVE SE,-10377678,5619412,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.25992174433577,45.031983247206213,5076,271116346000,2016-02-04T00:00:00.000Z,3501 5TH ST NE,-10381647,5626558,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,Day 3
-93.247444145039353,44.986605228520183,5077,271116346000,2016-02-04T00:00:00.000Z,511 5TH AVE SE,-10380258,5619413,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.29456078169143,45.03200229270756,5078,271116337000,2016-02-04T00:00:00.000Z,4223 EMERSON AVE N,-10385503,5626561,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.23012462636153,44.986624289116371,5079,271116347000,2016-02-04T00:00:00.000Z,1513 BROOK AVE SE,-10378330,5619416,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.291991599978843,45.032008641206602,5080,271116337000,2016-02-04T00:00:00.000Z,4225 COLFAX AVE N,-10385217,5626562,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.217081088436103,44.986662410289725,5081,271116338000,2016-02-04T00:00:00.000Z,901 WEEKS AVE SE,-10376878,5619422,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.291991599978843,45.03204673218606,5082,271116337000,2016-02-04T00:00:00.000Z,4227 COLFAX AVE N,-10385217,5626568,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.217081088436103,44.986662410289725,5083,271116338000,2016-02-04T00:00:00.000Z,901 WEEKS AVE SE,-10376878,5619422,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.24735431351094,44.98671959200221,5084,271116346000,2016-02-04T00:00:00.000Z,523 5TH AVE SE,-10380248,5619431,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.263793483210335,45.032078474649573,5085,271116344000,2016-02-04T00:00:00.000Z,3507 3RD ST NE,-10382078,5626573,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,Day 3
-93.247336347205263,44.986738652560369,5086,271116309000,2016-02-04T00:00:00.000Z,525 5TH AVE SE,-10380246,5619434,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.30600531841111,45.032161004972309,5087,271116321000,2016-02-04T00:00:00.000Z,4241 NEWTON AVE N,-10386777,5626586,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.221626563773754,44.986770420143202,5088,271116347000,2016-02-04T00:00:00.000Z,903 22ND AVE SE,-10377384,5619439,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.297120980251165,45.032180050414496,5089,271116318000,2016-02-04T00:00:00.000Z,4235 GIRARD AVE N,-10385788,5626589,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.216560065571315,44.986814894729605,5090,271116338000,2016-02-04T00:00:00.000Z,911 26TH AVE SE,-10376820,5619446,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.30600531841111,45.03223718670305,5091,271116321000,2016-02-04T00:00:00.000Z,4245 NEWTON AVE N,-10386777,5626598,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.217368549327034,44.986833955256067,5092,271116338000,2016-02-04T00:00:00.000Z,907 WEEKS AVE SE,-10376910,5619449,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.263793483210335,45.032256232119892,5093,271116346000,2016-02-04T00:00:00.000Z,3517 3RD ST NE,-10382078,5626601,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,Day 3
-93.289646997087289,44.986980085748392,5094,271116320000,2016-02-04T00:00:00.000Z,817 LYNDALE PL,-10384956,5619472,478.1000(C),SNOW EMERGENCY ODD,5,Sumner - Glenwood,Near North,Day 3
-93.30600531841111,45.03231971679692,5095,271116321000,2016-02-04T00:00:00.000Z,4249 NEWTON AVE N,-10386777,5626611,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.289655980240127,44.987037267143997,5096,271116320000,2016-02-04T00:00:00.000Z,821 LYNDALE PL,-10384957,5619481,478.1000(C),SNOW EMERGENCY ODD,5,Sumner - Glenwood,Near North,Day 3
-93.29456078169143,45.032338762186299,5097,271116337000,2016-02-04T00:00:00.000Z,4241 EMERSON AVE N,-10385503,5626614,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.311098766072064,44.987081741523355,5098,271116318000,2016-02-04T00:00:00.000Z,909 RUSSELL AVE N,-10387344,5619488,478.1000(C),SNOW EMERGENCY ODD,5,Willard - Hay,Near North,Day 3
-93.30600531841111,45.032357807569333,5099,271116321000,2016-02-04T00:00:00.000Z,4251 NEWTON AVE N,-10386777,5626617,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.226989506019962,44.987094448482551,5100,271116347000,2016-02-04T00:00:00.000Z,979 18TH AVE SE,-10377981,5619490,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.30600531841111,45.032395898316409,5101,271116321000,2016-02-04T00:00:00.000Z,4253 NEWTON AVE N,-10386777,5626623,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.30600531841111,45.032395898316409,5102,271116321000,2016-02-04T00:00:00.000Z,4253 NEWTON AVE N,-10386777,5626623,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.311098766072064,44.987145276291152,5103,271116318000,2016-02-04T00:00:00.000Z,917 RUSSELL AVE N,-10387344,5619498,478.1000(C),SNOW EMERGENCY ODD,5,Willard - Hay,Near North,Day 3
-93.30600531841111,45.03244033748927,5104,271116321000,2016-02-04T00:00:00.000Z,4255 NEWTON AVE N,-10386777,5626630,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.305798705895768,44.987151629764057,5105,271116320000,2016-02-04T00:00:00.000Z,919 NEWTON AVE N,-10386754,5619499,478.1000(C),SNOW EMERGENCY ODD,5,Near - North,Near North,Day 3
-93.309715360534526,44.987157983236258,5106,271116318000,2016-02-04T00:00:00.000Z,919 QUEEN AVE N,-10387190,5619500,478.1000(C),SNOW EMERGENCY ODD,5,Willard - Hay,Near North,Day 3
-93.306014301563948,45.032478428181406,5107,271116321000,2016-02-04T00:00:00.000Z,4257 NEWTON AVE N,-10386778,5626636,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.289673946545804,44.987164336707757,5108,271116320000,2016-02-04T00:00:00.000Z,829 LYNDALE PL,-10384959,5619501,478.1000(C),SNOW EMERGENCY ODD,5,Sumner - Glenwood,Near North,Day 3
-93.309841124674293,45.032529215731479,5109,271116339000,2016-02-04T00:00:00.000Z,4259 QUEEN AVE N,-10387204,5626644,478.1000(C),SNOW EMERGENCY ODD,4,Victory,Camden,Day 3
-93.303283423100225,44.987183397118024,5110,271116320000,2016-02-04T00:00:00.000Z,923 LOGAN AVE N,-10386474,5619504,478.1000(C),SNOW EMERGENCY ODD,5,Near - North,Near North,Day 3
-93.255457117373695,45.032973604872154,5111,271116346000,2016-02-04T00:00:00.000Z,3567 MADISON PL NE,-10381150,5626714,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,Day 3
-93.218168049929901,44.987297759446548,5112,271116338000,2016-02-04T00:00:00.000Z,939 WEEKS AVE SE,-10376999,5619522,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.299645246199546,45.033494170619711,5113,271116321000,2016-02-04T00:00:00.000Z,4305 IRVING AVE N,-10386069,5626796,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.289682929698657,44.987304112902557,5114,271116320000,2016-02-04T00:00:00.000Z,903 LYNDALE PL,-10384960,5619523,478.1000(C),SNOW EMERGENCY ODD,5,Sumner - Glenwood,Near North,Day 3
-93.303481052462729,45.033786193234157,5115,271116321000,2016-02-04T00:00:00.000Z,4319 LOGAN AVE N,-10386496,5626842,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.303481052462729,45.033868721094265,5116,271116321000,2016-02-04T00:00:00.000Z,4323 LOGAN AVE N,-10386496,5626855,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.246303284628524,44.987316819812449,5117,271116305000,2016-02-04T00:00:00.000Z,527 6TH ST SE,-10380131,5619525,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.218284830916843,44.98737400087213,5118,271116338000,2016-02-04T00:00:00.000Z,947 WEEKS AVE SE,-10377012,5619534,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,Day 3
-93.297103013945474,45.034332144559706,5119,271116318000,2016-02-04T00:00:00.000Z,4347 GIRARD AVE N,-10385786,5626928,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.243033416994322,44.987545543708933,5120,271116344000,2016-02-04T00:00:00.000Z,721 7TH AVE SE,-10379767,5619561,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.297103013945474,45.03445276101057,5121,271116318000,2016-02-04T00:00:00.000Z,4353 GIRARD AVE N,-10385786,5626947,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.302259343676326,44.987672612145957,5122,271116339000,2016-02-04T00:00:00.000Z,1721 OAK PARK AVE N,-10386360,5619581,478.1000(C),SNOW EMERGENCY ODD,5,Near - North,Near North,Day 3
-93.297103013945474,45.034490850363284,5123,271116318000,2016-02-04T00:00:00.000Z,4355 GIRARD AVE N,-10385786,5626953,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.297103013945474,45.034535287909414,5124,271116318000,2016-02-04T00:00:00.000Z,4357 GIRARD AVE N,-10385786,5626960,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.246581762366588,44.987691672387207,5125,271116346000,2016-02-04T00:00:00.000Z,623 5TH AVE SE,-10380162,5619584,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.297103013945474,45.034573377207209,5126,271116318000,2016-02-04T00:00:00.000Z,4359 GIRARD AVE N,-10385786,5626966,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.246581762366588,44.987691672387207,5127,271116346000,2016-02-04T00:00:00.000Z,623 5TH AVE SE,-10380162,5619584,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.266344698617232,45.034586073634166,5128,271116346000,2016-02-04T00:00:00.000Z,3647 2ND ST NE,-10382362,5626968,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,Day 3
-93.289548182406037,44.98785686087929,5129,271116320000,2016-02-04T00:00:00.000Z,941 LYNDALE PL,-10384945,5619610,478.1000(C),SNOW EMERGENCY ODD,5,Sumner - Glenwood,Near North,Day 3
-93.297103013945474,45.034617814689256,5130,271116318000,2016-02-04T00:00:00.000Z,4361 GIRARD AVE N,-10385786,5626973,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.250381636018432,44.987882274451202,5131,271116309000,2016-02-04T00:00:00.000Z,521 3RD AVE SE,-10380585,5619614,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.297103013945474,45.034655903932119,5132,271116318000,2016-02-04T00:00:00.000Z,4363 GIRARD AVE N,-10385786,5626979,478.1000(C),SNOW EMERGENCY ODD,4,Webber - Camden,Camden,Day 3
-93.250381636018432,44.987882274451202,5133,271116309000,2016-02-04T00:00:00.000Z,521 3RD AVE SE,-10380585,5619614,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
-93.257101034343634,45.034681296746612,5134,271116346000,2016-02-04T00:00:00.000Z,579 36 1/2 AVE NE,-10381333,5626983,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,Day 3
-93.247848386917212,44.987933101561225,5135,271116305000,2016-02-04T00:00:00.000Z,427 6TH ST SE,-10380303,5619622,478.1000(C),SNOW EMERGENCY ODD,3,Marcy Holmes,University,Day 3
