X,Y,OBJECTID,Call_Taken,Location,Tow_Reason,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.272827000165876,44.964049999707754,20,02/20/2019 10:20pm,"00 block of 19TH ST E,Minneapolis,MN",Snow Emergency,44.96405,-93.272827,6,Central,Steven's Square - Loring Heights,3,1,Yale
-93.260879999612257,44.994061999661596,21,02/20/2019 10:20pm,"516 UNIVERSITY AVE NE,Minneapolis,MN",Snow Emergency,44.994062,-93.26088,3,Northeast,St. Anthony West,2,1,Yale
-93.246739999551323,45.019049999957588,22,02/20/2019 10:20pm,"2803 Central Ave Ne,Minneapolis,MN",Snow Emergency,45.01905,-93.24674,1,Northeast,Audubon Park,2,1,Yale
-93.246811000127536,45.018975000096248,23,02/20/2019 10:23pm,"2801 Central Ave NE,Minneapolis,MN",Snow Emergency,45.018975,-93.246811,1,Northeast,Audubon Park,2,1,Yale
-93.294725000058691,44.951578000124641,24,02/20/2019 10:27pm,"2800 emerson ave s,Minneapolis,MN",Snow Emergency,44.951578,-93.294725,10,Calhoun Isle,Lowry Hill East,3,1,Yale
-93.274273000298706,44.963693000331773,25,02/20/2019 10:30pm,"00 E 19th St ,Minneapolis,MN",Snow Emergency,44.963693,-93.274273,6,Central,Steven's Square - Loring Heights,3,1,Yale
-93.294725000058691,44.951578000124641,26,02/20/2019 10:30pm,"2800 emerson ave s,Minneapolis,MN",Snow Emergency,44.951578,-93.294725,10,Calhoun Isle,Lowry Hill East,3,1,Yale
-93.274557999951696,44.98806199996136,27,02/20/2019 10:31pm,"600 2nd st n,Minneapolis,MN",Snow Emergency,44.988062,-93.274558,3,Central,North Loop,1,1,Yale
-93.245527000270783,44.983475999817585,28,02/20/2019 10:42pm,"707 UNIVERSITY AVE SE,Minneapolis,MN",Snow Emergency,44.983476,-93.245527,3,University,Marcy Holmes,4,1,Yale
-93.297368999679577,44.958818000350504,29,02/20/2019 10:43pm,"1435 W 24TH ST ,Minneapolis,MN",Snow Emergency,44.958818,-93.297369,7,Calhoun Isle,East Isles,3,1,Yale
-93.288355000382921,45.018646000212811,30,02/20/2019 10:48pm,"3501 LYNDALE AVE N,Minneapolis,MN",Snow Emergency,45.018646,-93.288355,4,Camden,McKinley,1,1,Yale
-93.298438999560119,44.949120000087987,31,02/20/2019 10:49pm,"2900 HENNEPIN AVE ,Minneapolis,MN",Snow Emergency,44.94912,-93.298439,7,Calhoun Isle,East Isles,3,1,Yale
-93.276557000405205,44.978652000389559,32,02/20/2019 10:50pm,"700 1st N,Minneapolis,MN",Snow Emergency,44.978652,-93.276557,7,Central,Downtown West,3,1,Yale
-93.280516000413058,45.004838000173606,33,02/20/2019 10:52pm,"2501 2nd st n,Minneapolis,MN",Snow Emergency,45.004838,-93.280516,5,Near North,Hawthorne,1,1,Yale
-93.273078000049622,44.938856999850714,34,02/20/2019 10:53pm,"3520 3rd Avenue South,Minneapolis,MN",Snow Emergency,44.938857,-93.273078,9,Powderhorn,Central,5,1,Yale
-93.231024999703948,44.977307000417795,35,02/20/2019 10:53pm,"301 18th ave se,Minneapolis,MN",Snow Emergency,44.977307,-93.231025,2,University,University of Minnesota,4,1,Yale
-93.250589999928536,44.983423000071468,36,02/20/2019 10:54pm,"400 2nd Street Southeast,Minneapolis,MN",Snow Emergency,44.983423,-93.25059,3,University,Marcy Holmes,4,1,Yale
-93.299289000087242,44.960091999746055,37,02/20/2019 10:55pm,"2225 Irving Ave S,Minneapolis,MN",Snow Emergency,44.960092,-93.299289,7,Calhoun Isle,East Isles,3,1,Yale
-93.270058000176505,44.987573999940196,38,02/20/2019 10:55pm,"77 4th ave n ,Minneapolis,MN",Snow Emergency,44.987574,-93.270058,3,Central,North Loop,3,1,Yale
-93.246873000288701,44.98978100009316,39,02/20/2019 10:56pm,"338 8TH ST SE,Minneapolis,MN",Snow Emergency,44.989781,-93.246873,3,University,Marcy Holmes,4,1,Yale
-93.310258999653058,45.024092000445535,40,02/20/2019 11:00pm,"2300 dowling av n,Minneapolis,MN",Snow Emergency,45.024092,-93.310259,4,Camden,Victory,1,1,Yale
-93.279466999702265,44.98780299970872,41,02/20/2019 11:02pm,"771 3rdst n ,Minneapolis,MN",Snow Emergency,44.987803,-93.279467,3,Central,North Loop,1,1,Yale
-93.246832000196605,45.015855000108218,42,02/20/2019 11:03pm,"2625 Central ave NE,Minneapolis,MN",Snow Emergency,45.015855,-93.246832,1,Northeast,Audubon Park,2,1,Yale
-93.247038999849906,44.982722000120248,43,02/20/2019 11:04pm,"629 2st se,Minneapolis,MN",Snow Emergency,44.982722,-93.247039,3,University,Marcy Holmes,4,1,Yale
-93.220165999860967,44.968726000404672,44,02/20/2019 11:09pm,"100 Blk 27th Ave Se,Minneapolis,MN",Snow Emergency,44.968726,-93.220166,2,University,Prospect Park - East River Road,4,1,Yale
-93.258086000268634,44.946740000051022,45,02/20/2019 11:10pm,"1158 31st e,Minneapolis,MN",Snow Emergency,44.94674,-93.258086,9,Powderhorn,Powderhorn Park,6,1,Yale
-93.231024999703948,44.977307000417795,46,02/20/2019 11:10pm,"301 18th Ave se,Minneapolis,MN",Snow Emergency,44.977307,-93.231025,2,University,University of Minnesota,4,1,Yale
-93.279534000093975,44.967451000063647,47,02/20/2019 11:12pm,"1500 lasalle av s,Minneapolis,MN",Snow Emergency,44.967451,-93.279534,7,Central,Loring Park,3,1,Yale
-93.241736999962541,44.980456999990622,48,02/20/2019 11:19pm,"1099-1001 2nd st se,Minneapolis,MN",Snow Emergency,44.980457,-93.241737,3,University,Marcy Holmes,4,1,Yale
-93.30181499966244,44.948926000134861,49,02/20/2019 11:21pm,"2909 IRVING AVE S,Minneapolis,MN",Snow Emergency,44.948926,-93.301815,7,Calhoun Isle,East Isles,3,1,Yale
-93.247038999849906,44.982722000120248,50,02/20/2019 11:22pm,"629 2nd ST SE,Minneapolis,MN",Snow Emergency,44.982722,-93.247039,3,University,Marcy Holmes,4,1,Yale
-93.2498010004158,44.984088000161137,51,02/20/2019 11:24pm,"201 5TH AVE SE,Minneapolis,MN",Snow Emergency,44.984088,-93.249801,3,University,Marcy Holmes,4,1,Yale
-93.275972999554256,44.978553000320744,52,02/20/2019 11:24pm,"701 1ST ST N,Minneapolis,MN",Snow Emergency,44.978553,-93.275973,7,Central,Downtown West,3,1,Yale
-93.263038000203494,44.903256000264264,53,02/20/2019 11:25pm,"5500 CHICAGO AVE S,Minneapolis,MN",Snow Emergency,44.903256,-93.263038,11,Nokomis,Diamond Lake,5,1,Yale
-93.275903999969614,44.985280000271871,54,02/20/2019 11:25pm,"500 3RD ST N ,Minneapolis,MN",Snow Emergency,44.98528,-93.275904,3,Central,North Loop,1,1,Yale
-93.253689999893538,44.984016999584924,55,02/20/2019 11:26pm,"101 3RD AVE SE,Minneapolis,MN",Snow Emergency,44.984017,-93.25369,3,University,Marcy Holmes,4,1,Yale
-93.262821000089048,44.919581000362939,56,02/20/2019 11:27pm,"4600 CHICAGO AVE S,Minneapolis,MN",Snow Emergency,44.919581,-93.262821,8,Nokomis,Field,5,1,Yale
-93.270058000176505,44.987573999940196,57,02/20/2019 11:27pm,"77 4TH AVE N ,Minneapolis,MN",Snow Emergency,44.987574,-93.270058,3,Central,North Loop,3,1,Yale
-93.279315999933431,45.003057999926796,58,02/20/2019 11:27pm,"2300 2ND ST N ,Minneapolis,MN",Snow Emergency,45.003058,-93.279316,5,Near North,Hawthorne,1,1,Yale
-93.232788000066137,44.987630999870817,59,02/20/2019 11:30pm,"1300 COMO AVE SE,Minneapolis,MN",Snow Emergency,44.987631,-93.232788,2,University,Como,4,1,Yale
-93.238919000411499,44.946554999613568,60,02/20/2019 11:30pm,"2300 31ST ST E,Minneapolis,MN",Snow Emergency,44.946555,-93.238919,9,Powderhorn,Corcoran,6,1,Yale
-93.252746000427521,44.917172999934053,61,02/20/2019 11:32pm,"4722 Bloomington Avenue South,Minneapolis,MN",Snow Emergency,44.917173,-93.252746,11,Nokomis,Northrop,6,1,Yale
-93.241710999662871,44.980471999782992,62,02/20/2019 11:33pm,"201 11TH AVE SE,Minneapolis,MN",Snow Emergency,44.980472,-93.241711,3,University,Marcy Holmes,4,1,Yale
-93.27933399986415,44.968778000104692,63,02/20/2019 11:34pm,"1400 LaSalle ave,Minneapolis,MN",Snow Emergency,44.968778,-93.279334,7,Central,Loring Park,3,1,Yale
-93.240403999644855,44.946240000375781,64,02/20/2019 11:35pm,"2205 31ST E,Minneapolis,MN",Snow Emergency,44.94624,-93.240404,9,Powderhorn,Corcoran,6,1,Yale
-93.27747599961765,44.984980999973232,65,02/20/2019 11:36pm,"500 4th st n,Minneapolis,MN",Snow Emergency,44.984981,-93.277476,3,Central,North Loop,1,1,Yale
-93.273078000049622,44.940643000374223,66,02/20/2019 11:36pm,"3420 3rd Avenue South,Minneapolis,MN",Snow Emergency,44.940643,-93.273078,9,Powderhorn,Central,5,1,Yale
-93.285436999817648,44.946372000167742,67,02/20/2019 11:37pm,"453 W 31ST ST ,Minneapolis,MN",Snow Emergency,44.946372,-93.285437,8,Powderhorn,Lyndale,5,1,Yale
-93.267894000207889,44.982989999888616,68,02/20/2019 11:42pm,"200 HENNEPIN AVE ,Minneapolis,MN",Snow Emergency,44.98299,-93.267894,3,Central,North Loop,3,1,Yale
-93.227115000157085,44.969417999940788,69,02/20/2019 11:43pm,"621 OAK ST SE,Minneapolis,MN",Snow Emergency,44.969418,-93.227115,2,University,University of Minnesota,4,1,Yale
-93.302086999615312,44.950297000406295,70,02/20/2019 11:47pm,"2867 IRVING AVE S,Minneapolis,MN",Snow Emergency,44.950297,-93.302087,7,Calhoun Isle,East Isles,3,1,Yale
-93.289757000285306,44.983415999748615,71,02/20/2019 11:47pm,"800 5th St N,Minneapolis,MN",Snow Emergency,44.983416,-93.289757,5,Near North,Sumner - Glenwood,3,1,Yale
-93.254559000397535,44.988323000306252,72,02/20/2019 11:48pm,400 HENNEPIN AVE E,Snow Emergency,44.988323,-93.254559,3,University,Nicollet Island - East Bank,4,1,Yale
-93.279679999632265,44.965246000002935,73,02/20/2019 11:49pm,"1800 LASALLE AVE ,Minneapolis,MN",Snow Emergency,44.965246,-93.27968,7,Central,Steven's Square - Loring Heights,3,1,Yale
-93.279534000093975,44.967451000063647,74,02/20/2019 11:54pm,"1500 lasalle av s,Minneapolis,MN",Snow Emergency,44.967451,-93.279534,7,Central,Loring Park,3,1,Yale
-93.299121999580564,44.951718000285553,75,02/20/2019 11:54pm,"2800 HENNEPIN AVE ,Minneapolis,MN",Snow Emergency,44.951718,-93.299122,7,Calhoun Isle,East Isles,3,1,Yale
-93.237418000440357,45.016629999874624,76,02/20/2019 11:55pm,"2670 Johnson st NE,Minneapolis,MN",Snow Emergency,45.01663,-93.237418,1,Northeast,Audubon Park,2,1,Yale
-93.279776999608828,44.963917999915793,77,02/21/2019 12:02am,"1900 LASALLE AVE ,Minneapolis,MN",Snow Emergency,44.963918,-93.279777,7,Central,Steven's Square - Loring Heights,3,1,Yale
-93.219395000279007,44.971329999979559,78,02/21/2019 12:03am,"1-99 blk 27th ave se,Minneapolis,MN",Snow Emergency,44.97133,-93.219395,2,University,Prospect Park - East River Road,4,1,Yale
-93.279679999632265,44.965246000002935,79,02/21/2019 12:05am,"1800 Lasalle AVE,Minneapolis,MN",Snow Emergency,44.965246,-93.27968,7,Central,Steven's Square - Loring Heights,3,1,Yale
-93.280689000297116,44.98588200015422,80,02/21/2019 12:05am,"700 5th St N,Minneapolis,MN",Snow Emergency,44.985882,-93.280689,5,Central,North Loop,1,1,Yale
-93.228694000127973,44.973385000317592,81,02/21/2019 12:07am,"314 Walnut Street Southeast,Minneapolis,MN",Snow Emergency,44.973385,-93.228694,2,University,University of Minnesota,4,1,Yale
-93.219395000279007,44.971329999979559,82,02/21/2019 12:08am,"1-99 blk 27th ave se,Minneapolis,MN",Snow Emergency,44.97133,-93.219395,2,University,Prospect Park - East River Road,4,1,Yale
-93.281495999740571,44.985639999786201,83,02/21/2019 12:08am,"701 5th st n,Minneapolis,MN",Snow Emergency,44.98564,-93.281496,5,Central,North Loop,1,1,Yale
-93.279335999956402,44.970600999636474,84,02/21/2019 12:08am,"1300 block of LaSalle ave S,Minneapolis,MN",Snow Emergency,44.970601,-93.279336,7,Central,Loring Park,3,1,Yale
-93.297790000208295,45.024193999753322,85,02/21/2019 12:09am,"1420 block Dowling ave n ,Minneapolis,MN",Snow Emergency,45.024194,-93.29779,4,Camden,Webber - Camden,1,1,Yale
-93.253689999893538,44.984016999584924,86,02/21/2019 12:10am,"101-199 3rd Ave. SE,Minneapolis,MN",Snow Emergency,44.984017,-93.25369,3,University,Marcy Holmes,4,1,Yale
-93.284025000353438,44.946396000375159,87,02/21/2019 12:11am,"323 west 31st street,Minneapolis,MN",Snow Emergency,44.946396,-93.284025,8,Powderhorn,Lyndale,5,1,Yale
-93.290991999681012,44.984097999722962,88,02/21/2019 12:13am,"601 6th ave n,Minneapolis,MN",Snow Emergency,44.984098,-93.290992,5,Near North,Sumner - Glenwood,3,1,Yale
-93.308078999845918,45.013599000393583,89,02/21/2019 12:13am,"3200 PENN AVE N ,Minneapolis,MN",Snow Emergency,45.013599,-93.308079,4,Camden,Folwell,1,1,Yale
-93.276463999713769,44.968904999666051,90,02/21/2019 12:14am,"1400 block of 1st ave S,Minneapolis,MN",Snow Emergency,44.968905,-93.276464,7,Central,Loring Park,3,1,Yale
-93.273078000049622,44.944833000242795,91,02/21/2019 12:16am,"3200 3RD AVE SO,Minneapolis,MN",Snow Emergency,44.944833,-93.273078,9,Powderhorn,Central,5,1,Yale
-93.281358999718009,44.94659100037444,92,02/21/2019 12:17am,"Pillsbury & 31st West,Minneapolis,MN",Snow Emergency,44.946591,-93.281359,8,Powderhorn,Lyndale,5,1,Yale
-93.273078000049622,44.939841000261993,93,02/21/2019 12:17am,"3448 3RD AVE S,Minneapolis,MN",Snow Emergency,44.939841,-93.273078,9,Powderhorn,Central,5,1,Yale
-93.249865999815995,44.983513999771333,94,02/21/2019 12:21am,"482 2nd st se,Minneapolis,MN",Snow Emergency,44.983514,-93.249866,3,University,Marcy Holmes,4,1,Yale
-93.281358999718009,44.94659100037444,95,02/21/2019 12:22am,"Pillsbury & 31st west,Minneapolis,MN",Snow Emergency,44.946591,-93.281359,8,Powderhorn,Lyndale,5,1,Yale
-93.24942200002522,44.98367600004741,96,02/21/2019 12:23am,"200 block 5th ave se,Minneapolis,MN",Snow Emergency,44.983676,-93.249422,3,University,Marcy Holmes,4,1,Yale
-93.277685000262522,44.959193999703359,97,02/21/2019 12:25am,"24 24th st e,Minneapolis,MN",Snow Emergency,44.959194,-93.277685,10,Powderhorn,Whittier,3,1,Yale
-93.278715000097122,44.958934000303941,98,02/21/2019 12:26am,"49 24th st,Minneapolis,MN",Snow Emergency,44.958934,-93.278715,10,Powderhorn,Whittier,3,1,Yale
-93.276590000128351,44.953742000093257,99,02/21/2019 12:31am,"2700 block of 1ST AVE S,Minneapolis,MN",Snow Emergency,44.953742,-93.27659,10,Powderhorn,Whittier,3,1,Yale
-93.273078000049622,44.940643000374223,100,02/21/2019 12:31am,"3420 3rd Ave S,Minneapolis,MN",Snow Emergency,44.940643,-93.273078,9,Powderhorn,Central,5,1,Yale
-93.258050000407138,45.001102999703733,101,02/21/2019 12:31am,"611 13th ave ne,Minneapolis,MN",Snow Emergency,45.001103,-93.25805,3,Northeast,Sheridan,2,1,Yale
-93.30784499984685,44.996584999997822,102,02/21/2019 12:33am,"1700 block penn ave n ,Minneapolis,MN",Snow Emergency,44.996585,-93.307845,5,Near North,Willard - Hay,1,1,Yale
-93.242523000236247,44.964018000030705,103,02/21/2019 12:33am,"2099 - 2001 9th St S,Minneapolis,MN",Snow Emergency,44.964018,-93.242523,6,Longfellow,Seward,4,1,Yale
-93.263091999995765,44.995183000095437,104,02/21/2019 12:34am,"698 2nd st ne,Minneapolis,MN",Snow Emergency,44.995183,-93.263092,3,Northeast,St. Anthony West,2,1,Yale
-93.28011299981506,44.958876000327223,105,02/21/2019 12:37am,"2400 Blaisdell Ave,Minneapolis,MN",Snow Emergency,44.958876,-93.280113,10,Powderhorn,Whittier,3,1,Yale
-93.294416000198225,44.998860999735427,106,02/21/2019 12:37am,"1901-2099 EMERSON AVE N,Minneapolis,MN",Snow Emergency,44.998861,-93.294416,5,Near North,Near - North,1,1,Yale
-93.257368000432848,45.006166000260748,107,02/21/2019 12:37am,"1799 wshington st ne,Minneapolis,MN",Snow Emergency,45.006166,-93.257368,1,Northeast,Holland,2,1,Yale
-93.283564999824819,44.946779000050867,108,02/21/2019 12:38am,"342 west 31st street,Minneapolis,MN",Snow Emergency,44.946779,-93.283565,8,Powderhorn,Lyndale,5,1,Yale
-93.228694000127973,44.973385000317592,109,02/21/2019 12:39am,"314 Walnut Street Southeast,Minneapolis,MN",Snow Emergency,44.973385,-93.228694,2,University,University of Minnesota,4,1,Yale
-93.270058000176505,44.987573999940196,110,02/21/2019 12:40am,"77 4th ave n ,Minneapolis,MN",Snow Emergency,44.987574,-93.270058,3,Central,North Loop,3,1,Yale
-93.26997800008462,44.974083000130406,111,02/21/2019 12:40am,"811 2nd ave,Minneapolis,MN",Snow Emergency,44.974083,-93.269978,7,Central,Downtown West,3,1,Yale
-93.307966000030831,45.01523600034119,112,02/21/2019 12:43am,"3300 block penn ave n ,Minneapolis,MN",Snow Emergency,45.015236,-93.307966,4,Camden,Folwell,1,1,Yale
-93.240734999620486,44.98120000007998,113,02/21/2019 12:45am,"301-399 11th Ave SE,Minneapolis,MN",Snow Emergency,44.9812,-93.240735,3,University,Marcy Holmes,4,1,Yale
-93.300077999599978,44.979127999857383,114,02/21/2019 12:47am,"1550 2nd av n,Minneapolis,MN",Snow Emergency,44.979128,-93.300078,5,Near North,Harrison,3,1,Yale
-93.243709000070282,44.963793000446685,115,02/21/2019 12:48am,"2001 9th st s,Minneapolis,MN",Snow Emergency,44.963793,-93.243709,6,Longfellow,Seward,4,1,Yale
-93.247032999573207,44.946406999983139,116,02/21/2019 12:48am,"1823 E 31st st,Minneapolis,MN",Snow Emergency,44.946407,-93.247033,9,Powderhorn,Corcoran,6,1,Yale
-93.294133999784208,45.004829999804713,117,02/21/2019 12:49am,"2501 Emerson Ave N,Minneapolis,MN",Snow Emergency,45.00483,-93.294134,5,Near North,Jordan,1,1,Yale
-93.25209600013028,44.940001999592653,118,02/21/2019 12:51am,"3445 BLOOMINGTON Ave S,Minneapolis,MN",Snow Emergency,44.940002,-93.252096,9,Powderhorn,Powderhorn Park,6,1,Yale
-93.242523000236247,44.964018000030705,119,02/21/2019 12:52am,"2099-2001 9 st s,Minneapolis,MN",Snow Emergency,44.964018,-93.242523,6,Longfellow,Seward,4,1,Yale
-93.295589000332086,45.014954999973327,120,02/21/2019 12:53am,"3298 fremont ave n,Minneapolis,MN",Snow Emergency,45.014955,-93.295589,4,Camden,Folwell,1,1,Yale
-93.240928999573612,44.963996999961637,121,02/21/2019 12:53am,"2199-2101 9th st s,Minneapolis,MN",Snow Emergency,44.963997,-93.240929,6,Longfellow,Seward,4,1,Yale
-93.239232999603189,44.946433000282809,122,02/21/2019 12:58am,"3100 23rd ave,Minneapolis,MN",Snow Emergency,44.946433,-93.239233,9,Powderhorn,Corcoran,6,1,Yale
-93.273078000049622,44.940643000374223,123,02/21/2019 01:00am,"3420 3rd Avenue South,Minneapolis,MN",Snow Emergency,44.940643,-93.273078,9,Powderhorn,Central,5,1,Yale
-93.218128000306933,44.951819000446562,124,02/21/2019 01:01am,"2800 38th st,Minneapolis,MN",Snow Emergency,44.951819,-93.218128,2,Longfellow,Longfellow,4,1,Yale
-93.242490999659879,44.964018000030705,125,02/21/2019 01:01am,"2100-2199 9 ST,Minneapolis,MN",Snow Emergency,44.964018,-93.242491,6,Longfellow,Seward,4,1,Yale
-93.244075999907409,44.962701999597641,126,02/21/2019 01:09am,"20th ave so / Franklin ave e,Minneapolis,MN",Snow Emergency,44.962702,-93.244076,6,Longfellow,Seward,4,1,Yale
-93.279335999956402,44.970600999636474,127,02/21/2019 01:10am,"1300 block of LaSalle ave S,Minneapolis,MN",Snow Emergency,44.970601,-93.279336,7,Central,Loring Park,3,1,Yale
-93.295651999640029,45.001507000347829,128,02/21/2019 01:11am,"2199-2101 FREMONT AVE N ,Minneapolis,MN",Snow Emergency,45.001507,-93.295652,5,Near North,Jordan,1,1,Yale
-93.239304000179402,44.96368600000892,129,02/21/2019 01:12am,"2263 9TH ST S,Minneapolis,MN",Snow Emergency,44.963686,-93.239304,6,Longfellow,Seward,4,1,Yale
-93.292391000344367,44.985808000338977,130,02/21/2019 01:13am,"700 Van White Memorial Blvd,Minneapolis,MN",Snow Emergency,44.985808,-93.292391,5,Near North,Sumner - Glenwood,1,1,Yale
-93.242490999659879,44.964018000030705,131,02/21/2019 01:14am,"2101 9th Street South,Minneapolis,MN",Snow Emergency,44.964018,-93.242491,6,Longfellow,Seward,4,1,Yale
-93.247774999616524,44.974433000082968,132,02/21/2019 01:14am,"1438 2st s,Minneapolis,MN",Snow Emergency,44.974433,-93.247775,6,University,Cedar Riverside,4,1,Yale
-93.308078999845918,45.013599000393583,133,02/21/2019 01:15am,"3200 block penn ave n ,Minneapolis,MN",Snow Emergency,45.013599,-93.308079,4,Camden,Folwell,1,1,Yale
-93.242490999659879,44.964018000030705,134,02/21/2019 01:15am,"2101 9th st s,Minneapolis,MN",Snow Emergency,44.964018,-93.242491,6,Longfellow,Seward,4,1,Yale
-93.268935999696566,44.997350000202402,135,02/21/2019 01:15am,"1000 block mashall st ne,Minneapolis,MN",Snow Emergency,44.99735,-93.268936,3,Northeast,St. Anthony West,2,1,Yale
-93.27933399986415,44.968778000104692,136,02/21/2019 01:15am,"1400 block of LaSalle ave S,Minneapolis,MN",Snow Emergency,44.968778,-93.279334,7,Central,Loring Park,3,1,Yale
-93.241710999662871,44.980471999782992,137,02/21/2019 01:17am,"201 11TH AVE SE,Minneapolis,MN",Snow Emergency,44.980472,-93.241711,3,University,Marcy Holmes,4,1,Yale
-93.278715000097122,44.958934000303941,138,02/21/2019 01:19am,"49 24th st,Minneapolis,MN",Snow Emergency,44.958934,-93.278715,10,Powderhorn,Whittier,3,1,Yale
-93.265967000376747,44.994204999960857,139,02/21/2019 01:20am,"700 block marshall st ne,Minneapolis,MN",Snow Emergency,44.994205,-93.265967,3,Northeast,St. Anthony West,2,1,Yale
-93.275650999993616,44.953483999886714,140,02/21/2019 01:24am,"2700 BLOCK OF STEVENS,Minneapolis,MN",Snow Emergency,44.953484,-93.275651,10,Powderhorn,Whittier,3,1,Yale
-93.278325000098619,44.960591000274519,141,02/21/2019 01:24am,"2200 nicollet av s,Minneapolis,MN",Snow Emergency,44.960591,-93.278325,10,Powderhorn,Whittier,3,1,Yale
-93.295597999847757,45.013123000026496,142,02/21/2019 01:29am,"3199-3099 Fremont ave n ,Minneapolis,MN",Snow Emergency,45.013123,-93.295598,5,Near North,Jordan,1,1,Yale
-93.293585999694074,44.985779999947113,143,02/21/2019 01:30am,"705 Van Memorial Blvd,Minneapolis,MN",Snow Emergency,44.98578,-93.293586,5,Near North,Sumner - Glenwood,1,1,Yale
-93.29688199970451,44.99659100027452,144,02/21/2019 01:31am,"1801 Fremont Ave n,Minneapolis,MN",Snow Emergency,44.996591,-93.296882,5,Near North,Near - North,1,1,Yale
-93.275650999993616,44.953483999886714,145,02/21/2019 01:34am,"2700 block of STEVENS AVE,Minneapolis,MN",Snow Emergency,44.953484,-93.275651,10,Powderhorn,Whittier,3,1,Yale
-93.284583000005398,44.947983999861776,146,02/21/2019 01:34am,"3008 grand ave s,Minneapolis,MN",Snow Emergency,44.947984,-93.284583,8,Powderhorn,Lyndale,5,1,Yale
-93.239176999718723,44.96398200016921,147,02/21/2019 01:35am,"2238 9th st s,Minneapolis,MN",Snow Emergency,44.963982,-93.239177,6,Longfellow,Seward,4,1,Yale
