X,Y,OBJECTID,Citation,Date,Address,Latitude,Longitude,Ordinance,Ordinanc_1,Neighborho,Community,Ward,Day_ID,TowDist
-93.241004943723112,45.023517608850625,4016,271118327333,2018-01-24T00:00:00.000Z,3039 PIERCE ST NE,45.0235176086,-93.2410049438,478.1000(c),Snow emergency parking restrictions - odd number address,Audubon Park,Northeast,1,3,2
-93.30902862547066,44.987888336377694,4017,271118321053,2018-01-24T00:00:00.000Z,2213 OAK PARK AVE N,44.9878883362,-93.3090286255,478.1000(c),Snow emergency parking restrictions - odd number address,Willard - Hay,Near North,5,3,1
-93.232955932270443,44.965572356778921,4018,271118317833,2018-01-24T00:00:00.000Z,729 27TH AVE S,44.9655723572,-93.2329559326,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.29168701194601,44.996307372986905,4019,271118334277,2018-01-24T00:00:00.000Z,915 17TH AVE N,44.996307373,-93.2916870117,478.1000(c),Snow emergency parking restrictions - odd number address,Near - North,Near North,5,3,1
-93.232971191067577,44.96553421023566,4020,271118317834,2018-01-24T00:00:00.000Z,731 27TH AVE S,44.9655342102,-93.2329711914,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.213951110755147,44.90238189700699,4021,271118324631,2018-01-24T00:00:00.000Z,5549 41ST AVE S,44.902381897,-93.2139511108,478.1000(c),Snow emergency parking restrictions - odd number address,Morris Park,Nokomis,12,3,6
-93.2332305906192,44.965911865240457,4022,271118325968,2018-01-24T00:00:00.000Z,727 27TH AVE S,44.9659118652,-93.2332305908,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.296943664418563,44.953582763433815,4023,271118328787,2018-01-24T00:00:00.000Z,2701 GIRARD AVE S,44.9535827637,-93.2969436646,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,3,3
-93.328468323154539,44.907115936351431,4024,271118319102,2018-01-24T00:00:00.000Z,3021 53RD ST W,44.9071159363,-93.3284683228,478.1000(c),Snow emergency parking restrictions - odd number address,Fulton,Southwest,13,3,5
-93.296989440810023,44.953388213994913,4025,271118328788,2018-01-24T00:00:00.000Z,2709 GIRARD AVE S,44.9533882141,-93.2969894409,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,3,3
-93.304931640682639,44.987857818783368,4026,271118321054,2018-01-24T00:00:00.000Z,1917 OAK PARK AVE N,44.9878578186,-93.3049316406,478.1000(c),Snow emergency parking restrictions - odd number address,Near - North,Near North,5,3,1
-93.21410369872666,44.900699615295082,4027,271118324632,2018-01-24T00:00:00.000Z,5633 41ST AVE S,44.9006996155,-93.2141036987,478.1000(c),Snow emergency parking restrictions - odd number address,Morris Park,Nokomis,12,3,6
-93.232971191067577,44.9660606382879,4028,271118317835,2018-01-24T00:00:00.000Z,717 27TH AVE S,44.9660606384,-93.2329711914,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.295326232819377,45.041637421030202,4029,271118318730,2018-01-24T00:00:00.000Z,4741 EMERSON AVE N,45.0416374207,-93.2953262329,478.1000(c),Snow emergency parking restrictions - odd number address,Lind - Bohanon,Camden,4,3,1
-93.233093261444822,44.966133117349557,4030,271118325969,2018-01-24T00:00:00.000Z,701 27TH AVE S,44.9661331177,-93.2330932617,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.296974182012832,44.952678680376835,4031,271118328789,2018-01-24T00:00:00.000Z,2733 GIRARD AVE S,44.9526786804,-93.2969741821,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,3,3
-93.212406999983045,44.900159000437554,4032,271118329718,2018-01-24T00:00:00.000Z,4227 57TH ST E,44.900159,-93.212407,478.1000(c),Snow emergency parking restrictions - odd number address,Morris Park,Nokomis,12,3,6
-93.232948303321507,44.966094970806296,4033,271118317836,2018-01-24T00:00:00.000Z,715 27TH AVE S,44.9660949707,-93.2329483032,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.246055602883757,45.024200439798506,4034,271118319586,2018-01-24T00:00:00.000Z,3107 TYLER ST NE,45.0242004395,-93.246055603,478.1000(c),Snow emergency parking restrictions - odd number address,Audubon Park,Northeast,1,3,2
-93.296905517875302,44.952701569022224,4035,271118328790,2018-01-24T00:00:00.000Z,2737 GIRARD AVE S,44.9527015686,-93.2969055176,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,3,3
-93.311241150158935,44.898223877030375,4036,271118324986,2018-01-24T00:00:00.000Z,5751 RUSSELL AVE S,44.898223877,-93.3112411499,478.1000(c),Snow emergency parking restrictions - odd number address,Armatage,Southwest,13,3,5
-93.296951294266762,44.952331542966363,4037,271118328791,2018-01-24T00:00:00.000Z,2745 GIRARD AVE S,44.952331543,-93.2969512939,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,3,3
-93.208404541136645,44.957035064716536,4038,271118324044,2018-01-24T00:00:00.000Z,31 RIVER TERRACE COURT,44.9570350647,-93.208404541,478.1000(c),Snow emergency parking restrictions - odd number address,Prospect Park - East River Road,University,2,3,4
-93.211437000217359,44.899950999838836,4039,271118329719,2018-01-24T00:00:00.000Z,4303 57TH ST E,44.899951,-93.211437,478.1000(c),Snow emergency parking restrictions - odd number address,Morris Park,Nokomis,12,3,6
-93.208183288128225,44.957252502800827,4040,271118331676,2018-01-24T00:00:00.000Z,29 RIVER TERRACE COURT,44.9572525024,-93.2081832886,478.1000(c),Snow emergency parking restrictions - odd number address,Prospect Park - East River Road,University,2,3,4
-93.233047485053362,44.966426849419634,4041,271118325970,2018-01-24T00:00:00.000Z,703 27TH AVE S,44.9664268494,-93.2330474854,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.307891845532197,44.996307372986905,4042,271118334278,2018-01-24T00:00:00.000Z,2129 17TH AVE N,44.996307373,-93.3078918457,478.1000(c),Snow emergency parking restrictions - odd number address,Willard - Hay,Near North,5,3,1
-93.232978820915832,44.966163634943825,4043,271118317837,2018-01-24T00:00:00.000Z,713 27TH AVE S,44.9661636353,-93.2329788208,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.233047485053362,44.966426849419634,4044,271118325971,2018-01-24T00:00:00.000Z,705 27TH AVE S,44.9664268494,-93.2330474854,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.296951294266762,44.950836181744421,4045,271118328792,2018-01-24T00:00:00.000Z,2839 GIRARD AVE S,44.9508361816,-93.2969512939,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,3,3
-93.232963562118641,44.966136932273685,4046,271118317838,2018-01-24T00:00:00.000Z,711 27TH AVE S,44.9661369324,-93.232963562,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.296966553063953,44.951786041192918,4047,271118328793,2018-01-24T00:00:00.000Z,2829 GIRARD AVE S,44.9517860413,-93.2969665527,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,3,3
-93.308555602758815,45.018657684204811,4048,271118314159,2018-01-24T00:00:00.000Z,2205 35TH AVE N,45.0186576843,-93.308555603,478.1000(c),Snow emergency parking restrictions - odd number address,Cleveland,Camden,4,3,1
-93.233024597307292,44.966209411335342,4049,271118325972,2018-01-24T00:00:00.000Z,707 27TH AVE S,44.9662094116,-93.2330245972,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.232955932270443,44.966209411335342,4050,271118317839,2018-01-24T00:00:00.000Z,709 27TH AVE S,44.9662094116,-93.2329559326,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.233024597307292,44.966209411335342,4051,271118325973,2018-01-24T00:00:00.000Z,709 27TH AVE S,44.9662094116,-93.2330245972,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.240959167331653,45.013706207675398,4052,271118327334,2018-01-24T00:00:00.000Z,2519 PIERCE ST NE,45.0137062073,-93.2409591675,478.1000(c),Snow emergency parking restrictions - odd number address,Audubon Park,Northeast,1,3,2
-93.317718505504615,44.996986389010715,4053,271118334279,2018-01-24T00:00:00.000Z,2907 17TH AVE N,44.9969863892,-93.3177185059,478.1000(c),Snow emergency parking restrictions - odd number address,Willard - Hay,Near North,5,3,1
-93.245613097766238,45.020107269035293,4054,271118319587,2018-01-24T00:00:00.000Z,2843 POLK ST NE,45.0201072693,-93.2456130981,478.1000(c),Snow emergency parking restrictions - odd number address,Audubon Park,Northeast,1,3,2
-93.232963562118641,44.966686248971257,4055,271118317840,2018-01-24T00:00:00.000Z,611 27TH AVE S,44.9666862488,-93.232963562,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.233467102424811,44.966960907320072,4056,271118325974,2018-01-24T00:00:00.000Z,601 27TH AVE S,44.966960907,-93.2334671021,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.22062683136312,44.97220993084369,4057,271118301201,2018-01-24T00:00:00.000Z,207 26TH AVE SE,44.9722099304,-93.2206268311,478.1000(c),Snow emergency parking restrictions - odd number address,Prospect Park - East River Road,University,2,3,4
-93.232955932270443,44.96674346923578,4058,271118317841,2018-01-24T00:00:00.000Z,609 27TH AVE S,44.9667434692,-93.2329559326,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.233024597307292,44.966865539613025,4059,271118325975,2018-01-24T00:00:00.000Z,603 27TH AVE S,44.9668655396,-93.2330245972,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.232963562118641,44.966800689500246,4060,271118317842,2018-01-24T00:00:00.000Z,607 27TH AVE S,44.9668006897,-93.232963562,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.297958373979725,45.04741287260606,4061,271118318732,2018-01-24T00:00:00.000Z,5051 GIRARD AVE N,45.0474128723,-93.297958374,478.1000(c),Snow emergency parking restrictions - odd number address,Lind - Bohanon,Camden,4,3,1
-93.246566772138806,44.923324584861746,4062,271118330541,2018-01-24T00:00:00.000Z,1869 44TH ST E,44.923324585,-93.2465667725,478.1000(c),Snow emergency parking restrictions - odd number address,Ericsson,Nokomis,12,3,6
-93.305908202801277,44.997261047359473,4063,271118334280,2018-01-24T00:00:00.000Z,2003 18TH AVE N,44.9972610474,-93.3059082031,478.1000(c),Snow emergency parking restrictions - odd number address,Willard - Hay,Near North,5,3,1
-93.221267699944349,44.971286774065447,4064,271118301202,2018-01-24T00:00:00.000Z,139 26TH AVE SE,44.9712867737,-93.2212677002,478.1000(c),Snow emergency parking restrictions - odd number address,Prospect Park - East River Road,University,2,3,4
-93.232963562118641,44.966835022018699,4065,271118317843,2018-01-24T00:00:00.000Z,605 27TH AVE S,44.966835022,-93.232963562,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.288017272579054,44.906513214313463,4066,271118319103,2018-01-24T00:00:00.000Z,619 53RD ST W,44.9065132141,-93.2880172729,478.1000(c),Snow emergency parking restrictions - odd number address,Tangletown,Southwest,11,3,5
-93.313735962144904,44.892196654851773,4067,271118324987,2018-01-24T00:00:00.000Z,6107 THOMAS AVE S,44.8921966553,-93.3137359619,478.1000(c),Snow emergency parking restrictions - odd number address,Armatage,Southwest,13,3,5
-93.314140319819842,45.020458221369893,4068,271118314160,2018-01-24T00:00:00.000Z,2615 36TH AVE N,45.0204582214,-93.3141403198,478.1000(c),Snow emergency parking restrictions - odd number address,Cleveland,Camden,4,3,1
-93.300514221154344,45.048820495969153,4069,271118318733,2018-01-24T00:00:00.000Z,5141 IRVING AVE N,45.0488204956,-93.3005142212,478.1000(c),Snow emergency parking restrictions - odd number address,Shingle Creek,Camden,4,3,1
-93.233337402199311,44.966854095739961,4070,271118325976,2018-01-24T00:00:00.000Z,609 27TH AVE S,44.9668540955,-93.2333374023,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,2,3,4
-93.295761108088641,44.950824737871415,4071,271118328795,2018-01-24T00:00:00.000Z,22831 FREMONT AVE S,44.9508247375,-93.2957611084,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,3,3
-93.267028808332782,44.967151641834846,4072,271118317351,2018-01-24T00:00:00.000Z,611 16TH ST E,44.9671516418,-93.2670288086,478.1000(c),Snow emergency parking restrictions - odd number address,Elliot Park,Central,6,3,3
-93.221595764532879,44.973110198976542,4073,271118301203,2018-01-24T00:00:00.000Z,219 25TH AVE SE,44.973110199,-93.2215957642,478.1000(c),Snow emergency parking restrictions - odd number address,Prospect Park - East River Road,University,2,3,4
-93.248077392157882,44.967887878123122,4074,271118313033,2018-01-24T00:00:00.000Z,1629 6TH ST S,44.9678878784,-93.2480773926,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,6,3,4
-93.295692443951111,44.951507567919975,4075,271118328797,2018-01-24T00:00:00.000Z,2809 FREMONT AVE S,44.9515075684,-93.2956924438,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,3,3
-93.248039245614677,44.967899322895505,4076,271118313034,2018-01-24T00:00:00.000Z,1631 6TH ST S,44.9678993225,-93.2480392456,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,6,3,4
-93.313591003122269,44.922657012710999,4077,271118324633,2018-01-24T00:00:00.000Z,4419 THOMAS AVE S,44.9226570129,-93.3135910034,478.1000(c),Snow emergency parking restrictions - odd number address,Linden Hills,Southwest,13,3,5
-93.29567718515392,44.951576232956825,4078,271118328798,2018-01-24T00:00:00.000Z,2807 FREMONT AVE S,44.9515762329,-93.2956771851,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,3,3
-93.304344177441806,45.050392151176879,4079,271118318734,2018-01-24T00:00:00.000Z,5237 JAMES AVE N,45.0503921509,-93.3043441772,478.1000(c),Snow emergency parking restrictions - odd number address,Shingle Creek,Camden,4,3,1
-93.243743896463627,45.016101837030192,4080,271118319588,2018-01-24T00:00:00.000Z,2631 TAYLOR ST NE,45.0161018372,-93.2437438965,478.1000(c),Snow emergency parking restrictions - odd number address,Audubon Park,Northeast,1,3,2
-93.313827514927823,44.922576904700463,4081,271118324634,2018-01-24T00:00:00.000Z,4417 THOMAS AVE S,44.9225769043,-93.3138275146,478.1000(c),Snow emergency parking restrictions - odd number address,Linden Hills,Southwest,13,3,5
-93.313201904244465,44.923252105800088,4082,271118324635,2018-01-24T00:00:00.000Z,4401 THOMAS AVE S,44.9232521057,-93.3132019043,478.1000(c),Snow emergency parking restrictions - odd number address,Linden Hills,Southwest,13,3,5
-93.236396789680043,44.962215423203247,4083,271118325977,2018-01-24T00:00:00.000Z,2007 25TH AVE S,44.9622154236,-93.2363967896,478.1000(c),Snow emergency parking restrictions - odd number address,Seward,Longfellow,6,3,4
-93.231584000301325,44.949034999765502,4084,271118328389,2018-01-24T00:00:00.000Z,2925 28TH AVE S,44.949035,-93.231584,478.1000(c),Snow emergency parking restrictions - odd number address,Longfellow,Longfellow,2,3,4
-93.293167114370817,44.95482254002826,4085,271118328799,2018-01-24T00:00:00.000Z,2615 DUPONT AVE S,44.9548225403,-93.2931671143,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,3,3
-93.289634704178241,45.000389098977791,4086,271118331677,2018-01-24T00:00:00.000Z,717 21ST AVE N,45.0003890991,-93.2896347046,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,3,1
-93.224357605019406,44.969799041792385,4087,271118301204,2018-01-24T00:00:00.000Z,607 ERIE ST SE,44.9697990417,-93.224357605,478.1000(c),Snow emergency parking restrictions - odd number address,Prospect Park - East River Road,University,2,3,4
-93.246459960558695,44.967727661202673,4088,271118313035,2018-01-24T00:00:00.000Z,1815 6TH ST S,44.9677276611,-93.2464599609,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,6,3,4
-93.243774414057953,45.015998840374209,4089,271118319589,2018-01-24T00:00:00.000Z,2629 TAYLOR ST NE,45.0159988403,-93.2437744141,478.1000(c),Snow emergency parking restrictions - odd number address,Audubon Park,Northeast,1,3,2
-93.219001769915735,44.911766051861832,4090,271118331536,2018-01-24T00:00:00.000Z,5025 37TH AVE S,44.9117660522,-93.21900177,478.1000(c),Snow emergency parking restrictions - odd number address,Minnehaha,Nokomis,12,3,6
-93.286476134965596,45.020282745652253,4091,271118314161,2018-01-24T00:00:00.000Z,431 36TH AVE N,45.0202827454,-93.2864761353,478.1000(c),Snow emergency parking restrictions - odd number address,McKinley,Camden,4,3,1
-93.259620666360604,44.96839904827749,4092,271118317352,2018-01-24T00:00:00.000Z,1415 10TH AVE S,44.9683990479,-93.2596206665,478.1000(c),Snow emergency parking restrictions - odd number address,Elliot Park,Central,6,3,3
-93.236145019976675,44.962203979330241,4093,271118317844,2018-01-24T00:00:00.000Z,2015 25TH AVE S,44.9622039795,-93.2361450195,478.1000(c),Snow emergency parking restrictions - odd number address,Seward,Longfellow,6,3,4
-93.304298401050346,45.048114776375883,4094,271118318735,2018-01-24T00:00:00.000Z,5117 JAMES AVE N,45.0481147766,-93.3042984009,478.1000(c),Snow emergency parking restrictions - odd number address,Shingle Creek,Camden,4,3,1
-93.293113708131102,44.95597076383973,4095,271118328800,2018-01-24T00:00:00.000Z,2545 DUPONT AVE S,44.9559707642,-93.2931137085,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,3,3
-93.231584000301325,44.949046000272745,4096,271118328390,2018-01-24T00:00:00.000Z,2919 28TH AVE S,44.949046,-93.231584,478.1000(c),Snow emergency parking restrictions - odd number address,Longfellow,Longfellow,2,3,4
-93.224220275845028,44.969345092801859,4097,271118301205,2018-01-24T00:00:00.000Z,631 ERIE ST SE,44.9693450928,-93.2242202759,478.1000(c),Snow emergency parking restrictions - odd number address,Prospect Park - East River Road,University,2,3,4
-93.246849060335819,44.967735290151552,4098,271118313036,2018-01-24T00:00:00.000Z,1811 6TH ST S,44.9677352905,-93.2468490601,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar Riverside,University,6,3,4
-93.260437011558793,44.968383789480356,4099,271118325338,2018-01-24T00:00:00.000Z,1405 10TH AVE S,44.9683837891,-93.2604370117,478.1000(c),Snow emergency parking restrictions - odd number address,Elliot Park,Central,6,3,3
-93.304300000044918,45.044433999629405,4100,271118304597,2018-01-24T00:00:00.000Z,4911 LOGAN AVE N,45.044434,-93.3043,478.1000(C),Snow emergency parking restrictions - odd number address,Shingle Creek,Camden,4,3,1
-93.311714171971403,45.011466980316925,4101,271118321282,2018-01-24T00:00:00.000Z,2215 30TH AVE N,45.01146698,-93.3117141724,478.1000(c),Snow emergency parking restrictions - odd number address,Jordan,Near North,4,3,1
-93.301918029593367,45.002037048171303,4102,271118324045,2018-01-24T00:00:00.000Z,1623 HILLSIDE AVE N,45.0020370483,-93.3019180298,478.1000(c),Snow emergency parking restrictions - odd number address,Jordan,Near North,5,3,1
-93.301536559664441,45.002162933472675,4103,271118332163,2018-01-24T00:00:00.000Z,1615 HILLSIDE AVE N,45.0021629333,-93.3015365601,478.1000(c),Snow emergency parking restrictions - odd number address,Jordan,Near North,5,3,1
-93.312774657924081,45.011474609265861,4104,271118321055,2018-01-24T00:00:00.000Z,2417 30TH AVE N,45.0114746094,-93.3127746582,478.1000(c),Snow emergency parking restrictions - odd number address,Jordan,Near North,4,3,1
-93.231116000303132,44.949312999995016,4105,271118328391,2018-01-24T00:00:00.000Z,2921 28TH AVE S,44.949313,-93.231116,478.1000(c),Snow emergency parking restrictions - odd number address,Longfellow,Longfellow,2,3,4
-93.224205017047836,44.96877288835816,4106,271118301206,2018-01-24T00:00:00.000Z,649 ERIE ST SE,44.9687728882,-93.2242050171,478.1000(c),Snow emergency parking restrictions - odd number address,Prospect Park - East River Road,University,2,3,4
-93.25971221914358,44.967403411538271,4107,271118317353,2018-01-24T00:00:00.000Z,1515 10TH AVE S,44.9674034119,-93.2597122192,478.1000(c),Snow emergency parking restrictions - odd number address,Elliot Park,Central,6,3,3
-93.309677123900087,44.971549987641879,4108,271118315403,2018-01-24T00:00:00.000Z,609 QUEEN AVE S,44.9715499878,-93.309677124,478.1000(c),Snow emergency parking restrictions - odd number address,Bryn - Mawr,Calhoun Isle,7,3,3
-93.30045318596575,45.002174377345682,4109,271118324046,2018-01-24T00:00:00.000Z,1525 22ND AVE N,45.0021743774,-93.300453186,478.1000(c),Snow emergency parking restrictions - odd number address,Jordan,Near North,5,3,1
-93.316284179471268,44.895618438540168,4110,271118324988,2018-01-24T00:00:00.000Z,5913 VINCENT AVE S,44.8956184387,-93.3162841797,478.1000(c),Snow emergency parking restrictions - odd number address,Armatage,Southwest,13,3,5
-93.25966644275212,44.96749496432119,4111,271118325339,2018-01-24T00:00:00.000Z,1517 10TH AVE S,44.9674949646,-93.2596664429,478.1000(c),Snow emergency parking restrictions - odd number address,Elliot Park,Central,6,3,3
-93.272605896444929,44.923297882191548,4112,271118325805,2018-01-24T00:00:00.000Z,503 44TH ST E,44.9232978821,-93.272605896,478.1000(c),Snow emergency parking restrictions - odd number address,Regina,Nokomis,8,3,5
-93.300201416262325,45.002273559976857,4113,271118332164,2018-01-24T00:00:00.000Z,1545 22ND AVE N,45.0022735596,-93.300201416,478.1000(c),Snow emergency parking restrictions - odd number address,Jordan,Near North,5,3,1
-93.225242614355125,44.968105316207414,4114,271118301207,2018-01-24T00:00:00.000Z,901 DARTMOUTH AVE,44.9681053162,-93.2252426147,478.1000(c),Snow emergency parking restrictions - odd number address,Prospect Park - East River Road,University,2,3,4
-93.261100768785411,44.96694183359881,4115,271118317354,2018-01-24T00:00:00.000Z,1609 ELLIOT AVE,44.9669418335,-93.261100769,478.1000(c),Snow emergency parking restrictions - odd number address,Elliot Park,Central,6,3,3
-93.299552917832841,45.001579284256593,4116,271118324047,2018-01-24T00:00:00.000Z,1515 22ND AVE N,45.0015792847,-93.2995529175,478.1000(c),Snow emergency parking restrictions - odd number address,Jordan,Near North,5,3,1
-93.284996032540846,45.026336669601676,4117,271118326233,2018-01-24T00:00:00.000Z,3935 4TH ST N,45.0263366699,-93.2849960327,478.1000(c),Snow emergency parking restrictions - odd number address,Webber - Camden,Camden,4,3,1
-93.290542602159348,44.960758209423886,4118,271118328801,2018-01-24T00:00:00.000Z,2203 BRYANT AVE S,44.9607582092,-93.2905426025,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,3,3
-93.309867859314238,45.002361297835705,4119,271118334281,2018-01-24T00:00:00.000Z,2307 23RD AVE N,45.0023612976,-93.3098678589,478.1000(c),Snow emergency parking restrictions - odd number address,Willard - Hay,Near North,5,3,1
-93.261070251191086,44.967052460102991,4120,271118325340,2018-01-24T00:00:00.000Z,1605 ELLIOT AVE,44.9670524597,-93.2610702515,478.1000(c),Snow emergency parking restrictions - odd number address,Elliot Park,Central,6,3,3
-93.299919128065255,45.001846313656529,4121,271118332165,2018-01-24T00:00:00.000Z,1523 22ND AVE N,45.0018463135,-93.2999191284,478.1000(c),Snow emergency parking restrictions - odd number address,Jordan,Near North,5,3,1
-93.290550232007547,44.960472107202065,4122,271118328802,2018-01-24T00:00:00.000Z,2209 BRYANT AVE S,44.9604721069,-93.2905502319,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,3,3
-93.225524902552195,44.968280791925054,4123,271118301208,2018-01-24T00:00:00.000Z,651 ONTARIO ST SE,44.9682807922,-93.2255249023,478.1000(c),Snow emergency parking restrictions - odd number address,Prospect Park - East River Road,University,2,3,4
-93.269654999578506,44.921478999756062,4124,271118327563,2018-01-24T00:00:00.000Z,421 45TH ST E,44.921479,-93.269655,478.1000(C),Snow emergency parking restrictions - odd number address,Regina,Nokomis,8,3,5
