X,Y,OBJECTID,Citation_N,Date,Address,Ordinance,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.290167,44.988622,95,271119335745,2019-02-12T00:00:00.000Z,1049 7TH ST N,478.1000(a),44.988622,-93.290167,5,Near North,Sumner - Glenwood,1,1,Westminster
-93.225408,44.970056,96,271119344129,2019-02-12T00:00:00.000Z,904 FULTON ST SE,478.1000(a),44.970056,-93.225408,2,University,Prospect Park - East River Road,4,1,Westminster
-93.227109,44.969968,97,271119341127,2019-02-12T00:00:00.000Z,609 OAK ST SE,478.1000(a),44.969968,-93.227109,2,University,University of Minnesota,4,1,Westminster
-93.225299,44.970128,98,271119344130,2019-02-12T00:00:00.000Z,906 FULTON ST SE,478.1000(a),44.970128,-93.225299,2,University,Prospect Park - East River Road,4,1,Westminster
-93.22497,44.970125,99,271119310033,2019-02-12T00:00:00.000Z,914 FULTON ST SE,478.1000(a),44.970125,-93.22497,2,University,Prospect Park - East River Road,4,1,Westminster
-93.224854,44.970236,100,271119310034,2019-02-12T00:00:00.000Z,908 FULTON ST SE,478.1000(a),44.970236,-93.224854,2,University,Prospect Park - East River Road,4,1,Westminster
-93.266906,45.000932,101,271119343533,2019-02-12T00:00:00.000Z,158 13TH AVE NE,478.1000(a),45.000932,-93.266906,3,Northeast,Sheridan,2,1,Westminster
-93.266749,45.000858,102,271119343534,2019-02-12T00:00:00.000Z,168 13TH AVE NE,478.1000(a),45.000858,-93.266749,3,Northeast,Sheridan,2,1,Westminster
-93.228136,44.978724,103,271119341128,2019-02-12T00:00:00.000Z,1768 5TH ST SE,478.1000(a),44.978724,-93.228136,2,University,University of Minnesota,4,1,Westminster
-93.266443,45.000966,104,271119343535,2019-02-12T00:00:00.000Z,171 13TH AVE NE,478.1000(a),45.000966,-93.266443,3,Northeast,Sheridan,2,1,Westminster
-93.229097,44.979085,105,271119340695,2019-02-12T00:00:00.000Z,1740 5TH ST SE,478.1000(a),44.979085,-93.229097,2,University,University of Minnesota,4,1,Westminster
-93.229468,44.979258,106,271119340696,2019-02-12T00:00:00.000Z,1734 5TH ST SE,478.1000(a),44.979258,-93.229468,2,University,University of Minnesota,4,1,Westminster
-93.267123,45.000839,107,271119343536,2019-02-12T00:00:00.000Z,143 13TH AVE NE,478.1000(a),45.000839,-93.267123,3,Northeast,Sheridan,2,1,Westminster
-93.233345,44.979056,108,271119340697,2019-02-12T00:00:00.000Z,317 16TH AVE SE,478.1000(a),44.979056,-93.233345,2,University,University of Minnesota,4,1,Westminster
-93.268903,45.000465,109,271119343537,2019-02-12T00:00:00.000Z,120 13TH AVE NE,478.1000(a),45.000465,-93.268903,3,Northeast,Sheridan,2,1,Westminster
-93.229804,44.923317,110,271119340653,2019-02-12T00:00:00.000Z,2925 44TH ST E,478.1000(a),44.923317,-93.229804,12,Nokomis,Ericsson,6,1,Westminster
-93.233645,44.978594,111,271119341129,2019-02-12T00:00:00.000Z,304 16TH AVE SE,478.1000(a),44.978594,-93.233645,2,University,University of Minnesota,4,1,Westminster
-93.23216,44.978165,112,271119341130,2019-02-12T00:00:00.000Z,317 17TH AVE SE,478.1000(a),44.978165,-93.23216,2,University,University of Minnesota,4,1,Westminster
-93.230878,44.977449,113,271119340698,2019-02-12T00:00:00.000Z,306 18TH AVE SE,478.1000(a),44.977449,-93.230878,2,University,University of Minnesota,4,1,Westminster
-93.230725,44.97768,114,271119340700,2019-02-12T00:00:00.000Z,312 18TH AVE SE,478.1000(a),44.97768,-93.230725,2,University,University of Minnesota,4,1,Westminster
-93.230787,44.977572,115,271119340699,2019-02-12T00:00:00.000Z,310 18TH AVE SE,478.1000(a),44.977572,-93.230787,2,University,University of Minnesota,4,1,Westminster
-93.230688,44.977756,116,271119341131,2019-02-12T00:00:00.000Z,315 18TH AVE SE,478.1000(a),44.977756,-93.230688,2,University,University of Minnesota,4,1,Westminster
-93.230637,44.977804,117,271119340701,2019-02-12T00:00:00.000Z,320 18TH AVE SE,478.1000(a),44.977804,-93.230637,2,University,University of Minnesota,4,1,Westminster
-93.230545,44.97792,118,271119340702,2019-02-12T00:00:00.000Z,324 18TH AVE SE,478.1000(a),44.97792,-93.230545,2,University,University of Minnesota,4,1,Westminster
-93.236473,44.982001,119,271119344136,2019-02-12T00:00:00.000Z,1306 5TH ST SE,478.1000(a),44.982001,-93.236473,3,University,Marcy Holmes,4,1,Westminster
-93.235757,44.981816,120,271119310040,2019-02-12T00:00:00.000Z,1316 5TH ST SE,478.1000(a),44.981816,-93.235757,3,University,Marcy Holmes,4,1,Westminster
-93.235296,44.981684,121,271119310041,2019-02-12T00:00:00.000Z,1328 5TH ST SE,478.1000(a),44.981684,-93.235296,3,University,Marcy Holmes,4,1,Westminster
-93.234231,44.981249,122,271119344137,2019-02-12T00:00:00.000Z,1416 5TH ST SE,478.1000(a),44.981249,-93.234231,3,University,Marcy Holmes,4,1,Westminster
-93.228433,44.972605,123,271119341132,2019-02-12T00:00:00.000Z,708 DELAWARE ST SE,478.1000(a),44.972605,-93.228433,2,University,University of Minnesota,4,1,Westminster
-93.234738,44.982641,124,271119310042,2019-02-12T00:00:00.000Z,1320 6TH ST SE,478.1000(a),44.982641,-93.234738,3,University,Marcy Holmes,4,1,Westminster
-93.234923,44.982704,125,271119344138,2019-02-12T00:00:00.000Z,1315 6TH ST SE,478.1000(a),44.982704,-93.234923,3,University,Marcy Holmes,4,1,Westminster
-93.229373,44.972562,126,271119341133,2019-02-12T00:00:00.000Z,622 DELAWARE ST SE,478.1000(a),44.972562,-93.229373,2,University,University of Minnesota,4,1,Westminster
-93.235286,44.982883,127,271119344139,2019-02-12T00:00:00.000Z,1301 6TH ST SE,478.1000(a),44.982883,-93.235286,3,University,Marcy Holmes,4,1,Westminster
-93.229407,44.972559,128,271119341134,2019-02-12T00:00:00.000Z,620 DELAWARE ST SE,478.1000(a),44.972559,-93.229407,2,University,University of Minnesota,4,1,Westminster
-93.23486,44.982734,129,271119310043,2019-02-12T00:00:00.000Z,1318 6TH ST SE,478.1000(a),44.982734,-93.23486,3,University,Marcy Holmes,4,1,Westminster
-93.229854,44.972476,130,271119340703,2019-02-12T00:00:00.000Z,606 DELAWARE ST SE,478.1000(a),44.972476,-93.229854,2,University,University of Minnesota,4,1,Westminster
-93.229669,44.972548,131,271119341135,2019-02-12T00:00:00.000Z,612 DELAWARE ST SE,478.1000(a),44.972548,-93.229669,2,University,University of Minnesota,4,1,Westminster
-93.229811,44.972514,132,271119340704,2019-02-12T00:00:00.000Z,610 DELAWARE ST SE,478.1000(a),44.972514,-93.229811,2,University,University of Minnesota,4,1,Westminster
-93.22867,44.973487,133,271119341136,2019-02-12T00:00:00.000Z,305 WALNUT ST SE,478.1000(a),44.973487,-93.22867,2,University,University of Minnesota,4,1,Westminster
-93.2288,44.972994,134,271119340705,2019-02-12T00:00:00.000Z,316 WALNUT ST SE,478.1000(a),44.972994,-93.2288,2,University,University of Minnesota,4,1,Westminster
-93.228732,44.972902,135,271119340706,2019-02-12T00:00:00.000Z,320 WALNUT ST SE,478.1000(a),44.972902,-93.228732,2,University,University of Minnesota,4,1,Westminster
-93.272443,44.945032,136,271119339101,2019-02-13T00:00:00.000Z,306 32ND ST E,478.1000(b),44.945032,-93.272443,9,Powderhorn,Central,5,2,Westminster
-93.29056,44.965638,137,271119342705,2019-02-13T00:00:00.000Z,1786 BRYANT AVE S,478.1000(b),44.965638,-93.29056,7,Calhoun Isle,Lowry Hill,3,2,Westminster
-93.28183,44.91771,138,271119337775,2019-02-13T00:00:00.000Z,4102 PILLSBURY AVE,478.1000(b),44.91771,-93.28183,11,Southwest,Tangletown,5,2,Westminster
-93.271693,44.962324,139,271119336699,2019-02-13T00:00:00.000Z,2002 CLINTON AVE S,478.1000(b),44.962324,-93.271693,10,Powderhorn,Whittier,3,2,Westminster
-93.220328,44.986163,140,271119336845,2019-02-13T00:00:00.000Z,2300 FAIRMOUNT ST SE,478.1000(b),44.986163,-93.220328,2,University,Como,4,2,Westminster
-93.249789,44.99081,141,271119342108,2019-02-13T00:00:00.000Z,724 2ND AVE SE,478.1000(b),44.99081,-93.249789,3,University,Marcy Holmes,2,2,Westminster
-93.28334,45.012844,142,271119339535,2019-02-13T00:00:00.000Z,3122 3RD ST N,478.1000(b),45.012844,-93.28334,5,Near North,Hawthorne,1,2,Westminster
-93.235739,44.993251,143,271119340410,2019-02-13T00:00:00.000Z,1200 WINTER ST NE,478.1000(b),44.993251,-93.235739,1,University,Como,2,2,Westminster
-93.289658,44.983029,144,271119329113,2019-02-13T00:00:00.000Z,700 5TH AVE N,478.1000(b),44.983029,-93.289658,5,Near North,Sumner - Glenwood,3,2,Westminster
-93.290527,44.965109,145,271119342706,2019-02-13T00:00:00.000Z,1804 BRYANT AVE S,478.1000(b),44.965109,-93.290527,7,Calhoun Isle,Lowry Hill,3,2,Westminster
-93.277147,44.944885,146,271119344140,2019-02-13T00:00:00.000Z,6 32ND ST E,478.1000(b),44.944885,-93.277147,8,Powderhorn,Lyndale,5,2,Westminster
-93.235669,44.993281,147,271119340411,2019-02-13T00:00:00.000Z,1202 WINTER ST NE,478.1000(b),44.993281,-93.235669,1,University,Como,2,2,Westminster
-93.276994,44.945028,148,271119344141,2019-02-13T00:00:00.000Z,10 32ND ST E,478.1000(b),44.945028,-93.276994,8,Powderhorn,Lyndale,5,2,Westminster
-93.290531,44.965009,149,271119342707,2019-02-13T00:00:00.000Z,1812 BRYANT AVE S,478.1000(b),44.965009,-93.290531,7,Calhoun Isle,Lowry Hill,3,2,Westminster
-93.318259,45.000799,150,271119336156,2019-02-13T00:00:00.000Z,2106 XERXES AVE N,478.1000(b),45.000799,-93.318259,5,Near North,Willard - Hay,1,2,Westminster
-93.272924,44.955052,151,271119337909,2019-02-13T00:00:00.000Z,2612 3RD AVE S,478.1000(b),44.955052,-93.272924,10,Powderhorn,Whittier,3,2,Westminster
-93.280661,44.964218,152,271119343538,2019-02-13T00:00:00.000Z,1900 PILLSBURY AVE,478.1000(b),44.964218,-93.280661,7,Central,Steven's Square - Loring Heights,3,2,Westminster
-93.271866,44.945003,153,271119339102,2019-02-13T00:00:00.000Z,328 32ND ST E,478.1000(b),44.945003,-93.271866,9,Powderhorn,Central,5,2,Westminster
-93.272785,44.954889,154,271119337910,2019-02-13T00:00:00.000Z,2614 3RD AVE S,478.1000(b),44.954889,-93.272785,10,Powderhorn,Whittier,3,2,Westminster
-93.225677,44.985991,155,271119336846,2019-02-13T00:00:00.000Z,1827 FAIRMOUNT ST SE,478.1000(b),44.985991,-93.225677,2,University,Como,4,2,Westminster
-93.296867,45.006391,156,271119340985,2019-02-13T00:00:00.000Z,2612 GIRARD AVE N,478.1000(b),45.006391,-93.296867,5,Near North,Jordan,1,2,Westminster
-93.289052,44.982948,157,271119329114,2019-02-13T00:00:00.000Z,706 5TH AVE N,478.1000(b),44.982948,-93.289052,5,Near North,Sumner - Glenwood,3,2,Westminster
-93.269029,44.960956,158,271119341137,2019-02-13T00:00:00.000Z,2200 5TH AVE S,478.1000(b),44.960956,-93.269029,6,Phillips,Ventura Village,3,2,Westminster
-93.270149,45.013047,159,271119340654,2019-02-13T00:00:00.000Z,2432 GRAND ST NE,478.1000(b),45.013047,-93.270149,3,Northeast,Bottineau,2,2,Westminster
