id,latitude,longitude,elevation,state,name,gsn_flag,wmo_id,element,first_year,last_year
US1MNML0001,46.1088,-93.7389,383.7,MN,ONAMIA 4.3 NW,,,SNWD,2011,2019
US1MNMR0004,45.9689,-94.3772,336.5,MN,LITTLE FALLS 1.2 SW,,,SNWD,2011,2019
US1MNMS0005,48.2647,-96.8703,252.4,MN,WARREN 6.6 NW,,,SNWD,2011,2019
US1MNNC0003,44.2885,-94.0764,296.3,MN,SAINT PETER 6.2 WSW,,,SNWD,2011,2019
US1MNOL0012,44.0954,-92.468,312.4,MN,ROCHESTER 5.5 N,,,SNWD,2013,2019
US1MNOL0018,44.0397,-92.4375,371.6,MN,ROCHESTER 2.6 NE,,,SNWD,2013,2019
US1MNOL0991,44.0415,-92.0882,317,MN,ELBA 4.7 SW,,,SNWD,2011,2019
US1MNOT0003,46.2583,-95.7147,420,MN,BATTLE LAKE 2S,,,SNWD,2009,2019
US1MNOT0004,46.5707,-96.116,405.7,MN,PELICAN RAPIDS 1.4 W,,,SNWD,2011,2019
US1MNOT0005,46.2853,-96.0663,366.7,MN,FERGUS FALLS 0.5 E,,,SNWD,2012,2019
US1MNOT0006,46.6597,-96.1122,419.7,MN,PELICAN RAPIDS 6.3 NNW,,,SNWD,2012,2019
US1MNOT0013,46.4264,-95.6683,406,MN,RICHVILLE 5.8 SSW,,,SNWD,2013,2019
US1MNOT0014,46.1641,-95.706,401.1,MN,BATTLE LAKE 8.3 S,,,SNWD,2013,2019
US1MNOT0015,46.6028,-95.7984,431.6,MN,DENT 5.1 NW,,,SNWD,2013,2019
US1MNOT0017,46.2125,-95.9948,369.7,MN,FERGUS FALLS 6.3 SE,,,SNWD,2015,2019
US1MNPK0002,47.5856,-96.1279,376.7,MN,ERSKINE 7.6 SW,,,SNWD,2010,2019
US1MNRC0001,44.464,-93.5198,332.2,MN,MONTGOMERY 3.2 ENE,,,SNWD,2009,2019
US1MNRC0011,44.52,-93.4847,347.2,MN,NEW PRAGUE 4.8 ESE,,,SNWD,2011,2019
US1MNRM0002,45.0263,-93.0079,299.3,MN,NORTH SAINT PAUL 1.0 NNW,,,SNWD,2009,2019
US1MNRM0005,44.998,-93.14,296.9,MN,ROSEVILLE 1.4 SSE,,,SNWD,2009,2019
US1MNRM0015,45.035,-93.1862,280.4,MN,ROSEVILLE 2.1 NW,,,SNWD,2010,2019
US1MNRM0054,44.9039,-93.1882,248.7,MN,SAINT PAUL 5.1 SW,,,SNWD,2015,2019
US1MNRM0056,45.033,-93.1752,282.5,MN,ROSEVILLE 1.6 NW,,,SNWD,2015,2019
US1MNRV0004,44.6759,-94.7723,333.1,MN,HECTOR 5.4 SSW,,,SNWD,2013,2019
US1MNRV0008,44.6654,-94.8544,327.4,MN,BIRD ISLAND 7.2 SSE,,,SNWD,2011,2019
US1MNSC0002,44.7125,-93.4636,292.6,MN,PRIOR LAKE 2.0 W,,,SNWD,2009,2019
US1MNSC0025,44.5849,-93.4314,296.9,MN,ELKO NEW MARKET 4.8 WNW,,,SNWD,2015,2019
US1MNSE0002,44.0917,-93.2138,353.3,MN,OWATONNA 0.8 E,,,SNWD,2009,2019
US1MNSE0003,43.8705,-93.3036,391.4,MN,ELLENDALE 0.3 SW,,,SNWD,2010,2019
US1MNSH0010,45.4141,-93.6919,296.6,MN,BIG LAKE 5.6 NNE,,,SNWD,2011,2019
US1MNSH0018,45.3893,-93.6842,290.5,MN,BIG LAKE 4.4 NE,,,SNWD,2015,2019
US1MNSH0985,45.5521,-93.6448,296,MN,PRINCETON 3.3 WSW,,,SNWD,2014,2019
US1MNSL0006,46.93,-92.1439,418.2,MN,HERMANTOWN 9.3 NNE,,,SNWD,2011,2019
US1MNSL0015,47.4856,-92.8869,473,MN,CHISHOLM 0.4 WSW,,,SNWD,2012,2019
US1MNSL0018,46.8032,-92.1124,367.9,MN,DULUTH 1.4 NNW,,,SNWD,2012,2019
US1MNSL0020,46.8131,-92.0556,197.5,MN,DULUTH 3.2 NE,,,SNWD,2011,2019
US1MNSL0074,46.8041,-92.1125,375.8,MN,DULUTH 1.5 NNW,,,SNWD,2013,2019
US1MNSL0080,47.9276,-91.8028,413.3,MN,WINTON 0.1 WSW,,,SNWD,2014,2019
US1MNSR0009,45.6018,-94.1991,317,MN,SARTELL 1.4 SSE,,,SNWD,2011,2019
US1MNTD0004,46.3406,-95.0945,419.7,MN,HEWITT 1.1 N,,,SNWD,2011,2019
US1MNWB0004,44.2389,-92.4551,337.1,MN,ZUMBRO FALLS 3.5 SSW,,,SNWD,2011,2019
US1MNWC0005,44.0945,-93.4929,348.4,MN,WASECA 0.9 NNE,,,SNWD,2015,2019
US1MNWG0016,44.9305,-92.9249,298.7,MN,WOODBURY 1.7 N,,,SNWD,2011,2019
US1MNWG0020,45.0707,-92.8085,263.7,MN,STILLWATER 1.4 NE,,,SNWD,2012,2019
US1MNWG0033,44.8382,-92.9359,278.3,MN,COTTAGE GROVE 1.6 NNW,,,SNWD,2013,2019
US1MNWG0040,44.9236,-92.7921,256.9,MN,AFTON 1.8 NE,,,SNWD,2014,2019
US1MNWR0008,45.2012,-93.6658,292.3,MN,SAINT MICHAEL 1.3 E,,,SNWD,2010,2019
US1MNWR0025,45.2082,-93.6528,863.5,MN,SAINT MICHAEL 2.0 ENE,,,SNWD,2014,2019
USC00210059,46.5258,-93.6675,370.3,MN,AITKIN 2E,,,SNWD,1940,2019
USC00210075,43.6064,-93.3019,374.9,MN,ALBERT LEA 3 SE,,HCN,SNWD,1898,2019
USC00210146,44.0633,-92.0397,263.7,MN,ALTURA 5W,,,SNWD,2003,2019
USC00210157,43.8836,-94.1664,313.9,MN,AMBOY,,,SNWD,1948,2019
USC00210190,45.2533,-93.2928,274,MN,ANDOVER 1N,,,SNWD,2007,2019
USC00210252,48.3311,-96.8253,258.2,MN,ARGYLE,,HCN,SNWD,1948,2019
USC00210287,45.3856,-96.1258,334.7,MN,ARTICHOKE LAKE 1 E,,,SNWD,1917,2019
USC00210355,43.6542,-92.9739,365.5,MN,AUSTIN WASTE WTP FACILITY,,,SNWD,1937,2019
USC00210387,47.7122,-91.9533,451.4,MN,BABBITT,,,SNWD,1999,2019
USC00210643,47.5353,-94.8267,414.5,MN,BEMIDJI,,72755,SNWD,1896,2019
USC00210667,45.3167,-95.6167,313.9,MN,BENSON,,,SNWD,1952,2019
USC00210746,48.1969,-93.7994,371.9,MN,BIG FALLS,,,SNWD,1930,2019
USC00210784,44.665,-94.8547,326.1,MN,BIRD IS 7SSE,,,SNWD,2011,2019
USC00210809,47.6714,-94.5175,408.4,MN,BLACKDUCK,,,SNWD,1989,2019
USC00210855,43.6236,-94.0947,335.3,MN,BLUE EARTH 1S,,,SNWD,2009,2019
USC00210939,46.3433,-94.2086,359.7,MN,BRAINERD,,,SNWD,1908,2019
USC00210974,46.3047,-96.5217,296,MN,BRECKENRIDGE 3E,,,SNWD,2012,2019
USC00210981,43.5439,-93.8422,356.6,MN,BRICELYN,,,SNWD,1940,2019
USC00210989,47.2472,-91.8625,452.9,MN,BRIMSON 2S,,,SNWD,1948,2019
USC00211063,45.5958,-96.8283,298.1,MN,BROWNS VALLEY,,,SNWD,1973,2019
USC00211065,44.7336,-94.3417,317,MN,BROWNTON WWTP,,,SNWD,2003,2019
USC00211074,46.3003,-92.5336,381.9,MN,BRUNO 7ENE,,,SNWD,1990,2019
USC00211198,43.6308,-91.5028,355.4,MN,CALEDONIA,,,SNWD,1896,2019
USC00211227,45.5506,-93.1264,292.6,MN,CAMBRIDGE 5ESE,,,SNWD,1932,2019
USC00211250,48.61,-95.1817,392.9,MN,CAMP NORRIS DNR,,,SNWD,2001,2019
USC00211263,44.7183,-96.2697,368.8,MN,CANBY,,,SNWD,1916,2019
USC00211310,45.9653,-95.3386,426.7,MN,CARLOS 2 WSW,,,SNWD,2003,2019
USC00211374,47.3847,-94.6147,395,MN,CASS LAKE,,,SNWD,1907,2019
USC00211422,47.8664,-93.0267,391.7,MN,CELINA 2E,,,SNWD,2014,2019
USC00211448,44.8497,-93.5644,288.3,MN,CHANHASSEN WSFO,,,SNWD,1996,2019
USC00211630,46.7053,-92.5239,385.6,MN,CLOQUET,,HCN,SNWD,1911,2019
USC00211691,45.5794,-94.3919,368.8,MN,COLLEGEVILLE ST JOHN'S,,,SNWD,1896,2019
USC00211771,47.8947,-92.5336,413,MN,COOK 8NE,,,SNWD,1999,2019
USC00211840,47.1686,-92.4628,403.3,MN,COTTON,,,SNWD,1962,2019
USC00211891,47.8014,-96.6031,270.7,MN,CROOKSTON NW EXP STN,,,SNWD,1948,2019
USC00212023,45.0419,-94.2781,324.6,MN,DASSEL 3SE,,,SNWD,2003,2019
USC00212038,44.9317,-96.045,321.6,MN,DAWSON,,,SNWD,1941,2019
USC00212088,45.0417,-93.7908,277.4,MN,DELANO,,,SNWD,1977,2019
USC00212146,46.8575,-95.6067,470,MN,DETROIT LAKES 12E,,,SNWD,2009,2019
USC00212250,46.8367,-92.2108,436.8,MN,DULUTH NWS,,,SNWD,2011,2019
USC00212486,44.0969,-92.2703,338.3,MN,ELGIN 2SSW,,,SNWD,1940,2019
USC00212500,45.3047,-93.5842,268.2,MN,ELK RVR,,,SNWD,1940,2019
USC00212555,47.9722,-91.4492,440.1,MN,ELY 25E,,,SNWD,1998,2019
USC00212561,47.9056,-91.8283,449.6,MN,ELY,,,SNWD,2011,2019
USC00212576,47.6431,-92.2264,434.3,MN,EMBARRASS,,,SNWD,1994,2019
USC00212645,47.4581,-92.5303,440.4,MN,EVELETH WWTP,,HCN,SNWD,1986,2019
USC00212721,44.3092,-93.2661,295.7,MN,FARIBAULT,,,SNWD,1900,2019
USC00212842,46.9728,-92.87,384,MN,FLOODWOOD 3 NE,,,SNWD,1986,2019
USC00212881,45.3397,-92.9125,280.4,MN,FOREST LAKE 5NE,,,SNWD,1958,2019
USC00212916,47.5639,-95.7247,396.2,MN,FOSSTON 1 E,,HCN,SNWD,1909,2019
USC00213076,44.5564,-94.2208,310.9,MN,GAYLORD,,,SNWD,1956,2019
USC00213104,47.0792,-96.7758,269.7,MN,GEORGETOWN 1 E,,,SNWD,1962,2019
USC00213282,47.7517,-90.3283,186.5,MN,GRAND MARAIS,,,SNWD,1914,2019
USC00213290,43.7047,-92.5644,411.5,MN,GRAND MEADOW,,HCN,SNWD,1896,2019
USC00213296,47.9711,-89.6908,222.5,MN,GRAND PORTAGE,,,SNWD,1958,2019
USC00213303,47.2436,-93.4975,399.3,MN,GRAND RPDS FOREST LAB,,HCN,SNWD,1948,2019
USC00213311,44.8136,-95.5517,283.5,MN,GRANITE FALLS,,,SNWD,1896,2019
USC00213411,46.4119,-94.3608,370.3,MN,GULL LAKE DAM,,,SNWD,1911,2019
USC00213417,48.1603,-90.8842,443.5,MN,GUNFLINT LAKE 10 NW,,,SNWD,1961,2019
USC00213455,48.7714,-96.9406,248.4,MN,HALLOCK,,,SNWD,1924,2019
USC00213463,47.3522,-96.8333,260,MN,HALSTAD,,,SNWD,1956,2019
USC00213520,43.5458,-92.012200000000007,411.5,MN,HARMONY,,,SNWD,1942,2019
USC00213567,44.7597,-92.8689,207.3,MN,HASTINGS DAM 2,,,SNWD,1933,2019
USC00214008,48.6236,-93.8992,333.8,MN,INDUS 3 W,,,SNWD,1943,2019
USC00214077,47.5933,-91.6514,530.4,MN,ISABELLA 14W,,,SNWD,2009,2019
USC00214093,47.0239,-92.07,429.8,MN,ISLAND LAKE 4E,,,SNWD,2009,2019
USC00214103,46.3197,-93.5014,391.7,MN,ISLE 12N,,,SNWD,1959,2019
USC00214106,47.2256,-95.1919,454.2,MN,ITASCA UNIV OF MINN,,HCN,SNWD,1939,2019
USC00214176,44.65,-93.6356,274.3,MN,JORDAN 1SSW,,,SNWD,1942,2019
USC00214191,48.4089,-93.0483,365.8,MN,KABETOGAMA,,,SNWD,1997,2019
USC00214233,47.9422,-94.4553,413.6,MN,KELLIHER,,,SNWD,1909,2019
USC00214373,45.3533,-94.3056,353.6,MN,KIMBALL 3N,,,SNWD,2008,2019
USC00214418,43.8658,-91.31,197.2,MN,LA CRESCENT DAM 7,,,SNWD,1939,2019
USC00214438,44.4364,-92.2792,213.4,MN,LAKE CITY,,,SNWD,1900,2019
USC00214453,43.7022,-95.1519,466.3,MN,LAKEFIELD 2NE,,,SNWD,1948,2019
USC00214534,43.9983,-95.9494,503.8,MN,LAKE WILSON,,,SNWD,1973,2019
USC00214546,44.2394,-95.3153,347.5,MN,LAMBERTON SW RSCH & OUTREACH C,,,SNWD,1961,2019
USC00214652,47.2467,-94.2228,396.8,MN,LEECH LAKE,,HCN,SNWD,1900,2019
USC00214692,44.8592,-94.0503,300.2,MN,LESTER PRAIRIE 2S,,,SNWD,2006,2019
USC00214778,45.1278,-94.5347,341.4,MN,LITCHFIELD,,,SNWD,1908,2019
USC00214861,45.9647,-94.8892,408.4,MN,LONG PRAIRIE,,,SNWD,1902,2019
USC00214884,44.9783,-93.2469,229.8,MN,LOWER ST ANTHONY FALLS,,,SNWD,1991,2019
USC00214990,43.5244,-91.7614,338.9,MN,MABEL,,,SNWD,2013,2019
USC00214994,45.0025,-96.1661,329.2,MN,MADISON WWTP,,,SNWD,1940,2019
USC00215012,47.3169,-95.9692,369.4,MN,MAHNOMEN,,,SNWD,1928,2019
USC00215089,44.1672,-93.9103,307.8,MN,MANKATO 4E,,,SNWD,2012,2019
USC00215204,44.4717,-95.7903,350.2,MN,MARSHALL,,,SNWD,1935,2019
USC00215325,45.6772,-94.8019,364.2,MN,MELROSE,,,SNWD,1954,2019
USC00215392,45.7533,-93.6617,324.3,MN,MILACA,,,SNWD,1897,2019
USC00215400,45.1219,-95.9269,310.9,MN,MILAN 1NW,,HCN,SNWD,1898,2019
USC00215482,44.5631,-95.9969,369.1,MN,MINNEOTA,,,SNWD,1948,2019
USC00215488,44.16,-91.8122,204.2,MN,MINNESOTA CITY DAM 5,,,SNWD,1939,2019
USC00215563,44.9342,-95.7458,301.8,MN,MONTEVIDEO 1SW,,HCN,SNWD,1898,2019
USC00215598,46.4378,-92.7578,338.3,MN,MOOSE LAKE 1 SSE,,,SNWD,1913,2019
USC00215615,45.8775,-93.3147,310.3,MN,MORA,,HCN,SNWD,1905,2019
USC00215638,45.59,-95.8744,347.5,MN,MORRIS W CNTRL RSCH & OUTREACH,,HCN,SNWD,1948,2019
USC00215838,45.01,-93.3792,277.4,MN,NEW HOPE,,,SNWD,1990,2019
USC00215888,44.2944,-94.4083,281.9,MN,NEW ULM 3SE,,,SNWD,2011,2019
USC00215902,46.5233,-95.3847,428.5,MN,NEW YORK MILLS,,,SNWD,1993,2019
USC00215989,47.8358,-94.2556,431.3,MN,NORTHOME 3S,,,SNWD,2008,2019
USC00216166,46.0678,-93.6667,384,MN,ONAMIA RS,,,SNWD,1935,2019
USC00216211,48.0508,-92.7636,400.8,MN,ORR 3E,,,SNWD,2007,2019
USC00216225,45.3092,-96.4292,335,MN,ORTONVILLE 1N,,,SNWD,2005,2019
USC00216276,46.4144,-95.5464,411.2,MN,OTTERTAIL,,,SNWD,1942,2019
USC00216287,44.0981,-93.2308,347.5,MN,OWATONNA,,,SNWD,1961,2019
USC00216547,46.6694,-94.1089,381,MN,PINE RVR DAM,,HCN,SNWD,1894,2019
USC00216565,44.0139,-96.3258,519.7,MN,PIPESTONE,,HCN,SNWD,1877,2019
USC00216612,47.2508,-93.5861,390.1,MN,POKEGAMA DAM,,,SNWD,1905,2019
USC00216654,43.6725,-92.074700000000007,283.5,MN,PRESTON,,,SNWD,1952,2019
USC00216787,47.8878,-96.2658,317.3,MN,RED LAKE FALLS,,,SNWD,1914,2019
USC00216795,47.8761,-95.0167,370.6,MN,RED LAKE INDIAN AGCY,,,SNWD,1908,2019
USC00216817,44.5711,-92.5283,209.7,MN,RED WING,,,SNWD,1948,2019
USC00216822,44.6103,-92.61,206.3,MN,RED WING DAM 3,,,SNWD,1948,2019
USC00216839,44.5486,-95.0997,310.9,MN,REDWOOD FALLS,,,SNWD,1980,2019
USC00216920,45.7575,-94.2072,323.1,MN,RICE,,,SNWD,2006,2019
USC00217011,43.9336,-92.4728,376.1,MN,ROCHESTER AP 2NE,,,SNWD,2000,2019
USC00217020,45.0897,-93.74,289.6,MN,ROCKFORD,,,SNWD,1978,2019
USC00217107,44.7167,-93.0981,288,MN,ROSEMOUNT RSCH & OUTREACH CTR,,,SNWD,1950,2019
USC00217149,46.4808,-96.2869,367,MN,ROTHSAY,,,SNWD,1959,2019
USC00217184,43.8053,-91.75,234.7,MN,RUSHFORD,,,SNWD,1948,2019
USC00217326,43.9903,-94.6122,326.1,MN,ST JAMES WWTP,,,SNWD,1942,2019
USC00217405,44.3222,-93.9656,242.3,MN,ST PETER,,HCN,SNWD,1897,2019
USC00217460,46.7953,-93.3211,376.1,MN,SANDY LAKE DAM LIBBY,,HCN,SNWD,1901,2019
USC00217502,45.5458,-93.7572,307.8,MN,SANTIAGO 3 E,,,SNWD,1959,2019
USC00217602,43.6303,-94.7744,402.3,MN,SHERBURN 3 WSW,,,SNWD,1948,2019
USC00217941,43.6933,-92.3925,388.6,MN,SPRING VALLEY,,,SNWD,1942,2019
USC00218039,45.0456,-92.8522,273.7,MN,STILLWATER 2SW,,,SNWD,2006,2019
USC00218191,46.9581,-95.6547,459.6,MN,TAMARAC WILDLIFE REF,,,SNWD,1977,2019
USC00218215,47.3389,-91.1958,216.1,MN,TETTEGOUCHE SP,,,SNWD,2015,2019
USC00218227,44.2811,-92.1944,229.5,MN,THEILMAN 1SSW,,,SNWD,1942,2019
USC00218254,48.2108,-95.2475,377,MN,THORHULT,,,SNWD,1945,2019
USC00218307,47.8003,-92.2867,432.8,MN,TOWER DNR,,,SNWD,1994,2019
USC00218311,47.7817,-92.2783,435.9,MN,TOWER 2S,,,SNWD,1899,2019
USC00218323,44.2394,-95.6308,427.6,MN,TRACY,,,SNWD,1913,2019
USC00218419,47.0258,-91.6653,190.5,MN,TWO HARBORS,,HCN,SNWD,1906,2019
USC00218421,47.1253,-91.7067,413,MN,TWO HARBORS 7NW,,,SNWD,1998,2019
USC00218450,44.9903,-93.18,295.7,MN,U OF MN ST PAUL,,,SNWD,1993,2019
USC00218477,45.0483,-93.0958,271.3,MN,VADNAIS LAKE,,,SNWD,1981,2019
USC00218552,44.385,-92.0486,213.4,MN,WABASHA,,,SNWD,1956,2019
USC00218618,47.0936,-94.5739,435.9,MN,WALKER,,HCN,SNWD,1908,2019
USC00218674,48.1953,-96.7761,260.6,MN,WARREN WSD,,,SNWD,2014,2019
USC00218692,44.0708,-93.5264,351.4,MN,WASECA S RSCH & OUTREACH CTR,,,SNWD,1948,2019
USC00218700,48.2058,-94.4272,363,MN,WASKISH 4NE,,,SNWD,1923,2019
USC00218729,45.0228,-95.7897,289.6,MN,WATSON 1 NE,,,SNWD,2011,2019
USC00218808,43.7467,-93.7367,345.9,MN,WELLS,,,SNWD,1942,2019
USC00218907,45.8081,-96.5042,310.3,MN,WHEATON,,,SNWD,1914,2019
USC00218947,45.8622,-96.5653,312.1,MN,WHITE ROCK DAM,,,SNWD,1939,2019
USC00218986,45.5231,-92.7489,256,MN,WILD RVR SP,,,SNWD,1990,2019
USC00219001,45.19,-95.0586,362.7,MN,WILLMAR 5N,,,SNWD,2010,2019
USC00219033,43.8769,-95.1158,421.8,MN,WINDOM,,,SNWD,1905,2019
USC00219046,43.7639,-94.1661,338.3,MN,WINNEBAGO,,HCN,SNWD,1899,2019
USC00219059,47.4306,-94.0586,400.8,MN,WINNIBIGOSHISH DAM,,,SNWD,1905,2019
USC00219072,44.0875,-91.6703,202.1,MN,WINONA DAM 5 A,,,SNWD,1939,2019
USC00219134,47.45,-91.2167,426.7,MN,WOLF RIDGE ELC,,,SNWD,1993,2019
USC00219170,43.645,-95.5803,478.5,MN,WORTHINGTON 2 NNE,,,SNWD,1971,2019
USC00219173,46.6803,-92.9542,405.4,MN,WRIGHT 3 E,,,SNWD,1961,2019
USC00219249,44.2992,-92.6661,295.7,MN,ZUMBROTA,,HCN,SNWD,1919,2019
USW00014913,46.8369,-92.2097,435.3,MN,DULUTH,,72745,SNWD,1948,2019
USW00014918,48.5614,-93.3981,360.6,MN,INTL FALLS INTL AP,,72747,SNWD,1906,2019
USW00014922,44.8831,-93.2289,265.8,MN,MINNEAPOLIS/ST PAUL AP,GSN,HCN 72658,SNWD,1938,2019
USW00014925,43.9042,-92.4917,397.5,MN,ROCHESTER INTL AP,,72644,SNWD,1908,2019
USW00014926,45.5433,-94.0514,310.3,MN,ST CLOUD RGNL AP,,72655,SNWD,1939,2019
USW00014992,44.5483,-95.0803,311.2,MN,REDWOOD FALLS MUNI AP,,,SNWD,1906,2019
USW00094938,46.4047,-94.1308,372.2,MN,BRAINERD CROW WING CO AP,,,SNWD,1998,2019
