X,Y,FID,Citation_N,Date,Address,Latitude,Longitude,Ordinance,Ordinanc_1,Neighborho,Community,Ward,Snow_Em_Na,Day_ID,Tow_Distri
-93.296813964842997,45.009059906004993,3022,271118344177,2018-02-24T00:00:00.000Z,2816 GIRARD AVE N,45.009059906,-93.2968139648,478.1000(b),Snow emergency parking restrictions - even number address,Jordan,Near North,5,Yardville,2,1
-93.290557861327997,45.009082794188991,3023,271118356017,2018-02-25T00:00:00.000Z,2817 BRYANT AVE N,45.0090827942,-93.2905578613,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,Yardville,3,1
-93.264228820799985,44.951271057127997,3024,271118351841,2018-02-25T00:00:00.000Z,2817 COLUMBUS AVE S,44.9512710571,-93.2642288208,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.286712646484006,44.951293945312003,3025,271118358178,2018-02-25T00:00:00.000Z,2817 GARFIELD AVE S,44.9512939453,-93.2867126465,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.2841796875,44.951526641845,3026,271118358118,2018-02-25T00:00:00.000Z,2817 GRAND AVE S,44.9515266418,-93.2841796875,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.289268493652003,45.009101867674993,3027,271118352291,2018-02-24T00:00:00.000Z,2818 ALDRICH AVE N,45.0091018677,-93.2892684937,478.1000(b),Snow emergency parking restrictions - even number address,Hawthorne,Near North,5,Yardville,2,1
-93.217857360839005,44.970222473143984,3028,271118336850,2018-02-24T00:00:00.000Z,2818 DELAWARE ST SE,44.9702224731,-93.2178573608,478.1000(b),Snow emergency parking restrictions - even number address,Prospect Park - East River Road,University,2,Yardville,2,4
-93.279029846190994,44.975395202635994,3029,271118351820,2018-02-25T00:00:00.000Z,2819 11TH AVE S,44.9753952026,-93.2790298462,478.1000(c),Snow emergency parking restrictions - odd number address,Downtown West,Central,7,Yardville,3,3
-93.289344787596988,45.009159088133991,3030,271118355991,2018-02-25T00:00:00.000Z,2819 ALDRICH AVE N,45.0091590881,-93.2893447876,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,Yardville,3,1
-93.291854858397997,45.009223937987997,3031,271118356073,2018-02-25T00:00:00.000Z,2819 COLFAX AVE N,45.009223938,-93.2918548584,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,Yardville,3,1
-93.264137268066008,44.950534820556001,3032,271118351840,2018-02-25T00:00:00.000Z,2819 COLUMBUS AVE S,44.9505348206,-93.2641372681,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.286712646484006,44.951274871826008,3033,271118358179,2018-02-25T00:00:00.000Z,2819 GARFIELD AVE S,44.9512748718,-93.2867126465,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.296836853027003,45.009128570556001,3034,271118353378,2018-02-25T00:00:00.000Z,2819 GIRARD AVE N,45.0091285706,-93.296836853,478.1000(c),Snow emergency parking restrictions - odd number address,Jordan,Near North,5,Yardville,3,1
-93.284225463867017,44.951229095458999,3035,271118358119,2018-02-25T00:00:00.000Z,2819 GRAND AVE S,44.9512290955,-93.2842254639,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.281135559082003,44.951393127441008,3036,271118358096,2018-02-25T00:00:00.000Z,2819 PILLSBURY AVE,44.9513931274,-93.2811355591,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.29182434082,45.00915145874,3037,271118352597,2018-02-24T00:00:00.000Z,2820 COLFAX AVE N,45.0091514587,-93.2918243408,478.1000(b),Snow emergency parking restrictions - even number address,Hawthorne,Near North,5,Yardville,2,1
-93.326255798339005,44.950420379637997,3038,271118339892,2018-02-24T00:00:00.000Z,2820 DREW AVE S,44.9504203796,-93.3262557983,478.1000(b),Snow emergency parking restrictions - even number address,Cedar - Isles - Dean,Calhoun Isle,7,Yardville,2,3
-93.281341552734006,44.951404571532997,3039,271118352198,2018-02-24T00:00:00.000Z,2820 PILLSBURY AVE,44.9514045715,-93.2813415527,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.28318786621,44.951229095458999,3040,271118350724,2018-02-24T00:00:00.000Z,2820 PLEASANT AVE,44.9512290955,-93.2831878662,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.264137268066008,44.950534820556001,3041,271118351839,2018-02-25T00:00:00.000Z,2821 COLUMBUS AVE S,44.9505348206,-93.2641372681,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.296798706054005,45.009212493895994,3042,271118353379,2018-02-25T00:00:00.000Z,2821 GIRARD AVE N,45.0092124939,-93.2967987061,478.1000(c),Snow emergency parking restrictions - odd number address,Jordan,Near North,5,Yardville,3,1
-93.284111022948991,44.951122283935,3043,271118358120,2018-02-25T00:00:00.000Z,2821 GRAND AVE S,44.9511222839,-93.2841110229,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.289253234862997,45.00927734375,3044,271118352290,2018-02-24T00:00:00.000Z,2822 ALDRICH AVE N,45.0092773438,-93.2892532349,478.1000(b),Snow emergency parking restrictions - even number address,Hawthorne,Near North,5,Yardville,2,1
-93.290542602539006,45.009231567382002,3045,271118352308,2018-02-24T00:00:00.000Z,2822 BRYANT AVE N,45.0092315674,-93.2905426025,478.1000(b),Snow emergency parking restrictions - even number address,Hawthorne,Near North,5,Yardville,2,1
-93.21784210205,44.970108032225987,3046,271118336851,2018-02-24T00:00:00.000Z,2822 DELAWARE ST SE,44.9701080322,-93.2178421021,478.1000(b),Snow emergency parking restrictions - even number address,Prospect Park - East River Road,University,2,Yardville,2,4
-93.281112670897997,44.951297760008998,3047,271118352199,2018-02-24T00:00:00.000Z,2822 PILLSBURY AVE,44.95129776,-93.2811126709,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.279029846190994,44.975395202635994,3048,271118351821,2018-02-25T00:00:00.000Z,2823 11TH AVE S,44.9753952026,-93.2790298462,478.1000(c),Snow emergency parking restrictions - odd number address,Downtown West,Central,7,Yardville,3,3
-93.231437683105,44.932319641112997,3049,271118343075,2018-02-25T00:00:00.000Z,2823 39TH ST E,44.9323196411,-93.2314376831,478.1000(c),Snow emergency parking restrictions - odd number address,Standish,Powderhorn,12,Yardville,3,6
-93.231300354002997,44.910793304442997,3050,271118351680,2018-02-25T00:00:00.000Z,2823 51ST ST E,44.9107933044,-93.231300354,478.1000(c),Snow emergency parking restrictions - odd number address,Keewaydin,Nokomis,12,Yardville,3,6
-93.289329528807997,45.009243011473998,3051,271118355990,2018-02-25T00:00:00.000Z,2823 ALDRICH AVE N,45.0092430115,-93.2893295288,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,Yardville,3,1
-93.289253234862997,45.009319305418991,3052,271118352289,2018-02-24T00:00:00.000Z,2824 ALDRICH AVE N,45.0093193054,-93.2892532349,478.1000(b),Snow emergency parking restrictions - even number address,Hawthorne,Near North,5,Yardville,2,1
-93.326255798339005,44.950321197508998,3053,271118339893,2018-02-24T00:00:00.000Z,2824 DREW AVE S,44.9503211975,-93.3262557983,478.1000(b),Snow emergency parking restrictions - even number address,Cedar - Isles - Dean,Calhoun Isle,7,Yardville,2,3
-93.266342163085014,44.951274871826008,3054,271118348692,2018-02-24T00:00:00.000Z,2824 OAKLAND AVE S,44.9512748718,-93.2663421631,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.281341552734006,44.951164245605,3055,271118352200,2018-02-24T00:00:00.000Z,2824 PILLSBURY AVE,44.9511642456,-93.2813415527,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.231254577635994,44.932312011717997,3056,271118343076,2018-02-25T00:00:00.000Z,2825 39TH ST E,44.9323120117,-93.2312545776,478.1000(c),Snow emergency parking restrictions - odd number address,Standish,Powderhorn,12,Yardville,3,6
-93.289413452147997,44.951522827147997,3057,271118357627,2018-02-25T00:00:00.000Z,2825 ALDRICH AVE S,44.9515228271,-93.2894134521,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,Yardville,3,3
-93.2841796875,44.950881958006988,3058,271118358121,2018-02-25T00:00:00.000Z,2825 GRAND AVE S,44.950881958,-93.2841796875,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.299446105957003,45.009334564208999,3059,271118356792,2018-02-25T00:00:00.000Z,2825 IRVING AVE N,45.0093345642,-93.299446106,478.1000(c),Snow emergency parking restrictions - odd number address,Jordan,Near North,5,Yardville,3,1
-93.3130569458,45.025966644286996,3060,271118342005,2018-02-24T00:00:00.000Z,2826 39TH AVE N,45.0259666443,-93.3130569458,478.1000(b),Snow emergency parking restrictions - even number address,Victory,Camden,4,Yardville,2,1
-93.298149108885994,45.009437561034986,3061,271118347444,2018-02-24T00:00:00.000Z,2826 HUMBOLDT AVE N,45.009437561,-93.2981491089,478.1000(b),Snow emergency parking restrictions - even number address,Jordan,Near North,5,Yardville,2,1
-93.281341552734006,44.951164245605,3062,271118352201,2018-02-24T00:00:00.000Z,2826 PILLSBURY AVE,44.9511642456,-93.2813415527,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.230827331542983,44.910732269287003,3063,271118351681,2018-02-25T00:00:00.000Z,2827 51ST ST E,44.9107322693,-93.2308273315,478.1000(c),Snow emergency parking restrictions - odd number address,Keewaydin,Nokomis,12,Yardville,3,6
-93.268699645995994,44.950767517088991,3064,271118351093,2018-02-25T00:00:00.000Z,2827 5TH AVE S,44.9507675171,-93.268699646,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.284255981445,44.950733184813991,3065,271118358122,2018-02-25T00:00:00.000Z,2827 GRAND AVE S,44.9507331848,-93.2842559814,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.30084991455,44.95115661621,3066,271118352794,2018-02-25T00:00:00.000Z,2827 HUMBOLDT AVE S,44.9511566162,-93.3008499146,478.1000(c),Snow emergency parking restrictions - odd number address,East Isles,Calhoun Isle,7,Yardville,3,3
-93.32502746582,44.950645446776996,3067,271118339891,2018-02-24T00:00:00.000Z,2828 CHOWEN AVE S,44.9506454468,-93.3250274658,478.1000(b),Snow emergency parking restrictions - even number address,Cedar - Isles - Dean,Calhoun Isle,7,Yardville,2,3
-93.264846801757002,44.950660705566008,3068,271118346641,2018-02-24T00:00:00.000Z,2828 COLUMBUS AVE S,44.9506607056,-93.2648468018,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.266326904295994,44.950969696043991,3069,271118348691,2018-02-24T00:00:00.000Z,2828 OAKLAND AVE S,44.950969696,-93.2663269043,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.279029846190994,44.975395202635994,3070,271118351822,2018-02-25T00:00:00.000Z,2829 11TH AVE S,44.9753952026,-93.2790298462,478.1000(c),Snow emergency parking restrictions - odd number address,Downtown West,Central,7,Yardville,3,3
-93.230644226073991,44.942928314208991,3071,271118353239,2018-02-25T00:00:00.000Z,2829 33RD ST E,44.9429283142,-93.2306442261,478.1000(c),Snow emergency parking restrictions - odd number address,Longfellow,Longfellow,9,Yardville,3,6
-93.281417846679005,44.95109939575201,3072,271118358097,2018-02-25T00:00:00.000Z,2829 PILLSBURY AVE,44.9510993958,-93.2814178467,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.225700378417997,44.950817108153991,3073,271118347574,2018-02-24T00:00:00.000Z,2830 32ND AVE S,44.9508171082,-93.2257003784,478.1000(b),Snow emergency parking restrictions - even number address,Longfellow,Longfellow,2,Yardville,2,4
-93.281341552734006,44.951164245605,3074,271118352202,2018-02-24T00:00:00.000Z,2830 PILLSBURY AVE,44.9511642456,-93.2813415527,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.282920837401988,44.950870513916001,3075,271118350723,2018-02-24T00:00:00.000Z,2830 PLEASANT AVE,44.9508705139,-93.2829208374,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.264213562010994,44.950679779052003,3076,271118351111,2018-02-25T00:00:00.000Z,2831 COLUMBUS AVE S,44.9506797791,-93.264213562,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.284271240234006,44.950584411620987,3077,271118358123,2018-02-25T00:00:00.000Z,2831 GRAND AVE S,44.9505844116,-93.2842712402,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.300773620604986,44.94948577880799,3078,271118352787,2018-02-25T00:00:00.000Z,2831 HUMBOLDT AVE S,44.9494857788,-93.3007736206,478.1000(c),Snow emergency parking restrictions - odd number address,East Isles,Calhoun Isle,7,Yardville,3,3
-93.264175415039006,44.95071411132799,3079,271118346644,2018-02-24T00:00:00.000Z,2832 COLUMBUS AVE S,44.9507141113,-93.264175415,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.286819458007002,44.950798034667997,3080,271118354684,2018-02-24T00:00:00.000Z,2832 GARFIELD AVE S,44.9507980347,-93.286819458,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.268165588377997,44.950244903563998,3081,271118348690,2018-02-24T00:00:00.000Z,2832 OAKLAND AVE S,44.9502449036,-93.2681655884,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.257652282714005,44.950973510742003,3082,271118352538,2018-02-25T00:00:00.000Z,2833 12TH AVE S,44.9509735107,-93.2576522827,478.1000(c),Snow emergency parking restrictions - odd number address,Midtown Phillips,Phillips,9,Yardville,3,3
-93.264099121092997,44.950935363768991,3083,271118351112,2018-02-25T00:00:00.000Z,2833 COLUMBUS AVE S,44.9509353638,-93.2640991211,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.285514831542997,44.950798034667997,3084,271118352004,2018-02-24T00:00:00.000Z,2834 HARRIET AVE S,44.9507980347,-93.2855148315,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.257614135742003,44.95086669921799,3085,271118352539,2018-02-25T00:00:00.000Z,2835 12TH AVE S,44.9508666992,-93.2576141357,478.1000(c),Snow emergency parking restrictions - odd number address,Midtown Phillips,Phillips,9,Yardville,3,3
-93.285751342772997,44.951080322264993,3086,271118355606,2018-02-25T00:00:00.000Z,2835 HARRIET AVE S,44.9510803223,-93.2857513428,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.300735473632002,44.949302673338998,3087,271118352786,2018-02-25T00:00:00.000Z,2835 HUMBOLDT AVE S,44.9493026733,-93.3007354736,478.1000(c),Snow emergency parking restrictions - odd number address,East Isles,Calhoun Isle,7,Yardville,3,3
-93.27545928955,44.950691223143991,3088,271118354865,2018-02-25T00:00:00.000Z,2835 STEVENS AVE S,44.9506912231,-93.2754592896,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.275405883789006,44.950931549071996,3089,271118354866,2018-02-25T00:00:00.000Z,2835 STEVENS AVE S,44.9509315491,-93.2754058838,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.217781066894005,44.969688415526988,3090,271118336852,2018-02-24T00:00:00.000Z,2836 DELAWARE ST SE,44.9696884155,-93.2177810669,478.1000(b),Snow emergency parking restrictions - even number address,Prospect Park - East River Road,University,2,Yardville,2,4
-93.267440795897997,44.950149536131995,3091,271118348689,2018-02-24T00:00:00.000Z,2836 OAKLAND AVE S,44.9501495361,-93.2674407959,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.287040710449006,44.950702667236001,3092,271118358180,2018-02-25T00:00:00.000Z,2837 GARFIELD AVE S,44.9507026672,-93.2870407104,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.286865234375,44.950771331787003,3093,271118358181,2018-02-25T00:00:00.000Z,2839 GARFIELD AVE S,44.9507713318,-93.2868652344,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.285438537597003,44.950870513916001,3094,271118355605,2018-02-25T00:00:00.000Z,2839 HARRIET AVE S,44.9508705139,-93.2854385376,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.257537841795994,44.950939178466001,3095,271118348405,2018-02-24T00:00:00.000Z,2840 12TH AVE S,44.9509391785,-93.2575378418,478.1000(b),Snow emergency parking restrictions - even number address,Midtown Phillips,Phillips,9,Yardville,2,3
-93.225700378417997,44.950679779052003,3096,271118347573,2018-02-24T00:00:00.000Z,2840 32ND AVE S,44.9506797791,-93.2257003784,478.1000(b),Snow emergency parking restrictions - even number address,Longfellow,Longfellow,2,Yardville,2,4
-93.268157958984006,44.950252532959006,3097,271118348688,2018-02-24T00:00:00.000Z,2840 OAKLAND AVE S,44.950252533,-93.268157959,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.289527893065994,44.950973510742003,3098,271118357626,2018-02-25T00:00:00.000Z,2841 ALDRICH AVE S,44.9509735107,-93.2895278931,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,Yardville,3,3
-93.264137268066008,44.95046234130799,3099,271118351110,2018-02-25T00:00:00.000Z,2841 COLUMBUS AVE S,44.9504623413,-93.2641372681,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.21775817871,44.969417572020994,3100,271118336853,2018-02-24T00:00:00.000Z,2842 DELAWARE ST SE,44.969417572,-93.2177581787,478.1000(b),Snow emergency parking restrictions - even number address,Prospect Park - East River Road,University,2,Yardville,2,4
-93.285751342772997,44.950862884520994,3101,271118355604,2018-02-25T00:00:00.000Z,2843 HARRIET AVE S,44.9508628845,-93.2857513428,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.264060974120994,44.950756072997997,3102,271118346643,2018-02-24T00:00:00.000Z,2846 COLUMBUS AVE S,44.950756073,-93.2640609741,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.233261108397997,45.019962310791001,3103,271118338667,2018-02-25T00:00:00.000Z,2847 GARFIELD ST NE,45.0199623108,-93.2332611084,478.1000(c),Snow emergency parking restrictions - odd number address,Audubon Park,Northeast,1,Yardville,3,2
-93.263984680175,44.950977325438998,3104,271118346642,2018-02-24T00:00:00.000Z,2848 COLUMBUS AVE S,44.9509773254,-93.2639846802,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.289413452147997,44.950649261473998,3105,271118357625,2018-02-25T00:00:00.000Z,2849 ALDRICH AVE S,44.9506492615,-93.2894134521,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,Yardville,3,3
-93.289413452147997,44.950649261473998,3106,271118357624,2018-02-25T00:00:00.000Z,2851 ALDRICH AVE S,44.9506492615,-93.2894134521,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill East,Calhoun Isle,10,Yardville,3,3
-93.284889221190994,44.950160980223991,3107,271118355603,2018-02-25T00:00:00.000Z,2851 HARRIET AVE S,44.9501609802,-93.2848892212,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.270881652832003,45.003883361816001,3108,271118350390,2018-02-25T00:00:00.000Z,29 16TH AVE NE,45.0038833618,-93.2708816528,478.1000(c),Snow emergency parking restrictions - odd number address,Sheridan,Northeast,3,Yardville,3,2
-93.277877807617003,44.892486572265007,3109,271118319193,2018-02-25T00:00:00.000Z,29 61ST ST E,44.8924865723,-93.2778778076,478.1000(c),Snow emergency parking restrictions - odd number address,Windom,Southwest,11,Yardville,3,5
-93.284881591795994,45.009681701660007,3110,271118351700,2018-02-24T00:00:00.000Z,2900 4TH ST N,45.0096817017,-93.2848815918,478.1000(b),Snow emergency parking restrictions - even number address,Hawthorne,Near North,5,Yardville,2,1
-93.281394958495994,44.951053619383984,3111,271118352203,2018-02-24T00:00:00.000Z,2900 PILLSBURY AVE,44.9510536194,-93.2813949585,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,Yardville,2,3
-93.309394836425,45.009960174559993,3112,271118330006,2018-02-24T00:00:00.000Z,2900 QUEEN AVE N,45.0099601746,-93.3093948364,478.1000(b),Snow emergency parking restrictions - even number address,Jordan,Near North,5,Yardville,2,1
-93.310600280760994,45.009487152098998,3113,271118330069,2018-02-24T00:00:00.000Z,2900 RUSSELL AVE N,45.0094871521,-93.3106002808,478.1000(b),Snow emergency parking restrictions - even number address,Jordan,Near North,4,Yardville,2,1
-93.284454345702997,44.950061798095,3114,271118358124,2018-02-25T00:00:00.000Z,2901 GRAND AVE S,44.9500617981,-93.2844543457,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,Yardville,3,3
-93.26586151123,44.949752807617003,3115,271118351805,2018-02-25T00:00:00.000Z,2901 OAKLAND AVE S,44.9497528076,-93.2658615112,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,Yardville,3,3
-93.272468566894005,44.950077056883984,3116,271118346158,2018-02-24T00:00:00.000Z,2902 3RD AVE S,44.9500770569,-93.2724685669,478.1000(b),Snow emergency parking restrictions - even number address,Phillips West,Phillips,6,Yardville,2,3
-93.284896850585,45.009750366209985,3117,271118351699,2018-02-24T00:00:00.000Z,2902 4TH ST N,45.0097503662,-93.2848968506,478.1000(b),Snow emergency parking restrictions - even number address,Hawthorne,Near North,5,Yardville,2,1
-93.290580749510994,45.009777069090994,3118,271118356018,2018-02-25T00:00:00.000Z,2903 BRYANT AVE N,45.0097770691,-93.2905807495,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,Yardville,3,1
