X,Y,OBJECTID,Citation_N,Date,Address,Ordinance,Ordinanc_1,Latitude,Longitude,Ward,Neighborho,Community,Tow_Zone,Day,Snow_Emerg
-93.269022000065206,44.943507000247905,1005,271119369911,2019-03-12T00:00:00.000Z,3247 5TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.943507,-93.269022,9,Central,Powderhorn,5,3,Diamond Lake
-93.269004000134487,44.943570999602002,1006,271119369910,2019-03-12T00:00:00.000Z,3245 5TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.943571,-93.269004,9,Central,Powderhorn,5,3,Diamond Lake
-93.269024000157458,44.943537999878856,1007,271119369909,2019-03-12T00:00:00.000Z,3243 5TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.943538,-93.269024,9,Central,Powderhorn,5,3,Diamond Lake
-93.26899199958109,44.944079999692292,1008,271119369908,2019-03-12T00:00:00.000Z,3225 5TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.94408,-93.268992,9,Central,Powderhorn,5,3,Diamond Lake
-93.26899199958109,44.944171000291476,1009,271119369907,2019-03-12T00:00:00.000Z,3223 5TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.944171,-93.268992,9,Central,Powderhorn,5,3,Diamond Lake
-93.269006000226682,44.944234999645573,1010,271119369906,2019-03-12T00:00:00.000Z,3217 5TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.944235,-93.269006,9,Central,Powderhorn,5,3,Diamond Lake
-93.268991000434312,44.945223000241299,1011,271119369905,2019-03-12T00:00:00.000Z,3145 5TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.945223,-93.268991,9,Central,Powderhorn,5,3,Diamond Lake
-93.268994999719439,44.945262000241144,1012,271119369904,2019-03-12T00:00:00.000Z,3143 5TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.945262,-93.268995,9,Central,Powderhorn,5,3,Diamond Lake
-93.268985000157613,44.945349999802716,1013,271119369903,2019-03-12T00:00:00.000Z,3141 5TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.94535,-93.268985,9,Central,Powderhorn,5,3,Diamond Lake
-93.269018999926857,44.94535199989491,1014,271119369902,2019-03-12T00:00:00.000Z,3137 5TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.945352,-93.269019,9,Central,Powderhorn,5,3,Diamond Lake
-93.26904100004208,44.94588700028487,1015,271119369901,2019-03-12T00:00:00.000Z,3125 5TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.945887,-93.269041,9,Central,Powderhorn,5,3,Diamond Lake
-93.269004000134487,44.94597299975419,1016,271119369900,2019-03-12T00:00:00.000Z,3121 5TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.945973,-93.269004,9,Central,Powderhorn,5,3,Diamond Lake
-93.26903799990373,44.946367999983238,1017,271119369899,2019-03-12T00:00:00.000Z,3107 5TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.946368,-93.269038,9,Central,Powderhorn,5,3,Diamond Lake
-93.282969000219168,44.93529500016416,1018,271119369852,2019-03-12T00:00:00.000Z,3725 PLEASANT AVE,478.1000(c),Snow emergency parking restrictions - odd number address,44.935295,-93.282969,8,King Field,Southwest,5,3,Diamond Lake
-93.282763999758743,44.935414000255946,1019,271119369851,2019-03-12T00:00:00.000Z,3711 PLEASANT AVE,478.1000(c),Snow emergency parking restrictions - odd number address,44.935414,-93.282764,8,King Field,Southwest,5,3,Diamond Lake
-93.286796999581838,44.949385999764104,1020,271119369736,2019-03-12T00:00:00.000Z,2929 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.949386,-93.286797,10,Whittier,Powderhorn,3,3,Diamond Lake
-93.286793000296711,44.949519999648317,1021,271119369735,2019-03-12T00:00:00.000Z,2923 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.94952,-93.286793,10,Whittier,Powderhorn,3,3,Diamond Lake
-93.286801999812383,44.949525999925015,1022,271119369734,2019-03-12T00:00:00.000Z,2917 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.949526,-93.286802,10,Whittier,Powderhorn,3,3,Diamond Lake
-93.286822999881508,44.949632000316626,1023,271119369733,2019-03-12T00:00:00.000Z,2917 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.949632,-93.286823,10,Whittier,Powderhorn,3,3,Diamond Lake
-93.286815000411877,44.949762000016335,1024,271119369732,2019-03-12T00:00:00.000Z,2909 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.949762,-93.286815,10,Whittier,Powderhorn,3,3,Diamond Lake
-93.286808000089081,44.950032999923053,1025,271119369731,2019-03-12T00:00:00.000Z,2905 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.950033,-93.286808,10,Whittier,Powderhorn,3,3,Diamond Lake
-93.286792000250557,44.950498999829051,1026,271119369730,2019-03-12T00:00:00.000Z,2843 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.950499,-93.286792,10,Whittier,Powderhorn,3,3,Diamond Lake
-93.286745999927916,44.950486000128876,1027,271119369729,2019-03-12T00:00:00.000Z,2845 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.950486,-93.286746,10,Whittier,Powderhorn,3,3,Diamond Lake
-93.286790000158362,44.950798000127634,1028,271119369728,2019-03-12T00:00:00.000Z,2837 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.950798,-93.28679,10,Whittier,Powderhorn,3,3,Diamond Lake
-93.28678800006611,44.95097700028839,1029,271119369727,2019-03-12T00:00:00.000Z,2831 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.950977,-93.286788,10,Whittier,Powderhorn,3,3,Diamond Lake
-93.286804999950732,44.951287000194952,1030,271119369726,2019-03-12T00:00:00.000Z,2821 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.951287,-93.286805,10,Whittier,Powderhorn,3,3,Diamond Lake
-93.286804999950732,44.951572999894097,1031,271119369725,2019-03-12T00:00:00.000Z,2811 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.951573,-93.286805,10,Whittier,Powderhorn,3,3,Diamond Lake
-93.286776000412033,44.954950000042516,1032,271119369724,2019-03-12T00:00:00.000Z,2615 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.95495,-93.286776,10,Whittier,Powderhorn,3,3,Diamond Lake
-93.286771000181488,44.954861000434903,1033,271119369723,2019-03-12T00:00:00.000Z,2619 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.954861,-93.286771,10,Whittier,Powderhorn,3,3,Diamond Lake
-93.286792000250557,44.954490000413216,1034,271119369721,2019-03-12T00:00:00.000Z,2629 GARFIELD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.95449,-93.286792,10,Whittier,Powderhorn,3,3,Diamond Lake
