X,Y,FID,Citation_N,Date,Address,X_Coordina,Y_Coordina,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day_ID,TowDist,F13,F14
-93.234472472336662,45.007822101163256,7021,533616352,2016-12-13T00:00:00.000Z,1809 19TH ST E,-10378814,5622753,478.1000(C),SNOW EMERGENCY ODD,1,Windom Park,Northeast,3,2, , 
-93.259526485610763,44.963893203528329,7022,533616352,2016-12-13T00:00:00.000Z,1009 19TH ST E,-10381603,5615839,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3, , 
-93.266614193202471,44.965170755348517,7023,533616352,2016-12-13T00:00:00.000Z,641 18TH ST E,-10382392,5616040,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3, , 
-93.266614193202471,44.965170755348517,7024,533616352,2016-12-13T00:00:00.000Z,641 18TH ST E,-10382392,5616040,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3, , 
-93.263640769612024,44.965196178976605,7025,533616352,2016-12-13T00:00:00.000Z,731 18TH ST E,-10382061,5616044,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3, , 
-93.266964536163272,44.965170755348517,7026,533616352,2016-12-13T00:00:00.000Z,627 18TH ST E,-10382431,5616040,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3, , 
-93.259517502457925,44.966410144103776,7027,533616352,2016-12-13T00:00:00.000Z,1008 17TH ST E,-10381602,5616235,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.26067632917443,44.966416499874541,7028,533616352,2016-12-13T00:00:00.000Z,925 17TH ST E,-10381731,5616236,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.26070327863296,44.966416499874541,7029,533616352,2016-12-13T00:00:00.000Z,923 17TH ST E,-10381734,5616236,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.260829042772727,44.966416499874541,7030,533616352,2016-12-13T00:00:00.000Z,913 17TH ST E,-10381748,5616236,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.260855992231271,44.966410144103776,7031,533616352,2016-12-13T00:00:00.000Z,911 17TH ST E,-10381751,5616235,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.260882941689786,44.966410144103776,7032,533616352,2016-12-13T00:00:00.000Z,909 17TH ST E,-10381754,5616235,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.260909891148316,44.966410144103776,7033,533616352,2016-12-13T00:00:00.000Z,907 17TH ST E,-10381757,5616235,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.260936840606831,44.966410144103776,7034,533616352,2016-12-13T00:00:00.000Z,905 17TH ST E,-10381760,5616235,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.260963790065361,44.966410144103776,7035,533616352,2016-12-13T00:00:00.000Z,903 17TH ST E,-10381763,5616235,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.260990739523876,44.966410144103776,7036,533616352,2016-12-13T00:00:00.000Z,901 17TH ST E,-10381766,5616235,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.26207770101766,44.966346586357467,7037,533616352,2016-12-13T00:00:00.000Z,829 17TH ST E,-10381887,5616225,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.262284313533016,44.966333874799759,7038,533616352,2016-12-13T00:00:00.000Z,815 17TH ST E,-10381910,5616223,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.262311262991531,44.966333874799759,7039,533616352,2016-12-13T00:00:00.000Z,813 17TH ST E,-10381913,5616223,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.262338212450061,44.966333874799759,7040,533616352,2016-12-13T00:00:00.000Z,811 17TH ST E,-10381916,5616223,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.26242804397846,44.966327519019849,7041,533616352,2016-12-13T00:00:00.000Z,805 17TH ST E,-10381926,5616222,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.264386371297846,44.966308451675879,7042,533616352,2016-12-13T00:00:00.000Z,725 17TH ST E,-10382144,5616219,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.264485185979098,44.966308451675879,7043,533616352,2016-12-13T00:00:00.000Z,721 17TH ST E,-10382155,5616219,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.264584000660349,44.966308451675879,7044,533616352,2016-12-13T00:00:00.000Z,717 17TH ST E,-10382166,5616219,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.264682815341601,44.966308451675879,7045,533616352,2016-12-13T00:00:00.000Z,713 17TH ST E,-10382177,5616219,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.264727731105808,44.966308451675879,7046,533616352,2016-12-13T00:00:00.000Z,711 17TH ST E,-10382182,5616219,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.267189114984305,44.966308451675879,7047,533616352,2016-12-13T00:00:00.000Z,615 17TH ST E,-10382456,5616219,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.255124740718571,44.970801813816173,7048,533616352,2016-12-13T00:00:00.000Z,609 12TH AVE S,-10381113,5616926,478.1000(C),SNOW EMERGENCY ODD,6,Elliot Park,Central,3,3, , 
-93.295638760032375,44.954727047300985,7049,533616352,2016-12-13T00:00:00.000Z,2645 FREMONT AVE S,-10385623,5614397,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun Isle,3,3, , 
-93.295638760032375,44.953481048945342,7050,533616352,2016-12-13T00:00:00.000Z,2713 FREMONT AVE S,-10385623,5614201,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun Isle,3,3, , 
-93.295656726338052,44.951859939162055,7051,533616352,2016-12-13T00:00:00.000Z,2803 FREMONT AVE S,-10385625,5613946,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun Isle,3,3, , 
-93.295656726338052,44.951783650514692,7052,533616352,2016-12-13T00:00:00.000Z,2807 FREMONT AVE S,-10385625,5613934,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun Isle,3,3, , 
-93.295656726338052,44.95142127805488,7053,533616352,2016-12-13T00:00:00.000Z,2827 FREMONT AVE S,-10385625,5613877,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun Isle,3,3, , 
-93.295656726338052,44.951344988824431,7054,533616352,2016-12-13T00:00:00.000Z,2831 FREMONT AVE S,-10385625,5613865,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun Isle,3,3, , 
-93.295656726338052,44.951236912241029,7055,533616352,2016-12-13T00:00:00.000Z,2837 FREMONT AVE S,-10385625,5613848,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun Isle,3,3, , 
-93.295656726338052,44.951198767515955,7056,533616352,2016-12-13T00:00:00.000Z,2839 FREMONT AVE S,-10385625,5613842,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun Isle,3,3, , 
-93.295665709490891,44.951122477989735,7057,533616352,2016-12-13T00:00:00.000Z,2843 FREMONT AVE S,-10385626,5613830,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun Isle,3,3, , 
-93.284454734745083,44.953703550635822,7058,533616352,2016-12-13T00:00:00.000Z,415 27TH ST W,-10384378,5614236,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3, , 
-93.252816070438385,44.941394732685318,4001,533598352,2016-12-12T00:00:00.000Z,1516 34TH ST E,-10380856,5612300,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.249779764778069,44.94138201559953,4002,533598352,2016-12-12T00:00:00.000Z,1708 34TH ST E,-10380518,5612298,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.2467344759649,44.941375657055573,4003,533598352,2016-12-12T00:00:00.000Z,1836 34TH ST E,-10380179,5612297,478.1000(B),SNOW EMERGENCY EVEN,9,Corcoran,Powderhorn,2,6, , 
-93.245908025903503,44.941369298510921,4004,533598352,2016-12-12T00:00:00.000Z,1856 34TH ST E,-10380087,5612296,478.1000(B),SNOW EMERGENCY EVEN,9,Corcoran,Powderhorn,2,6, , 
-93.240095926015258,44.941375657055573,4005,533598352,2016-12-12T00:00:00.000Z,2228 34TH ST E,-10379440,5612297,478.1000(B),SNOW EMERGENCY EVEN,9,Corcoran,Powderhorn,2,6, , 
-93.246015823737594,44.942971629492476,4006,533598352,2016-12-12T00:00:00.000Z,1852 33RD ST E,-10380099,5612548,478.1000(B),SNOW EMERGENCY EVEN,9,Corcoran,Powderhorn,2,6, , 
-93.246941088480241,44.942971629492476,4007,533598352,2016-12-12T00:00:00.000Z,1832 33RD ST E,-10380202,5612548,478.1000(B),SNOW EMERGENCY EVEN,9,Corcoran,Powderhorn,2,6, , 
-93.261394981401722,44.917093602211224,4008,533599352,2016-12-12T00:00:00.000Z,4744 ELLIOT AVE,-10381811,5608479,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.261430914013104,44.91304135392604,4009,533599352,2016-12-12T00:00:00.000Z,4950 ELLIOT AVE,-10381815,5607842,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.261430914013104,44.913187672415837,4010,533599352,2016-12-12T00:00:00.000Z,4944 ELLIOT AVE,-10381815,5607865,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.258852749147678,44.916005821074819,4011,533599352,2016-12-12T00:00:00.000Z,4802 11TH AVE S,-10381528,5608308,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.253723368875356,44.921387274048037,4012,533599352,2016-12-12T00:00:00.000Z,4504 15TH AVE S,-10380957,5609154,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.253723368875356,44.921285501835627,4013,533599352,2016-12-12T00:00:00.000Z,4510 15TH AVE S,-10380957,5609138,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.253723368875356,44.922990162613779,4014,533599352,2016-12-12T00:00:00.000Z,4416 15TH AVE S,-10380957,5609406,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.253705402569665,44.929814659758051,4015,533599352,2016-12-12T00:00:00.000Z,4038 15TH AVE S,-10380955,5610479,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.253705402569665,44.930259845752033,4016,533599352,2016-12-12T00:00:00.000Z,4012 15TH AVE S,-10380955,5610549,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.253714385722503,44.931716215823243,4017,533599352,2016-12-12T00:00:00.000Z,3932 15TH AVE S,-10380956,5610778,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.253714385722503,44.933312456754656,4018,533599352,2016-12-12T00:00:00.000Z,3844 15TH AVE S,-10380956,5611029,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.253714385722503,44.933833928241135,4019,533599352,2016-12-12T00:00:00.000Z,3814 15TH AVE S,-10380956,5611111,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.253714385722503,44.93390388137302,4020,533599352,2016-12-12T00:00:00.000Z,3810 15TH AVE S,-10380956,5611122,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.253714385722503,44.934005631230924,4021,533599352,2016-12-12T00:00:00.000Z,3804 15TH AVE S,-10380956,5611138,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.253732352028194,44.937064402160679,4022,533599352,2016-12-12T00:00:00.000Z,3636 15TH AVE S,-10380958,5611619,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.253750318333871,44.939042023871636,4023,533599352,2016-12-12T00:00:00.000Z,3526 15TH AVE S,-10380960,5611930,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.253750318333871,44.939080176675454,4024,533599352,2016-12-12T00:00:00.000Z,3524 15TH AVE S,-10380960,5611936,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.253795234098078,44.944262363594191,4025,533599352,2016-12-12T00:00:00.000Z,3224 15TH AVE S,-10380965,5612751,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.253813200403755,44.945661155962007,4026,533599352,2016-12-12T00:00:00.000Z,3148 15TH AVE S,-10380967,5612971,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.253813200403755,44.945762884986486,4027,533599352,2016-12-12T00:00:00.000Z,3142 15TH AVE S,-10380967,5612987,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.253831166709446,44.948102602792375,4028,533599352,2016-12-12T00:00:00.000Z,3012 15TH AVE S,-10380969,5613355,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.25127995130255,44.948210685277772,4029,533599352,2016-12-12T00:00:00.000Z,3006 16TH AVE S,-10380685,5613372,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.25127995130255,44.948172538541463,4030,533599352,2016-12-12T00:00:00.000Z,3008 16TH AVE S,-10380685,5613366,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.25127995130255,44.948140749575167,4031,533599352,2016-12-12T00:00:00.000Z,3010 16TH AVE S,-10380685,5613361,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.25127995130255,44.948032666958071,4032,533599352,2016-12-12T00:00:00.000Z,3016 16TH AVE S,-10380685,5613344,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.25127995130255,44.947930941956066,4033,533599352,2016-12-12T00:00:00.000Z,3022 16TH AVE S,-10380685,5613328,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.25127995130255,44.947892795033837,4034,533599352,2016-12-12T00:00:00.000Z,3024 16TH AVE S,-10380685,5613322,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.25127995130255,44.947721133570077,4035,533599352,2016-12-12T00:00:00.000Z,3034 16TH AVE S,-10380685,5613295,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.25127995130255,44.947581260886707,4036,533599352,2016-12-12T00:00:00.000Z,3042 16TH AVE S,-10380685,5613273,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.25127995130255,44.947511324417206,4037,533599352,2016-12-12T00:00:00.000Z,3046 16TH AVE S,-10380685,5613262,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.25127995130255,44.947409598491276,4038,533599352,2016-12-12T00:00:00.000Z,3052 16TH AVE S,-10380685,5613246,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.251270968149711,44.946220663365644,4039,533599352,2016-12-12T00:00:00.000Z,3116 16TH AVE S,-10380684,5613059,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.251244018691182,44.942183186502888,4040,533599352,2016-12-12T00:00:00.000Z,3346 16TH AVE S,-10380681,5612424,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.251190119774122,44.933891162628107,4041,533599352,2016-12-12T00:00:00.000Z,3810 16TH AVE S,-10380675,5611120,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.251190119774122,44.934031068667231,4042,533599352,2016-12-12T00:00:00.000Z,3802 16TH AVE S,-10380675,5611142,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.251190119774122,44.933999271870078,4043,533599352,2016-12-12T00:00:00.000Z,3804 16TH AVE S,-10380675,5611137,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.251190119774122,44.933961115690266,4044,533599352,2016-12-12T00:00:00.000Z,3806 16TH AVE S,-10380675,5611131,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.251190119774122,44.93185612716087,4045,533599352,2016-12-12T00:00:00.000Z,3922 16TH AVE S,-10380675,5610800,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.251181136621284,44.928256481605359,4046,533599352,2016-12-12T00:00:00.000Z,4120 16TH AVE S,-10380674,5610234,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.251181136621284,44.926329370159564,4047,533599352,2016-12-12T00:00:00.000Z,4232 16TH AVE S,-10380674,5609931,478.1000(B),SNOW EMERGENCY EVEN,8,Northrop,Nokomis,2,6, , 
-93.251181136621284,44.922920196189182,4048,533599352,2016-12-12T00:00:00.000Z,4420 16TH AVE S,-10380674,5609395,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.251181136621284,44.922570362788065,4049,533599352,2016-12-12T00:00:00.000Z,4440 16TH AVE S,-10380674,5609340,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.251181136621284,44.922506756486264,4050,533599352,2016-12-12T00:00:00.000Z,4444 16TH AVE S,-10380674,5609330,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.251181136621284,44.922468592671386,4051,533599352,2016-12-12T00:00:00.000Z,4446 16TH AVE S,-10380674,5609324,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.251181136621284,44.922398625611592,4052,533599352,2016-12-12T00:00:00.000Z,4450 16TH AVE S,-10380674,5609313,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.249914512070674,44.920592173841094,4053,533599352,2016-12-12T00:00:00.000Z,4550 17TH AVE S,-10380533,5609029,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.249914512070674,44.92080208136472,4054,533599352,2016-12-12T00:00:00.000Z,4538 17TH AVE S,-10380533,5609062,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.249914512070674,44.922780263084363,4055,533599352,2016-12-12T00:00:00.000Z,4428 17TH AVE S,-10380533,5609373,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.249914512070674,44.922850229679383,4056,533599352,2016-12-12T00:00:00.000Z,4424 17TH AVE S,-10380533,5609384,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.249923495223527,44.931919723110745,4057,533599352,2016-12-12T00:00:00.000Z,3918 17TH AVE S,-10380534,5610810,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.249923495223527,44.93195788064687,4058,533599352,2016-12-12T00:00:00.000Z,3916 17TH AVE S,-10380534,5610816,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.249923495223527,44.931989678574283,4059,533599352,2016-12-12T00:00:00.000Z,3914 17TH AVE S,-10380534,5610821,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.249932478376365,44.935112149294987,4060,533599352,2016-12-12T00:00:00.000Z,3744 17TH AVE S,-10380535,5611312,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.249932478376365,44.935385595875893,4061,533599352,2016-12-12T00:00:00.000Z,3728 17TH AVE S,-10380535,5611355,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.249968410987734,44.9412230517895,4062,533599352,2016-12-12T00:00:00.000Z,3404 17TH AVE S,-10380539,5612273,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.249977394140572,44.942424807279409,4063,533599352,2016-12-12T00:00:00.000Z,3330 17TH AVE S,-10380540,5612462,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.250013326751926,44.948000877914311,4064,533599352,2016-12-12T00:00:00.000Z,3018 17TH AVE S,-10380544,5613339,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.250013326751926,44.948280620895176,4065,533599352,2016-12-12T00:00:00.000Z,3002 17TH AVE S,-10380544,5613383,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.248737719048478,44.948039024764704,4066,533599352,2016-12-12T00:00:00.000Z,3016 18TH AVE S,-10380402,5613345,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.248737719048478,44.948070813787339,4067,533599352,2016-12-12T00:00:00.000Z,3014 18TH AVE S,-10380402,5613350,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.248737719048478,44.94810896059127,4068,533599352,2016-12-12T00:00:00.000Z,3012 18TH AVE S,-10380402,5613356,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.248737719048478,44.94810896059127,4069,533599352,2016-12-12T00:00:00.000Z,3012 18TH AVE S,-10380402,5613356,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.248737719048478,44.948248831988742,4070,533599352,2016-12-12T00:00:00.000Z,3004 18TH AVE S,-10380402,5613378,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.248737719048478,44.946296959407249,4071,533599352,2016-12-12T00:00:00.000Z,3112 18TH AVE S,-10380402,5613071,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.248728735895639,44.945775601101857,4072,533599352,2016-12-12T00:00:00.000Z,3142 18TH AVE S,-10380401,5612989,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.248701786437124,44.941184900409603,4073,533599352,2016-12-12T00:00:00.000Z,3406 18TH AVE S,-10380398,5612267,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
