X,Y,OBJECTID,Call_Taken,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.262710000366212,44.901657000270404,17,02/12/2019 10:18pm,"5580 Chicago Avenue South,Minneapolis,MN",44.901657,-93.26271,11,Nokomis,Diamond Lake,5,1,Westminster
-93.286223000091354,45.038465999606274,18,02/12/2019 10:19pm,"4600-4698 lyndale ave n ,Minneapolis,MN",45.038466,-93.286223,4,Camden,Camden Industrial,1,1,Westminster
-93.284856000004368,45.043116000003465,19,02/12/2019 10:21pm,"4816 Lyndale Ave n,Minneapolis,MN",45.043116,-93.284856,4,Camden,Lind - Bohanon,1,1,Westminster
-93.294142000153158,45.010084000176505,20,02/12/2019 10:23pm,"2914 emerson,Minneapolis,MN",45.010084,-93.294142,5,Near North,Hawthorne,1,1,Westminster
-93.270033999969087,44.980256999760797,21,02/12/2019 10:23pm,"300 Block of central,Minneapolis,MN",44.980257,-93.270034,3,Central,Downtown West,3,1,Westminster
-93.291119000141691,45.036846999589386,22,02/12/2019 10:24pm,"4500-4598 Bryant ave n ,Minneapolis,MN",45.036847,-93.291119,4,Camden,Lind - Bohanon,1,1,Westminster
-93.26286100013499,44.9238779997699,23,02/12/2019 10:25pm,"4340 Chicago Avenue South,Minneapolis,MN",44.923878,-93.262861,8,Nokomis,Regina,5,1,Westminster
-93.262822000135145,44.929857000300387,24,02/12/2019 10:28pm,"4020 Chicago Avenue South,Minneapolis,MN",44.929857,-93.262822,8,Powderhorn,Bryant,5,1,Westminster
-93.236833000442573,45.030075000261093,25,02/12/2019 10:29pm,"3419 Johnson st ne,Minneapolis,MN",45.030075,-93.236833,1,Northeast,Waite Park,2,1,Westminster
-93.247429999894564,45.025679999932095,26,02/12/2019 10:31pm,"3194 Central Ave NE,Minneapolis,MN",45.02568,-93.24743,1,Northeast,Columbia Park,2,1,Westminster
-93.262901000180989,44.916002999938542,27,02/12/2019 10:33pm,"4800 Chicago ave s,Minneapolis,MN",44.916003,-93.262901,8,Nokomis,Field,5,1,Westminster
-93.248711999659008,44.984692000135738,28,02/12/2019 10:35pm,"503 unniversity ave se,Minneapolis,MN",44.984692,-93.248712,3,University,Marcy Holmes,4,1,Westminster
-93.262689000297087,44.948356999975601,29,02/12/2019 10:35pm,"3000 Chicago ave s,Minneapolis,MN",44.948357,-93.262689,6,Phillips,Phillips West,3,1,Westminster
-93.236807000142903,45.02146499980995,30,02/12/2019 10:36pm,"2935 Johnson st NE,Minneapolis,MN",45.021465,-93.236807,1,Northeast,Audubon Park,2,1,Westminster
-93.279705999931934,44.946573999590441,31,02/12/2019 10:37pm,"3100 block of Blaisdell Avenue so,Minneapolis,MN",44.946574,-93.279706,8,Powderhorn,Lyndale,5,1,Westminster
-93.31364300012433,45.033374000409822,32,02/12/2019 10:38pm,"4299 Thomas Ave n ,Minneapolis,MN",45.033374,-93.313643,4,Camden,Victory,1,1,Westminster
-93.280113999861157,44.94455800015163,33,02/12/2019 10:41pm,"3200 block of Blaisdell Avenue so,Minneapolis,MN",44.944558,-93.280114,8,Powderhorn,Lyndale,5,1,Westminster
-93.242507000397723,44.964018000030705,34,02/12/2019 10:41pm,"21st Ave and 9th st s,Minneapolis,MN",44.964018,-93.242507,6,Longfellow,Seward,4,1,Westminster
-93.247964000238369,44.98439499992935,35,02/12/2019 10:44pm,"523 university ave se,Minneapolis,MN",44.984395,-93.247964,3,University,Marcy Holmes,4,1,Westminster
-93.247367999733342,45.008881999604625,36,02/12/2019 10:46pm,"1998 Central ave ne,Minneapolis,MN",45.008882,-93.247368,1,Northeast,Holland,2,1,Westminster
-93.247411999963788,45.029434000378842,37,02/12/2019 10:49pm,"3400 Block of central ave Ne,Minneapolis,MN",45.029434,-93.247412,1,Northeast,Columbia Park,2,1,Westminster
-93.245130999995638,44.983287000095004,38,02/12/2019 10:53pm,"717 university ave se,Minneapolis,MN",44.983287,-93.245131,3,University,Marcy Holmes,4,1,Westminster
-93.280113999861157,44.94455800015163,39,02/12/2019 10:54pm,"3200 Blaisdell ave south,Minneapolis,MN",44.944558,-93.280114,8,Powderhorn,Lyndale,5,1,Westminster
-93.248486000028834,44.984602999628805,40,02/12/2019 10:54pm,"507 UNIVERSITY AVE SE,Minneapolis,MN",44.984603,-93.248486,3,University,Marcy Holmes,4,1,Westminster
-93.290327999637441,44.988666999982115,41,02/12/2019 10:57pm,"1049 7th st n,Minneapolis,MN",44.988667,-93.290328,5,Near North,Sumner - Glenwood,1,1,Westminster
-93.252412000313541,44.937764999854892,42,02/12/2019 10:58pm,"3598 Bloomington ave s,Minneapolis,MN",44.937765,-93.252412,9,Powderhorn,Powderhorn Park,6,1,Westminster
-93.244365999791,44.982961000349917,43,02/12/2019 10:59pm,"803 UNIVERSITY AVE SE,Minneapolis,MN",44.982961,-93.244366,3,University,Marcy Holmes,4,1,Westminster
-93.252835000035191,44.91053599963675,44,02/12/2019 11:00pm,"5100 Bloomington,Minneapolis,MN",44.910536,-93.252835,11,Nokomis,Hale,6,1,Westminster
-93.262940000180834,44.941224000187503,45,02/12/2019 11:02pm,"3400 chicago,Minneapolis,MN",44.941224,-93.26294,9,Powderhorn,Central,5,1,Westminster
-93.253233000402588,45.001205999956994,46,02/12/2019 11:03pm,"687 13th ave NE,Minneapolis,MN",45.001206,-93.253233,1,Northeast,Logan Park,2,1,Westminster
-93.275240999972141,44.987823999777845,47,02/12/2019 11:04pm,"625 2nd st N,Minneapolis,MN",44.987824,-93.275241,3,Central,North Loop,1,1,Westminster
-93.275234999695442,44.987800999616468,48,02/12/2019 11:04pm,"619 2nd st n ,Minneapolis,MN",44.987801,-93.275235,3,Central,North Loop,1,1,Westminster
-93.263091999995765,45.007453000255794,49,02/12/2019 11:06pm,"1899 University ave ne,Minneapolis,MN",45.007453,-93.263092,1,Northeast,Holland,2,1,Westminster
-93.26098499995777,45.000740000050996,50,02/12/2019 11:10pm,"414 13th ave NE,Minneapolis,MN",45.00074,-93.260985,3,Northeast,Sheridan,2,1,Westminster
-93.279705999931934,44.946573999590441,51,02/12/2019 11:11pm,"3100 blaisdell ave so,Minneapolis,MN",44.946574,-93.279706,8,Powderhorn,Lyndale,5,1,Westminster
-93.260148000030142,45.000912999935053,52,02/12/2019 11:12pm,"509 13th ave ne,Minneapolis,MN",45.000913,-93.260148,3,Northeast,Sheridan,2,1,Westminster
-93.279705999931934,44.946573999590441,53,02/12/2019 11:13pm,"3100 blaisdell ave so,Minneapolis,MN",44.946574,-93.279706,8,Powderhorn,Lyndale,5,1,Westminster
-93.300689999943529,44.952824000027647,54,02/12/2019 11:19pm,"2737 Irving ave s ,Minneapolis,MN",44.952824,-93.30069,7,Calhoun Isle,East Isles,3,1,Westminster
-93.252411000267386,44.935933999954216,55,02/12/2019 11:21pm,"3699 bloomington ave,Minneapolis,MN",44.935934,-93.252411,9,Powderhorn,Powderhorn Park,6,1,Westminster
-93.30171699963978,44.949748000270063,56,02/12/2019 11:21pm,"2871 IRVING AVE S ,Minneapolis,MN",44.949748,-93.301717,7,Calhoun Isle,East Isles,3,1,Westminster
-93.270668000427861,44.987426000309711,57,02/12/2019 11:22pm,"98 4th ave n,Minneapolis,MN",44.987426,-93.270668,3,Central,North Loop,3,1,Westminster
-93.301213999826189,44.953351000048656,58,02/12/2019 11:24pm,"2724 Irving Ave S,Minneapolis,MN",44.953351,-93.301214,7,Calhoun Isle,East Isles,3,1,Westminster
-93.313888999777475,45.029675999847541,59,02/12/2019 11:24pm,"4101 THOMAS AVE N ,Minneapolis,MN",45.029676,-93.313889,4,Camden,Victory,1,1,Westminster
-93.219832999793084,44.970795999635754,60,02/12/2019 11:25pm,"177 27th ave se,Minneapolis,MN",44.970796,-93.219833,2,University,Prospect Park - East River Road,4,1,Westminster
-93.299395999625631,44.956817999850841,61,02/12/2019 11:26pm,"2513 IRVING AVE S,Minneapolis,MN",44.956818,-93.299396,7,Calhoun Isle,East Isles,3,1,Westminster
-93.269483999786701,44.988077999799884,62,02/12/2019 11:26pm,"101 4th ave n,Minneapolis,MN",44.988078,-93.269484,3,Central,North Loop,3,1,Westminster
-93.301775999662595,44.951186000033942,63,02/12/2019 11:27pm,"2841 Irving Ave s,Minneapolis,MN",44.951186,-93.301776,7,Calhoun Isle,East Isles,3,1,Westminster
-93.313603000078331,45.03130400027942,64,02/12/2019 11:29pm,"4199 thomas ave n,Minneapolis,MN",45.031304,-93.313603,4,Camden,Victory,1,1,Westminster
-93.294478000359391,45.000416000398161,65,02/12/2019 11:32pm,"2101 EMERSON AVE N ,Minneapolis,MN",45.000416,-93.294478,5,Near North,Jordan,1,1,Westminster
-93.302347999960205,44.951622000355087,66,02/12/2019 11:32pm,"2832 Irving Ave s,Minneapolis,MN",44.951622,-93.302348,7,Calhoun Isle,East Isles,3,1,Westminster
-93.239049000111208,44.96398200016921,67,02/12/2019 11:33pm,"2242 9TH ST S,Minneapolis,MN",44.963982,-93.239049,6,Longfellow,Seward,4,1,Westminster
-93.223325999894939,44.900517999905844,68,02/12/2019 11:36pm,"5642 34 ave s,Minneapolis,MN",44.900518,-93.223326,11,Nokomis,Wenonah,6,1,Westminster
-93.268820999789284,45.000280000421753,69,02/12/2019 11:36pm,"120 13th ave,Minneapolis,MN",45.00028,-93.268821,3,Northeast,Sheridan,2,1,Westminster
-93.278260999845202,44.985429999994551,70,02/12/2019 11:37pm,"600 4th st n,Minneapolis,MN",44.98543,-93.278261,3,Central,North Loop,1,1,Westminster
-93.294416000198225,44.998860999735427,71,02/12/2019 11:38pm,"1901 Emerson ave n ,Minneapolis,MN",44.998861,-93.294416,5,Near North,Near - North,1,1,Westminster
-93.232414999952255,44.98802099986932,72,02/12/2019 11:39pm,"1313 como ave se,Minneapolis,MN",44.988021,-93.232415,2,University,Como,4,1,Westminster
-93.23990500001571,44.963688000101172,73,02/12/2019 11:40pm,"2211 9th st s,Minneapolis,MN",44.963688,-93.239905,6,Longfellow,Seward,4,1,Westminster
-93.301213999826189,44.953351000048656,74,02/12/2019 11:43pm,"2724 IRVING AVE S,Minneapolis,MN",44.953351,-93.301214,7,Calhoun Isle,East Isles,3,1,Westminster
-93.301795999685623,44.950621000059186,75,02/12/2019 11:43pm,"2857 Irving ave s ,Minneapolis,MN",44.950621,-93.301796,7,Calhoun Isle,East Isles,3,1,Westminster
-93.279743999885625,44.934105000145678,76,02/12/2019 11:44pm,"3800 blaisdell ave so,Minneapolis,MN",44.934105,-93.279744,8,Southwest,King Field,5,1,Westminster
-93.239957999761828,44.963689000147269,77,02/12/2019 11:44pm,"2217 9TH ST S,Minneapolis,MN",44.963689,-93.239958,6,Longfellow,Seward,4,1,Westminster
-93.229762999962418,44.987684999663031,78,02/12/2019 11:45pm,"1512 como ave se,Minneapolis,MN",44.987685,-93.229763,2,University,Como,4,1,Westminster
-93.267221999795424,45.001252000279635,79,02/12/2019 11:46pm,"143 13th ave ne,Minneapolis,MN",45.001252,-93.267222,3,Northeast,Sheridan,2,1,Westminster
-93.226505999951883,44.969891000169582,80,02/12/2019 11:48pm,"609 oak st se,Minneapolis,MN",44.969891,-93.226506,2,University,Prospect Park - East River Road,4,1,Westminster
-93.26667399970529,45.001099000418606,81,02/12/2019 11:50pm,"171 13th ave,Minneapolis,MN",45.001099,-93.266674,3,Northeast,Sheridan,2,1,Westminster
-93.301795999685623,44.950621000059186,82,02/12/2019 11:51pm,"2857 IRVING AVE S ,Minneapolis,MN",44.950621,-93.301796,7,Calhoun Isle,East Isles,3,1,Westminster
-93.281374000409755,44.988633000212815,83,02/12/2019 11:51pm,"901 3rd st n,Minneapolis,MN",44.988633,-93.281374,3,Central,North Loop,1,1,Westminster
-93.280073999815215,44.942773999720373,84,02/12/2019 11:52pm,"3300 block of Blaisdell Avenue so,Minneapolis,MN",44.942774,-93.280074,8,Powderhorn,Lyndale,5,1,Westminster
-93.278260999845202,44.985429999994551,85,02/12/2019 11:52pm,"600 4th st n,Minneapolis,MN",44.98543,-93.278261,3,Central,North Loop,1,1,Westminster
-93.238172000137638,44.967233999949201,86,02/12/2019 11:55pm,"24TH AVE S & 9TH ST ,Minneapolis,MN",44.967234,-93.238172,2,University,Cedar Riverside,4,1,Westminster
-93.280073999815215,44.942773999720373,87,02/12/2019 11:56pm,"3300 block of Blaisdell Avenue so,Minneapolis,MN",44.942774,-93.280074,8,Powderhorn,Lyndale,5,1,Westminster
-93.301775999662595,44.951186000033942,88,02/12/2019 11:56pm,"2841 Irving av s ,Minneapolis,MN",44.951186,-93.301776,7,Calhoun Isle,East Isles,3,1,Westminster
-93.30000599987693,44.954523000136419,89,02/12/2019 11:57pm,"2643 IRVING AVE S,Minneapolis,MN",44.954523,-93.300006,7,Calhoun Isle,East Isles,3,1,Westminster
-93.262882000204115,44.92381100027751,90,02/12/2019 11:58pm,"4342 Chicago Avenue South,Minneapolis,MN",44.923811,-93.262882,8,Nokomis,Regina,5,1,Westminster
-93.282877999619927,44.988682999820639,91,02/12/2019 11:58pm,"998 4th st n,Minneapolis,MN",44.988683,-93.282878,5,Central,North Loop,1,1,Westminster
-93.238172000137638,44.967233999949201,92,02/13/2019 12:00am,"24TH AVE S & 9TH ST ,Minneapolis,MN",44.967234,-93.238172,2,University,Cedar Riverside,4,1,Westminster
-93.252641000082065,45.013464999610107,93,02/13/2019 12:01am,"2500 Monroe st ne,Minneapolis,MN",45.013465,-93.252641,1,Northeast,Holland,2,1,Westminster
-93.30171699963978,44.95105999961936,94,02/13/2019 12:03am,"2845 Irving Ave S,Minneapolis,MN",44.95106,-93.301717,7,Calhoun Isle,East Isles,3,1,Westminster
-93.235610999847722,45.012672999959022,95,02/13/2019 12:05am,"1720 Lowery ave ne,Minneapolis,MN",45.012673,-93.235611,1,Northeast,Windom Park,2,1,Westminster
-93.22733799964891,44.94028700014502,96,02/13/2019 12:05am,"3432 31st Avenue South,Minneapolis,MN",44.940287,-93.227338,12,Longfellow,Howe,6,1,Westminster
-93.294206000406575,44.958398999913982,97,02/13/2019 12:07am,"2425 Hennepin Ave South,Minneapolis,MN",44.958399,-93.294206,10,Calhoun Isle,Lowry Hill East,3,1,Westminster
-93.21936799993324,44.971362999702706,98,02/13/2019 12:08am,"201-299 27th av se,Minneapolis,MN",44.971363,-93.219368,2,University,Prospect Park - East River Road,4,1,Westminster
-93.252175000176067,44.944553999967184,99,02/13/2019 12:10am,"3201 Bloomington Ave S ,Minneapolis,MN",44.944554,-93.252175,9,Powderhorn,Powderhorn Park,6,1,Westminster
-93.25707100022646,44.989004000234502,100,02/13/2019 12:11am,"99-1 University ave Ne,Minneapolis,MN",44.989004,-93.257071,3,University,Nicollet Island - East Bank,2,1,Westminster
-93.275327000340781,44.934117999845853,101,02/13/2019 12:11am,"1-99 38th St E,Minneapolis,MN",44.934118,-93.275327,8,Southwest,King Field,5,1,Westminster
-93.29404700026879,45.014926999581405,102,02/13/2019 12:11am,"3298 Emerson ave n ,Minneapolis,MN",45.014927,-93.294047,4,Camden,Folwell,1,1,Westminster
-93.294726000104788,44.962897999643019,103,02/13/2019 12:12am,"1200 franklin,Minneapolis,MN",44.962898,-93.294726,7,Calhoun Isle,Lowry Hill,3,1,Westminster
-93.278260999845202,44.985429999994551,104,02/13/2019 12:12am,"600 4th st n,Minneapolis,MN",44.98543,-93.278261,3,Central,North Loop,1,1,Westminster
-93.258656999620825,44.987178999711148,105,02/13/2019 12:13am,"2 - 98 Lourdes pl,Minneapolis,MN",44.987179,-93.258657,3,University,Nicollet Island - East Bank,4,1,Westminster
-93.227082000433938,44.948376999998629,106,02/13/2019 12:14am,"3000 31st av s,Minneapolis,MN",44.948377,-93.227082,2,Longfellow,Longfellow,4,1,Westminster
-93.245454999648473,44.983952000184729,107,02/13/2019 12:14am,"700 4st n,Minneapolis,MN",44.983952,-93.245455,3,University,Marcy Holmes,4,1,Westminster
-93.295310000056418,45.016914000380893,108,02/13/2019 12:14am,"3400-3498 Fremont ave n ,Minneapolis,MN",45.016914,-93.29531,4,Camden,Folwell,1,1,Westminster
-93.298375000206079,44.952833000442695,109,02/13/2019 12:15am,"2730 hennepin ,Minneapolis,MN",44.952833,-93.298375,7,Calhoun Isle,East Isles,3,1,Westminster
-93.257862999877489,44.986552999621267,110,02/13/2019 12:15am,"98 Lourdes Pl Ne,Minneapolis,MN",44.986553,-93.257863,3,University,Nicollet Island - East Bank,4,1,Westminster
-93.220409000275083,44.926932000311638,111,02/13/2019 12:16am,"3600 42nd st,Minneapolis,MN",44.926932,-93.220409,12,Longfellow,Hiawatha,6,1,Westminster
-93.278942999819549,44.985788000316006,112,02/13/2019 12:16am,"700 4th st n ,Minneapolis,MN",44.985788,-93.278943,3,Central,North Loop,1,1,Westminster
-93.262802000112174,44.924991999880945,113,02/13/2019 12:17am,"4300 Chicago ave s,Minneapolis,MN",44.924992,-93.262802,8,Nokomis,Regina,5,1,Westminster
-93.282678000289422,44.967837999923802,114,02/13/2019 12:19am,"300 15TH ST W,Minneapolis,MN",44.967838,-93.282678,7,Central,Loring Park,3,1,Westminster
-93.243184000141468,44.96098200031912,115,02/13/2019 12:20am,"2188 MINNEHAHA AVE S,Minneapolis,MN",44.960982,-93.243184,6,Longfellow,Seward,4,1,Westminster
-93.298583999951575,44.952606999913144,116,02/13/2019 12:20am,"2736 HENNEPIN AVE ,Minneapolis,MN",44.952607,-93.298584,7,Calhoun Isle,East Isles,3,1,Westminster
-93.227089999903512,44.946833999889236,117,02/13/2019 12:21am,"3100 31st ave s,Minneapolis,MN",44.946834,-93.22709,2,Longfellow,Longfellow,6,1,Westminster
-93.282678000289422,44.967837999923802,118,02/13/2019 12:23am,"300 15TH ST W,Minneapolis,MN",44.967838,-93.282678,7,Central,Loring Park,3,1,Westminster
-93.290991999681012,44.984097999722962,119,02/13/2019 12:24am,"401 6th avenue North,Minneapolis,MN",44.984098,-93.290992,5,Near North,Sumner - Glenwood,3,1,Westminster
-93.253431999686995,44.934314999937328,120,02/13/2019 12:27am,"1500 BLOCK 38TH ST E,Minneapolis,MN",44.934315,-93.253432,9,Powderhorn,Powderhorn Park,6,1,Westminster
-93.250681999674498,44.946417999591063,121,02/13/2019 12:27am,"1611 31st st e,Minneapolis,MN",44.946418,-93.250682,9,Powderhorn,Powderhorn Park,6,1,Westminster
-93.286021999815375,44.968446000082906,122,02/13/2019 12:29am,"300 498 15th Street West,Minneapolis,MN",44.968446,-93.286022,7,Central,Loring Park,3,1,Westminster
-93.295666000285621,45.025781000093104,123,02/13/2019 12:35am,"3898 Fremont Ave n,Minneapolis,MN",45.025781,-93.295666,4,Camden,Webber - Camden,1,1,Westminster
-93.216134000084026,44.972643000274275,124,02/13/2019 12:36am,"2830 4th st se,Minneapolis,MN",44.972643,-93.216134,2,University,Prospect Park - East River Road,4,1,Westminster
-93.295474000424747,45.029726000354685,125,02/13/2019 12:36am,"4100 Freemont Ave N,Minneapolis,MN",45.029726,-93.295474,4,Camden,Webber - Camden,1,1,Westminster
-93.273786000323639,44.940512999775194,126,02/13/2019 12:38am,"3425 2ND AVE S,Minneapolis,MN",44.940513,-93.273786,9,Powderhorn,Central,5,1,Westminster
-93.301753000400595,44.950525000128721,127,02/13/2019 12:38am,"2861 Irving Ave s,Minneapolis,MN",44.950525,-93.301753,7,Calhoun Isle,East Isles,3,1,Westminster
-93.239957999761828,44.963689000147269,128,02/12/2019 11:42pm,"2217 S 9 St,Minneapolis,MN",44.963689,-93.239958,6,Longfellow,Seward,4,1,Westminster
-93.243107000187877,44.960177000068541,129,02/13/2019 12:39am,"2296 MINNEHAHA AVE,Minneapolis,MN",44.960177,-93.243107,6,Longfellow,Seward,4,1,Westminster
-93.296900999681327,45.023995999615749,130,02/13/2019 12:41am,"1398 Dowling Ave n,Minneapolis,MN",45.023996,-93.296901,4,Camden,Folwell,1,1,Westminster
-93.268698000412371,44.968300999691451,131,02/13/2019 12:41am,"500 15TH ST W,Minneapolis,MN",44.968301,-93.268698,7,Central,Elliot Park,3,1,Westminster
-93.293699000408481,44.959253999772329,132,02/13/2019 12:41am,"2339 hennepin ave ,Minneapolis,MN",44.959254,-93.293699,10,Calhoun Isle,Lowry Hill East,3,1,Westminster
-93.285815000162074,44.968219000406577,133,02/13/2019 12:41am,"430 OAK GROVE ,Minneapolis,MN",44.968219,-93.285815,7,Central,Loring Park,3,1,Westminster
-93.293173000433569,44.98189299966225,134,02/13/2019 12:42am,"208 Van white memorial blvd ,Minneapolis,MN",44.981893,-93.293173,5,Near North,Sumner - Glenwood,3,1,Westminster
-93.270206999853144,44.939551000378401,135,02/13/2019 12:42am,"3500 4th ave s,Minneapolis,MN",44.939551,-93.270207,9,Powderhorn,Central,5,1,Westminster
-93.281039000249621,44.967465999856074,136,02/13/2019 12:42am,"201 15 st w ,Minneapolis,MN",44.967466,-93.281039,7,Central,Loring Park,3,1,Westminster
-93.293072000272559,44.962703999689893,137,02/13/2019 12:45am,"Franklin Ave at Dupont Ave s,Minneapolis,MN",44.962704,-93.293072,7,Calhoun Isle,Lowry Hill,3,1,Westminster
-93.279335999956402,44.967716999739821,138,02/13/2019 12:45am,"100 15TH ST W,Minneapolis,MN",44.967717,-93.279336,7,Central,Loring Park,3,1,Westminster
-93.281655999924396,44.968031999876928,139,02/13/2019 12:45am,"214 15TH ST E,Minneapolis,MN",44.968032,-93.281656,7,Central,Loring Park,3,1,Westminster
-93.278758000281471,44.967532000201686,140,02/13/2019 12:52am,"19 15th Street West,Minneapolis,MN",44.967532,-93.278758,7,Central,Loring Park,3,1,Westminster
-93.225120999934177,44.970031000330437,141,02/13/2019 12:54am,"908 Fulton st se,Minneapolis,MN",44.970031,-93.225121,2,University,Prospect Park - East River Road,4,1,Westminster
-93.236116999799663,44.981686000008949,142,02/13/2019 12:54am,"1306 5TH ST SE,Minneapolis,MN",44.981686,-93.236117,3,University,Marcy Holmes,4,1,Westminster
-93.227338999695064,44.94016399986873,143,02/13/2019 12:55am,"3436 31st ave s,Minneapolis,MN",44.940164,-93.227339,12,Longfellow,Howe,6,1,Westminster
-93.269691000339378,44.948402000252145,144,02/13/2019 12:55am,"4TH & LAKE ST ,Minneapolis,MN",44.948402,-93.269691,6,Phillips,Phillips West,3,1,Westminster
-93.263791999900832,44.995243000164407,145,02/13/2019 12:55am,"700 block 2nd st ne,Minneapolis,MN",44.995243,-93.263792,3,Northeast,St. Anthony West,2,1,Westminster
-93.295995000169114,45.026003000438152,146,02/13/2019 12:56am,"3901Fremont ave n ,Minneapolis,MN",45.026003,-93.295995,4,Camden,Webber - Camden,1,1,Westminster
-93.262052999746118,44.993141000356957,147,02/13/2019 12:58am,"500 block 2nd st ne,Minneapolis,MN",44.993141,-93.262053,3,Northeast,St. Anthony West,2,1,Westminster
-93.227339999741162,44.940100999661468,148,02/13/2019 12:58am,"3438 31st ave s,Minneapolis,MN",44.940101,-93.22734,12,Longfellow,Howe,6,1,Westminster
-93.295494000447718,45.018637999843861,149,02/13/2019 01:00am,"3500 FREMONT AVE N ,Minneapolis,MN",45.018638,-93.295494,4,Camden,Folwell,1,1,Westminster
-93.227082000433938,44.948376999998629,150,02/13/2019 01:02am,"3000 31st ave so,Minneapolis,MN",44.948377,-93.227082,2,Longfellow,Longfellow,4,1,Westminster
-93.235374999756402,44.987683999616934,151,02/13/2019 01:03am,"1108 Como Avenue se,Minneapolis,MN",44.987684,-93.235375,2,University,Como,4,1,Westminster
-93.276929999619767,44.935794999839402,152,02/13/2019 01:03am,"3700 block of 1st Ave so ,Minneapolis,MN",44.935795,-93.27693,8,Southwest,King Field,5,1,Westminster
-93.279335999956402,44.967716999739821,153,02/13/2019 01:04am,"100 BLOCK OF 15TH ST W,Minneapolis,MN",44.967717,-93.279336,7,Central,Loring Park,3,1,Westminster
-93.27933399986415,44.96879900017376,154,02/13/2019 01:04am,"1396 lasalle av,Minneapolis,MN",44.968799,-93.279334,7,Central,Loring Park,3,1,Westminster
-93.271359999963977,45.003856999900677,155,02/13/2019 01:05am,"1598 Marshall st ne,Minneapolis,MN",45.003857,-93.27136,3,Northeast,Sheridan,2,1,Westminster
-93.276929999619767,44.935794999839402,156,02/13/2019 01:06am,"3700 block of 1st Ave so ,Minneapolis,MN",44.935795,-93.27693,8,Southwest,King Field,5,1,Westminster
-93.296187000029988,44.944583000405203,157,02/13/2019 01:06am,"3200 Fremont Ave,Minneapolis,MN",44.944583,-93.296187,10,Calhoun Isle,CARAG,5,1,Westminster
-93.243155999749547,44.960940000180926,158,02/13/2019 01:07am,"2199 MINNEHAHA AVE ,Minneapolis,MN",44.96094,-93.243156,6,Longfellow,Seward,4,1,Westminster
-93.272880999958147,45.016110000176411,159,02/13/2019 01:08am,"2630 Mashall st ne,Minneapolis,MN",45.01611,-93.272881,1,Northeast,Marshall Terrace,2,1,Westminster
