X,Y,OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Community,Neighborho,Day_identi,TowDist
-93.246109000130218,44.945898999938947,1020,01/17/2018 01:37pm,Snow Emergency,"3117 LONGFELLOW AVE S,Minneapolis,MN",44.945899,-93.246109,9,Powderhorn,Corcoran,3,6
-93.236633000212748,44.983422000025314,1021,01/17/2018 01:13pm,Snow Emergency,"1225 6TH ST SE,Minneapolis,MN",44.983422,-93.236633,3,University,Marcy - Holmes,3,4
-93.241192000010756,44.987487000424778,1022,01/17/2018 01:38pm,Snow Emergency,"727 8TH AVE SE,Minneapolis,MN",44.987487,-93.241192,3,University,Marcy - Holmes,3,4
-93.269470000040428,45.002255999814565,1023,01/17/2018 01:40pm,Snow Emergency,"1415 GRAND ST NE,Minneapolis,MN",45.002256,-93.26947,3,Northeast,Sheridan,3,2
-93.26390199957757,44.997076000157335,1024,01/17/2018 12:05pm,Snow Emergency,"207 9TH AVE NE,Minneapolis,MN",44.997076,-93.263902,3,Northeast,St. Anthony West,3,2
-93.268904000019575,45.003090999649942,1025,01/17/2018 01:41pm,Snow Emergency,"1507 CALIFORNIA ST NE,Minneapolis,MN",45.003091,-93.268904,3,Northeast,Sheridan,3,2
-93.244347999860281,44.986763000312294,1026,01/17/2018 01:41pm,Snow Emergency,"615 6TH ST SE,Minneapolis,MN",44.986763,-93.244348,3,University,Marcy - Holmes,3,4
-93.25889799994269,45.002537000182485,1027,01/17/2018 12:05pm,Snow Emergency,"1419 6TH ST NE,Minneapolis,MN",45.002537,-93.258898,3,Northeast,Sheridan,3,2
-93.242443000144306,44.984819999743252,1028,01/17/2018 01:42pm,Snow Emergency,"515 9TH AVE SE,Minneapolis,MN",44.98482,-93.242443,3,University,Marcy - Holmes,3,4
-93.286509999836596,45.018015999938484,1029,01/17/2018 12:04pm,Snow Emergency,"3445 6TH ST N,Minneapolis,MN",45.018016,-93.28651,4,Camden,McKinley,3,1
-93.274386000113793,44.966098999769088,1030,01/17/2018 01:44pm,Snow Emergency,"137 17TH ST E,Minneapolis,MN",44.966099,-93.274386,6,Central,Stevens Square - Loring Heights,3,3
-93.275270999556938,44.966274999791437,1031,01/17/2018 12:03pm,Snow Emergency,"103 17TH ST E,Minneapolis,MN",44.966275,-93.275271,6,Central,Stevens Square - Loring Heights,3,3
-93.30544399974076,44.993358999618181,1032,01/17/2018 01:44pm,Snow Emergency,"1404 NEWTON AVE N,Minneapolis,MN",44.993359,-93.305444,5,Near North,Willard - Hay,3,1
-93.260254999568531,45.005551999825002,1033,01/17/2018 12:40pm,Snow Emergency,"1707 5TH ST NE,Minneapolis,MN",45.005552,-93.260255,1,Northeast,Holland,3,2
-93.286792000250557,45.013899999885155,1034,01/17/2018 12:59pm,Snow Emergency,"3223 6TH ST N,Minneapolis,MN",45.0139,-93.286792,4,Camden,McKinley,3,1
-93.250901999927294,44.941583999701891,1035,01/17/2018 01:45pm,Snow Emergency,"3343 16TH AVE S,Minneapolis,MN",44.941584,-93.250902,9,Powderhorn,Powderhorn Park,3,6
-93.2739069996083,44.963077999849872,1036,01/17/2018 01:46pm,Snow Emergency,"1921 2ND AVE S,Minneapolis,MN",44.963078,-93.273907,6,Central,Stevens Square - Loring Heights,3,3
-93.241892999961919,44.987025999850061,1037,01/17/2018 01:47pm,Snow Emergency,"723 7TH ST SE,Minneapolis,MN",44.987026,-93.241893,3,University,Marcy - Holmes,3,4
-93.240628000082097,44.932791999850963,1038,01/17/2018 12:58pm,Snow Emergency,"3841 22ND AVE S,Minneapolis,MN",44.932792,-93.240628,12,Powderhorn,Standish,3,6
-93.23523799973384,44.986175000176161,1039,01/17/2018 01:48pm,Snow Emergency,"815 12THAVE SE,Minneapolis,MN",44.986175,-93.235238,3,University,Marcy - Holmes,3,4
-93.305954999923244,44.999416000148358,1040,01/17/2018 01:02pm,Snow Emergency,"1917 NEWTON AVE N,Minneapolis,MN",44.999416,-93.305955,5,Near North,Willard - Hay,3,1
-93.237656999770707,44.985738999855016,1041,01/17/2018 01:49pm,Snow Emergency,"711 11TH AVE SE,Minneapolis,MN",44.985739,-93.237657,3,University,Marcy - Holmes,3,4
-93.240625999989845,44.945929000423064,1042,01/17/2018 12:57pm,Snow Emergency,"3121 22ND AVE S,Minneapolis,MN",44.945929,-93.240626,9,Powderhorn,Corcoran,3,6
-93.276218000060624,44.963954999823443,1043,01/17/2018 01:50pm,Snow Emergency,"107 19TH ST E,Minneapolis,MN",44.963955,-93.276218,6,Central,Stevens Square - Loring Heights,3,3
-93.241001000195979,44.93460499982092,1044,01/17/2018 12:55pm,Snow Emergency,"3743 22ND AVE S,Minneapolis,MN",44.934605,-93.241001,12,Powderhorn,Standish,3,6
-93.244726000204707,44.94474799992031,1045,01/17/2018 01:52pm,Snow Emergency,"1903 32ND ST E,Minneapolis,MN",44.944748,-93.244726,9,Powderhorn,Corcoran,3,6
-93.286773000273683,44.956454000152064,1046,01/17/2018 12:55pm,Snow Emergency,"2523 GARFIELD AVE S,Minneapolis,MN",44.956454,-93.286773,10,Powderhorn,Whittier,3,3
-93.237730000439115,44.9856460000629,1047,01/17/2018 01:53pm,Snow Emergency,"709 11TH AVE SE,Minneapolis,MN",44.985646,-93.23773,3,University,Marcy - Holmes,3,4
-93.240342000382952,44.946246999799257,1048,01/17/2018 12:54pm,Snow Emergency,"3107 22ND AVE S,Minneapolis,MN",44.946247,-93.240342,9,Powderhorn,Corcoran,3,6
-93.237612000393483,44.985794999739483,1049,01/17/2018 01:54pm,Snow Emergency,"721 11THAVE SE,Minneapolis,MN",44.985795,-93.237612,3,University,Marcy - Holmes,3,4
-93.296801999612569,44.940586999590437,1050,01/17/2018 01:55pm,Snow Emergency,"3421 girard ave s,Minneapolis,MN",44.940587,-93.296802,10,Calhoun Isle,CARAG,3,5
-93.269205000410409,45.002004999930875,1051,01/17/2018 12:53pm,Snow Emergency,"1405 GRAND ST NE,Minneapolis,MN",45.002005,-93.269205,3,Northeast,Sheridan,3,2
-93.237620999909154,44.985784000131559,1052,01/17/2018 01:55pm,Snow Emergency,"719 11TH AVE SE,Minneapolis,MN",44.985784,-93.237621,3,University,Marcy - Holmes,3,4
-93.297332999818025,45.032261000344931,1053,01/17/2018 01:56pm,Snow Emergency,"4219 GIRARD AVE N,Minneapolis,MN",45.032261,-93.297333,4,Camden,Webber - Camden,3,1
-93.269361000409788,45.002174999676527,1054,01/17/2018 12:53pm,Snow Emergency,"1411 GRAND ST NE,Minneapolis,MN",45.002175,-93.269361,3,Northeast,Sheridan,3,2
-93.296936000396045,45.027149000226245,1055,01/17/2018 01:57pm,Snow Emergency,"3945 GIRARD AVE N,Minneapolis,MN",45.027149,-93.296936,4,Camden,Webber - Camden,3,1
-93.281598999993832,44.96387299963925,1056,01/17/2018 12:52pm,Snow Emergency,"231 RIDGEWOOD AVE S,Minneapolis,MN",44.963873,-93.281599,7,Central,Stevens Square - Loring Heights,3,3
-93.264360000013937,45.009492999902079,1057,01/17/2018 01:58pm,Snow Emergency,"2107 3RD ST NE,Minneapolis,MN",45.009493,-93.26436,3,Northeast,Bottineau,3,2
-93.232724999858817,44.930503000413182,1058,01/17/2018 01:59pm,Snow Emergency,"2727 40TH ST E,Minneapolis,MN",44.930503,-93.232725,12,Powderhorn,Standish,3,6
-93.286027000045976,44.963450999963754,1059,01/17/2018 12:52pm,Snow Emergency,"501 RIDGEWOOD AVE S,Minneapolis,MN",44.963451,-93.286027,7,Central,Stevens Square - Loring Heights,3,3
-93.245569000408977,44.982380999683414,1060,01/17/2018 02:00pm,Snow Emergency,"211 8TH AVE SE,Minneapolis,MN",44.982381,-93.245569,3,University,Marcy - Holmes,3,4
-93.242457999936732,44.984803999904727,1061,01/17/2018 02:01pm,Snow Emergency,"513 9TH AVE SE,Minneapolis,MN",44.984804,-93.242458,3,University,Marcy - Holmes,3,4
-93.234802000312015,44.983992000230671,1062,01/17/2018 01:06pm,Snow Emergency,"701 13TH AVE SE,Minneapolis,MN",44.983992,-93.234802,3,University,Marcy - Holmes,3,4
-93.29549599964065,44.944335999806583,1063,01/17/2018 02:02pm,Snow Emergency,"3211 fremont ave s,Minneapolis,MN",44.944336,-93.295496,10,Calhoun Isle,CARAG,3,5
-93.240284000406234,44.945719999778248,1064,01/17/2018 02:02pm,Snow Emergency,"3127 22ND AVE S,Minneapolis,MN",44.94572,-93.240284,9,Powderhorn,Corcoran,3,6
-93.240625999989845,44.945801999962384,1065,01/17/2018 02:03pm,Snow Emergency,"3125 22ND AVE S,Minneapolis,MN",44.945802,-93.240626,9,Powderhorn,Corcoran,3,6
-93.24397199960805,44.987895000354058,1066,01/17/2018 02:03pm,Snow Emergency,"605 7TH ST SE,Minneapolis,MN",44.987895,-93.243972,3,University,Marcy - Holmes,3,4
-93.236196999891604,44.984540000320806,1067,01/17/2018 01:06pm,Snow Emergency,"701 12TH AVE SE,Minneapolis,MN",44.98454,-93.236197,3,University,Marcy - Holmes,3,4
-93.235364000148479,44.985602999878608,1068,01/17/2018 01:05pm,Snow Emergency,"803 12TH AVE SE,Minneapolis,MN",44.985603,-93.235364,3,University,Marcy - Holmes,3,4
-93.29429399996809,44.939880000261837,1069,01/17/2018 02:07pm,Snow Emergency,"3445 EMERSON AVE S,Minneapolis,MN",44.93988,-93.294294,10,Calhoun Isle,CARAG,3,5
-93.266560999890203,45.001985999954002,1070,01/17/2018 12:51pm,Snow Emergency,"179 14TH AVE NE,Minneapolis,MN",45.001986,-93.266561,3,Northeast,Sheridan,3,2
-93.29429399996809,44.939880000261837,1071,01/17/2018 02:09pm,Snow Emergency,"3445 EMERSON AVE S,Minneapolis,MN",44.93988,-93.294294,10,Calhoun Isle,CARAG,3,5
-93.274958000411345,44.966083999976661,1072,01/17/2018 12:50pm,Snow Emergency,"127 17TH ST E,Minneapolis,MN",44.966084,-93.274958,6,Central,Stevens Square - Loring Heights,3,3
-93.272759999774109,44.963954999823443,1073,01/17/2018 02:10pm,Snow Emergency,"301 19TH ST E,Minneapolis,MN",44.963955,-93.27276,6,Central,Stevens Square - Loring Heights,3,3
-93.306029999784641,44.985141000157057,1074,01/17/2018 01:09pm,Snow Emergency,"625 NEWTON AVE N,Minneapolis,MN",44.985141,-93.30603,5,Near North,Near - North,3,1
-93.263064999649998,45.003071999673125,1075,01/17/2018 02:11pm,Snow Emergency,"341 15TH AVE NE,Minneapolis,MN",45.003072,-93.263065,3,Northeast,Sheridan,3,2
-93.240256000014369,44.945862000031354,1076,01/17/2018 01:01pm,Snow Emergency,"3123 22ND AVE S,Minneapolis,MN",44.945862,-93.240256,9,Powderhorn,Corcoran,3,6
-93.286712000158616,44.961623000201371,1077,01/17/2018 02:12pm,Snow Emergency,"2107 GARFIELD AVE S,Minneapolis,MN",44.961623,-93.286712,10,Powderhorn,Whittier,3,3
-93.244042000138165,44.94474799992031,1078,01/17/2018 01:01pm,Snow Emergency,"1925 32ND ST E,Minneapolis,MN",44.944748,-93.244042,9,Powderhorn,Corcoran,3,6
-93.259986999800162,45.001388000256043,1079,01/17/2018 02:13pm,Snow Emergency,"1315 5TH ST NE,Minneapolis,MN",45.001388,-93.259987,3,Northeast,Sheridan,3,2
-93.274268000068105,44.9636969996169,1080,01/17/2018 01:00pm,Snow Emergency,"143 19TH ST E,Minneapolis,MN",44.963697,-93.274268,6,Central,Stevens Square - Loring Heights,3,3
-93.254709000120215,45.002774000319903,1081,01/17/2018 02:15pm,Snow Emergency,"1425 JEFFERSON ST NE,Minneapolis,MN",45.002774,-93.254709,1,Northeast,Logan Park,3,2
-93.268392999837033,45.004024000407355,1082,01/17/2018 02:15pm,Snow Emergency,"119 16TH AVE NE,Minneapolis,MN",45.004024,-93.268393,3,Northeast,Sheridan,3,2
-93.273372000117661,44.966055000437962,1083,01/17/2018 12:49pm,Snow Emergency,"225 17TH ST E,Minneapolis,MN",44.966055,-93.273372,6,Central,Stevens Square - Loring Heights,3,3
-93.266634999705445,45.001984999907847,1084,01/17/2018 02:16pm,Snow Emergency,"175 14TH AVE NE,Minneapolis,MN",45.001985,-93.266635,3,Northeast,Sheridan,3,2
-93.286475000021198,45.013858999793058,1085,01/17/2018 01:24pm,Snow Emergency,"3221 6TH ST N,Minneapolis,MN",45.013859,-93.286475,4,Camden,McKinley,3,1
-93.234053999992057,44.984970000365252,1086,01/17/2018 02:18pm,Snow Emergency,"801 13TH AVE SE,Minneapolis,MN",44.98497,-93.234054,3,University,Marcy - Holmes,3,4
-93.305339000294566,44.978963000342219,1087,01/17/2018 01:54pm,Snow Emergency,"1917 2ND AVE N,Minneapolis,MN",44.978963,-93.305339,5,Near North,Harrison,3,3
-93.276437000267322,44.963954999823443,1088,01/17/2018 02:19pm,Snow Emergency,"103 19TH ST E,Minneapolis,MN",44.963955,-93.276437,6,Central,Stevens Square - Loring Heights,3,3
-93.275673000108839,44.963953999777345,1089,01/17/2018 02:20pm,Snow Emergency,"117 19TH ST E,Minneapolis,MN",44.963954,-93.275673,6,Central,Stevens Square - Loring Heights,3,3
-93.233193999903165,44.930505999652212,1090,01/17/2018 01:53pm,Snow Emergency,"2715 40TH ST E,Minneapolis,MN",44.930506,-93.233194,12,Powderhorn,Standish,3,6
-93.234273000198755,44.935001000096122,1091,01/17/2018 02:21pm,Snow Emergency,"3725 26TH AVE S,Minneapolis,MN",44.935001,-93.234273,12,Powderhorn,Standish,3,6
-93.306962999642678,44.99481100002771,1092,01/17/2018 02:22pm,Snow Emergency,"1521 OLIVER AVE N,Minneapolis,MN",44.994811,-93.306963,5,Near North,Willard - Hay,3,1
-93.235218999757024,44.985773999670414,1093,01/17/2018 01:51pm,Snow Emergency,"807 12TH AVE SE,Minneapolis,MN",44.985774,-93.235219,3,University,Marcy - Holmes,3,4
-93.289621000308898,45.026134000184015,1094,01/17/2018 02:22pm,Snow Emergency,"3911 ALDRICH AVE N,Minneapolis,MN",45.026134,-93.289621,4,Camden,Webber - Camden,3,1
-93.234569000359045,44.984294999814438,1095,01/17/2018 01:51pm,Snow Emergency,"709 13TH AVE SE,Minneapolis,MN",44.984295,-93.234569,3,University,Marcy - Holmes,3,4
-93.238404000044511,44.985407999879328,1096,01/17/2018 02:23pm,Snow Emergency,"1013 7TH ST SE,Minneapolis,MN",44.985408,-93.238404,3,University,Marcy - Holmes,3,4
-93.265308999710555,45.004193000106909,1097,01/17/2018 01:50pm,Snow Emergency,"225 16TH AVE NE,Minneapolis,MN",45.004193,-93.265309,3,Northeast,Sheridan,3,2
-93.306945999758057,44.99911899994197,1098,01/17/2018 02:25pm,Snow Emergency,"1909 OLIVER AVE N,Minneapolis,MN",44.999119,-93.306946,5,Near North,Willard - Hay,3,1
-93.262265999676117,45.0076179997709,1099,01/17/2018 01:50pm,Snow Emergency,"347 19TH AVE NE,Minneapolis,MN",45.007618,-93.262266,1,Northeast,Holland,3,2
-93.299385000017708,45.014071999723058,1100,01/17/2018 02:27pm,Snow Emergency,"3229 IRVING AVE N,Minneapolis,MN",45.014072,-93.299385,4,Camden,Folwell,3,1
-93.234511000382327,44.984370999721932,1101,01/17/2018 01:49pm,Snow Emergency,"711 13TH AVE SE,Minneapolis,MN",44.984371,-93.234511,3,University,Marcy - Holmes,3,4
-93.29716700025682,45.009833000292758,1102,01/17/2018 02:28pm,Snow Emergency,"2905 GIRARD AVE N,Minneapolis,MN",45.009833,-93.297167,5,Near North,Jordan,3,1
-93.240627000036,44.946081000237996,1103,01/17/2018 02:29pm,Snow Emergency,"3115 22ND AVE S,Minneapolis,MN",44.946081,-93.240627,9,Powderhorn,Corcoran,3,6
-93.242376999798637,44.984652000089795,1104,01/17/2018 01:48pm,Snow Emergency,"503 9TH AVE SE,Minneapolis,MN",44.984652,-93.242377,3,University,Marcy - Holmes,3,4
-93.234274000244852,44.985793999693385,1105,01/17/2018 01:48pm,Snow Emergency,"815 13TH AVE SE,Minneapolis,MN",44.985794,-93.234274,3,University,Marcy - Holmes,3,4
-93.271500000124888,44.963949999592842,1106,01/17/2018 02:30pm,Snow Emergency,"1901 CLINTON AVE S,Minneapolis,MN",44.96395,-93.2715,6,Central,Stevens Square - Loring Heights,3,3
-93.286469999790597,44.960336000206325,1107,01/17/2018 01:45pm,Snow Emergency,"2215 GARFIELD AVE S,Minneapolis,MN",44.960336,-93.28647,10,Powderhorn,Whittier,3,3
-93.263655999924424,45.007129999749736,1108,01/17/2018 02:33pm,Snow Emergency,"319 19TH AVE NE,Minneapolis,MN",45.00713,-93.263656,3,Northeast,Bottineau,3,2
-93.26544279724726,45.002454249064385,1109,01/17/2018 02:34pm,Snow Emergency,"155 15THAVE NE,Minneapolis,MN",44.972895,-93.247897,3,Northeast,Sheridan,3,2
-93.251854999808359,44.988754000396852,1110,01/17/2018 01:43pm,Snow Emergency,"511 91/2 AVE SE,Minneapolis,MN",44.988754,-93.251855,3,University,Marcy - Holmes,3,4
-93.240272999898991,44.946004000284461,1111,01/17/2018 02:35pm,Snow Emergency,"3119 22ND AVE S,Minneapolis,MN",44.946004,-93.240273,9,Powderhorn,Corcoran,3,6
-93.251869999600785,44.988735000419979,1112,01/17/2018 01:43pm,Snow Emergency,"509 91/2 AVE SE,Minneapolis,MN",44.988735,-93.25187,3,University,Marcy - Holmes,3,4
-93.271876000377063,44.965218999657168,1113,01/17/2018 02:36pm,Snow Emergency,"317 18TH ST E,Minneapolis,MN",44.965219,-93.271876,6,Central,Stevens Square - Loring Heights,3,3
-93.256036000161259,45.005615000032265,1114,01/17/2018 01:40pm,Snow Emergency,"1711 ADAMS ST NE,Minneapolis,MN",45.005615,-93.256036,1,Northeast,Logan Park,3,2
-93.286837999673935,45.018977000188443,1115,01/17/2018 02:40pm,Snow Emergency,"3515 6TH ST N,Minneapolis,MN",45.018977,-93.286838,4,Camden,McKinley,3,1
-93.230572000397444,44.931089999603842,1116,01/17/2018 01:40pm,Snow Emergency,"3941 29TH AVE S,Minneapolis,MN",44.93109,-93.230572,12,Powderhorn,Standish,3,6
-93.232740999697342,44.930503000413182,1117,01/17/2018 01:40pm,Snow Emergency,"2725 40TH ST E,Minneapolis,MN",44.930503,-93.232741,12,Powderhorn,Standish,3,6
-93.243308999610633,44.944463000267319,1118,01/17/2018 02:45pm,Snow Emergency,"3205 20TH AVE S,Minneapolis,MN",44.944463,-93.243309,9,Powderhorn,Corcoran,3,6
-93.243321000163974,44.943632999763167,1119,01/17/2018 02:50pm,Snow Emergency,"3233 20TH AVE S,Minneapolis,MN",44.943633,-93.243321,9,Powderhorn,Corcoran,3,6
-93.276544999851808,44.965218999657168,1120,01/17/2018 02:52pm,Snow Emergency,"101 18TH ST E,Minneapolis,MN",44.965219,-93.276545,6,Central,Stevens Square - Loring Heights,3,3
-93.272260000098868,44.96521799961107,1121,01/17/2018 02:54pm,Snow Emergency,"309 18TH ST E,Minneapolis,MN",44.965218,-93.27226,6,Central,Stevens Square - Loring Heights,3,3
-93.234453000405608,44.98444699962937,1122,01/17/2018 02:55pm,Snow Emergency,"713 13TH AVE SE,Minneapolis,MN",44.984447,-93.234453,3,University,Marcy - Holmes,3,4
-93.2906160003281,45.027056999580907,1123,01/17/2018 02:57pm,Snow Emergency,"3945 BRYANT AVE N,Minneapolis,MN",45.027057,-93.290616,4,Camden,Webber - Camden,3,1
-93.221562000385973,44.988033000422661,1124,01/17/2018 02:58pm,Snow Emergency,"1007 22ND AVE SE,Minneapolis,MN",44.988033,-93.221562,1,University,Como,3,4
-93.289630999870724,45.027226000179837,1125,01/17/2018 02:59pm,Snow Emergency,"3951 ALDRICH AVE N,Minneapolis,MN",45.027226,-93.289631,4,Camden,Webber - Camden,3,1
-93.290887000234818,45.027002999788635,1126,01/17/2018 03:01pm,Snow Emergency,"3943 BRYANT AVE N,Minneapolis,MN",45.027003,-93.290887,4,Camden,Webber - Camden,3,1
-93.272765000004711,44.965216999564916,1127,01/17/2018 03:02pm,Snow Emergency,"301 18TH ST E,Minneapolis,MN",44.965217,-93.272765,6,Central,Stevens Square - Loring Heights,3,3
-93.274979999627249,44.963664999939851,1128,01/17/2018 03:03pm,Snow Emergency,"1905 STEVENS AVE S,Minneapolis,MN",44.963665,-93.27498,6,Central,Stevens Square - Loring Heights,3,3
-93.256782000388966,45.005639000239739,1129,01/17/2018 03:04pm,Snow Emergency,"631 17TH AVE NE,Minneapolis,MN",45.005639,-93.256782,1,Northeast,Logan Park,3,2
-93.242317999775821,44.944171000291476,1130,01/17/2018 03:06pm,Snow Emergency,"3213 21ST AVE S,Minneapolis,MN",44.944171,-93.242318,9,Powderhorn,Corcoran,3,6
-93.256922999696656,45.005639000239739,1131,01/17/2018 03:07pm,Snow Emergency,"629 17TH AVE NE,Minneapolis,MN",45.005639,-93.256923,1,Northeast,Logan Park,3,2
-93.309955000023194,44.987285000102702,1132,01/17/2018 03:08pm,Snow Emergency,"911 QUEEN AVE N,Minneapolis,MN",44.987285,-93.309955,5,Near North,Willard - Hay,3,1
-93.309822000185136,44.988805000050775,1133,01/17/2018 03:09pm,Snow Emergency,"1101 QUEEN AVE N,Minneapolis,MN",44.988805,-93.309822,5,Near North,Willard - Hay,3,1
-93.247699999755127,44.988145000191651,1134,01/17/2018 03:10pm,Snow Emergency,"407 6TH ST SE,Minneapolis,MN",44.988145,-93.2477,3,University,Marcy - Holmes,3,4
-93.274435999721561,44.966085000022758,1135,01/17/2018 03:11pm,Snow Emergency,"135 17TH ST E,Minneapolis,MN",44.966085,-93.274436,6,Central,Stevens Square - Loring Heights,3,3
-93.274573999790221,44.963695000423968,1136,01/17/2018 03:12pm,Snow Emergency,"141 19TH ST E,Minneapolis,MN",44.963695,-93.274574,6,Central,Stevens Square - Loring Heights,3,3
-93.272443999590848,44.963954999823443,1137,01/17/2018 03:13pm,Snow Emergency,"305 19TH ST E,Minneapolis,MN",44.963955,-93.272444,6,Central,Stevens Square - Loring Heights,3,3
-93.252197000291289,44.93216000038376,1138,01/17/2018 03:14pm,Snow Emergency,"1525 39TH ST E,Minneapolis,MN",44.93216,-93.252197,8,Powderhorn,Bancroft,3,6
-93.2422720003525,44.926712000058785,1139,01/17/2018 03:15pm,Snow Emergency,"4203 21ST AVE S,Minneapolis,MN",44.926712,-93.242272,12,Powderhorn,Standish,3,6
-93.286725999904945,44.960391000044694,1140,01/17/2018 03:16pm,Snow Emergency,"2213 GARFIELD AVE S,Minneapolis,MN",44.960391,-93.286726,10,Powderhorn,Whittier,3,3
-93.238354999583521,44.985388999902455,1141,01/17/2018 03:17pm,Snow Emergency,"1019 7TH ST SE,Minneapolis,MN",44.985389,-93.238355,3,University,Marcy - Holmes,3,4
-93.311347000363753,44.987775000216118,1142,01/17/2018 03:18pm,Snow Emergency,"925 RUSSELL AVE N,Minneapolis,MN",44.987775,-93.311347,5,Near North,Willard - Hay,3,1
-93.255994000023065,45.002818999697126,1143,01/17/2018 03:19pm,Snow Emergency,"1431 ADAMS ST NE,Minneapolis,MN",45.002819,-93.255994,1,Northeast,Logan Park,3,2
-93.266765000304474,45.012040000445722,1144,01/17/2018 03:20pm,Snow Emergency,"124 24TH AVE NE,Minneapolis,MN",45.01204,-93.266765,3,Northeast,Bottineau,3,2
-93.299641000131999,45.02015699974578,1145,01/17/2018 03:20pm,Snow Emergency,"3555 IRVING AVE N,Minneapolis,MN",45.020157,-93.299641,4,Camden,Folwell,3,1
-93.229305999572205,44.926539000174785,1146,01/17/2018 03:21pm,Snow Emergency,"4209 30TH AVE S,Minneapolis,MN",44.926539,-93.229306,12,Nokomis,Ericsson,3,6
-93.311068000088085,44.99216300022232,1147,01/17/2018 03:22pm,Snow Emergency,"1317 RUSSELL AVE N,Minneapolis,MN",44.992163,-93.311068,5,Near North,Willard - Hay,3,1
-93.240629000128195,44.9465389997751,1148,01/17/2018 03:23pm,Snow Emergency,"3101 22ND AVE S,Minneapolis,MN",44.946539,-93.240629,9,Powderhorn,Corcoran,3,6
-93.226766000250677,44.937597000201436,1149,01/17/2018 03:24pm,Snow Emergency,"3129 36TH ST E,Minneapolis,MN",44.937597,-93.226766,12,Longfellow,Howe,3,6
